,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,HOUSTON-BAPTIST_homegame,HOUSTON-BAPTIST_homegame2,HOUSTON-BAPTIST_home,HOUSTON-BAPTIST_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
11,2019-01-02-20-houston-baptist,40.6,13,6.8,3,100.0,78.8,26,0.5479999999999999,63,0.508,32,0.349,22,0.591,13,7,225,93.2,20.6,7,30,82,,11.4,10,0.28600000000000003,18,0.278,5,49.3,33,0.5579999999999999,21.6,20,45,0.6,27,0.5,7,"January 2, 2019",50.0,15,4.4,2,93.2,79.4,27,0.516,64,0.469,30,0.5,32,0.688,22,7,225,100.0,21.2,7,19,88,,10.2,9,0.313,20,0.3,6,50.7,34,0.556,18.7,18,44,0.545,24,0.41700000000000004,5,"Frank and Lucille Sharp Gymnasium, Houston, Texas",LAMAR,Lamar,78.5,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,11,True,False,True,Home,True,6,24,64,34,67,5,27,63,1,0,82,242,712,0.5126404494382022,377,742,0.5080862533692723,102,224,653,0.5773353751914242,0.36363636363636365
12,2019-01-05-15-new-orleans,42.9,12,3.8,2,100.0,62.9,22,0.397,73,0.384,28,0.27399999999999997,20,0.9,18,8,225,93.8,48.7,19,18,76,,11.1,9,0.247,18,0.111,2,55.4,41,0.461,18.8,19,55,0.473,26,0.385,5,"January 5, 2019",56.3,18,20.0,11,93.8,51.3,20,0.515,67,0.478,32,0.209,14,0.857,12,7,225,100.0,37.1,13,23,81,,9.9,8,0.209,14,0.35700000000000004,5,44.6,33,0.55,20.6,19,53,0.509,27,0.462,6,"Kiefer Lakefront Arena, New Orleans , Louisiana",HOUSTON-BAPTIST,Houston Baptist,72.1,Home,NEW-ORLEANS,New Orleans,Houston Baptist,southland,12,False,False,False,Away,False,2,26,73,41,74,5,27,67,0,1,88,266,776,0.5128865979381443,411,809,0.5080346106304079,107,251,716,0.5747206703910615,0.4166666666666667
13,2019-01-12-16-nicholls-state,46.4,13,0.0,0,106.9,74.2,23,0.5,59,0.475,28,0.49200000000000005,29,0.586,17,9,200,105.6,45.5,15,13,76,,6.9,5,0.22,13,0.231,3,59.4,38,0.522,17.3,15,46,0.5429999999999999,25,0.35700000000000004,5,"January 12, 2019",45.2,14,6.5,3,105.6,54.5,18,0.581,62,0.5,31,0.161,10,0.5,5,7,200,106.9,25.8,8,25,77,,11.1,8,0.387,24,0.41700000000000004,10,40.6,26,0.5770000000000001,15.3,12,38,0.5529999999999999,21,0.588,10,"David Stopher Gymnasium, Thibodaux, Louisiana",HOUSTON-BAPTIST,Houston Baptist,71.8,Home,NICHOLLS-STATE,Nicholls State,Houston Baptist,southland,13,False,False,False,Away,False,3,25,59,38,64,10,21,62,0,1,90,292,849,0.502944640753828,452,883,0.5118912797281994,112,278,783,0.5696040868454662,0.38461538461538464
14,2019-01-16-20-abilene-christian,56.0,14,2.6,1,107.1,67.7,21,0.56,50,0.5,25,0.34,17,0.706,12,10,200,97.1,32.0,8,18,68,,8.6,6,0.28,14,0.429,6,51.8,29,0.585,25.8,20,36,0.528,19,0.33299999999999996,5,"January 16, 2019",64.3,18,5.6,2,97.1,68.0,17,0.534,58,0.483,28,0.36200000000000004,21,0.619,13,3,200,107.1,32.3,10,18,75,,14.3,10,0.345,20,0.3,6,48.2,27,0.552,15.1,12,38,0.579,22,0.833,15,"Moody Coliseum , Abilene, Texas",HOUSTON-BAPTIST,Houston Baptist,70.0,Home,ABILENE-CHRISTIAN,Abilene Christian,Houston Baptist,southland,14,False,False,False,Away,False,6,19,50,29,56,6,22,58,0,1,93,317,908,0.5027533039647577,490,947,0.5174234424498416,122,299,845,0.570414201183432,0.35714285714285715
15,2019-01-19-20-houston-baptist,62.5,15,12.2,5,82.3,67.6,25,0.456,57,0.42100000000000004,24,0.42100000000000004,24,0.792,19,8,200,89.9,16.7,5,22,71,,16.5,13,0.281,16,0.25,4,44.8,30,0.519,17.2,14,41,0.488,20,0.556,10,"January 19, 2019",50.0,11,4.9,2,89.9,83.3,25,0.402,61,0.361,22,0.377,23,0.696,16,11,200,82.3,32.4,12,24,65,,7.6,6,0.32799999999999996,20,0.25,5,55.2,37,0.452,22.8,21,41,0.415,17,0.312,5,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,79.2,Away,SAM-HOUSTON-STATE,Sam Houston State,Houston Baptist,southland,15,False,True,True,Home,False,5,17,61,37,67,4,20,57,0,1,99,336,958,0.505741127348643,519,1003,0.5174476570289133,128,321,903,0.5681063122923588,0.3333333333333333
16,2019-01-23-20-houston-baptist,82.6,19,6.3,2,94.4,72.0,18,0.574,47,0.489,23,0.489,23,0.696,16,12,200,98.6,39.1,9,18,70,,14.1,10,0.38299999999999995,18,0.444,8,56.3,27,0.604,25.9,20,29,0.517,15,0.368,7,"January 23, 2019",40.9,9,10.3,3,98.6,60.9,14,0.521,47,0.46799999999999997,22,0.511,24,0.75,18,12,200,94.4,28.0,7,23,67,,15.5,11,0.319,15,0.33299999999999996,5,43.8,21,0.574,26.7,21,32,0.531,17,0.294,5,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,70.7,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Houston Baptist,southland,16,False,True,True,Home,False,5,17,47,21,48,8,15,47,0,1,104,353,1019,0.49950932286555444,556,1070,0.5196261682242991,132,341,960,0.5614583333333333,0.3125
17,2019-01-26-16-mcneese-state,40.9,9,5.7,2,103.9,75.9,22,0.462,53,0.415,22,0.642,34,0.706,24,13,200,96.1,33.3,12,26,73,,10.5,8,0.358,19,0.263,5,52.3,34,0.528,20.0,17,34,0.5,17,0.278,5,"January 26, 2019",54.2,13,0.0,0,96.1,66.7,24,0.529,51,0.47100000000000003,24,0.627,32,0.7809999999999999,25,13,200,103.9,24.1,7,29,79,,9.2,7,0.314,16,0.375,6,47.7,31,0.597,21.7,18,35,0.514,18,0.35,7,"H&HP Complex, Lake Charles, Louisiana",HOUSTON-BAPTIST,Houston Baptist,75.7,Home,MCNEESE-STATE,McNeese State,Houston Baptist,southland,17,False,False,False,Away,False,5,17,53,34,65,6,18,51,0,1,109,370,1066,0.5004690431519699,577,1118,0.5161001788908766,140,356,1007,0.5620655412115194,0.29411764705882354
18,2019-01-30-20-incarnate-word,45.9,17,3.1,1,115.0,90.9,20,0.598,66,0.561,37,0.39399999999999996,26,0.654,17,13,200,120.0,42.9,12,21,96,,10.0,8,0.22699999999999998,15,0.33299999999999996,5,64.0,32,0.613,17.1,16,51,0.627,32,0.316,6,"January 30, 2019",56.7,17,7.8,4,120.0,57.1,16,0.6890000000000001,53,0.5660000000000001,30,0.415,22,0.8640000000000001,19,15,200,115.0,9.1,2,26,92,,13.8,11,0.396,21,0.619,13,36.0,18,0.725,20.3,16,32,0.531,17,0.28600000000000003,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,79.9,Away,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,18,False,False,False,Away,True,5,32,66,32,50,13,17,53,1,0,114,387,1119,0.49865951742627346,611,1183,0.5164835164835165,146,374,1058,0.5604914933837429,0.2777777777777778
19,2019-02-02-20-houston-baptist,57.1,16,7.7,3,94.8,75.0,24,0.508,60,0.467,28,0.267,16,0.688,11,12,200,93.5,27.3,9,29,72,,11.7,9,0.267,16,0.313,5,50.8,33,0.5329999999999999,22.1,19,44,0.523,23,0.429,9,"February 2, 2019",56.0,14,9.1,4,93.5,72.7,24,0.531,49,0.51,25,0.735,36,0.583,21,13,200,94.8,25.0,8,21,73,,9.1,7,0.204,10,0.2,2,49.2,32,0.552,22.7,19,39,0.59,23,0.35,7,"Frank and Lucille Sharp Gymnasium, Houston, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,77.4,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,19,True,False,True,Home,True,2,23,49,32,65,5,23,60,1,0,119,419,1185,0.5042194092827004,643,1233,0.5214922952149229,159,391,1111,0.5666066606660666,0.3157894736842105
20,2019-02-06-20-houston-baptist,31.0,9,6.5,3,98.7,61.3,19,0.517,60,0.483,29,0.38299999999999995,23,0.7390000000000001,17,9,200,101.3,23.3,7,22,79,,10.3,8,0.28300000000000003,17,0.235,4,42.6,26,0.557,14.6,12,43,0.581,25,0.5710000000000001,12,"February 6, 2019",65.4,17,7.0,3,101.3,76.7,23,0.46,63,0.413,26,0.444,28,0.679,19,14,200,98.7,38.7,12,18,77,,11.5,9,0.27,17,0.353,6,57.4,35,0.505,16.6,15,46,0.435,20,0.33299999999999996,7,"Frank and Lucille Sharp Gymnasium, Houston, Texas",HOUSTON-BAPTIST,Houston Baptist,77.6,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Houston Baptist,southland,20,False,True,True,Home,False,6,20,63,35,61,4,25,60,0,1,121,442,1234,0.5052674230145867,675,1298,0.5200308166409862,164,414,1171,0.5636208368915457,0.35
21,2019-02-13-20-central-arkansas,61.5,16,2.4,1,92.2,65.1,28,0.46299999999999997,68,0.382,26,0.235,16,0.75,12,14,200,97.4,27.3,12,22,75,,15.6,12,0.382,26,0.423,11,46.0,40,0.496,13.8,12,42,0.35700000000000004,15,0.364,8,"February 13, 2019",50.0,12,28.6,12,97.4,72.7,32,0.415,65,0.369,24,0.354,23,0.7390000000000001,17,15,200,92.2,34.9,15,17,71,,6.5,5,0.369,24,0.25,6,54.0,47,0.46799999999999997,18.5,17,41,0.439,18,0.4,10,"Jeff Farris Center, Conway, Arkansas",CENTRAL-ARKANSAS,Central Arkansas,76.8,Away,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,21,False,False,False,Away,True,11,15,68,40,87,6,18,65,1,0,127,462,1297,0.5030840400925212,710,1359,0.5224429727740986,168,439,1231,0.561332250203087,0.3333333333333333
22,2019-02-16-20-houston-baptist,53.3,16,7.0,3,108.6,57.6,19,0.514,71,0.423,30,0.16899999999999998,12,0.75,9,14,200,101.2,25.6,10,29,82,,14.8,12,0.465,33,0.39399999999999996,13,40.3,29,0.535,15.5,14,38,0.447,17,0.44,11,"February 16, 2019",41.4,12,5.3,2,101.2,74.4,29,0.5,62,0.46799999999999997,29,0.613,38,0.684,26,14,200,108.6,42.4,14,15,88,,3.7,3,0.306,19,0.21100000000000002,4,59.7,43,0.55,16.9,16,43,0.581,25,0.391,9,"Frank and Lucille Sharp Gymnasium, Houston, Texas",NICHOLLS-STATE,Nicholls State,81.4,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,22,True,False,True,Home,True,4,25,62,43,72,13,17,71,1,0,138,477,1365,0.5010989010989011,750,1446,0.5186721991701245,174,457,1296,0.5540123456790124,0.36363636363636365
23,2019-02-20-20-houston-baptist,47.8,11,10.7,6,113.6,66.7,26,0.366,67,0.34299999999999997,23,0.10400000000000001,7,0.7140000000000001,5,17,200,66.7,18.6,8,16,54,,4.9,4,0.254,17,0.17600000000000002,3,41.5,34,0.384,20.4,18,50,0.4,20,0.37,10,"February 20, 2019",60.0,21,16.0,8,66.7,81.4,35,0.52,75,0.467,35,0.253,19,0.737,14,14,200,113.6,33.3,13,11,92,,12.3,10,0.253,19,0.42100000000000004,8,58.5,48,0.547,10.7,10,56,0.48200000000000004,27,0.41700000000000004,10,"Frank and Lucille Sharp Gymnasium, Houston, Texas",NORTHWESTERN-STATE,Northwestern State,80.7,Home,HOUSTON-BAPTIST,Houston Baptist,Houston Baptist,southland,23,True,False,True,Home,True,8,27,75,48,82,3,20,67,1,0,142,502,1427,0.5010511562718991,793,1518,0.5223978919631094,187,474,1367,0.5519385515727872,0.391304347826087
24,2019-02-23-20-sam-houston-state,53.7,22,0.0,0,120.2,83.9,26,0.524,85,0.48200000000000004,41,0.47100000000000003,40,0.6,24,15,250,114.1,34.7,17,24,113,,12.1,12,0.282,24,0.292,7,53.8,43,0.5429999999999999,13.5,16,61,0.557,34,0.4,10,"February 23, 2019",75.6,31,6.6,4,114.1,65.3,32,0.7140000000000001,70,0.586,41,0.35700000000000004,25,0.76,19,9,250,120.2,16.1,5,29,119,,9.1,9,0.429,30,0.6,18,46.3,37,0.727,19.0,19,40,0.575,23,0.679,19,"Johnson Coliseum, Huntsville, Texas",HOUSTON-BAPTIST,Houston Baptist,79.6,Home,SAM-HOUSTON-STATE,Sam Houston State,Houston Baptist,southland,24,False,False,False,Away,False,7,34,85,43,80,18,23,70,0,1,150,529,1502,0.5019973368841545,841,1600,0.525625,190,494,1434,0.5432357043235704,0.4166666666666667
25,2019-02-27-20-lamar,66.7,16,11.4,5,142.9,53.6,15,0.46,62,0.387,24,0.419,26,0.6920000000000001,18,16,200,97.4,22.5,9,15,75,,10.4,8,0.419,26,0.34600000000000003,9,35.3,24,0.504,15.0,13,36,0.41700000000000004,15,0.385,10,"February 27, 2019",58.5,24,13.9,5,97.4,77.5,31,0.6970000000000001,71,0.5770000000000001,41,0.16899999999999998,12,0.917,11,12,200,142.9,46.4,13,24,110,,16.9,13,0.38,27,0.63,17,64.7,44,0.7170000000000001,13.6,12,44,0.545,24,0.586,17,"Montagne Center, Beaumont, Texas",HOUSTON-BAPTIST,Houston Baptist,77.0,Home,LAMAR,Lamar,Houston Baptist,southland,25,False,False,False,Away,False,9,15,62,24,68,17,24,71,0,1,157,563,1587,0.5031505986137366,884,1680,0.5261904761904762,208,517,1504,0.5511968085106383,0.4
