,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAINT-LOUIS_homegame,SAINT-LOUIS_homegame2,SAINT-LOUIS_home,SAINT-LOUIS_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-20-saint-louis,76.9,20,8.7,4,102.8,55.9,19,0.644,45,0.578,26,0.17800000000000002,8,0.875,7,9,200,90.3,11.8,2,23,65,,9.7,7,0.289,13,0.462,6,41.2,21,0.6659999999999999,33.1,24,32,0.625,20,0.308,4,"December 19, 2018",66.7,20,12.5,4,90.3,88.2,15,0.541,61,0.49200000000000005,30,0.311,19,0.42100000000000004,8,3,200,102.8,44.1,15,16,74,,16.7,12,0.24600000000000002,15,0.4,6,58.8,30,0.528,20.6,18,46,0.522,24,0.727,8,"Chaifetz Arena, St. Louis, Missouri",NORTH-CAROLINA-CENTRAL,North Carolina Central,71.9,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,10,True,False,True,Home,True,6,24,61,30,51,6,20,45,1,0,58,170,545,0.47155963302752296,365,682,0.5351906158357771,52,161,554,0.4314079422382672,0.7
11,2018-12-22-14-florida-state,26.3,5,10.5,4,111.0,70.8,17,0.325,63,0.302,19,0.397,25,0.72,18,4,200,80.8,42.2,19,11,59,,16.4,12,0.222,14,0.214,3,52.2,36,0.39399999999999996,18.7,17,49,0.327,16,0.667,8,"December 22, 2018",41.9,13,6.1,3,80.8,57.8,26,0.643,56,0.5539999999999999,31,0.196,11,0.818,9,1,200,111.0,29.2,7,21,81,11.0,13.7,10,0.321,18,0.556,10,47.8,33,0.6609999999999999,23.8,19,38,0.5529999999999999,21,0.917,11,"BB&T Center, Sunrise, Florida",SAINT-LOUIS,Saint Louis,73.1,Home,FLORIDA-STATE,Florida State,Saint Louis,atlantic-10,11,False,False,False,Away,False,3,16,63,36,69,10,21,56,0,1,64,194,606,0.47854785478547857,395,733,0.538881309686221,58,181,599,0.44741235392320533,0.7272727272727273
12,2018-12-30-15-saint-louis,42.1,8,2.2,1,122.1,57.9,22,0.35600000000000004,59,0.322,19,0.305,18,0.722,13,8,200,80.9,22.0,9,19,55,,7.4,5,0.373,22,0.182,4,39.2,31,0.40700000000000003,14.1,11,37,0.405,15,0.385,5,"December 30, 2018",43.8,14,13.5,5,80.9,78.0,32,0.515,68,0.47100000000000003,32,0.309,21,0.619,13,4,200,122.1,42.1,16,17,83,,8.8,6,0.324,22,0.273,6,60.8,48,0.532,6.1,5,46,0.565,26,0.6920000000000001,9,"Chaifetz Arena, St. Louis, Missouri",APPALACHIAN-STATE,Appalachian State,68.3,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,12,True,False,True,Home,True,6,26,68,48,79,4,15,59,1,0,67,210,669,0.4641255605381166,431,802,0.5374064837905237,68,202,655,0.46412213740458014,0.6666666666666666
13,2019-01-06-16-saint-louis,55.6,10,8.8,3,88.2,73.0,27,0.40399999999999997,52,0.34600000000000003,18,0.308,16,0.688,11,6,200,77.9,22.9,8,18,53,,11.8,8,0.34600000000000003,18,0.33299999999999996,6,48.6,35,0.445,22.4,17,34,0.353,12,0.5379999999999999,7,"January 6, 2019",61.9,13,14.7,5,77.9,77.1,27,0.445,55,0.382,21,0.418,23,0.478,11,4,200,88.2,27.0,10,14,60,,13.2,9,0.382,21,0.33299999999999996,7,51.4,37,0.455,15.6,12,34,0.41200000000000003,14,0.7140000000000001,10,"Chaifetz Arena, St. Louis, Missouri",RHODE-ISLAND,Rhode Island,68.3,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,13,True,False,True,Home,True,7,14,55,37,72,6,12,52,1,0,73,236,737,0.4687924016282225,479,881,0.5437003405221339,72,217,714,0.45518207282913165,0.6923076923076923
14,2019-01-09-21-saint-louis,50.0,11,12.8,5,98.5,66.7,24,0.545,44,0.5,22,0.47700000000000004,21,0.667,14,8,200,93.9,20.8,5,25,62,,4.5,3,0.273,12,0.33299999999999996,4,48.3,29,0.574,23.1,16,32,0.563,18,0.467,7,"January 9, 2019",68.2,15,18.8,6,93.9,79.2,19,0.41100000000000003,56,0.39299999999999996,22,0.536,30,0.633,19,4,200,98.5,33.3,12,22,65,,13.6,9,0.304,17,0.11800000000000001,2,51.7,31,0.46299999999999997,10.4,8,39,0.513,20,0.733,11,"Chaifetz Arena, St. Louis, Missouri",MASSACHUSETTS,UMass,65.6,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,14,True,False,True,Home,True,2,20,56,31,60,4,18,44,1,0,80,250,792,0.4671717171717172,516,953,0.5414480587618048,78,229,766,0.4516971279373368,0.7142857142857143
15,2019-01-12-18-la-salle,44.4,12,8.6,3,88.9,82.1,23,0.509,58,0.466,27,0.379,22,0.545,12,4,200,98.6,33.3,11,17,71,,12.5,9,0.207,12,0.41700000000000004,5,55.7,34,0.519,17.1,14,46,0.478,22,0.75,12,"January 12, 2019",65.2,15,2.2,1,98.6,66.7,22,0.5,55,0.418,23,0.255,14,0.643,9,12,200,88.9,17.9,5,20,64,,11.1,8,0.364,20,0.45,9,44.3,27,0.519,19.7,15,35,0.4,14,0.2,3,"Tom Gola Arena, Philadelphia, Pennsylvania",LA-SALLE,La Salle,71.6,Away,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,15,False,False,False,Away,True,5,22,58,34,61,9,14,55,1,0,82,270,848,0.4634433962264151,547,1013,0.5399802566633761,82,247,810,0.4567901234567901,0.7333333333333333
16,2019-01-15-19-fordham,70.0,14,3.8,1,95.2,78.1,25,0.48,51,0.392,20,0.451,23,0.609,14,4,200,100.0,31.0,9,11,63,,9.5,6,0.529,27,0.33299999999999996,9,55.7,34,0.509,16.4,12,24,0.45799999999999996,11,0.765,13,"January 15, 2019",31.8,7,16.7,4,100.0,69.0,20,0.46399999999999997,56,0.39299999999999996,22,0.196,11,0.727,8,8,200,95.2,21.9,7,15,60,,12.7,8,0.536,30,0.267,8,44.3,27,0.49,10.3,7,26,0.5379999999999999,14,0.529,9,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,63.1,Away,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,16,False,False,False,Away,True,9,11,51,34,61,8,14,56,1,0,87,292,906,0.4663355408388521,581,1074,0.5409683426443203,91,261,865,0.4595375722543353,0.75
17,2019-01-18-19-saint-louis,61.1,11,7.1,2,98.6,74.4,29,0.344,61,0.295,18,0.311,19,0.789,15,10,200,82.6,21.4,9,18,57,,11.6,8,0.49200000000000005,30,0.2,6,46.9,38,0.40700000000000003,11.5,9,31,0.387,12,0.444,8,"January 18, 2019",72.7,16,0.0,0,82.6,78.6,33,0.48200000000000004,57,0.386,22,0.40399999999999997,23,0.565,13,4,200,98.6,25.6,10,16,68,,7.2,5,0.509,29,0.379,11,53.1,43,0.501,14.1,11,28,0.39299999999999996,11,0.778,14,"Chaifetz Arena, St. Louis, Missouri",SAINT-JOSEPHS,St. Joseph's,69.5,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,17,True,False,True,Home,True,11,11,57,43,81,6,12,61,1,0,96,303,957,0.4670846394984326,615,1135,0.5418502202643172,99,275,921,0.4598262757871878,0.7647058823529411
18,2019-01-23-20-duquesne,38.5,10,12.5,4,97.5,73.8,31,0.40299999999999997,67,0.38799999999999996,26,0.32799999999999996,22,0.8640000000000001,19,5,200,92.4,56.4,22,28,73,,8.9,7,0.299,20,0.1,2,65.4,53,0.47100000000000003,23.1,23,47,0.511,24,0.737,14,"January 23, 2019",60.9,14,14.9,7,92.4,43.6,17,0.426,61,0.377,23,0.623,38,0.6579999999999999,25,5,200,97.5,26.2,11,17,77,,8.9,7,0.475,29,0.207,6,34.6,28,0.48700000000000004,12.4,11,32,0.531,17,0.737,14,"A.J. Palumbo Center, Pittsburgh, Pennsylvania",SAINT-LOUIS,Saint Louis,78.8,Home,DUQUESNE,Duquesne,Saint Louis,atlantic-10,18,False,False,False,Away,False,2,24,67,53,81,6,17,61,0,1,107,314,1014,0.46794871794871795,658,1216,0.5411184210526315,105,287,982,0.4526476578411405,0.7777777777777778
19,2019-01-26-14-saint-louis,82.4,14,7.4,2,93.0,58.8,20,0.5,43,0.395,17,0.302,13,0.846,11,5,200,94.7,16.0,4,20,54,,12.3,7,0.605,26,0.34600000000000003,9,40.7,24,0.5489999999999999,19.8,12,17,0.47100000000000003,8,0.75,15,"January 26, 2019",70.6,12,23.5,4,94.7,84.0,21,0.408,49,0.34700000000000003,17,0.408,20,0.65,13,6,200,93.0,41.2,14,18,53,,8.8,5,0.449,22,0.273,6,59.3,35,0.45299999999999996,17.2,12,27,0.40700000000000003,11,0.7,14,"Chaifetz Arena, St. Louis, Missouri",SAINT-LOUIS,Saint Louis,56.8,Away,DAVIDSON,Davidson,Saint Louis,atlantic-10,19,False,True,True,Home,False,6,11,49,35,59,9,8,43,0,1,109,338,1081,0.46392229417206293,711,1297,0.5481881264456437,111,304,1043,0.4511025886864813,0.7368421052631579
20,2019-01-30-19-saint-louis,60.0,18,14.0,7,114.1,47.5,19,0.644,52,0.5770000000000001,30,0.34600000000000003,18,0.9440000000000001,17,13,200,118.3,25.0,5,11,84,,9.9,7,0.308,16,0.43799999999999994,7,40.0,24,0.6940000000000001,20.0,15,36,0.639,23,0.381,8,"January 30, 2019",51.6,16,11.1,4,118.3,75.0,15,0.479,72,0.431,31,0.23600000000000002,17,0.706,12,7,200,114.1,52.5,21,17,81,,16.9,12,0.306,22,0.318,7,60.0,36,0.506,13.1,12,50,0.48,24,0.667,14,"Chaifetz Arena, St. Louis, Missouri",SAINT-LOUIS,Saint Louis,70.8,Away,RICHMOND,Richmond,Saint Louis,atlantic-10,20,False,True,True,Home,False,7,24,72,36,60,7,23,52,0,1,115,349,1130,0.4615044247787611,746,1356,0.5501474926253688,120,312,1086,0.4530386740331492,0.7
21,2019-02-02-16-rhode-island,30.4,7,8.8,3,106.6,75.9,22,0.444,54,0.426,23,0.29600000000000004,16,0.375,6,8,200,88.5,33.3,12,18,54,,3.3,2,0.14800000000000002,8,0.25,2,52.3,34,0.43799999999999994,16.4,12,46,0.457,21,0.636,14,"February 2, 2019",59.1,13,17.4,8,88.5,66.7,24,0.462,52,0.423,22,0.423,22,0.773,17,9,200,106.6,24.1,7,14,65,,11.5,7,0.34600000000000003,18,0.222,4,47.7,31,0.52,7.5,5,34,0.529,18,0.5710000000000001,12,"Ryan Center, Kingston, Rhode Island",SAINT-LOUIS,Saint Louis,61.0,Home,RHODE-ISLAND,Rhode Island,Saint Louis,atlantic-10,21,False,False,False,Away,False,2,21,54,34,65,4,18,52,0,1,122,373,1202,0.46256239600665555,782,1416,0.5522598870056498,127,335,1138,0.46177504393673113,0.6666666666666666
22,2019-02-05-21-saint-louis,39.1,9,2.7,1,114.1,55.3,21,0.45399999999999996,54,0.426,23,0.278,15,0.733,11,8,200,93.8,30.0,9,20,60,,4.7,3,0.29600000000000004,16,0.188,3,44.1,30,0.491,16.5,12,38,0.526,20,0.652,15,"February 5, 2019",45.8,11,13.2,5,93.8,70.0,21,0.465,57,0.42100000000000004,24,0.561,32,0.625,20,8,200,114.1,44.7,17,17,73,,10.9,7,0.35100000000000003,20,0.25,5,55.9,38,0.506,10.1,8,37,0.514,19,0.652,15,"Chaifetz Arena, St. Louis, Missouri",DAYTON,Dayton,63.7,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,22,True,False,True,Home,True,5,19,57,38,68,3,20,54,1,0,124,394,1256,0.46178343949044587,816,1481,0.550979068197164,131,353,1190,0.46176470588235297,0.6363636363636364
23,2019-02-08-19-saint-josephs,59.1,13,6.5,2,137.9,74.1,20,0.424,59,0.373,22,0.33899999999999997,20,0.55,11,9,200,92.4,31.4,11,15,61,,6.1,4,0.441,26,0.231,6,50.0,31,0.445,12.9,10,33,0.485,16,0.625,15,"February 8, 2019",48.5,16,9.1,3,92.4,68.6,24,0.6609999999999999,59,0.5589999999999999,33,0.28800000000000003,17,0.765,13,13,200,137.9,25.9,7,13,91,,9.1,6,0.475,28,0.429,12,50.0,31,0.6779999999999999,7.0,5,31,0.677,21,0.45799999999999996,11,"Hagan Arena, Philadelphia, Pennsylvania",SAINT-LOUIS,Saint Louis,66.3,Home,SAINT-JOSEPHS,St. Joseph's,Saint Louis,atlantic-10,23,False,False,False,Away,False,6,16,59,31,62,12,21,59,0,1,129,413,1313,0.46191926884996193,854,1549,0.5513234344738541,134,373,1244,0.46141479099678456,0.6521739130434783
24,2019-02-13-18-george-washington,60.9,14,5.9,2,86.6,83.9,26,0.561,49,0.469,23,0.449,22,0.818,18,9,200,109.0,21.7,5,17,73,,9.0,6,0.449,22,0.409,9,57.4,31,0.614,17.0,12,27,0.519,14,0.64,16,"February 13, 2019",61.9,13,3.7,1,109.0,78.3,18,0.49,51,0.41200000000000003,21,0.275,14,0.5710000000000001,8,17,200,86.6,16.1,5,16,58,,3.0,2,0.33299999999999996,17,0.47100000000000003,8,42.6,23,0.503,19.7,14,34,0.382,13,0.292,7,"Charles E. Smith Center, Washington, District of Columbia",GEORGE-WASHINGTON,George Washington,66.6,Away,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,24,False,False,False,Away,True,9,14,49,31,54,8,13,51,1,0,135,429,1372,0.46027696793002915,885,1611,0.5493482309124768,146,394,1303,0.47045280122793554,0.625
25,2019-02-16-17-saint-louis,63.2,12,11.4,4,91.2,79.3,23,0.341,63,0.302,19,0.14300000000000002,9,0.667,6,16,200,72.1,25.0,11,26,49,,10.3,7,0.429,27,0.185,5,46.6,34,0.364,16.3,13,36,0.389,14,0.33299999999999996,8,"February 16, 2019",54.5,12,16.7,6,72.1,75.0,33,0.49,50,0.44,22,0.54,27,0.48100000000000004,13,9,200,91.2,20.7,6,13,62,,8.8,6,0.3,15,0.33299999999999996,5,53.4,39,0.493,13.9,10,35,0.486,17,0.654,17,"Chaifetz Arena, St. Louis, Missouri",LA-SALLE,La Salle,68.1,Home,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,25,True,False,True,Home,True,5,17,50,39,73,5,14,63,1,0,144,443,1421,0.4637579169598874,916,1665,0.5501501501501501,154,407,1354,0.4711964549483013,0.64
26,2019-02-23-16-dayton,46.2,12,0.0,0,107.7,71.4,20,0.5,56,0.46399999999999997,26,0.25,14,0.429,6,10,199,95.4,21.9,7,18,62,,9.2,6,0.23199999999999998,13,0.308,4,45.0,27,0.495,15.0,11,43,0.512,22,0.63,17,"February 23, 2019",58.3,14,4.7,2,95.4,78.1,25,0.604,48,0.5,24,0.41700000000000004,20,0.6,12,9,199,107.7,28.6,8,11,70,,3.1,2,0.45799999999999996,22,0.455,10,55.0,33,0.609,19.8,14,26,0.5379999999999999,14,0.667,18,"University of Dayton Arena, Dayton, Ohio",SAINT-LOUIS,Saint Louis,65.4,Home,DAYTON,Dayton,Saint Louis,atlantic-10,26,False,False,False,Away,False,4,22,56,27,60,10,14,48,0,1,149,460,1471,0.464649898028552,955,1738,0.549482163406214,159,421,1417,0.4654199011997177,0.6538461538461539
