,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAN-DIEGO_homegame,SAN-DIEGO_homegame2,SAN-DIEGO_home,SAN-DIEGO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-12-22-oregon,60.0,12,5.1,2,103.2,71.9,23,0.48,49,0.408,20,0.22399999999999998,11,0.727,8,3,200,87.3,23.3,7,22,55,,1.6,1,0.5710000000000001,28,0.25,7,48.4,30,0.507,22.9,16,21,0.619,13,0.727,8,"December 12, 2018",60.9,14,28.6,6,87.3,76.7,23,0.46299999999999997,54,0.426,23,0.389,21,0.7140000000000001,15,3,200,103.2,28.1,9,16,65,,17.5,11,0.278,15,0.267,4,51.6,32,0.508,11.2,8,39,0.48700000000000004,19,0.667,6,"Matthew Knight Arena, Eugene, Oregon",SAN-DIEGO,San Diego,63.1,Home,OREGON,Oregon,San Diego,wcc,10,False,False,False,Away,False,7,13,49,30,62,4,19,54,0,1,86,193,587,0.5485519591141397,332,623,0.5329052969502408,49,191,557,0.4748653500897666,0.8
11,2018-12-15-22-san-diego,36.0,9,6.8,3,116.4,84.0,21,0.48200000000000004,57,0.439,25,0.281,16,0.625,10,2,200,89.0,13.9,5,16,65,,8.2,6,0.281,16,0.313,5,42.6,26,0.503,16.9,13,41,0.488,20,0.75,6,"December 15, 2018",54.5,18,0.0,0,89.0,86.1,31,0.638,58,0.569,33,0.22399999999999998,13,0.846,11,3,200,116.4,16.0,4,20,85,,11.0,8,0.24100000000000002,14,0.5710000000000001,8,57.4,35,0.662,18.0,14,44,0.568,25,0.75,9,"Jenny Craig Pavillion, San Diego, California",NORTHERN-COLORADO,Northern Colorado,73.4,Home,SAN-DIEGO,San Diego,San Diego,wcc,11,True,False,True,Home,True,8,25,58,35,61,5,20,57,1,0,93,206,636,0.5432389937106918,362,685,0.5284671532846715,53,210,611,0.47381342062193127,0.7272727272727273
12,2018-12-22-22-washington-state,63.3,19,5.9,2,107.1,81.5,22,0.585,59,0.508,30,0.33899999999999997,20,0.65,13,3,200,117.1,26.7,8,16,82,,8.6,6,0.45799999999999996,27,0.33299999999999996,9,52.6,30,0.599,10.6,8,32,0.6559999999999999,21,0.769,10,"December 22, 2018",44.4,12,3.1,1,117.1,73.3,22,0.594,53,0.509,27,0.264,14,0.857,12,4,200,107.1,18.5,5,19,75,,4.3,3,0.358,19,0.474,9,47.4,27,0.629,21.3,16,34,0.529,18,0.636,7,"Orleans Arena, Paradise, Nevada",WASHINGTON-STATE,Washington State,69.6,Away,SAN-DIEGO,San Diego,San Diego,wcc,12,False,False,False,Away,True,9,21,59,30,57,9,18,53,1,0,101,231,694,0.5511527377521613,397,746,0.532171581769437,58,230,668,0.4745508982035928,0.75
13,2018-12-23-19-drake,33.3,13,4.4,2,123.6,78.1,25,0.62,71,0.5489999999999999,39,0.282,20,0.75,15,4,250,115.7,24.1,7,23,103,,5.6,5,0.366,26,0.385,10,52.5,32,0.64,14.9,14,45,0.644,29,0.7140000000000001,10,"December 23, 2018",50.0,19,6.7,3,115.7,75.9,22,0.61,73,0.521,38,0.425,31,0.677,21,2,250,123.6,21.9,7,21,110,,6.7,6,0.384,28,0.46399999999999997,13,47.5,29,0.627,9.4,9,45,0.556,25,0.833,10,"Orleans Arena, Paradise, Nevada",SAN-DIEGO,San Diego,70.9,Home,DRAKE,Drake,San Diego,wcc,13,False,False,False,Away,False,10,29,71,32,61,13,25,73,0,1,110,252,753,0.5537848605577689,427,803,0.5317559153175592,67,248,721,0.48335644937586686,0.7692307692307693
14,2018-12-29-22-san-diego,47.6,10,6.3,2,98.4,82.1,23,0.444,54,0.389,21,0.24100000000000002,13,0.769,10,6,200,93.5,14.7,5,18,58,,11.3,7,0.315,17,0.353,6,45.2,28,0.48200000000000004,9.1,6,37,0.405,15,0.5379999999999999,7,"December 29, 2018",65.0,13,16.2,6,93.5,85.3,29,0.479,48,0.41700000000000004,20,0.375,18,0.833,15,4,200,98.4,17.9,5,12,61,,4.8,3,0.33299999999999996,16,0.375,6,54.8,34,0.539,16.4,11,32,0.43799999999999994,14,0.733,11,"Jenny Craig Pavillion, San Diego, California",GRAND-CANYON,Grand Canyon,61.9,Home,SAN-DIEGO,San Diego,San Diego,wcc,14,True,False,True,Home,True,6,14,48,34,62,6,15,54,1,0,120,281,824,0.5594660194174758,459,864,0.53125,80,273,794,0.49496221662468515,0.7142857142857143
15,2019-01-03-22-santa-clara,57.1,12,6.5,2,98.6,81.5,22,0.45,50,0.42,21,0.34,17,0.647,11,5,200,81.2,26.7,8,23,56,,10.1,7,0.32,16,0.188,3,52.6,30,0.48200000000000004,24.8,19,34,0.529,18,0.688,11,"January 3, 2019",47.6,10,2.9,1,81.2,73.3,22,0.489,47,0.447,21,0.574,27,0.815,22,6,200,98.6,18.5,5,20,68,,15.9,11,0.34,16,0.25,4,47.4,27,0.568,19.2,14,31,0.5479999999999999,17,0.6,9,"Leavey Center, Santa Clara, California",SAN-DIEGO,San Diego,69.0,Home,SANTA-CLARA,Santa Clara,San Diego,wcc,15,False,False,False,Away,False,3,18,50,30,57,4,17,47,0,1,126,295,872,0.555045871559633,493,926,0.5323974082073434,86,288,848,0.49174528301886794,0.7333333333333333
16,2019-01-05-23-san-diego,23.8,5,3.4,1,107.4,70.8,17,0.42700000000000005,55,0.382,21,0.418,23,0.7390000000000001,17,7,200,94.1,25.0,8,20,64,,11.8,8,0.309,17,0.294,5,44.6,25,0.485,14.5,11,38,0.42100000000000004,16,0.588,10,"January 5, 2019",75.0,18,26.3,10,94.1,75.0,24,0.5589999999999999,51,0.47100000000000003,24,0.353,18,0.889,16,5,200,107.4,29.2,7,20,73,,10.3,7,0.431,22,0.409,9,55.4,31,0.613,19.2,14,29,0.517,15,0.706,12,"Jenny Craig Pavillion, San Diego, California",PACIFIC,Pacific,67.7,Home,SAN-DIEGO,San Diego,San Diego,wcc,16,True,False,True,Home,True,9,15,51,31,56,5,16,55,1,0,129,313,922,0.5493492407809111,523,983,0.5320447609359105,90,305,895,0.49162011173184356,0.6875
17,2019-01-12-16-san-diego,20.8,5,2.8,1,98.6,88.0,22,0.56,50,0.48,24,0.5,25,0.8,20,9,200,105.6,8.3,2,21,76,,8.3,6,0.5,25,0.32,8,49.0,24,0.614,14.1,10,25,0.64,16,0.5,9,"January 12, 2019",65.4,17,0.0,0,105.6,91.7,22,0.519,54,0.48100000000000004,26,0.33299999999999996,18,0.833,15,6,200,98.6,12.0,3,21,71,,5.6,4,0.33299999999999996,18,0.222,4,51.0,25,0.568,18.4,14,36,0.611,22,0.667,12,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,71.7,Away,PEPPERDINE,Pepperdine,San Diego,wcc,17,False,True,True,Home,False,4,22,54,25,49,8,16,50,0,1,138,328,973,0.5498458376156218,554,1039,0.5332050048123196,95,321,950,0.48789473684210527,0.7058823529411765
18,2019-01-17-22-portland,73.1,19,19.4,6,72.4,86.0,37,0.545,55,0.473,26,0.4,22,0.727,16,6,200,100.0,26.9,7,19,76,,10.5,8,0.382,21,0.381,8,63.8,44,0.581,22.7,19,34,0.529,18,0.684,13,"January 17, 2019",64.7,11,14.7,5,100.0,73.1,19,0.364,55,0.309,17,0.436,24,0.625,15,12,200,72.4,14.0,6,18,55,,15.8,12,0.436,24,0.25,6,36.2,25,0.414,18.6,15,31,0.355,11,0.368,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,76.4,Away,SAN-DIEGO,San Diego,San Diego,wcc,18,False,False,False,Away,True,8,18,55,44,69,6,11,55,1,0,142,350,1027,0.5481986368062317,579,1088,0.5321691176470589,103,337,1000,0.4915,0.6666666666666666
19,2019-01-19-21-saint-marys-ca,37.5,9,8.5,4,111.8,71.4,25,0.47200000000000003,54,0.444,24,0.24100000000000002,13,0.615,8,7,200,86.8,10.0,3,17,59,,2.9,2,0.29600000000000004,16,0.188,3,43.1,28,0.49,15.6,11,38,0.5529999999999999,21,0.65,13,"January 19, 2019",37.0,10,2.6,1,86.8,90.0,27,0.47600000000000003,62,0.435,27,0.33899999999999997,21,0.81,17,7,200,111.8,28.6,10,17,76,,13.2,9,0.242,15,0.33299999999999996,5,56.9,37,0.528,7.8,6,47,0.46799999999999997,22,0.65,13,"McKeon Pavilion, Moraga, California",SAN-DIEGO,San Diego,68.1,Home,SAINT-MARYS-CA,Saint Mary's,San Diego,wcc,19,False,False,False,Away,False,3,21,54,28,65,5,22,62,0,1,150,368,1082,0.5480591497227357,623,1157,0.5384615384615384,109,348,1055,0.4848341232227488,0.6842105263157895
20,2019-01-24-22-san-diego,40.0,10,11.5,3,110.9,74.2,23,0.531,48,0.521,25,0.25,12,0.583,7,6,200,90.6,14.8,4,19,58,,7.8,5,0.188,9,0.111,1,46.6,27,0.54,20.8,14,39,0.615,24,0.7,14,"January 24, 2019",73.9,17,10.3,4,90.6,85.2,23,0.539,51,0.451,23,0.431,22,0.727,16,7,200,110.9,25.8,8,18,71,,14.1,9,0.49,25,0.36,9,53.4,31,0.578,14.1,10,26,0.5379999999999999,14,0.667,14,"Jenny Craig Pavillion, San Diego, California",LOYOLA-MARYMOUNT,Loyola Marymount,63.6,Home,SAN-DIEGO,San Diego,San Diego,wcc,20,True,False,True,Home,True,9,14,51,31,58,1,24,48,1,0,153,389,1136,0.5444542253521126,651,1222,0.532733224222586,114,370,1117,0.4843330349149508,0.65
21,2019-01-26-22-san-diego,57.1,12,6.3,2,97.1,85.2,23,0.41,61,0.344,21,0.344,21,0.619,13,4,200,91.3,26.8,11,25,63,,8.7,6,0.377,23,0.348,8,50.0,34,0.444,12.5,10,38,0.342,13,0.81,17,"January 26, 2019",31.8,7,5.3,2,91.3,73.2,30,0.511,46,0.478,22,0.5870000000000001,27,0.741,20,7,200,97.1,14.8,4,17,67,,8.7,6,0.304,14,0.214,3,50.0,34,0.569,18.3,13,32,0.594,19,0.682,15,"Jenny Craig Pavillion, San Diego, California",SAN-FRANCISCO,San Francisco,68.9,Home,SAN-DIEGO,San Diego,San Diego,wcc,21,True,False,True,Home,True,3,19,46,34,68,8,13,61,1,0,162,403,1187,0.544229149115417,682,1280,0.5328125,115,394,1165,0.48626609442060087,0.6666666666666666
22,2019-02-02-20-gonzaga,45.8,11,2.5,1,119.7,83.3,20,0.5579999999999999,52,0.462,24,0.308,16,0.688,11,8,200,97.2,14.3,4,21,69,,8.5,6,0.442,23,0.435,10,46.2,24,0.579,19.2,14,29,0.483,14,0.652,15,"February 2, 2019",51.7,15,17.2,5,97.2,85.7,24,0.593,54,0.537,29,0.519,28,0.75,21,2,200,119.7,16.7,4,17,85,4.0,12.7,9,0.259,14,0.429,6,53.8,28,0.632,13.1,10,40,0.575,23,0.9129999999999999,21,"McCarthey Athletic Center, Spokane, Washington",SAN-DIEGO,San Diego,71.5,Home,GONZAGA,Gonzaga,San Diego,wcc,22,False,False,False,Away,False,10,14,52,24,52,6,23,54,0,1,165,422,1233,0.5429845904298459,716,1348,0.5311572700296736,123,407,1226,0.48246329526916804,0.6818181818181818
23,2019-02-07-22-loyola-marymount,63.6,14,5.9,2,98.4,76.9,20,0.5,51,0.431,22,0.41200000000000003,21,0.667,14,8,200,101.6,37.0,10,16,65,,10.9,7,0.41200000000000003,21,0.33299999999999996,7,56.6,30,0.5329999999999999,16.6,12,30,0.5,15,0.667,16,"February 7, 2019",56.5,13,16.7,5,101.6,63.0,17,0.541,49,0.469,23,0.327,16,0.625,10,8,200,98.4,23.1,6,19,63,,12.5,8,0.306,15,0.467,7,43.4,23,0.557,20.0,14,34,0.47100000000000003,16,0.667,16,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,63.8,Away,SAN-DIEGO,San Diego,San Diego,wcc,23,False,False,False,Away,True,7,15,51,30,53,7,16,49,1,0,175,436,1285,0.5435797665369649,740,1400,0.5285714285714286,129,430,1280,0.487109375,0.6521739130434783
24,2019-02-09-16-pepperdine,52.2,12,12.5,3,100.0,69.2,18,0.466,58,0.397,23,0.276,16,0.813,13,9,200,95.7,18.8,6,17,67,,14.3,10,0.44799999999999995,26,0.308,8,41.4,24,0.511,13.3,10,32,0.469,15,0.64,16,"February 9, 2019",66.7,14,0.0,0,95.7,81.3,26,0.531,49,0.429,21,0.449,22,0.818,18,13,200,100.0,30.8,8,18,70,,4.3,3,0.51,25,0.4,10,58.6,34,0.589,23.5,18,24,0.45799999999999996,11,0.48,12,"Firestone Fieldhouse, Malibu, California",SAN-DIEGO,San Diego,69.5,Home,PEPPERDINE,Pepperdine,San Diego,wcc,24,False,False,False,Away,False,8,15,58,24,58,10,11,49,0,1,182,451,1336,0.5419161676646707,770,1453,0.5299380591878872,136,446,1329,0.4890895410082769,0.6666666666666666
25,2019-02-14-22-san-diego,53.3,16,11.5,3,107.9,88.0,22,0.573,62,0.484,30,0.419,26,0.654,17,10,225,115.8,11.8,4,21,88,,15.8,12,0.33899999999999997,21,0.524,11,44.1,26,0.5920000000000001,7.6,6,41,0.46299999999999997,19,0.63,17,"February 14, 2019",69.2,18,4.9,2,115.8,88.2,30,0.62,50,0.52,26,0.5,25,0.8,20,10,225,107.9,12.0,3,21,82,,3.9,3,0.48,24,0.41700000000000004,10,55.9,33,0.6629999999999999,21.8,17,26,0.615,16,0.615,16,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,67.7,Away,BRIGHAM-YOUNG,BYU,San Diego,wcc,25,False,True,True,Home,False,10,16,50,33,59,11,19,62,0,1,190,466,1394,0.5387374461979914,794,1511,0.5254798146922568,146,457,1378,0.49056603773584906,0.64
26,2019-02-16-22-san-diego,40.6,13,6.3,2,101.5,81.3,26,0.609,55,0.5820000000000001,32,0.255,14,0.857,12,2,200,119.7,22.7,5,18,79,3.0,7.6,5,0.255,14,0.214,3,57.4,31,0.6409999999999999,12.8,9,41,0.7070000000000001,29,0.9259999999999999,25,"February 16, 2019",60.9,14,12.2,5,119.7,77.3,17,0.474,58,0.397,23,0.259,15,0.8,12,11,200,101.5,18.8,6,16,67,,9.1,6,0.44799999999999995,26,0.34600000000000003,9,42.6,23,0.514,11.0,8,32,0.43799999999999994,14,0.593,16,"Jenny Craig Pavillion, San Diego, California",SAN-DIEGO,San Diego,66.4,Away,GONZAGA,Gonzaga,San Diego,wcc,26,False,True,True,Home,False,9,14,58,23,54,3,29,55,0,1,200,482,1444,0.5415512465373962,827,1570,0.5267515923566879,157,476,1440,0.49409722222222224,0.6153846153846154
