,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTH-CAROLINA_homegame,NORTH-CAROLINA_homegame2,NORTH-CAROLINA_home,NORTH-CAROLINA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-17-north-carolina,85.7,24,17.8,8,86.7,85.3,29,0.5,65,0.431,28,0.33799999999999997,22,0.682,15,2,200,96.4,26.3,10,18,80,19.0,14.5,12,0.4,26,0.34600000000000003,9,54.2,39,0.53,18.5,17,39,0.48700000000000004,19,0.818,9,"December 22, 2018",66.7,18,7.7,3,96.4,73.7,28,0.484,63,0.429,27,0.254,16,0.688,11,3,200,86.7,14.7,5,19,72,9.0,9.6,8,0.28600000000000003,18,0.389,7,45.8,33,0.51,20.4,18,45,0.444,20,0.727,8,"United Center, Chicago, Illinois",NORTH-CAROLINA,UNC,83.0,Away,KENTUCKY,Kentucky,North Carolina,acc,10,False,True,True,Home,False,7,20,63,33,72,9,19,65,0,1,85,259,695,0.556115107913669,424,709,0.5980253878702397,85,175,617,0.49027552674230146,0.8
11,2018-12-29-12-north-carolina,70.0,14,8.3,3,105.1,75.8,25,0.373,67,0.299,20,0.16399999999999998,11,0.909,10,4,200,76.9,14.9,7,18,60,,5.1,4,0.5670000000000001,38,0.263,10,40.0,32,0.415,14.3,12,29,0.345,10,0.6920000000000001,9,"December 29, 2018",76.9,20,17.2,5,76.9,85.1,40,0.508,59,0.441,26,0.45799999999999996,27,0.815,22,3,200,105.1,24.2,8,12,82,14.0,5.1,4,0.39,23,0.348,8,60.0,48,0.5710000000000001,16.5,14,36,0.5,18,0.75,9,"Dean Smith Center, Chapel Hill, North Carolina",DAVIDSON,Davidson,77.5,Home,NORTH-CAROLINA,UNC,North Carolina,acc,11,True,False,True,Home,True,8,18,59,48,80,10,10,67,1,0,92,279,758,0.5501319261213721,457,781,0.5851472471190781,94,194,682,0.4912023460410557,0.7272727272727273
12,2019-01-02-19-north-carolina,71.4,15,19.5,8,100.0,82.4,28,0.46299999999999997,54,0.389,21,0.24100000000000002,13,0.5379999999999999,7,6,200,74.0,15.2,5,16,57,,5.2,4,0.444,24,0.33299999999999996,8,49.3,33,0.474,26.0,21,30,0.433,13,0.5,6,"January 2, 2019",57.7,15,10.0,3,74.0,84.8,28,0.46799999999999997,62,0.419,26,0.355,22,0.8640000000000001,19,3,200,100.0,17.6,6,13,77,15.0,15.6,12,0.33899999999999997,21,0.28600000000000003,6,50.7,34,0.531,13.3,11,41,0.488,20,0.769,10,"Dean Smith Center, Chapel Hill, North Carolina",HARVARD,Harvard,76.8,Home,NORTH-CAROLINA,UNC,North Carolina,acc,12,True,False,True,Home,True,6,20,62,34,67,8,13,54,1,0,100,297,817,0.5471236230110159,505,861,0.586527293844367,104,204,749,0.48064085447263016,0.75
13,2019-01-05-12-pittsburgh,75.0,24,16.3,7,75.9,75.0,33,0.5,74,0.43200000000000005,32,0.23,17,0.647,11,3,200,107.6,38.1,16,24,85,15.0,10.1,8,0.324,24,0.41700000000000004,10,57.0,49,0.518,11.9,11,50,0.44,22,0.7859999999999999,11,"January 5, 2019",36.8,7,14.0,7,107.6,61.9,26,0.32299999999999995,62,0.306,19,0.516,32,0.625,20,4,200,75.9,25.0,11,19,60,,8.9,7,0.306,19,0.105,2,43.0,37,0.389,16.5,15,43,0.395,17,0.7140000000000001,10,"Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,79.1,Away,NORTH-CAROLINA,UNC,North Carolina,acc,13,False,False,False,Away,True,10,22,74,49,86,2,17,62,1,0,106,317,879,0.5415244596131968,539,928,0.5808189655172413,112,217,803,0.4794520547945205,0.7692307692307693
14,2019-01-08-21-north-carolina-state,69.0,20,11.1,5,94.3,81.4,35,0.531,64,0.45299999999999996,29,0.406,26,0.846,22,3,200,103.4,37.5,12,20,90,12.0,4.6,4,0.391,25,0.4,10,62.7,47,0.589,23.4,23,39,0.48700000000000004,19,0.8,12,"January 8, 2019",54.8,17,20.5,8,103.4,62.5,20,0.479,73,0.425,31,0.233,17,0.706,12,2,200,94.3,18.6,8,21,82,15.0,13.8,12,0.384,28,0.28600000000000003,8,37.3,28,0.506,13.9,13,45,0.511,23,0.867,13,"PNC Arena, Raleigh, North Carolina",NORTH-CAROLINA-STATE,NC State,86.7,Away,NORTH-CAROLINA,UNC,North Carolina,acc,14,False,False,False,Away,True,10,19,64,47,75,8,23,73,1,0,116,339,953,0.5383001049317944,588,1014,0.5798816568047337,114,234,865,0.4682080924855491,0.7857142857142857
15,2019-01-12-12-north-carolina,60.7,17,2.8,1,83.8,72.5,29,0.62,54,0.519,28,0.48100000000000004,26,0.615,16,5,200,112.2,31.8,7,20,83,,10.8,8,0.48100000000000004,26,0.423,11,58.1,36,0.625,17.6,14,28,0.607,17,0.688,11,"January 12, 2019",65.0,13,10.7,3,112.2,68.2,15,0.371,58,0.345,20,0.466,27,0.7040000000000001,19,4,200,83.8,27.5,11,21,62,12.0,12.2,9,0.379,22,0.136,3,41.9,26,0.43799999999999994,16.7,14,36,0.47200000000000003,17,0.75,12,"Dean Smith Center, Chapel Hill, North Carolina",NORTH-CAROLINA,UNC,73.6,Away,LOUISVILLE,Louisville,North Carolina,acc,15,False,True,True,Home,False,3,17,58,26,62,11,17,54,0,1,126,358,1017,0.5378564405113078,635,1089,0.5831037649219467,122,257,938,0.4690831556503198,0.8
16,2019-01-15-21-north-carolina,52.0,13,17.0,8,101.4,65.9,27,0.49200000000000005,61,0.41,25,0.23,14,0.643,9,6,200,93.2,17.1,6,16,69,,2.7,2,0.45899999999999996,28,0.35700000000000004,10,43.4,33,0.51,14.1,11,33,0.455,15,0.647,11,"January 15, 2019",55.6,15,6.1,2,93.2,82.9,29,0.46299999999999997,68,0.397,27,0.294,20,0.6,12,4,200,101.4,34.1,14,15,75,13.0,8.1,6,0.309,21,0.429,9,56.6,43,0.484,12.5,11,47,0.38299999999999995,18,0.765,13,"Dean Smith Center, Chapel Hill, North Carolina",NOTRE-DAME,Notre Dame,73.6,Home,NORTH-CAROLINA,UNC,North Carolina,acc,16,True,False,True,Home,True,9,18,68,43,76,10,15,61,1,0,129,375,1075,0.5288372093023256,661,1151,0.5742832319721981,133,274,992,0.47731854838709675,0.75
17,2019-01-19-12-miami-fl,78.8,26,2.9,1,108.6,80.6,25,0.625,60,0.55,33,0.233,14,0.7140000000000001,10,4,200,121.4,39.3,11,19,85,13.0,10.0,7,0.33299999999999996,20,0.45,9,61.0,36,0.638,18.5,15,40,0.6,24,0.778,14,"January 19, 2019",48.1,13,5.0,2,121.4,60.7,17,0.573,55,0.491,27,0.327,18,0.722,13,8,200,108.6,19.4,6,15,76,,10.0,7,0.382,21,0.429,9,39.0,23,0.598,14.9,11,34,0.529,18,0.529,9,"BankUnited Center, Coral Gables, Florida",MIAMI-FL,Miami (FL),69.6,Away,NORTH-CAROLINA,UNC,North Carolina,acc,17,False,False,False,Away,True,9,24,60,36,59,9,18,55,1,0,138,393,1143,0.5249343832020997,704,1227,0.5737571312143439,143,289,1053,0.4781576448243115,0.7647058823529411
18,2019-01-21-19-north-carolina,77.8,21,3.0,1,137.3,66.7,20,0.5489999999999999,61,0.44299999999999995,27,0.262,16,0.938,15,3,200,109.3,31.3,10,18,82,10.0,10.7,8,0.45899999999999996,28,0.46399999999999997,13,48.4,30,0.598,18.1,15,33,0.424,14,0.833,15,"January 21, 2019",69.4,25,6.1,2,109.3,68.8,22,0.657,67,0.537,36,0.254,17,0.882,15,4,200,137.3,33.3,10,13,103,11.0,12.0,9,0.507,34,0.47100000000000003,16,51.6,32,0.6859999999999999,13.9,12,33,0.606,20,0.789,15,"Dean Smith Center, Chapel Hill, North Carolina",VIRGINIA-TECH,Virginia Tech,75.3,Home,NORTH-CAROLINA,UNC,North Carolina,acc,18,True,False,True,Home,True,16,20,67,32,62,13,14,61,1,0,147,417,1203,0.529925187032419,740,1286,0.5754276827371695,152,307,1108,0.48285198555956677,0.7777777777777778
19,2019-01-29-19-georgia-tech,72.4,21,4.5,2,71.1,84.2,32,0.5820000000000001,61,0.475,29,0.18,11,0.545,6,4,200,101.3,16.1,5,13,77,9.0,13.2,10,0.44299999999999995,27,0.48100000000000004,13,53.6,37,0.581,18.6,15,34,0.47100000000000003,16,0.8,16,"January 29, 2019",71.4,15,20.6,7,101.3,83.9,26,0.36700000000000005,60,0.35,21,0.217,13,0.769,10,10,200,71.1,15.8,6,12,54,,10.5,8,0.267,16,0.125,2,46.4,32,0.408,18.6,15,44,0.43200000000000005,19,0.524,11,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,75.7,Away,NORTH-CAROLINA,UNC,North Carolina,acc,19,False,False,False,Away,True,13,16,61,37,69,2,19,60,1,0,163,437,1270,0.5366141732283465,772,1348,0.5727002967359051,165,321,1169,0.4863130881094953,0.7894736842105263
20,2019-02-02-14-louisville,55.2,16,9.1,3,97.2,81.6,31,0.46399999999999997,69,0.42,29,0.275,19,0.789,15,4,200,111.3,40.0,16,15,79,9.0,9.9,7,0.348,24,0.25,6,60.3,47,0.506,11.4,10,45,0.511,23,0.81,17,"February 2, 2019",53.8,14,6.7,3,111.3,60.0,24,0.5,62,0.419,26,0.145,9,0.778,7,6,200,97.2,18.4,7,16,69,15.0,5.6,4,0.46799999999999997,29,0.345,10,39.7,31,0.521,14.3,11,33,0.485,16,0.727,16,"KFC Yum! Center, Louisville, Kentucky",LOUISVILLE,Louisville,71.2,Away,NORTH-CAROLINA,UNC,North Carolina,acc,20,False,False,False,Away,True,6,23,69,47,78,10,16,62,1,0,176,453,1331,0.5386927122464312,809,1417,0.570924488355681,167,340,1229,0.4804719283970708,0.8
21,2019-02-05-20-north-carolina,45.9,17,13.3,6,128.4,52.2,12,0.547,74,0.5,37,0.324,24,0.625,15,7,200,109.1,27.0,10,28,96,,10.2,9,0.23,17,0.41200000000000003,7,36.7,22,0.562,11.5,11,57,0.526,30,0.696,16,"February 5, 2019",70.3,26,12.3,7,109.1,73.0,27,0.621,66,0.561,37,0.561,37,0.838,31,4,200,128.4,47.8,11,23,113,8.0,8.0,7,0.318,21,0.381,8,63.3,38,0.6759999999999999,17.1,17,45,0.644,29,0.818,18,"Dean Smith Center, Chapel Hill, North Carolina",NORTH-CAROLINA-STATE,NC State,88.0,Home,NORTH-CAROLINA,UNC,North Carolina,acc,21,True,False,True,Home,True,8,29,66,38,60,7,30,74,1,0,182,476,1400,0.535,856,1495,0.5725752508361204,177,356,1291,0.48140975987606505,0.8095238095238095
22,2019-02-09-12-north-carolina,43.8,14,7.5,3,111.4,89.7,26,0.574,68,0.47100000000000003,32,0.10300000000000001,7,1.0,7,13,225,107.6,25.7,9,16,85,,7.6,6,0.456,31,0.452,14,54.7,35,0.596,17.4,15,37,0.486,18,0.435,10,"February 9, 2019",48.4,15,10.8,4,107.6,74.3,26,0.568,66,0.47,31,0.258,17,0.765,13,4,225,111.4,10.3,3,13,88,8.0,11.4,9,0.39399999999999996,26,0.5,13,45.3,29,0.594,12.0,10,40,0.45,18,0.826,19,"Dean Smith Center, Chapel Hill, North Carolina",MIAMI-FL,Miami (FL),70.4,Home,NORTH-CAROLINA,UNC,North Carolina,acc,22,True,False,True,Home,True,13,18,66,29,64,14,18,68,1,0,190,505,1466,0.538881309686221,894,1555,0.5749196141479099,184,386,1365,0.484981684981685,0.8181818181818182
23,2019-02-11-19-north-carolina,66.7,16,17.1,6,103.4,60.5,23,0.6559999999999999,45,0.5329999999999999,24,0.4,18,0.556,10,2,200,116.9,12.0,3,11,69,4.0,8.5,5,0.444,20,0.55,11,41.3,26,0.644,13.1,8,25,0.52,13,0.9129999999999999,21,"February 11, 2019",73.9,17,12.0,3,116.9,88.0,22,0.423,65,0.354,23,0.10800000000000001,7,0.857,6,5,200,103.4,39.5,15,14,61,8.0,3.4,2,0.462,30,0.3,9,58.7,37,0.446,9.3,7,35,0.4,14,0.792,19,"Dean Smith Center, Chapel Hill, North Carolina",NORTH-CAROLINA,UNC,59.4,Away,VIRGINIA,Virginia,North Carolina,acc,23,False,True,True,Home,False,9,14,65,37,63,11,13,45,0,1,203,523,1532,0.5401436031331592,923,1619,0.5701050030883261,198,404,1433,0.4891835310537334,0.8260869565217391
24,2019-02-16-12-wake-forest,55.3,21,13.6,6,74.0,65.9,27,0.754,61,0.623,38,0.18,11,0.273,3,5,200,123.4,28.0,7,19,95,8.0,16.9,13,0.41,25,0.64,16,51.5,34,0.7170000000000001,18.6,15,36,0.611,22,0.8,20,"February 16, 2019",36.4,8,11.1,4,123.4,72.0,18,0.358,67,0.32799999999999996,22,0.19399999999999998,13,0.6920000000000001,9,15,200,74.0,34.1,14,9,57,,2.6,2,0.34299999999999997,23,0.174,4,48.5,32,0.389,21.6,20,44,0.409,18,0.375,9,"Lawrence Joel Coliseum, Winston-Salem, North Carolina",WAKE-FOREST,Wake Forest,76.7,Away,NORTH-CAROLINA,UNC,North Carolina,acc,24,False,False,False,Away,True,16,22,61,34,66,4,18,67,1,0,212,537,1597,0.5353788353162179,960,1682,0.5707491082045184,209,417,1478,0.4942489851150203,0.7916666666666666
25,2019-02-20-21-duke,55.3,21,6.1,2,81.8,76.6,36,0.52,75,0.507,38,0.187,14,0.7140000000000001,10,5,200,100.0,25.7,9,15,88,8.0,11.4,10,0.267,20,0.1,2,54.9,45,0.539,14.7,14,55,0.655,36,0.8079999999999999,21,"February 20, 2019",36.0,9,14.5,8,100.0,74.3,26,0.40299999999999997,72,0.34700000000000003,25,0.264,19,0.737,14,3,200,81.8,23.4,11,17,72,1.0,12.5,11,0.542,39,0.205,8,45.1,37,0.444,19.9,20,33,0.515,17,0.885,23,"Cameron Indoor Stadium, Durham, North Carolina",DUKE,Duke,88.3,Away,NORTH-CAROLINA,UNC,North Carolina,acc,25,False,False,False,Away,True,2,36,75,45,82,8,17,72,1,0,228,559,1658,0.5434258142340169,994,1748,0.568649885583524,213,435,1545,0.4883495145631068,0.8
26,2019-02-23-15-north-carolina,72.2,13,19.5,8,105.5,75.8,25,0.39,59,0.305,18,0.271,16,0.813,13,6,200,80.8,15.0,6,18,59,16.0,8.2,6,0.525,31,0.32299999999999995,10,42.5,31,0.44299999999999995,13.2,10,28,0.28600000000000003,8,0.778,21,"February 23, 2019",42.3,11,10.7,3,80.8,85.0,34,0.484,61,0.426,26,0.41,25,0.72,18,5,200,105.5,24.2,8,15,77,8.0,4.1,3,0.32799999999999996,20,0.35,7,57.5,42,0.528,12.2,10,41,0.46299999999999997,19,0.815,22,"Dean Smith Center, Chapel Hill, North Carolina",FLORIDA-STATE,Florida State,72.7,Home,NORTH-CAROLINA,UNC,North Carolina,acc,26,True,False,True,Home,True,7,19,61,42,73,10,8,59,1,0,230,595,1733,0.5424120023081361,1039,1830,0.5677595628415301,221,452,1617,0.484539270253556,0.8076923076923077
