,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TEXAS-STATE_homegame,TEXAS-STATE_homegame2,TEXAS-STATE_home,TEXAS-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-20-texas-pan-american,76.9,20,12.5,5,90.7,80.6,25,0.67,44,0.591,26,0.75,33,0.545,18,1,200,102.7,22.7,5,22,77,,8.0,6,0.364,16,0.43799999999999994,7,56.6,30,0.645,21.5,16,28,0.679,19,0.909,10,"December 15, 2018",70.8,17,3.6,1,102.7,77.3,17,0.44299999999999995,61,0.39299999999999996,24,0.311,19,0.737,14,5,200,90.7,19.4,6,24,68,,12.0,9,0.344,21,0.28600000000000003,6,43.4,23,0.486,17.8,15,40,0.45,18,0.583,7,"UTRGV Fieldhouse, Edinburg, Texas",TEXAS-PAN-AMERICAN,Texas-Rio Grande Valley,74.9,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,10,False,False,False,Away,True,7,19,44,30,53,6,18,61,1,0,73,194,573,0.5296684118673648,349,627,0.5566188197767146,68,128,520,0.4423076923076923,0.9
11,2018-12-22-14-arkansas,44.0,11,0.0,0,102.8,71.9,23,0.517,60,0.41700000000000004,25,0.35,21,0.381,8,2,200,98.6,38.5,15,29,70,,9.9,7,0.433,26,0.462,12,53.5,38,0.5,18.8,16,34,0.382,13,0.833,10,"December 22, 2018",57.1,12,14.7,5,98.6,61.5,24,0.479,47,0.447,21,0.851,40,0.7,28,3,200,102.8,28.1,9,20,73,,11.3,8,0.23399999999999999,11,0.273,3,46.5,33,0.5529999999999999,18.8,15,36,0.5,18,0.727,8,"Bud Walton Arena, Fayetteville, Arkansas",TEXAS-STATE,Texas State,71.5,Home,ARKANSAS,Arkansas,Texas State,sun-belt,11,False,False,False,Away,False,12,13,60,38,71,3,18,47,0,1,80,213,617,0.539708265802269,379,680,0.5573529411764706,74,146,581,0.4423407917383821,0.9090909090909091
12,2018-12-29-17-texas-state,63.6,7,4.4,2,131.3,59.5,22,0.25,48,0.22899999999999998,11,0.188,9,0.556,5,0,200,36.3,14.7,5,20,29,,6.3,5,0.271,13,0.154,2,38.0,27,0.27699999999999997,38.8,33,35,0.257,9,0.0,0,"December 29, 2018",55.0,22,2.9,1,36.3,85.3,29,0.652,69,0.58,40,0.435,30,0.5,15,2,200,131.3,40.5,15,15,105,,28.8,23,0.348,24,0.41700000000000004,10,62.0,44,0.631,12.7,12,45,0.667,30,0.846,11,"Strahan Coliseum, San Marcos, Texas","Howard Payne
			","Howard Payne
			",80.3,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,12,True,False,True,Home,True,10,30,69,44,71,2,9,48,1,0,92,226,677,0.5376661742983752,417,751,0.5552596537949401,77,164,628,0.4450636942675159,0.8333333333333334
13,2019-01-03-20-texas-state,33.3,10,10.0,4,94.8,64.9,24,0.43799999999999994,72,0.41700000000000004,30,0.16699999999999998,12,0.583,7,6,200,90.9,30.0,12,19,70,,14.3,11,0.264,19,0.158,3,46.8,36,0.45,15.3,14,53,0.509,27,0.5710000000000001,8,"January 3, 2019",57.1,16,9.4,5,90.9,70.0,28,0.516,62,0.452,28,0.258,16,0.563,9,2,200,94.8,35.1,13,15,73,,5.2,4,0.355,22,0.364,8,53.2,41,0.524,20.7,18,40,0.5,20,0.857,12,"Strahan Coliseum, San Marcos, Texas",GEORGIA-SOUTHERN,Georgia Southern,77.2,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,13,True,False,True,Home,True,8,20,62,41,77,3,27,72,1,0,102,256,746,0.5482573726541555,461,822,0.5608272506082725,79,173,676,0.4312130177514793,0.8461538461538461
14,2019-01-05-17-texas-state,47.8,11,17.9,7,97.2,66.0,31,0.55,50,0.46,23,0.46,23,0.7829999999999999,18,4,200,102.8,20.7,6,22,73,,5.6,4,0.5,25,0.36,9,48.7,37,0.599,20.0,15,25,0.56,14,0.733,11,"January 5, 2019",50.0,12,0.0,0,102.8,79.3,23,0.42200000000000004,64,0.375,24,0.45299999999999996,29,0.517,15,3,200,97.2,34.0,16,20,69,,11.3,8,0.391,25,0.24,6,51.3,39,0.444,11.5,10,39,0.462,18,0.8,12,"Strahan Coliseum, San Marcos, Texas",TEXAS-STATE,Texas State,70.9,Away,GEORGIA-STATE,Georgia State,Texas State,sun-belt,14,False,True,True,Home,False,6,18,64,39,76,9,14,50,0,1,110,276,808,0.5457920792079208,502,899,0.5583982202447163,82,200,748,0.4318181818181818,0.8571428571428571
15,2019-01-10-19-coastal-carolina,52.0,13,3.4,1,92.4,75.0,24,0.527,56,0.446,25,0.214,12,0.5,6,3,200,98.5,20.0,7,24,65,,6.1,4,0.429,24,0.375,9,46.3,31,0.527,12.8,9,32,0.5,16,0.812,13,"January 10, 2019",52.6,10,9.4,3,98.5,80.0,28,0.42700000000000005,48,0.396,19,0.583,28,0.7140000000000001,20,8,200,92.4,25.0,8,16,61,,3.0,2,0.396,19,0.158,3,53.7,36,0.498,18.8,14,29,0.552,16,0.467,7,"The HTC Center, Conway, South Carolina",COASTAL-CAROLINA,Coastal Carolina,65.5,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,15,False,False,False,Away,True,9,16,56,31,67,3,16,48,1,0,116,294,872,0.536697247706422,541,975,0.5548717948717948,91,214,798,0.4392230576441103,0.8
16,2019-01-12-14-appalachian-state,55.6,15,6.5,2,100.0,70.6,24,0.508,62,0.435,27,0.177,11,0.636,7,3,200,101.4,33.3,11,17,70,,13.0,9,0.387,24,0.375,9,52.2,35,0.521,16.3,13,38,0.474,18,0.8240000000000001,14,"January 12, 2019",39.1,9,15.8,6,101.4,66.7,22,0.48200000000000004,57,0.40399999999999997,23,0.298,17,0.8240000000000001,14,12,200,100.0,29.4,10,15,69,,5.8,4,0.456,26,0.34600000000000003,9,47.8,32,0.53,16.8,13,31,0.452,14,0.294,5,"Holmes Convocation Center, Boone, North Carolina",APPALACHIAN-STATE,Appalachian State,68.7,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,16,False,False,False,Away,True,9,18,62,35,67,9,14,57,1,0,125,310,928,0.5360991379310345,572,1042,0.5489443378119002,94,230,846,0.4385342789598109,0.8125
17,2019-01-17-20-texas-state,42.9,9,7.4,2,114.3,80.0,16,0.511,46,0.457,21,0.413,19,0.789,15,11,200,88.6,7.7,2,23,62,,10.0,7,0.413,19,0.263,5,39.1,18,0.563,23.8,17,27,0.593,16,0.389,7,"January 17, 2019",60.0,15,3.7,1,88.6,92.3,24,0.638,47,0.532,25,0.638,30,0.667,20,3,200,114.3,20.0,4,20,80,,7.1,5,0.426,20,0.5,10,60.9,28,0.653,17.8,13,27,0.556,15,0.833,15,"Strahan Coliseum, San Marcos, Texas",ARKANSAS-LITTLE-ROCK,Little Rock,70.1,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,17,True,False,True,Home,True,10,15,47,28,46,5,16,46,1,0,134,328,990,0.5343434343434343,607,1109,0.5473399458972047,103,244,903,0.44130675526024365,0.8235294117647058
18,2019-01-19-17-texas-state,40.9,9,17.6,6,105.5,70.0,21,0.456,57,0.386,22,0.33299999999999996,19,0.632,12,11,200,87.7,20.6,7,27,64,,5.5,4,0.456,26,0.308,8,43.8,28,0.485,18.7,15,31,0.452,14,0.42100000000000004,8,"January 19, 2019",50.0,11,12.9,4,87.7,79.4,27,0.49,52,0.423,22,0.75,39,0.667,26,3,200,105.5,30.0,9,19,77,,12.3,9,0.34600000000000003,18,0.389,7,56.3,36,0.546,12.6,10,34,0.441,15,0.8420000000000001,16,"Strahan Coliseum, San Marcos, Texas",ARKANSAS-STATE,Arkansas State,72.8,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,18,True,False,True,Home,True,7,15,52,36,64,8,14,57,1,0,144,343,1037,0.5390549662487946,635,1155,0.5497835497835498,108,260,949,0.4446786090621707,0.8333333333333334
19,2019-01-24-19-georgia-state,56.3,18,8.0,2,103.0,82.8,24,0.575,67,0.478,32,0.09,6,0.667,4,3,200,122.7,31.3,10,12,81,,6.1,4,0.433,29,0.44799999999999995,13,55.7,34,0.58,10.3,8,38,0.5,19,0.85,17,"January 24, 2019",42.3,11,21.1,8,122.7,68.8,22,0.573,55,0.473,26,0.16399999999999998,9,0.556,5,6,200,103.0,17.2,5,10,68,,3.0,2,0.545,30,0.36700000000000005,11,44.3,27,0.574,14.5,10,25,0.6,15,0.7,14,"GSU Sports Arena, Atlanta, Georgia",GEORGIA-STATE,Georgia State,66.1,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,19,False,False,False,Away,True,13,19,67,34,61,11,15,55,1,0,151,358,1089,0.5367309458218549,671,1219,0.5504511894995898,116,274,1006,0.44532803180914515,0.8421052631578947
20,2019-01-26-17-georgia-southern,39.1,9,2.6,1,107.2,69.2,18,0.457,58,0.397,23,0.24100000000000002,14,0.35700000000000004,5,4,200,84.1,24.3,9,18,58,,13.0,9,0.44799999999999995,26,0.26899999999999996,7,42.9,27,0.449,18.9,15,32,0.5,16,0.81,17,"January 26, 2019",32.0,8,9.4,3,84.1,75.7,28,0.5,53,0.47200000000000003,25,0.47200000000000003,25,0.84,21,8,200,107.2,30.8,8,15,74,,14.5,10,0.264,14,0.214,3,57.1,36,0.57,13.5,10,39,0.564,22,0.619,13,"Hanner Fieldhouse, Statesboro, Georgia",TEXAS-STATE,Texas State,68.8,Home,GEORGIA-SOUTHERN,Georgia Southern,Texas State,sun-belt,20,False,False,False,Away,False,7,16,58,27,63,3,22,53,0,1,164,377,1156,0.5389273356401384,705,1280,0.55078125,127,289,1061,0.45193213949104616,0.85
21,2019-02-02-17-texas-state,35.7,10,15.1,8,95.1,73.1,38,0.525,59,0.475,28,0.475,28,0.7859999999999999,22,12,250,103.7,21.9,7,17,84,,4.9,4,0.305,18,0.33299999999999996,6,53.6,45,0.581,16.4,14,41,0.537,22,0.455,10,"February 2, 2019",54.8,17,7.3,3,103.7,78.1,25,0.43,79,0.392,31,0.253,20,0.45,9,5,250,95.1,26.9,14,17,77,,7.4,6,0.32899999999999996,26,0.231,6,46.4,39,0.435,8.4,8,53,0.47200000000000003,25,0.773,17,"Strahan Coliseum, San Marcos, Texas",TEXAS-STATE,Texas State,64.7,Away,TEXAS-ARLINGTON,Texas-Arlington,Texas State,sun-belt,21,False,True,True,Home,False,6,25,79,39,84,6,22,59,0,1,171,393,1214,0.53500823723229,732,1343,0.5450483991064781,130,311,1114,0.4542190305206463,0.8095238095238095
22,2019-02-07-20-texas-state,37.5,9,5.1,2,101.4,83.3,20,0.491,55,0.436,24,0.473,26,0.654,17,15,200,97.3,31.3,10,15,71,,11.0,8,0.364,20,0.3,6,53.6,30,0.527,19.4,16,35,0.514,18,0.348,8,"February 7, 2019",45.2,14,17.1,6,97.3,68.8,22,0.589,56,0.5539999999999999,31,0.25,14,0.5710000000000001,8,5,200,101.4,16.7,4,21,74,,12.3,9,0.304,17,0.235,4,46.4,26,0.591,17.3,13,39,0.6920000000000001,27,0.7829999999999999,18,"Strahan Coliseum, San Marcos, Texas",APPALACHIAN-STATE,Appalachian State,72.5,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,22,True,False,True,Home,True,4,27,56,26,56,6,18,55,1,0,177,418,1293,0.52861562258314,771,1427,0.5402943237561317,136,333,1173,0.4578005115089514,0.7727272727272727
23,2019-02-09-17-texas-state,52.9,9,6.9,2,97.0,64.3,18,0.37799999999999995,49,0.34700000000000003,17,0.449,22,0.909,20,11,200,85.1,23.1,6,20,57,,19.4,13,0.408,20,0.15,3,44.4,24,0.479,19.3,14,29,0.483,14,0.522,12,"February 9, 2019",59.1,13,6.9,2,85.1,76.9,20,0.531,48,0.45799999999999996,22,0.45799999999999996,22,0.636,14,5,200,97.0,35.7,10,19,65,,10.4,7,0.396,19,0.368,7,55.6,30,0.556,23.8,18,29,0.517,15,0.792,19,"Strahan Coliseum, San Marcos, Texas",COASTAL-CAROLINA,Coastal Carolina,67.0,Home,TEXAS-STATE,Texas State,Texas State,sun-belt,23,True,False,True,Home,True,7,15,48,30,54,3,14,49,1,0,181,445,1349,0.5311341734618236,797,1483,0.5374241402562373,142,351,1228,0.4592833876221498,0.782608695652174
24,2019-02-14-20-arkansas-state,42.3,11,7.3,3,104.2,71.4,25,0.431,65,0.4,26,0.5379999999999999,35,0.8,28,5,200,118.3,39.5,15,22,84,,2.8,2,0.24600000000000002,16,0.25,4,54.8,40,0.515,6.9,6,49,0.449,22,0.8,20,"February 14, 2019",40.0,10,14.3,7,118.3,60.5,23,0.474,58,0.431,25,0.431,25,0.76,19,15,200,104.2,28.6,10,29,74,,7.0,5,0.293,17,0.294,5,45.2,33,0.53,11.5,9,41,0.488,20,0.4,10,"Convocation Center, Jonesboro, Arkansas",ARKANSAS-STATE,Arkansas State,70.8,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,24,False,False,False,Away,True,4,22,65,40,73,5,20,58,1,0,188,460,1397,0.5311381531853973,827,1537,0.5380611581001952,145,365,1277,0.4561472200469851,0.7916666666666666
25,2019-02-16-16-arkansas-little-rock,54.2,13,2.9,1,96.8,74.1,20,0.528,53,0.45299999999999996,24,0.245,13,0.846,11,5,200,108.1,21.4,6,21,67,,9.7,6,0.47200000000000003,25,0.32,8,47.3,26,0.5660000000000001,12.0,8,28,0.5710000000000001,16,0.8079999999999999,21,"February 16, 2019",45.5,10,7.1,2,108.1,78.6,22,0.51,48,0.45799999999999996,22,0.33299999999999996,16,0.688,11,16,200,96.8,25.9,7,17,60,,3.2,2,0.292,14,0.35700000000000004,5,52.7,29,0.54,21.4,15,34,0.5,17,0.385,10,"Jack Stephens Center, Little Rock, Arkansas",ARKANSAS-LITTLE-ROCK,Little Rock,62.4,Away,TEXAS-STATE,Texas State,Texas State,sun-belt,25,False,False,False,Away,True,8,16,53,26,55,5,17,48,1,0,192,482,1462,0.5266757865937073,867,1610,0.5385093167701863,150,385,1335,0.45692883895131087,0.8
26,2019-02-21-20-texas-state,53.8,14,8.3,3,95.2,63.2,24,0.557,53,0.491,26,0.094,5,0.8,4,11,200,100.0,22.2,6,13,63,,11.1,7,0.396,21,0.33299999999999996,7,46.2,30,0.569,16.6,11,32,0.594,19,0.56,14,"February 21, 2019",61.9,13,9.4,3,100.0,77.8,21,0.375,64,0.32799999999999996,21,0.21899999999999997,14,0.857,12,6,200,95.2,36.8,14,14,60,,12.7,8,0.43799999999999994,28,0.214,6,53.8,35,0.425,10.2,8,36,0.41700000000000004,15,0.778,21,"Strahan Coliseum, San Marcos, Texas",TEXAS-STATE,Texas State,62.5,Away,LOUISIANA-MONROE,Louisiana-Monroe,Texas State,sun-belt,26,False,True,True,Home,False,6,15,64,35,65,7,19,53,0,1,200,498,1515,0.5267326732673268,893,1665,0.5363363363363364,155,402,1383,0.45878524945770066,0.8076923076923077
