,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,IPFW_homegame,IPFW_homegame2,IPFW_home,IPFW_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-05-19-ipfw,38.1,8,3.2,1,90.7,79.3,23,0.42200000000000004,64,0.32799999999999996,21,0.25,16,0.688,11,3,200,86.7,20.5,8,18,65,,6.7,5,0.578,37,0.324,12,45.6,31,0.45399999999999996,13.4,11,27,0.33299999999999996,9,0.667,6,"December 5, 2018",43.5,10,18.5,5,86.7,79.5,31,0.541,49,0.469,23,0.49,24,0.625,15,5,200,90.7,20.7,6,19,68,,8.0,6,0.36700000000000005,18,0.389,7,54.4,37,0.563,25.1,20,31,0.516,16,0.545,6,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",AKRON,Akron,74.5,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,10,True,False,True,Home,True,7,16,49,37,68,12,9,64,1,0,110,193,639,0.5602503912363067,342,672,0.5089285714285714,85,207,627,0.5334928229665071,0.5
11,2018-12-08-14-miami-oh,36.7,11,20.0,5,118.1,81.3,26,0.589,56,0.536,30,0.304,17,0.765,13,6,200,109.7,35.7,10,19,79,,9.7,7,0.321,18,0.33299999999999996,6,60.0,36,0.616,21.1,17,38,0.632,24,0.5,6,"December 8, 2018",46.7,14,7.9,3,109.7,64.3,18,0.625,60,0.5,30,0.317,19,0.526,10,4,200,118.1,18.8,6,18,85,,8.3,6,0.583,35,0.429,15,40.0,24,0.616,12.8,10,25,0.6,15,0.6,6,"Millett Hall, Oxford, Ohio",IPFW,Purdue-Fort Wayne,72.1,Home,MIAMI-OH,Miami (OH),Purdue-Fort Wayne,summit,11,False,False,False,Away,False,6,24,56,36,60,15,15,60,0,1,117,209,688,0.5588662790697675,379,740,0.5121621621621621,97,216,691,0.5231548480463097,0.5454545454545454
12,2018-12-15-17-austin-peay,34.6,9,8.3,4,128.4,54.5,18,0.49200000000000005,61,0.426,26,0.16399999999999998,10,0.8,8,7,200,91.9,27.3,9,23,68,,5.4,4,0.49200000000000005,30,0.267,8,40.9,27,0.517,19.7,16,31,0.581,18,0.462,6,"December 15, 2018",54.3,19,6.5,2,91.9,72.7,24,0.6,65,0.5379999999999999,35,0.446,29,0.586,17,4,200,128.4,45.5,15,15,95,,8.1,6,0.262,17,0.47100000000000003,8,59.1,39,0.603,12.4,11,48,0.563,27,0.6,6,"Winfield Dunn Center, Clarksville, Tennessee",IPFW,Purdue-Fort Wayne,73.8,Home,AUSTIN-PEAY,Austin Peay,Purdue-Fort Wayne,summit,12,False,False,False,Away,False,8,18,61,27,66,8,27,65,0,1,123,233,744,0.5611559139784946,415,800,0.51875,112,231,751,0.5312916111850865,0.5
13,2018-12-18-19-ipfw,38.5,10,10.7,3,114.5,80.0,20,0.455,66,0.39399999999999996,26,0.33299999999999996,22,0.773,17,4,200,101.3,26.3,10,18,77,,10.5,8,0.318,21,0.381,8,47.6,30,0.504,13.7,12,45,0.4,18,0.667,8,"December 18, 2018",44.8,13,20.0,9,101.3,73.7,28,0.623,53,0.547,29,0.45299999999999996,24,0.875,21,7,200,114.5,20.0,5,16,87,,10.5,8,0.47200000000000003,25,0.32,8,52.4,33,0.675,19.1,15,28,0.75,21,0.5,7,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",IUPUI,IUPUI,76.4,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,13,True,False,True,Home,True,8,21,53,33,63,8,18,66,1,0,131,251,805,0.5559006211180124,442,866,0.5103926096997691,120,258,816,0.5367647058823529,0.46153846153846156
14,2018-12-20-19-ipfw,22.2,4,3.7,1,141.3,79.4,27,0.331,62,0.29,18,0.129,8,0.5,4,0,200,60.0,23.8,10,14,45,,0.0,0,0.355,22,0.22699999999999998,5,48.7,37,0.342,21.6,18,40,0.325,13,0.0,0,"December 20, 2018",73.0,27,10.0,4,60.0,76.2,32,0.644,73,0.507,37,0.192,14,0.857,12,7,200,141.3,20.6,7,12,106,,12.0,9,0.63,46,0.435,20,51.3,39,0.665,3.7,3,27,0.63,17,0.5329999999999999,8,"Allen County War Memorial Coliseum, Fort Wayne, Indiana","Siena Heights
			","Siena Heights
			",74.7,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,14,True,False,True,Home,True,20,17,73,39,76,5,13,62,1,0,139,272,858,0.5600233100233101,475,929,0.511302475780409,128,276,882,0.5306122448979592,0.5
15,2018-12-29-13-north-dakota,53.3,16,16.7,6,89.0,82.9,34,0.5760000000000001,59,0.508,30,0.305,18,0.889,16,7,200,102.4,10.3,3,15,84,,11.0,9,0.40700000000000003,24,0.33299999999999996,8,52.9,37,0.622,19.3,16,35,0.629,22,0.562,9,"December 29, 2018",69.2,18,5.7,2,102.4,89.7,26,0.47,67,0.38799999999999996,26,0.209,14,0.7140000000000001,10,8,200,89.0,17.1,7,14,73,,7.3,6,0.46299999999999997,31,0.355,11,47.1,33,0.496,17.9,16,36,0.41700000000000004,15,0.429,6,"Betty Engelstad Sioux Center , Grand Forks, North Dakota",NORTH-DAKOTA,North Dakota,81.6,Away,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,15,False,False,False,Away,True,8,22,59,37,70,11,15,67,1,0,159,289,931,0.5665950590762621,514,1005,0.5114427860696518,133,289,944,0.517478813559322,0.5333333333333333
16,2018-12-30-17-north-dakota-state,33.3,12,10.3,3,117.6,78.6,22,0.631,65,0.5539999999999999,36,0.215,14,0.5710000000000001,8,7,225,121.6,20.7,6,21,90,,6.8,5,0.431,28,0.35700000000000004,10,49.1,28,0.628,12.3,10,37,0.703,26,0.588,10,"December 30, 2018",37.9,11,10.8,4,121.6,79.3,23,0.603,58,0.5,29,0.31,18,0.9440000000000001,17,9,225,117.6,21.4,6,15,87,,5.4,4,0.5,29,0.414,12,50.9,29,0.654,14.3,11,29,0.586,17,0.4,6,"Scheels Center, Fargo, North Dakota",NORTH-DAKOTA-STATE,North Dakota State,65.4,Away,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,16,False,False,False,Away,True,10,26,65,28,57,12,17,58,1,0,167,311,990,0.5671717171717172,551,1075,0.5125581395348837,144,304,1011,0.5143422354104846,0.5625
17,2019-01-03-19-ipfw,51.5,17,8.3,2,126.8,79.3,23,0.528,71,0.465,33,0.239,17,0.765,13,6,200,107.3,22.2,8,22,88,,13.4,11,0.408,29,0.31,9,47.7,31,0.556,13.3,12,42,0.5710000000000001,24,0.647,11,"January 3, 2019",50.0,18,2.4,1,107.3,77.8,28,0.706,63,0.5710000000000001,36,0.33299999999999996,21,0.7140000000000001,15,7,200,126.8,20.7,6,15,104,,3.7,3,0.619,39,0.436,17,52.3,34,0.713,16.2,14,24,0.792,19,0.611,11,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",SOUTH-DAKOTA-STATE,South Dakota State,82.0,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,17,True,False,True,Home,True,17,19,63,34,65,9,24,71,1,0,177,337,1055,0.5710900473933649,579,1132,0.5114840989399293,156,321,1069,0.5191768007483629,0.5882352941176471
18,2019-01-10-19-ipfw,46.4,13,11.4,4,136.2,71.4,20,0.542,59,0.475,28,0.18600000000000003,11,0.455,5,12,200,100.0,44.8,13,14,69,,5.8,4,0.373,22,0.364,8,57.9,33,0.537,22.0,18,37,0.541,20,0.368,7,"January 10, 2019",64.7,22,8.1,3,100.0,55.2,16,0.638,65,0.523,34,0.215,14,0.7859999999999999,11,7,200,136.2,28.6,8,12,94,,21.7,15,0.462,30,0.5,15,42.1,24,0.6559999999999999,7.8,6,35,0.5429999999999999,19,0.632,12,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",ORAL-ROBERTS,Oral Roberts,69.4,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,18,True,False,True,Home,True,15,19,65,24,57,8,20,59,1,0,194,356,1118,0.5787119856887298,613,1197,0.5121136173767753,165,345,1140,0.5197368421052632,0.6111111111111112
19,2019-01-13-14-south-dakota,57.7,15,11.9,5,117.6,83.3,25,0.545,56,0.46399999999999997,26,0.304,17,0.706,12,8,200,98.6,22.6,7,20,73,,9.5,7,0.5,28,0.321,9,52.5,32,0.57,21.1,17,28,0.607,17,0.6,12,"January 13, 2019",38.7,12,7.1,2,98.6,77.4,24,0.588,57,0.544,31,0.456,26,0.769,20,9,200,117.6,16.7,5,12,87,,13.5,10,0.263,15,0.33299999999999996,5,47.5,29,0.627,12.7,10,42,0.619,26,0.47100000000000003,8,"Sanford Coyote Sports Center, Vermillon, South Dakota",IPFW,Purdue-Fort Wayne,74.2,Home,SOUTH-DAKOTA,South Dakota,Purdue-Fort Wayne,summit,19,False,False,False,Away,False,9,17,56,32,61,5,26,57,0,1,209,375,1183,0.5819949281487743,637,1254,0.5079744816586922,173,365,1199,0.5208507089241035,0.631578947368421
20,2019-01-19-20-western-illinois,34.8,8,10.5,4,126.1,65.4,17,0.424,59,0.39,23,0.22,13,0.615,8,9,200,84.1,17.1,6,5,58,,10.1,7,0.33899999999999997,20,0.2,4,37.7,23,0.445,15.6,12,39,0.48700000000000004,19,0.5710000000000001,12,"January 19, 2019",60.0,21,12.8,5,84.1,82.9,29,0.685,62,0.565,35,0.032,2,1.0,2,13,200,126.1,34.6,9,14,87,,7.2,5,0.387,24,0.625,15,62.3,38,0.691,17.1,13,38,0.526,20,0.35,7,"Western Hall, Macomb, Illinois",IPFW,Purdue-Fort Wayne,69.1,Home,WESTERN-ILLINOIS,Western Illinois,Purdue-Fort Wayne,summit,20,False,False,False,Away,False,4,19,59,23,61,15,20,62,0,1,218,392,1239,0.5803066989507667,669,1315,0.508745247148289,178,391,1256,0.5238853503184714,0.6
21,2019-01-24-19-ipfw,21.2,7,3.0,1,98.8,78.9,30,0.521,71,0.465,33,0.239,17,0.647,11,8,225,106.3,24.3,9,14,85,,10.0,8,0.38,27,0.29600000000000004,8,52.0,39,0.537,11.3,10,44,0.568,25,0.6,12,"January 24, 2019",58.6,17,13.6,6,106.3,75.7,28,0.5,69,0.42,29,0.188,13,0.769,10,10,225,98.8,21.1,8,18,79,,3.8,3,0.522,36,0.306,11,48.0,36,0.525,14.8,13,33,0.545,18,0.545,12,"Hilliard Gates Sports Center, Fort Wayne, Indiana",IPFW,Purdue-Fort Wayne,71.2,Away,NEBRASKA-OMAHA,Omaha,Purdue-Fort Wayne,summit,21,False,True,True,Home,False,11,18,69,36,75,8,25,71,0,1,222,411,1298,0.5731895223420647,692,1376,0.502906976744186,193,411,1318,0.5314871016691958,0.5714285714285714
22,2019-01-26-19-ipfw,33.3,11,7.5,3,130.0,78.1,25,0.627,59,0.5589999999999999,33,0.153,9,0.778,7,15,200,115.7,30.8,8,12,81,,0.0,0,0.322,19,0.42100000000000004,8,56.9,33,0.64,18.2,14,40,0.625,25,0.318,7,"January 26, 2019",42.4,14,10.0,4,115.7,69.2,18,0.6,65,0.508,33,0.27699999999999997,18,0.722,13,10,200,130.0,21.9,7,12,91,,8.6,6,0.385,25,0.48,12,43.1,25,0.619,6.4,5,40,0.525,21,0.565,13,"Hilliard Gates Sports Center, Fort Wayne, Indiana",DENVER,Denver,70.4,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,22,True,False,True,Home,True,12,21,65,25,58,8,25,59,1,0,233,429,1367,0.56949524506218,728,1451,0.5017229496898691,201,436,1389,0.5309575233981282,0.5454545454545454
23,2019-01-30-19-ipfw,47.8,11,5.0,2,129.1,76.7,23,0.395,62,0.371,23,0.40299999999999997,25,0.88,22,13,200,89.9,13.5,5,20,71,,3.8,3,0.306,19,0.158,3,41.8,28,0.48100000000000004,14.1,12,43,0.465,20,0.409,9,"January 30, 2019",54.3,19,11.6,5,89.9,86.5,32,0.619,67,0.522,35,0.34299999999999997,23,0.826,19,10,200,129.1,23.3,7,22,102,,7.6,6,0.40299999999999997,27,0.48100000000000004,13,58.2,39,0.654,8.3,7,40,0.55,22,0.583,14,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",SOUTH-DAKOTA,South Dakota,79.4,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,23,True,False,True,Home,True,13,22,67,39,67,3,20,62,1,0,245,450,1432,0.5708798882681564,753,1509,0.4990059642147117,209,461,1448,0.5348756906077348,0.5652173913043478
24,2019-02-02-20-oral-roberts,58.1,18,11.8,4,112.5,61.5,16,0.6,60,0.517,31,0.2,12,0.833,10,10,200,113.9,26.9,7,7,82,,9.7,7,0.41700000000000004,25,0.4,10,44.2,23,0.624,15.5,12,35,0.6,21,0.6,15,"February 2, 2019",51.6,16,2.9,1,113.9,73.1,19,0.569,65,0.47700000000000004,31,0.10800000000000001,7,1.0,7,17,200,112.5,38.5,10,11,81,,6.9,5,0.47700000000000004,31,0.387,12,55.8,29,0.593,17.1,14,34,0.5589999999999999,19,0.32,8,"Mabee Center, Tulsa, Oklahoma",ORAL-ROBERTS,Oral Roberts,71.5,Away,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,24,False,False,False,Away,True,10,21,60,23,52,12,19,65,1,0,258,472,1499,0.5730486991327551,792,1576,0.5025380710659898,212,481,1510,0.5291390728476821,0.5833333333333334
25,2019-02-07-19-ipfw,25.9,7,27.0,10,108.2,79.4,27,0.469,65,0.415,27,0.077,5,0.6,3,16,200,87.7,24.3,9,12,64,,5.5,4,0.33799999999999997,22,0.318,7,50.7,36,0.475,18.2,15,43,0.465,20,0.33299999999999996,8,"February 7, 2019",60.7,17,20.9,9,87.7,75.7,28,0.523,65,0.431,28,0.215,14,0.7859999999999999,11,10,200,108.2,20.6,7,11,79,,16.4,12,0.431,28,0.429,12,49.3,35,0.551,9.0,7,37,0.43200000000000005,16,0.615,16,"Allen County War Memorial Coliseum, Fort Wayne, Indiana",WESTERN-ILLINOIS,Western Illinois,72.5,Home,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,25,True,False,True,Home,True,12,16,65,35,71,7,20,65,1,0,268,493,1559,0.5740859525336754,815,1628,0.5006142506142506,224,500,1575,0.5307936507936508,0.6
26,2019-02-14-21-denver,67.7,21,16.7,5,112.5,69.4,25,0.6,65,0.47700000000000004,31,0.292,19,0.8420000000000001,16,10,200,130.6,24.2,8,17,94,,13.9,10,0.508,33,0.485,16,47.8,33,0.635,7.6,6,32,0.469,15,0.63,17,"February 14, 2019",46.7,14,12.5,4,130.6,75.8,25,0.573,62,0.484,30,0.242,15,0.667,10,19,200,112.5,30.6,11,13,81,,5.6,4,0.516,32,0.344,11,52.2,36,0.586,15.9,13,30,0.633,19,0.26899999999999996,7,"Magness Arena, Denver, Colorado",DENVER,Denver,71.6,Away,IPFW,Purdue-Fort Wayne,Purdue-Fort Wayne,summit,26,False,False,False,Away,True,16,15,65,33,69,11,19,62,1,0,280,509,1624,0.5720443349753694,850,1699,0.5002942907592701,231,520,1640,0.5283536585365853,0.6153846153846154
