,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NORTHERN-IOWA_homegame,NORTHERN-IOWA_homegame2,NORTHERN-IOWA_home,NORTHERN-IOWA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-20-northern-iowa,53.8,14,9.4,3,93.9,80.6,25,0.5,58,0.44799999999999995,26,0.36200000000000004,21,0.7140000000000001,15,5,200,110.6,40.6,13,14,73,,10.6,7,0.431,25,0.24,6,60.3,38,0.537,12.9,10,33,0.606,20,0.545,6,"December 19, 2018",47.6,10,6.1,2,110.6,59.4,19,0.5,53,0.396,21,0.226,12,0.75,9,7,200,93.9,19.4,6,19,62,,3.0,2,0.396,21,0.524,11,39.7,25,0.528,19.4,14,32,0.313,10,0.364,4,"McLeod Center, Cedar Falls, Iowa",NORTHERN-IOWA,Northern Iowa,65.8,Away,GRAND-CANYON,Grand Canyon,Northern Iowa,mvc,10,False,True,True,Home,False,11,10,53,25,63,6,20,58,0,1,77,150,570,0.46578947368421053,321,644,0.4984472049689441,83,162,570,0.5026315789473684,0.4
11,2018-12-22-14-northern-iowa,57.1,12,3.8,1,100.0,61.1,22,0.5479999999999999,42,0.5,21,0.619,26,0.615,16,7,200,96.9,16.0,4,20,62,,7.8,5,0.31,13,0.308,4,42.6,26,0.57,20.8,14,29,0.586,17,0.462,6,"December 22, 2018",71.4,15,3.4,1,96.9,84.0,21,0.473,55,0.382,21,0.345,19,0.632,12,7,200,100.0,38.9,14,21,64,,3.1,2,0.527,29,0.345,10,57.4,35,0.5,18.1,14,26,0.423,11,0.41700000000000004,5,"McLeod Center, Cedar Falls, Iowa",NORTH-DAKOTA,North Dakota,64.2,Home,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,11,True,False,True,Home,True,10,11,55,35,61,4,17,42,1,0,88,160,623,0.46869983948635635,346,707,0.4893917963224894,89,182,628,0.5023885350318471,0.36363636363636365
12,2018-12-29-20-northern-iowa,44.4,12,7.7,2,90.0,77.8,28,0.564,55,0.491,27,0.273,15,0.733,11,3,200,104.3,25.9,7,19,73,,12.9,9,0.364,20,0.4,8,55.6,35,0.588,19.6,15,35,0.5429999999999999,19,0.8,12,"December 29, 2018",60.0,12,5.7,2,104.3,74.1,20,0.46399999999999997,55,0.364,20,0.364,20,0.6,12,8,200,90.0,22.2,8,15,63,,8.6,6,0.527,29,0.379,11,44.4,28,0.488,18.0,14,26,0.34600000000000003,9,0.385,5,"McLeod Center, Cedar Falls, Iowa",NORTHERN-IOWA,Northern Iowa,70.3,Away,STONY-BROOK,Stony Brook,Northern Iowa,mvc,12,False,True,True,Home,False,11,9,55,28,63,8,19,55,0,1,98,171,678,0.4690265486725664,381,768,0.49609375,93,199,670,0.505223880597015,0.4166666666666667
13,2019-01-02-20-bradley,68.0,17,6.5,2,81.0,82.1,23,0.536,56,0.446,25,0.125,7,0.7140000000000001,5,8,200,112.1,29.0,9,12,65,,12.1,7,0.39299999999999996,22,0.455,10,54.2,32,0.5479999999999999,10.6,7,34,0.441,15,0.429,6,"January 2, 2019",66.7,12,8.8,3,112.1,71.0,22,0.42700000000000005,48,0.375,18,0.16699999999999998,8,0.75,6,6,200,81.0,17.9,5,10,47,,6.9,4,0.354,17,0.294,5,45.8,27,0.45399999999999996,18.9,12,31,0.419,13,0.5710000000000001,8,"Carver Arena, Peoria, Illinois",BRADLEY,Bradley,58.1,Away,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,13,False,False,False,Away,True,10,15,56,32,59,5,13,48,1,0,109,180,733,0.4686221009549795,409,831,0.49217809867629364,101,218,725,0.5096551724137931,0.38461538461538464
14,2019-01-05-20-northern-iowa,38.9,7,10.0,2,86.4,63.9,23,0.525,40,0.45,18,0.6,24,0.667,16,6,200,98.3,19.2,5,14,58,,15.3,9,0.375,15,0.4,6,45.2,28,0.564,19.2,12,25,0.48,12,0.6,9,"January 5, 2019",47.1,8,4.0,1,98.3,80.8,21,0.39799999999999996,54,0.315,17,0.259,14,0.5710000000000001,8,9,200,86.4,36.1,13,18,51,,8.5,5,0.63,34,0.265,9,54.8,34,0.42,16.6,12,20,0.4,8,0.4,6,"McLeod Center, Cedar Falls, Iowa",NORTHERN-IOWA,Northern Iowa,59.0,Away,SOUTHERN-ILLINOIS,Southern Illinois,Northern Iowa,mvc,14,False,True,True,Home,False,9,8,54,34,62,6,12,40,0,1,119,195,789,0.47338403041825095,441,890,0.49550561797752807,106,231,773,0.5045278137128072,0.42857142857142855
15,2019-01-08-20-illinois-state,52.0,13,9.4,3,107.7,79.3,23,0.527,56,0.446,25,0.214,12,0.833,10,10,200,106.2,34.5,10,16,69,,7.7,5,0.375,21,0.429,9,56.9,33,0.5589999999999999,18.6,14,35,0.457,16,0.375,6,"January 8, 2019",53.6,15,5.7,2,106.2,65.5,19,0.574,54,0.519,28,0.24100000000000002,13,0.615,8,7,200,107.7,20.7,6,14,70,,12.3,8,0.40700000000000003,22,0.273,6,43.1,25,0.5820000000000001,15.6,11,32,0.688,22,0.562,9,"Redbird Arena, Normal, Illinois",NORTHERN-IOWA,Northern Iowa,65.4,Home,ILLINOIS-STATE,Illinois State,Northern Iowa,mvc,15,False,False,False,Away,False,9,16,56,33,58,6,22,54,0,1,128,203,843,0.46856465005931197,475,952,0.4989495798319328,112,243,813,0.5055350553505535,0.4
16,2019-01-13-16-northern-iowa,31.6,6,0.0,0,95.0,83.9,26,0.41100000000000003,56,0.33899999999999997,19,0.14300000000000002,8,1.0,8,5,200,90.0,29.4,10,13,54,,5.0,3,0.375,21,0.381,8,55.4,36,0.452,15.6,11,35,0.314,11,0.706,12,"January 13, 2019",38.1,8,11.4,4,90.0,70.6,24,0.47200000000000003,53,0.396,21,0.17,9,0.778,7,10,200,95.0,16.1,5,11,57,,6.7,4,0.45299999999999996,24,0.33299999999999996,8,44.6,29,0.498,9.5,6,29,0.44799999999999995,13,0.41200000000000003,7,"McLeod Center, Cedar Falls, Iowa",DRAKE,Drake,59.5,Home,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,16,True,False,True,Home,True,8,13,53,29,65,8,11,56,1,0,137,219,899,0.4721913236929922,508,1010,0.502970297029703,118,265,867,0.5098039215686274,0.375
17,2019-01-16-20-northern-iowa,26.3,5,3.7,1,103.0,75.0,24,0.44799999999999995,48,0.396,19,0.5,24,0.875,21,7,200,95.5,10.7,3,26,64,,4.5,3,0.354,17,0.294,5,45.0,27,0.539,15.8,11,31,0.452,14,0.588,10,"January 16, 2019",60.0,12,6.5,2,95.5,89.3,25,0.46,50,0.4,20,0.68,34,0.6759999999999999,23,10,200,103.0,25.0,8,22,69,,4.5,3,0.46,23,0.261,6,55.0,33,0.522,11.0,8,27,0.519,14,0.444,8,"McLeod Center, Cedar Falls, Iowa",INDIANA-STATE,Indiana State,66.8,Home,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,17,True,False,True,Home,True,6,14,50,33,60,5,14,48,1,0,145,232,952,0.4721638655462185,537,1075,0.49953488372093025,126,276,923,0.5037919826652221,0.4117647058823529
18,2019-01-19-16-valparaiso,52.4,11,11.4,4,119.0,58.3,14,0.51,48,0.43799999999999994,21,0.41700000000000004,20,0.85,17,11,200,104.8,18.5,5,16,66,,14.3,9,0.5,24,0.292,7,37.3,19,0.574,15.0,10,24,0.583,14,0.42100000000000004,8,"January 19, 2019",65.4,17,8.3,2,104.8,81.5,22,0.578,51,0.51,26,0.373,19,0.8420000000000001,16,7,200,119.0,41.7,10,16,75,,6.3,4,0.314,16,0.43799999999999994,7,62.7,32,0.625,18.0,13,35,0.5429999999999999,19,0.632,12,"Athletics-Recreation Center, Valparaiso, Indiana",NORTHERN-IOWA,Northern Iowa,62.8,Home,VALPARAISO,Valparaiso,Northern Iowa,mvc,18,False,False,False,Away,False,7,14,48,19,51,7,19,51,0,1,151,246,1002,0.47155688622754494,570,1135,0.5022026431718062,131,290,971,0.5010298661174047,0.4444444444444444
19,2019-01-23-20-southern-illinois,37.5,9,3.1,1,100.0,76.0,19,0.509,55,0.436,24,0.145,8,0.75,6,12,200,88.6,27.6,8,19,62,,12.9,9,0.382,21,0.381,8,50.0,27,0.527,24.5,19,34,0.47100000000000003,16,0.4,8,"January 23, 2019",53.8,14,14.7,5,88.6,72.4,21,0.5670000000000001,52,0.5,26,0.308,16,0.688,11,10,200,100.0,24.0,6,13,70,,15.7,11,0.385,20,0.35,7,50.0,27,0.5870000000000001,21.3,16,32,0.594,19,0.5,10,"The SIU Arena, Carbondale, Illinois",NORTHERN-IOWA,Northern Iowa,69.7,Home,SOUTHERN-ILLINOIS,Southern Illinois,Northern Iowa,mvc,19,False,False,False,Away,False,8,16,55,27,54,7,19,52,0,1,158,260,1050,0.47333333333333333,589,1186,0.4966273187183811,138,309,1022,0.5048923679060665,0.42105263157894735
20,2019-01-26-20-northern-iowa,40.7,11,7.3,3,117.4,66.7,26,0.542,59,0.45799999999999996,27,0.271,16,0.625,10,12,200,107.2,20.6,7,24,74,,7.2,5,0.373,22,0.455,10,45.2,33,0.556,14.3,11,37,0.45899999999999996,17,0.429,9,"January 26, 2019",40.7,11,5.4,2,107.2,79.4,27,0.525,60,0.45,27,0.467,28,0.643,18,12,200,117.4,33.3,13,14,81,,7.2,5,0.317,19,0.474,9,54.8,40,0.5529999999999999,10.0,8,41,0.439,18,0.429,9,"McLeod Center, Cedar Falls, Iowa",EVANSVILLE,Evansville,69.5,Home,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,20,True,False,True,Home,True,9,18,60,40,73,10,17,59,1,0,166,276,1105,0.4751131221719457,616,1240,0.4967741935483871,145,328,1074,0.5079143389199255,0.4
21,2019-01-30-19-loyola-il,60.9,14,6.3,2,105.2,80.8,21,0.5589999999999999,51,0.451,23,0.078,4,0.75,3,13,200,103.4,10.7,3,18,60,,5.2,3,0.431,22,0.5,11,44.4,24,0.5670000000000001,13.2,8,29,0.414,12,0.409,9,"January 30, 2019",63.6,14,10.3,3,103.4,89.3,25,0.568,44,0.5,22,0.43200000000000005,19,0.579,11,8,200,105.2,19.2,5,4,61,,10.3,6,0.273,12,0.5,6,55.6,30,0.575,16.0,10,32,0.5,16,0.636,14,"Joseph J. Gentile Center, Chicago, Illinois",NORTHERN-IOWA,Northern Iowa,58.0,Home,LOYOLA-IL,Loyola (IL),Northern Iowa,mvc,21,False,False,False,Away,False,11,12,51,24,54,6,16,44,0,1,175,294,1165,0.4776824034334764,656,1313,0.49961919268849964,155,345,1133,0.5097087378640777,0.42857142857142855
22,2019-02-02-20-northern-iowa,50.0,10,18.2,6,112.3,83.3,15,0.5479999999999999,42,0.47600000000000003,20,0.405,17,0.765,13,12,200,103.5,26.1,6,18,59,,12.3,7,0.405,17,0.353,6,51.2,21,0.589,19.5,12,25,0.56,14,0.478,11,"February 2, 2019",40.9,9,4.0,1,103.5,73.9,17,0.583,42,0.524,22,0.429,18,0.833,15,13,200,112.3,16.7,3,15,64,,3.5,2,0.214,9,0.556,5,48.8,20,0.633,18.1,11,33,0.515,17,0.435,10,"McLeod Center, Cedar Falls, Iowa",MISSOURI-STATE,Missouri State,57.3,Home,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,22,True,False,True,Home,True,5,17,42,20,41,6,14,42,1,0,186,306,1216,0.4810855263157895,680,1367,0.49743964886613024,161,361,1177,0.5118946474086661,0.4090909090909091
23,2019-02-06-20-northern-iowa,32.1,9,8.6,3,110.9,86.7,26,0.657,51,0.5489999999999999,28,0.314,16,0.75,12,12,200,123.4,16.0,4,11,79,,7.8,5,0.392,20,0.55,11,54.5,30,0.674,12.1,8,31,0.5479999999999999,17,0.5,12,"February 6, 2019",28.0,7,3.2,1,123.4,84.0,21,0.536,56,0.446,25,0.214,12,0.917,11,14,200,110.9,13.3,4,16,71,,4.7,3,0.375,21,0.47600000000000003,10,45.5,25,0.575,11.5,8,35,0.429,15,0.41700000000000004,10,"McLeod Center, Cedar Falls, Iowa",NORTHERN-IOWA,Northern Iowa,64.2,Away,BRADLEY,Bradley,Northern Iowa,mvc,23,False,True,True,Home,False,10,15,56,25,55,11,17,51,0,1,191,323,1258,0.4844992050874404,700,1408,0.4971590909090909,167,375,1219,0.5131255127153405,0.43478260869565216
24,2019-02-09-18-drake,37.5,12,9.5,4,113.7,74.1,20,0.579,63,0.508,32,0.095,6,0.667,4,15,200,105.5,22.6,7,14,77,,6.8,5,0.365,23,0.391,9,46.6,27,0.585,17.6,14,40,0.575,23,0.4,10,"February 9, 2019",46.7,14,7.5,3,105.5,77.4,24,0.55,60,0.5,30,0.3,18,0.9440000000000001,17,7,200,113.7,25.9,7,11,83,,13.7,10,0.3,18,0.33299999999999996,6,53.4,31,0.605,13.9,11,42,0.5710000000000001,24,0.72,18,"Knapp Center, Des Moines, Iowa",NORTHERN-IOWA,Northern Iowa,72.7,Home,DRAKE,Drake,Northern Iowa,mvc,24,False,False,False,Away,False,9,23,63,27,58,6,24,60,0,1,201,338,1314,0.4866818873668189,725,1463,0.4955570745044429,178,392,1270,0.5188976377952756,0.4166666666666667
25,2019-02-13-20-northern-iowa,40.9,9,22.2,4,118.5,90.9,20,0.46399999999999997,56,0.39299999999999996,22,0.304,17,0.706,12,12,200,98.5,32.4,11,14,64,,6.2,4,0.5,28,0.28600000000000003,8,55.4,31,0.499,17.0,13,28,0.5,14,0.5379999999999999,14,"February 13, 2019",69.6,16,7.1,2,98.5,67.6,23,0.633,49,0.469,23,0.327,16,0.938,15,15,200,118.5,9.1,2,16,77,,4.6,3,0.633,31,0.516,16,44.6,25,0.68,15.1,10,18,0.389,7,0.423,11,"McLeod Center, Cedar Falls, Iowa",ILLINOIS-STATE,Illinois State,65.3,Home,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,25,True,False,True,Home,True,16,7,49,25,56,8,14,56,1,0,210,361,1377,0.49092229484386346,752,1521,0.49441157133464825,184,416,1330,0.5203007518796993,0.4
26,2019-02-17-16-evansville,38.5,10,3.7,1,89.2,96.7,29,0.527,56,0.46399999999999997,26,0.28600000000000003,16,0.875,14,15,200,112.3,20.0,6,14,73,,9.2,6,0.46399999999999997,26,0.26899999999999996,7,58.3,35,0.574,10.0,7,30,0.633,19,0.444,12,"February 17, 2019",63.2,12,3.3,1,112.3,80.0,24,0.478,46,0.413,19,0.391,18,0.778,14,17,200,89.2,3.3,1,15,58,,4.6,3,0.413,19,0.316,6,41.7,25,0.532,16.9,11,27,0.48100000000000004,13,0.37,10,"Ford Center, Evansville, Indiana",EVANSVILLE,Evansville,64.6,Away,NORTHERN-IOWA,Northern Iowa,Northern Iowa,mvc,26,False,False,False,Away,True,7,19,56,35,60,6,13,46,1,0,226,368,1426,0.4957924263674614,777,1577,0.49270767279644895,192,430,1386,0.5180375180375181,0.4230769230769231
