,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,NEVADA_homegame,NEVADA_homegame2,NEVADA_home,NEVADA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-21-nevada,60.9,14,0.0,0,100.0,74.4,32,0.518,55,0.418,23,0.255,14,0.7859999999999999,11,4,200,94.4,10.7,3,24,68,,2.8,2,0.509,28,0.39299999999999996,11,49.3,35,0.552,18.6,14,27,0.444,12,0.6920000000000001,9,"December 15, 2018",68.2,15,22.2,6,94.4,89.3,25,0.415,65,0.33799999999999997,22,0.354,23,0.7829999999999999,18,0,200,100.0,25.6,11,12,72,7.0,5.6,4,0.6,39,0.256,10,50.7,36,0.474,7.4,6,26,0.462,12,1.0,11,"Lawlor Events Center, Reno, Nevada",SOUTH-DAKOTA-STATE,South Dakota State,71.8,Home,NEVADA,Nevada,Nevada,mwc,10,True,False,True,Home,True,10,12,65,36,71,11,12,55,1,0,83,198,578,0.5579584775086506,360,664,0.5421686746987951,74,175,612,0.4673202614379085,1.0
11,2018-12-22-19-nevada,56.5,13,7.7,2,103.0,74.1,20,0.43799999999999994,64,0.359,23,0.125,8,0.75,6,5,200,93.9,38.5,15,23,62,,9.1,6,0.43799999999999994,28,0.35700000000000004,10,53.0,35,0.457,16.1,13,36,0.361,13,0.583,7,"December 22, 2018",71.4,15,16.7,6,93.9,61.5,24,0.5,50,0.42,21,0.48,24,0.75,18,0,200,103.0,25.9,7,13,68,6.0,9.1,6,0.48,24,0.33299999999999996,8,47.0,31,0.5539999999999999,16.5,12,26,0.5,13,1.0,12,"Lawlor Events Center, Reno, Nevada",AKRON,Akron,66.1,Home,NEVADA,Nevada,Nevada,mwc,11,True,False,True,Home,True,8,13,50,31,66,10,13,64,1,0,93,210,643,0.5435458786936236,396,735,0.5387755102040817,85,187,667,0.4715142428785607,1.0
12,2018-12-29-14-utah,48.3,14,14.3,4,104.4,60.0,15,0.574,61,0.475,29,0.377,23,0.696,16,0,200,126.5,38.7,12,17,86,6.0,10.3,7,0.426,26,0.462,12,48.2,27,0.598,7.8,6,35,0.486,17,1.0,13,"December 29, 2018",40.9,9,8.6,3,126.5,61.3,19,0.5,53,0.415,22,0.415,22,0.818,18,6,200,104.4,40.0,10,20,71,,1.5,1,0.47200000000000003,25,0.36,9,51.8,29,0.5589999999999999,20.3,16,28,0.46399999999999997,13,0.5,6,"Jon M. Huntsman Center, Salt Lake City, Utah",UTAH,Utah,67.7,Away,NEVADA,Nevada,Nevada,mwc,12,False,False,False,Away,True,12,17,61,27,56,9,13,53,1,0,101,223,693,0.5404040404040404,427,801,0.533083645443196,95,200,731,0.4685362517099863,1.0
13,2019-01-02-23-nevada,50.0,8,15.6,5,94.7,75.7,28,0.295,61,0.262,16,0.27899999999999997,17,0.647,11,4,200,64.5,30.2,13,17,47,,9.2,7,0.377,23,0.174,4,51.3,41,0.355,22.6,20,38,0.316,12,0.7140000000000001,10,"January 2, 2019",70.8,17,13.2,5,64.5,69.8,30,0.451,61,0.39299999999999996,24,0.32799999999999996,20,0.85,17,0,200,94.7,24.3,9,16,72,6.0,19.7,15,0.475,29,0.24100000000000002,7,48.8,39,0.511,17.7,15,32,0.531,17,1.0,14,"Lawlor Events Center, Reno, Nevada",UTAH-STATE,Utah State,76.3,Home,NEVADA,Nevada,Nevada,mwc,13,True,False,True,Home,True,7,17,61,39,80,4,12,61,1,0,113,240,754,0.5431034482758621,454,857,0.5297549591598599,104,213,784,0.47066326530612246,1.0
14,2019-01-05-20-new-mexico,57.9,11,12.8,5,113.3,68.4,26,0.368,57,0.33299999999999996,19,0.474,27,0.593,16,1,200,77.3,16.2,6,18,58,6.0,4.0,3,0.386,22,0.182,4,42.7,32,0.415,16.9,14,35,0.429,15,0.9329999999999999,14,"January 5, 2019",58.1,18,17.1,6,77.3,83.8,31,0.537,68,0.456,31,0.235,16,0.75,12,6,200,113.3,31.6,12,19,85,,9.3,7,0.426,29,0.379,11,57.3,43,0.562,10.7,9,39,0.513,20,0.5710000000000001,8,"The Pit, Albuquerque, New Mexico",NEVADA,Nevada,75.2,Home,NEW-MEXICO,New Mexico,Nevada,mwc,14,False,False,False,Away,False,4,15,57,32,75,11,20,68,0,1,120,257,815,0.5361963190184049,493,937,0.5261472785485592,108,225,845,0.45798816568047335,1.0
15,2019-01-09-23-nevada,40.9,9,0.0,0,122.7,77.1,27,0.46399999999999997,55,0.4,22,0.109,6,0.33299999999999996,2,11,200,70.7,17.1,6,13,53,,2.7,2,0.436,24,0.292,7,47.1,33,0.45799999999999996,27.6,22,31,0.484,15,0.214,3,"January 9, 2019",60.5,23,6.5,2,70.7,82.9,29,0.61,73,0.521,38,0.096,7,0.429,3,1,200,122.7,22.9,8,12,92,10.0,20.0,15,0.466,34,0.382,13,52.9,37,0.603,9.5,8,39,0.6409999999999999,25,0.938,15,"Lawlor Events Center, Reno, Nevada",SAN-JOSE-STATE,San Jose State,75.1,Home,NEVADA,Nevada,Nevada,mwc,15,True,False,True,Home,True,13,25,73,37,70,7,15,55,1,0,124,272,872,0.5252293577981652,525,1012,0.5187747035573123,119,245,913,0.463855421686747,0.9333333333333333
16,2019-01-12-20-fresno-state,36.0,9,19.2,5,100.0,76.7,23,0.462,65,0.385,25,0.292,19,0.737,14,1,200,115.6,40.5,17,14,74,10.0,7.8,5,0.569,37,0.27,10,55.6,40,0.5,8.7,7,28,0.536,15,0.941,16,"January 12, 2019",50.0,11,21.4,6,115.6,59.5,25,0.529,51,0.431,22,0.33299999999999996,17,0.588,10,4,200,100.0,23.3,7,20,64,,3.1,2,0.49,25,0.4,10,44.4,32,0.542,17.0,12,26,0.462,12,0.75,12,"Save Mart Center, Fresno, California",FRESNO-STATE,Fresno State,64.1,Away,NEVADA,Nevada,Nevada,mwc,16,False,False,False,Away,True,10,15,65,40,72,10,12,51,1,0,137,297,945,0.5317460317460317,562,1082,0.5194085027726433,126,260,968,0.46384297520661155,0.9375
17,2019-01-15-21-boise-state,38.5,10,8.3,3,98.6,86.2,25,0.598,51,0.51,26,0.33299999999999996,17,0.647,11,1,200,100.0,8.3,2,21,72,10.0,5.6,4,0.49,25,0.36,9,50.9,27,0.609,19.3,14,26,0.654,17,0.9440000000000001,17,"January 15, 2019",29.2,7,3.8,1,100.0,91.7,22,0.465,57,0.42100000000000004,24,0.40399999999999997,23,0.7829999999999999,18,9,200,98.6,13.8,4,16,71,,9.7,7,0.368,21,0.23800000000000002,5,49.1,26,0.523,11.8,9,36,0.528,19,0.47100000000000003,8,"Taco Bell Arena, Boise, Idaho",BOISE-STATE,Boise State,72.0,Away,NEVADA,Nevada,Nevada,mwc,17,False,False,False,Away,True,9,17,51,27,53,5,19,57,1,0,147,312,1010,0.5272277227722773,602,1154,0.5216637781629117,136,272,1019,0.46712463199214915,0.9411764705882353
18,2019-01-19-22-nevada,57.9,11,0.0,0,91.8,73.5,25,0.431,51,0.373,19,0.17600000000000002,9,0.889,8,11,200,71.2,9.7,3,24,52,,6.8,5,0.431,22,0.273,6,43.1,28,0.47,27.6,21,29,0.44799999999999995,13,0.389,7,"January 19, 2019",54.2,13,3.4,1,71.2,90.3,28,0.465,57,0.42100000000000004,24,0.40399999999999997,23,0.609,14,1,200,91.8,26.5,9,18,67,10.0,11.0,8,0.474,27,0.185,5,56.9,37,0.493,17.3,14,30,0.633,19,0.9470000000000001,18,"Lawlor Events Center, Reno, Nevada",AIR-FORCE,Air Force,73.1,Home,NEVADA,Nevada,Nevada,mwc,18,True,False,True,Home,True,5,19,57,37,65,6,13,51,1,0,156,329,1061,0.530631479736098,629,1207,0.5211267605633803,141,291,1076,0.4670074349442379,0.9444444444444444
19,2019-01-23-23-nevada,61.9,13,0.0,0,131.6,87.1,27,0.48100000000000004,53,0.396,21,0.264,14,0.643,9,12,200,78.9,19.4,6,19,60,,5.3,4,0.377,20,0.45,9,53.2,33,0.503,25.3,20,33,0.364,12,0.368,7,"January 23, 2019",56.8,21,9.1,3,78.9,80.6,25,0.659,66,0.561,37,0.303,20,0.65,13,1,200,131.6,12.9,4,14,100,7.0,14.5,11,0.409,27,0.48100000000000004,13,46.8,29,0.662,8.6,7,39,0.615,24,0.95,19,"Lawlor Events Center, Reno, Nevada",COLORADO-STATE,Colorado State,76.1,Home,NEVADA,Nevada,Nevada,mwc,19,True,False,True,Home,True,13,24,66,29,62,9,12,53,1,0,161,348,1118,0.5272808586762076,666,1272,0.5235849056603774,147,304,1127,0.4653948535936114,0.9473684210526315
20,2019-01-29-23-nevada-las-vegas,56.0,14,11.9,5,92.1,68.9,31,0.5670000000000001,52,0.48100000000000004,25,0.615,32,0.875,28,1,200,114.5,14.8,4,21,87,8.0,7.9,6,0.423,22,0.409,9,48.6,35,0.647,14.3,11,30,0.5329999999999999,16,0.9520000000000001,20,"January 29, 2019",56.0,14,6.7,2,114.5,85.2,23,0.419,68,0.368,25,0.294,20,0.65,13,9,200,92.1,31.1,14,26,70,,9.2,7,0.382,26,0.26899999999999996,7,51.4,37,0.452,15.4,14,42,0.429,18,0.55,11,"Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,75.9,Away,NEVADA,Nevada,Nevada,mwc,20,False,False,False,Away,True,9,16,52,35,72,7,18,68,1,0,174,372,1184,0.5346283783783784,695,1334,0.5209895052473763,156,316,1180,0.4661016949152542,0.95
21,2019-02-02-18-nevada,50.0,13,2.9,1,131.0,84.6,22,0.545,56,0.46399999999999997,26,0.33899999999999997,19,0.632,12,12,200,102.8,12.1,4,15,73,,2.8,2,0.375,21,0.429,9,44.1,26,0.561,14.6,11,35,0.486,17,0.455,10,"February 2, 2019",62.9,22,5.7,2,102.8,87.9,29,0.659,63,0.556,35,0.20600000000000002,13,0.769,10,1,200,131.0,15.4,4,20,93,8.0,7.0,5,0.444,28,0.46399999999999997,13,55.9,33,0.672,5.5,4,35,0.629,22,0.955,21,"Lawlor Events Center, Reno, Nevada",BOISE-STATE,Boise State,70.6,Home,NEVADA,Nevada,Nevada,mwc,21,True,False,True,Home,True,13,22,63,33,59,9,17,56,1,0,183,388,1236,0.5360032362459547,730,1406,0.519203413940256,163,334,1248,0.4635416666666667,0.9523809523809523
22,2019-02-06-22-colorado-state,58.1,18,9.5,4,113.9,80.0,20,0.53,66,0.47,31,0.53,35,0.8,28,1,200,136.1,33.3,12,18,98,6.0,6.9,5,0.33299999999999996,22,0.364,8,52.5,32,0.593,5.8,5,44,0.523,23,0.9570000000000001,22,"February 6, 2019",60.6,20,15.9,7,136.1,66.7,24,0.612,58,0.569,33,0.276,16,0.688,11,14,200,113.9,20.0,5,23,82,,2.8,2,0.276,16,0.313,5,47.5,29,0.625,11.0,8,42,0.667,28,0.391,9,"Moby Arena, Fort Collins, Colorado",COLORADO-STATE,Colorado State,72.1,Away,NEVADA,Nevada,Nevada,mwc,22,False,False,False,Away,True,8,23,66,32,61,5,28,58,1,0,196,410,1299,0.541955350269438,763,1465,0.5208191126279863,172,351,1304,0.46702453987730064,0.9545454545454546
23,2019-02-09-18-nevada,50.0,11,2.1,1,105.8,70.3,26,0.39399999999999996,66,0.33299999999999996,22,0.22699999999999998,15,0.667,10,13,200,72.1,16.7,7,20,62,,7.0,6,0.455,30,0.267,8,41.8,33,0.424,21.6,20,36,0.389,14,0.435,10,"February 9, 2019",52.9,18,11.1,4,72.1,83.3,35,0.544,68,0.5,34,0.353,24,0.708,17,1,200,105.8,29.7,11,17,91,6.0,10.5,9,0.294,20,0.3,6,58.2,46,0.573,17.8,17,48,0.583,28,0.958,23,"Lawlor Events Center, Reno, Nevada",NEW-MEXICO,New Mexico,85.8,Home,NEVADA,Nevada,Nevada,mwc,23,True,False,True,Home,True,6,28,68,46,79,8,14,66,1,0,204,433,1365,0.5413919413919414,795,1526,0.5209698558322412,177,379,1362,0.473201174743025,0.9565217391304348
24,2019-02-16-22-wyoming,45.2,14,7.7,2,71.0,86.1,31,0.623,57,0.544,31,0.298,17,0.647,11,1,200,118.8,26.7,8,17,82,7.0,10.1,7,0.40399999999999997,23,0.391,9,59.1,39,0.63,16.8,13,34,0.647,22,0.96,24,"February 16, 2019",46.7,7,2.9,1,118.8,73.3,22,0.36,50,0.3,15,0.36,18,0.722,13,19,200,71.0,13.9,5,19,49,,8.7,6,0.48,24,0.25,6,40.9,27,0.418,20.6,15,26,0.34600000000000003,9,0.24,6,"Arena-Auditorium, Laramie, Wyoming",WYOMING,Wyoming,69.3,Away,NEVADA,Nevada,Nevada,mwc,24,False,False,False,Away,True,9,22,57,39,66,6,9,50,1,0,210,461,1433,0.5415212840195395,841,1605,0.52398753894081,185,393,1428,0.4695378151260504,0.9583333333333334
25,2019-02-20-23-san-diego-state,57.9,11,15.9,7,86.7,78.4,29,0.402,56,0.33899999999999997,19,0.35700000000000004,20,0.6,12,2,200,76.0,16.2,6,21,57,6.0,6.7,5,0.446,25,0.28,7,47.3,35,0.435,17.8,14,31,0.387,12,0.9229999999999999,24,"February 20, 2019",48.0,12,12.9,4,76.0,83.8,31,0.444,63,0.397,25,0.27,17,0.529,9,9,200,86.7,21.6,8,21,65,,9.3,7,0.302,19,0.316,6,52.7,39,0.457,16.6,14,44,0.43200000000000005,19,0.654,17,"Viejas Arena, San Diego, California",NEVADA,Nevada,75.3,Home,SAN-DIEGO-STATE,San Diego State,Nevada,mwc,25,False,False,False,Away,False,7,12,56,35,74,6,19,63,0,1,219,483,1490,0.5446308724832215,880,1671,0.5266307600239377,191,402,1478,0.46583220568335587,0.96
26,2019-02-23-20-nevada,50.0,13,8.3,2,105.7,70.4,19,0.5429999999999999,58,0.44799999999999995,26,0.172,10,0.5,5,8,200,97.1,28.1,9,26,68,,2.9,2,0.44799999999999995,26,0.423,11,47.5,28,0.542,21.4,17,32,0.469,15,0.7040000000000001,19,"February 23, 2019",71.4,15,3.1,1,97.1,71.9,23,0.542,48,0.43799999999999994,21,0.6459999999999999,31,0.71,22,2,200,105.7,29.6,8,16,74,6.0,12.9,9,0.5,24,0.41700000000000004,10,52.5,31,0.59,18.5,14,24,0.45799999999999996,11,0.9259999999999999,25,"Lawlor Events Center, Reno, Nevada",FRESNO-STATE,Fresno State,69.7,Home,NEVADA,Nevada,Nevada,mwc,26,True,False,True,Home,True,10,11,48,31,59,11,15,58,1,0,226,495,1546,0.5394566623544631,915,1745,0.5243553008595988,197,421,1541,0.46495781959766386,0.9230769230769231
27,2019-02-27-23-nevada,39.3,11,3.0,1,125.4,70.4,19,0.516,63,0.444,28,0.20600000000000002,13,0.615,8,13,200,102.8,43.3,13,18,73,,11.3,8,0.413,26,0.34600000000000003,9,56.1,32,0.528,19.8,17,37,0.514,19,0.536,15,"February 27, 2019",62.5,20,8.1,3,102.8,56.7,17,0.642,60,0.5329999999999999,32,0.28300000000000003,17,0.706,12,2,200,125.4,29.6,8,13,89,12.0,12.7,9,0.45,27,0.48100000000000004,13,43.9,25,0.654,10.6,8,33,0.5760000000000001,19,0.929,26,"Lawlor Events Center, Reno, Nevada",NEVADA-LAS-VEGAS,UNLV,70.6,Home,NEVADA,Nevada,Nevada,mwc,27,True,False,True,Home,True,13,19,60,25,57,9,19,63,1,0,236,506,1594,0.5395232120451694,946,1804,0.524390243902439,208,436,1599,0.46779237023139464,0.9259259259259259
