,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LIBERTY_homegame,LIBERTY_homegame2,LIBERTY_home,LIBERTY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-14-liberty,45.0,9,3.1,1,143.3,70.4,19,0.42100000000000004,57,0.35100000000000003,20,0.14,8,0.875,7,0,200,82.1,13.9,5,8,55,,9.0,6,0.456,26,0.308,8,38.1,24,0.452,14.2,10,31,0.387,12,0.0,0,"December 15, 2018",65.0,26,12.9,4,82.1,86.1,31,0.701,67,0.597,40,0.045,3,0.667,2,2,200,143.3,29.6,8,8,96,,9.0,6,0.522,35,0.4,14,61.9,39,0.701,9.3,7,32,0.813,26,0.818,9,"Vines Center, Lynchburg, Virginia","Kentucky Christian
			","Kentucky Christian
			",66.6,Home,LIBERTY,Liberty,Liberty,atlantic-sun,10,True,False,True,Home,True,14,26,67,39,63,8,12,57,1,0,106,185,587,0.58603066439523,316,601,0.5257903494176372,60,150,533,0.450281425891182,0.8
11,2018-12-18-20-alabama,44.0,11,9.1,3,113.5,82.1,23,0.535,57,0.439,25,0.298,17,0.8240000000000001,14,3,200,101.4,20.7,6,27,75,,2.7,2,0.40399999999999997,23,0.478,11,50.9,29,0.5760000000000001,18.9,15,34,0.41200000000000003,14,0.75,9,"December 18, 2018",42.3,11,17.6,6,101.4,79.3,23,0.59,50,0.52,26,0.78,39,0.6409999999999999,25,3,200,113.5,17.9,5,17,84,,10.8,8,0.34,17,0.41200000000000003,7,49.1,28,0.613,14.1,11,33,0.5760000000000001,19,0.7,7,"Von Braun Center, Hunstville, Alabama",LIBERTY,Liberty,74.3,Home,ALABAMA,Alabama,Liberty,atlantic-sun,11,False,False,False,Away,False,11,14,57,29,57,7,19,50,0,1,120,211,654,0.5978593272171254,355,664,0.5346385542168675,68,162,590,0.44745762711864406,0.8181818181818182
12,2018-12-21-12-liberty,55.6,10,0.0,0,114.1,87.5,14,0.5,45,0.4,18,0.467,21,0.47600000000000003,10,8,200,85.9,16.1,5,20,55,,10.9,7,0.42200000000000004,19,0.474,9,40.4,19,0.5,23.9,17,26,0.34600000000000003,9,0.2,2,"December 21, 2018",57.1,12,15.4,4,85.9,83.9,26,0.7290000000000001,35,0.6,21,0.7140000000000001,25,0.88,22,3,200,114.1,12.5,2,19,73,,9.4,6,0.486,17,0.529,9,59.6,28,0.779,25.8,16,18,0.667,12,0.769,10,"McArthur Gymnasium, St. Petersburg, Florida",ALABAMA-STATE,Alabama State,63.9,Home,LIBERTY,Liberty,Liberty,atlantic-sun,12,True,False,True,Home,True,9,12,35,28,47,9,9,45,1,0,131,225,711,0.5928270042194093,384,721,0.5325936199722607,75,181,640,0.45859375,0.75
13,2018-12-22-14-austin-peay,58.3,14,0.0,0,123.0,78.3,18,0.547,53,0.45299999999999996,24,0.151,8,1.0,8,4,200,108.2,29.2,7,17,66,,0.0,0,0.547,29,0.345,10,53.2,25,0.581,18.7,13,24,0.583,14,0.7140000000000001,10,"December 22, 2018",20.7,6,12.5,3,108.2,70.8,17,0.596,52,0.5579999999999999,29,0.26899999999999996,14,0.929,13,4,200,123.0,21.7,5,16,75,,3.3,2,0.25,13,0.308,4,46.8,22,0.639,7.9,5,39,0.6409999999999999,25,0.667,8,"McArthur Gymnasium, St. Petersburg, Florida",LIBERTY,Liberty,60.7,Home,AUSTIN-PEAY,Austin Peay,Liberty,atlantic-sun,13,False,False,False,Away,False,10,14,53,25,47,4,25,52,0,1,140,237,746,0.599195710455764,412,768,0.5364583333333334,84,190,685,0.46131386861313867,0.7692307692307693
14,2018-12-29-18-ucla,44.4,12,0.0,0,82.9,61.3,19,0.534,58,0.466,27,0.259,15,0.733,11,4,200,104.3,17.1,6,20,73,,17.1,12,0.414,24,0.33299999999999996,8,37.9,25,0.56,9.8,7,34,0.5589999999999999,19,0.733,11,"December 29, 2018",70.0,14,14.7,5,104.3,82.9,29,0.451,51,0.392,20,0.431,22,0.545,12,6,200,82.9,38.7,12,16,58,,4.3,3,0.431,22,0.273,6,62.1,41,0.47200000000000003,28.3,24,29,0.483,14,0.5379999999999999,7,"Pauley Pavilion, Los Angeles, California",UCLA,UCLA,69.8,Away,LIBERTY,Liberty,Liberty,atlantic-sun,14,False,False,False,Away,True,8,19,58,25,66,6,14,51,1,0,150,251,799,0.5957446808510638,437,815,0.5361963190184049,88,215,737,0.4708276797829037,0.7142857142857143
15,2019-01-05-19-florida-gulf-coast,58.1,18,12.1,4,103.3,76.9,20,0.7040000000000001,54,0.574,31,0.13,7,0.7140000000000001,5,4,200,132.8,31.8,7,19,81,,9.8,6,0.519,28,0.5,14,56.3,27,0.706,14.9,10,26,0.654,17,0.75,12,"January 5, 2019",47.8,11,7.7,2,132.8,68.2,15,0.5539999999999999,46,0.5,23,0.37,17,0.706,12,11,200,103.3,23.1,6,10,63,,4.9,3,0.28300000000000003,13,0.385,5,43.8,21,0.583,20.7,14,33,0.545,18,0.312,5,"Alico Arena, Fort Myers, Florida",FLORIDA-GULF-COAST,Florida Gulf Coast,61.2,Away,LIBERTY,Liberty,Liberty,atlantic-sun,15,False,False,False,Away,True,14,17,54,27,48,5,18,46,1,0,158,270,857,0.5915985997666278,462,881,0.5244040862656073,94,229,788,0.46954314720812185,0.7333333333333333
16,2019-01-09-19-stetson,55.2,16,9.7,3,85.5,75.0,21,0.63,54,0.537,29,0.111,6,0.5,3,4,200,114.5,33.3,8,9,71,,9.7,6,0.444,24,0.41700000000000004,10,55.8,29,0.624,19.8,14,30,0.633,19,0.765,13,"January 9, 2019",70.0,14,3.3,1,114.5,66.7,16,0.461,51,0.392,20,0.17600000000000002,9,0.667,6,12,200,85.5,25.0,7,8,53,,16.1,10,0.392,20,0.35,7,44.2,23,0.479,19.1,13,31,0.419,13,0.25,4,"Edmunds Center, DeLand, Florida",STETSON,Stetson,62.1,Away,LIBERTY,Liberty,Liberty,atlantic-sun,16,False,False,False,Away,True,10,19,54,29,52,7,13,51,1,0,172,287,911,0.5982436882546652,489,929,0.5263724434876211,99,247,834,0.47422062350119903,0.75
17,2019-01-12-14-liberty,55.0,11,4.8,2,111.3,67.7,21,0.469,49,0.408,20,0.245,12,0.583,7,10,200,85.5,17.9,5,11,53,,8.1,5,0.36700000000000005,18,0.33299999999999996,6,44.1,26,0.484,20.5,14,31,0.452,14,0.444,8,"January 12, 2019",35.7,10,16.1,5,85.5,82.1,23,0.535,57,0.491,28,0.193,11,0.727,8,4,200,111.3,32.3,10,10,69,,11.3,7,0.263,15,0.33299999999999996,5,55.9,33,0.5539999999999999,11.5,8,42,0.5479999999999999,23,0.778,14,"Vines Center, Lynchburg, Virginia",JACKSONVILLE,Jacksonville,62.0,Home,LIBERTY,Liberty,Liberty,atlantic-sun,17,True,False,True,Home,True,5,23,57,33,59,6,14,49,1,0,182,306,965,0.6,518,981,0.528032619775739,106,260,885,0.47344632768361583,0.7647058823529411
18,2019-01-16-19-kennesaw-state,73.9,17,12.5,5,68.3,73.3,22,0.539,51,0.451,23,0.17600000000000002,9,0.778,7,4,200,103.3,42.3,11,16,62,,13.3,8,0.451,23,0.391,9,58.9,33,0.561,21.4,15,28,0.5,14,0.789,15,"January 16, 2019",36.4,4,10.7,3,103.3,57.7,15,0.244,45,0.244,11,0.489,22,0.8640000000000001,19,15,200,68.3,26.7,8,13,41,,11.7,7,0.111,5,0.0,0,41.1,23,0.37,20.4,14,40,0.275,11,0.16699999999999998,3,"KSU Convocation Center , Kennesaw, Georgia",KENNESAW-STATE,Kennesaw State,60.4,Away,LIBERTY,Liberty,Liberty,atlantic-sun,18,False,False,False,Away,True,9,14,51,33,56,0,11,45,1,0,187,329,1022,0.5963796477495108,551,1040,0.5298076923076923,112,274,934,0.4732334047109208,0.7777777777777778
19,2019-01-19-19-liberty,43.5,10,11.9,5,100.0,71.9,23,0.48200000000000004,56,0.41100000000000003,23,0.268,15,0.667,10,11,200,91.4,28.1,9,21,64,,1.4,1,0.446,25,0.32,8,50.0,32,0.507,21.4,17,31,0.484,15,0.45,9,"January 19, 2019",56.0,14,9.7,3,91.4,71.9,23,0.473,56,0.446,25,0.446,25,0.68,17,4,200,100.0,28.1,9,12,70,,12.9,9,0.25,14,0.214,3,50.0,32,0.516,11.8,9,42,0.524,22,0.8,16,"Vines Center, Lynchburg, Virginia",NORTH-FLORIDA,North Florida,69.5,Home,LIBERTY,Liberty,Liberty,atlantic-sun,19,True,False,True,Home,True,3,22,56,32,64,8,15,56,1,0,196,343,1073,0.5936626281453867,584,1096,0.5328467153284672,112,285,979,0.4627170582226762,0.7894736842105263
20,2019-01-21-19-liberty,33.3,6,4.3,1,107.5,86.4,19,0.348,56,0.321,18,0.23199999999999998,13,0.615,8,14,200,70.1,13.5,5,20,47,,11.9,8,0.375,21,0.14300000000000002,3,40.7,24,0.37799999999999995,15.1,11,35,0.429,15,0.33299999999999996,7,"January 21, 2019",56.5,13,8.6,3,70.1,86.5,32,0.578,45,0.511,23,0.5329999999999999,24,0.833,20,4,200,107.5,13.6,3,15,72,,9.0,6,0.489,22,0.273,6,59.3,35,0.638,19.0,13,23,0.7390000000000001,17,0.81,17,"Vines Center, Lynchburg, Virginia",NORTH-ALABAMA,North Alabama,67.3,Home,LIBERTY,Liberty,Liberty,atlantic-sun,20,True,False,True,Home,True,6,17,45,35,59,3,15,56,1,0,199,365,1129,0.587688219663419,616,1160,0.5310344827586206,120,300,1035,0.463768115942029,0.8
21,2019-01-27-14-jacksonville,56.0,14,10.8,4,93.7,69.0,20,0.602,49,0.51,25,0.245,12,0.833,10,4,200,109.5,13.0,3,10,69,,14.3,9,0.469,23,0.391,9,44.2,23,0.631,16.9,11,26,0.615,16,0.818,18,"January 27, 2019",19.2,5,19.2,5,109.5,87.0,20,0.519,54,0.48100000000000004,26,0.09300000000000001,5,0.6,3,13,200,93.7,31.0,9,13,59,,9.5,6,0.315,17,0.235,4,55.8,29,0.523,21.1,15,37,0.595,22,0.409,9,"Swisher Gymnasium, Jacksonville, Florida",JACKSONVILLE,Jacksonville,62.5,Away,LIBERTY,Liberty,Liberty,atlantic-sun,21,False,False,False,Away,True,9,16,49,23,52,4,22,54,1,0,205,382,1174,0.5873083475298126,651,1219,0.5340442986054142,123,315,1091,0.45783684692942256,0.8095238095238095
22,2019-01-29-19-liberty,51.6,16,8.1,3,89.4,75.0,24,0.634,56,0.5539999999999999,31,0.25,14,0.5710000000000001,8,4,200,119.7,34.6,9,17,79,,13.6,9,0.321,18,0.5,9,56.9,33,0.63,13.9,10,38,0.579,22,0.81,17,"January 29, 2019",31.8,7,2.6,1,119.7,65.4,17,0.40700000000000003,59,0.373,22,0.22,13,0.846,11,5,200,89.4,25.0,8,14,59,,4.5,3,0.373,22,0.182,4,43.1,25,0.45299999999999996,15.6,12,37,0.486,18,0.7829999999999999,18,"Vines Center, Lynchburg, Virginia",LIBERTY,Liberty,66.4,Away,LIPSCOMB,Lipscomb,Liberty,atlantic-sun,22,False,True,True,Home,False,4,18,59,25,58,9,22,56,0,1,214,398,1223,0.5878986099754702,674,1271,0.5302911093627065,127,337,1145,0.4606986899563319,0.8181818181818182
23,2019-02-02-19-liberty,47.6,10,6.7,2,126.2,70.8,17,0.48200000000000004,55,0.382,21,0.109,6,0.667,4,6,200,93.4,16.1,5,15,57,,6.6,4,0.455,25,0.44,11,40.0,22,0.493,12.2,8,30,0.33299999999999996,10,0.75,18,"February 2, 2019",53.6,15,3.3,1,93.4,83.9,26,0.62,54,0.519,28,0.204,11,0.909,10,5,200,126.2,29.2,7,8,77,,6.6,4,0.444,24,0.45799999999999996,11,60.0,33,0.65,13.3,9,30,0.5670000000000001,17,0.792,19,"Vines Center, Lynchburg, Virginia",NJIT,NJIT,61.0,Home,LIBERTY,Liberty,Liberty,atlantic-sun,23,True,False,True,Home,True,11,17,54,33,55,11,10,55,1,0,218,416,1282,0.5795631825273011,699,1329,0.5259593679458239,136,359,1201,0.4687760199833472,0.782608695652174
24,2019-02-05-19-liberty,60.0,12,7.4,2,83.8,88.2,30,0.4,55,0.364,20,0.23600000000000002,13,0.769,10,20,200,79.4,23.3,7,11,54,,10.3,7,0.273,15,0.267,4,57.8,37,0.441,19.8,15,40,0.4,16,0.2,5,"February 5, 2019",59.1,13,5.0,2,79.4,76.7,23,0.431,58,0.379,22,0.155,9,0.778,7,5,200,83.8,11.8,4,14,57,,10.3,7,0.534,31,0.19399999999999998,6,42.2,27,0.45799999999999996,12.7,9,27,0.593,16,0.8,20,"Vines Center, Lynchburg, Virginia",STETSON,Stetson,68.2,Home,LIBERTY,Liberty,Liberty,atlantic-sun,24,True,False,True,Home,True,6,16,58,27,64,4,16,55,1,0,229,433,1336,0.5812125748502994,732,1384,0.5289017341040463,147,369,1256,0.4693471337579618,0.7916666666666666
25,2019-02-09-19-liberty,47.6,10,13.8,4,113.8,63.3,19,0.578,45,0.467,21,0.467,21,0.7140000000000001,15,16,200,103.1,16.7,4,15,67,,10.8,7,0.5329999999999999,24,0.41700000000000004,10,42.6,23,0.609,20.5,14,21,0.524,11,0.385,10,"February 9, 2019",50.0,13,14.3,3,103.1,83.3,20,0.525,60,0.433,26,0.217,13,0.846,11,5,200,113.8,36.7,11,16,74,,12.3,8,0.517,31,0.355,11,57.4,31,0.5589999999999999,12.0,9,29,0.517,15,0.8079999999999999,21,"Vines Center, Lynchburg, Virginia",FLORIDA-GULF-COAST,Florida Gulf Coast,64.6,Home,LIBERTY,Liberty,Liberty,atlantic-sun,25,True,False,True,Home,True,11,15,60,31,54,10,11,45,1,0,235,449,1394,0.5749641319942611,759,1448,0.524171270718232,151,385,1311,0.4664378337147216,0.8
26,2019-02-13-19-lipscomb,50.0,13,0.0,0,94.3,76.5,26,0.547,53,0.491,26,0.434,23,0.696,16,5,200,105.7,20.0,6,17,74,,1.4,1,0.396,21,0.28600000000000003,6,50.0,32,0.579,14.8,11,32,0.625,20,0.815,22,"February 13, 2019",42.9,9,9.4,3,105.7,80.0,24,0.395,57,0.368,21,0.40399999999999997,23,0.9129999999999999,21,5,200,94.3,23.5,8,22,66,,5.7,4,0.316,18,0.16699999999999998,3,50.0,32,0.486,15.2,12,39,0.462,18,0.8,20,"Allen Arena, Nashville, Tennessee",LIPSCOMB,Lipscomb,70.4,Away,LIBERTY,Liberty,Liberty,atlantic-sun,26,False,False,False,Away,True,6,20,53,32,64,3,18,57,1,0,246,464,1454,0.5729023383768913,790,1502,0.525965379494008,161,396,1356,0.47013274336283184,0.8076923076923077
27,2019-02-16-16-north-alabama,55.6,15,8.0,2,102.9,76.7,23,0.65,50,0.54,27,0.38,19,0.789,15,5,200,117.6,16.0,4,21,80,,5.9,4,0.48,24,0.45799999999999996,11,49.1,27,0.6779999999999999,17.1,12,26,0.615,16,0.821,23,"February 16, 2019",29.2,7,3.8,1,117.6,84.0,21,0.5379999999999999,52,0.462,24,0.423,22,0.636,14,19,200,102.9,23.3,7,20,70,,8.8,6,0.519,27,0.29600000000000004,8,50.9,28,0.56,17.4,13,25,0.64,16,0.29600000000000004,8,"Flowers Hall, Florence, Alabama",NORTH-ALABAMA,North Alabama,67.7,Away,LIBERTY,Liberty,Liberty,atlantic-sun,27,False,False,False,Away,True,11,16,50,27,55,8,16,52,1,0,252,484,1507,0.5719973457199734,822,1566,0.524904214559387,164,414,1413,0.46709129511677283,0.8148148148148148
