,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,DRAKE_homegame,DRAKE_homegame2,DRAKE_home,DRAKE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-19-drake,25.0,5,8.0,2,97.1,81.8,18,0.377,61,0.32799999999999996,20,0.45899999999999996,28,0.607,17,3,200,92.6,48.8,20,18,63,,14.7,10,0.541,33,0.182,6,60.3,38,0.424,17.0,15,28,0.5,14,0.75,9,"December 22, 2018",52.2,12,17.9,5,92.6,51.2,21,0.52,49,0.469,23,0.34700000000000003,17,0.882,15,2,200,97.1,18.2,4,21,66,,8.8,6,0.49,24,0.20800000000000002,5,39.7,25,0.578,19.9,14,25,0.72,18,0.818,9,"Orleans Arena, Paradise, Nevada",NEW-MEXICO-STATE,New Mexico State,68.2,Home,DRAKE,Drake,Drake,mvc,10,True,False,True,Home,True,5,18,49,25,63,6,14,61,1,0,94,183,574,0.5644599303135889,335,652,0.5138036809815951,69,180,610,0.46475409836065573,0.8
11,2018-12-23-19-drake,33.3,13,4.4,2,123.6,78.1,25,0.62,71,0.5489999999999999,39,0.282,20,0.75,15,4,250,115.7,24.1,7,23,103,,5.6,5,0.366,26,0.385,10,52.5,32,0.64,14.9,14,45,0.644,29,0.7140000000000001,10,"December 23, 2018",50.0,19,6.7,3,115.7,75.9,22,0.61,73,0.521,38,0.425,31,0.677,21,2,250,123.6,21.9,7,21,110,,6.7,6,0.384,28,0.46399999999999997,13,47.5,29,0.627,9.4,9,45,0.556,25,0.833,10,"Orleans Arena, Paradise, Nevada",SAN-DIEGO,San Diego,70.9,Home,DRAKE,Drake,Drake,mvc,11,True,False,True,Home,True,13,25,73,29,61,10,29,71,1,0,99,201,623,0.5609951845906902,360,715,0.5034965034965035,75,194,671,0.45678092399403875,0.8181818181818182
12,2018-12-29-15-drake,39.3,11,5.3,2,132.4,66.7,24,0.542,59,0.475,28,0.254,15,0.4,6,0,200,94.6,15.2,5,13,70,,6.8,5,0.271,16,0.5,8,42.0,29,0.529,16.5,13,43,0.465,20,0.0,0,"December 29, 2018",77.8,28,4.7,2,94.6,84.8,28,0.597,72,0.5,36,0.20800000000000002,15,0.8,12,2,200,132.4,33.3,12,13,98,,4.1,3,0.47200000000000003,34,0.41200000000000003,14,58.0,40,0.619,7.1,6,38,0.579,22,0.846,11,"Knapp Center, Des Moines, Iowa","McKendree
			","McKendree
			",73.6,Home,DRAKE,Drake,Drake,mvc,12,True,False,True,Home,True,14,22,72,40,69,8,20,59,1,0,112,226,696,0.5660919540229885,389,776,0.5012886597938144,85,223,742,0.4723719676549865,0.8333333333333334
13,2019-01-02-19-evansville,48.1,13,5.4,2,90.1,83.8,31,0.39299999999999996,75,0.36,27,0.307,23,0.7829999999999999,18,3,250,84.6,17.4,8,29,77,,6.6,6,0.36,27,0.185,5,47.0,39,0.44799999999999995,16.6,17,48,0.45799999999999996,22,0.7859999999999999,11,"January 2, 2019",45.8,11,12.5,6,84.6,82.6,38,0.451,61,0.39299999999999996,24,0.557,34,0.794,27,7,250,90.1,16.2,6,21,82,,9.9,9,0.39299999999999996,24,0.292,7,53.0,44,0.531,17.4,16,37,0.45899999999999996,17,0.5,7,"Ford Center, Evansville, Indiana",DRAKE,Drake,72.8,Home,EVANSVILLE,Evansville,Drake,mvc,13,False,False,False,Away,False,5,22,75,39,83,7,17,61,0,1,126,248,768,0.5690104166666666,429,845,0.5076923076923077,93,243,801,0.47752808988764045,0.8461538461538461
14,2019-01-05-15-drake,61.3,19,3.3,1,112.1,88.0,22,0.755,49,0.633,31,0.429,21,0.524,11,6,200,128.8,16.7,4,15,85,,3.0,2,0.49,24,0.5,12,53.1,26,0.721,14.7,10,25,0.76,19,0.6,9,"January 5, 2019",61.5,16,4.0,1,128.8,83.3,20,0.608,51,0.51,26,0.294,15,0.8,12,4,200,112.1,12.0,3,18,74,,9.1,6,0.41200000000000003,21,0.47600000000000003,10,46.9,23,0.637,16.0,11,30,0.5329999999999999,16,0.733,11,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,65.6,Away,LOYOLA-IL,Loyola (IL),Drake,mvc,14,False,True,True,Home,False,10,16,51,23,49,12,19,49,0,1,131,270,843,0.5533807829181495,468,928,0.5043103448275862,100,260,862,0.4756380510440835,0.7857142857142857
15,2019-01-08-20-drake,41.4,12,17.9,5,120.6,64.7,11,0.508,63,0.46,29,0.19,12,0.5,6,7,200,102.9,44.1,15,12,70,,13.2,9,0.302,19,0.316,6,51.0,26,0.509,16.0,13,44,0.523,23,0.562,9,"January 8, 2019",69.0,20,4.5,2,102.9,55.9,19,0.67,53,0.547,29,0.264,14,0.7859999999999999,11,4,200,120.6,35.3,6,10,82,,5.9,4,0.47200000000000003,25,0.52,13,49.0,25,0.687,20.2,15,28,0.5710000000000001,16,0.75,12,"Knapp Center, Des Moines, Iowa",SOUTHERN-ILLINOIS,Southern Illinois,67.7,Home,DRAKE,Drake,Drake,mvc,15,True,False,True,Home,True,13,16,53,25,51,6,23,63,1,0,141,286,894,0.5564876957494407,491,977,0.5025588536335721,112,279,911,0.49066959385290887,0.7333333333333333
16,2019-01-13-16-northern-iowa,31.6,6,0.0,0,95.0,83.9,26,0.41100000000000003,56,0.33899999999999997,19,0.14300000000000002,8,1.0,8,5,200,90.0,29.4,10,13,54,,5.0,3,0.375,21,0.381,8,55.4,36,0.452,15.6,11,35,0.314,11,0.706,12,"January 13, 2019",38.1,8,11.4,4,90.0,70.6,24,0.47200000000000003,53,0.396,21,0.17,9,0.778,7,10,200,95.0,16.1,5,11,57,,6.7,4,0.45299999999999996,24,0.33299999999999996,8,44.6,29,0.498,9.5,6,29,0.44799999999999995,13,0.41200000000000003,7,"McLeod Center, Cedar Falls, Iowa",DRAKE,Drake,59.5,Home,NORTHERN-IOWA,Northern Iowa,Drake,mvc,16,False,False,False,Away,False,8,11,56,36,65,8,13,53,0,1,154,302,947,0.5628299894403379,516,1028,0.5019455252918288,118,302,974,0.4917864476386037,0.75
17,2019-01-16-20-bradley,61.5,16,4.3,2,77.6,70.5,31,0.61,50,0.52,26,0.24,12,0.667,8,5,200,103.0,31.8,7,17,69,,10.4,7,0.44,22,0.409,9,57.6,38,0.619,24.6,18,28,0.607,17,0.722,13,"January 16, 2019",42.1,8,14.3,4,103.0,68.2,15,0.336,61,0.311,19,0.27899999999999997,17,0.647,11,10,200,77.6,29.5,13,14,52,,20.9,14,0.24600000000000002,15,0.2,3,42.4,28,0.376,13.8,11,46,0.348,16,0.444,8,"Carver Arena, Peoria, Illinois",BRADLEY,Bradley,66.9,Away,DRAKE,Drake,Drake,mvc,17,False,False,False,Away,True,9,17,50,38,66,3,16,61,1,0,162,313,1003,0.5543369890329013,552,1093,0.505032021957914,126,315,1027,0.4907497565725414,0.7058823529411765
18,2019-01-20-16-drake,20.8,5,16.7,6,104.2,74.2,23,0.5,52,0.462,24,0.385,20,0.55,11,11,200,88.7,28.1,9,16,63,,14.1,10,0.28800000000000003,15,0.267,4,50.8,32,0.512,21.9,17,37,0.541,20,0.42100000000000004,8,"January 20, 2019",57.1,16,10.8,4,88.7,71.9,23,0.5579999999999999,60,0.467,28,0.133,8,0.875,7,5,200,104.2,25.8,8,18,74,,14.1,10,0.4,24,0.45799999999999996,11,49.2,31,0.58,20.1,16,36,0.47200000000000003,17,0.737,14,"Knapp Center, Des Moines, Iowa",MISSOURI-STATE,Missouri State,70.7,Home,DRAKE,Drake,Drake,mvc,18,True,False,True,Home,True,11,17,60,31,63,4,20,52,1,0,171,330,1053,0.5569800569800569,590,1159,0.5090595340811044,129,331,1088,0.4820772058823529,0.7222222222222222
19,2019-01-23-20-drake,33.3,8,2.3,1,106.8,85.3,29,0.5,56,0.429,24,0.196,11,0.909,10,11,200,90.4,7.1,2,20,66,,4.1,3,0.518,29,0.276,8,50.0,31,0.539,19.8,15,27,0.593,16,0.45,9,"January 23, 2019",25.8,8,7.4,2,90.4,92.9,26,0.5589999999999999,59,0.525,31,0.33899999999999997,20,0.6,12,5,200,106.8,14.7,5,15,78,,4.1,3,0.254,15,0.267,4,50.0,31,0.569,11.7,9,44,0.614,27,0.75,15,"Knapp Center, Des Moines, Iowa",EVANSVILLE,Evansville,73.4,Home,DRAKE,Drake,Drake,mvc,19,True,False,True,Home,True,4,27,59,31,62,8,16,56,1,0,182,347,1113,0.5570530098831986,621,1222,0.5081833060556464,133,351,1140,0.48289473684210527,0.7368421052631579
20,2019-01-26-20-valparaiso,62.5,15,16.7,7,80.8,80.6,29,0.539,51,0.47100000000000003,24,0.451,23,0.652,15,5,200,95.9,21.9,7,16,70,,4.1,3,0.431,22,0.318,7,52.9,36,0.565,21.8,17,29,0.586,17,0.762,16,"January 26, 2019",63.6,14,20.7,6,95.9,78.1,25,0.397,58,0.379,22,0.345,20,0.65,13,9,200,80.8,19.4,7,21,59,,11.0,8,0.276,16,0.125,2,47.1,32,0.43700000000000006,16.3,13,42,0.47600000000000003,20,0.5710000000000001,12,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,72.7,Away,DRAKE,Drake,Drake,mvc,20,False,False,False,Away,True,7,17,51,36,68,2,20,58,1,0,186,374,1172,0.5571672354948806,652,1284,0.5077881619937694,141,367,1196,0.483695652173913,0.75
21,2019-01-30-20-drake,32.1,9,17.2,5,85.9,84.8,28,0.591,55,0.509,28,0.091,5,0.8,4,9,200,107.8,17.4,4,13,69,,4.7,3,0.364,20,0.45,9,57.1,32,0.601,14.9,10,35,0.5429999999999999,19,0.591,13,"January 30, 2019",47.6,10,11.4,4,107.8,82.6,19,0.462,52,0.40399999999999997,21,0.231,12,0.583,7,6,200,85.9,15.2,5,8,55,,4.7,3,0.442,23,0.261,6,42.9,24,0.47700000000000004,16.1,11,29,0.517,15,0.727,16,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,63.5,Away,ILLINOIS-STATE,Illinois State,Drake,mvc,21,False,True,True,Home,False,6,15,52,24,56,9,19,55,0,1,193,391,1223,0.5564186426819296,688,1352,0.5088757396449705,143,387,1254,0.4796650717703349,0.7619047619047619
22,2019-02-02-14-indiana-state,52.0,13,7.9,3,86.1,91.2,31,0.5379999999999999,52,0.48100000000000004,25,0.308,16,0.75,12,6,200,94.4,23.1,6,18,68,,4.2,3,0.34600000000000003,18,0.33299999999999996,6,61.7,37,0.57,23.4,18,34,0.5589999999999999,19,0.7390000000000001,17,"February 2, 2019",66.7,16,5.9,2,94.4,76.9,20,0.425,60,0.4,24,0.267,16,0.688,11,11,200,86.1,8.8,3,15,62,,18.1,13,0.36700000000000005,22,0.136,3,38.3,23,0.45899999999999996,10.7,8,38,0.5529999999999999,21,0.5,11,"Hulman Center, Terre Haute, Indiana",INDIANA-STATE,Indiana State,72.1,Away,DRAKE,Drake,Drake,mvc,22,False,False,False,Away,True,6,19,52,37,60,3,21,60,1,0,199,406,1275,0.5525490196078431,712,1408,0.5056818181818182,152,406,1309,0.48433919022154315,0.7272727272727273
23,2019-02-05-19-loyola-il,65.2,15,16.7,7,143.3,67.9,19,0.578,51,0.451,23,0.13699999999999998,7,0.7140000000000001,5,7,200,106.7,20.0,6,13,64,,5.0,3,0.529,27,0.48100000000000004,13,43.1,25,0.589,16.9,11,24,0.41700000000000004,10,0.708,17,"February 5, 2019",48.4,15,12.5,3,106.7,80.0,24,0.643,56,0.5539999999999999,31,0.35700000000000004,20,0.7,14,9,200,143.3,32.1,9,12,86,,11.7,7,0.25,14,0.7140000000000001,10,56.9,33,0.6559999999999999,7.2,5,42,0.5,21,0.625,15,"Joseph J. Gentile Center, Chicago, Illinois",DRAKE,Drake,60.4,Home,LOYOLA-IL,Loyola (IL),Drake,mvc,23,False,False,False,Away,False,13,10,51,25,58,10,21,56,0,1,205,425,1327,0.5519969856819894,749,1468,0.5102179836512262,155,427,1369,0.4817384952520088,0.7391304347826086
24,2019-02-09-18-drake,37.5,12,9.5,4,113.7,74.1,20,0.579,63,0.508,32,0.095,6,0.667,4,15,200,105.5,22.6,7,14,77,,6.8,5,0.365,23,0.391,9,46.6,27,0.585,17.6,14,40,0.575,23,0.4,10,"February 9, 2019",46.7,14,7.5,3,105.5,77.4,24,0.55,60,0.5,30,0.3,18,0.9440000000000001,17,7,200,113.7,25.9,7,11,83,,13.7,10,0.3,18,0.33299999999999996,6,53.4,31,0.605,13.9,11,42,0.5710000000000001,24,0.72,18,"Knapp Center, Des Moines, Iowa",NORTHERN-IOWA,Northern Iowa,72.7,Home,DRAKE,Drake,Drake,mvc,24,True,False,True,Home,True,6,24,60,31,58,9,23,63,1,0,218,435,1378,0.5529753265602322,774,1526,0.5072083879423329,165,448,1425,0.4880701754385965,0.7083333333333334
25,2019-02-12-20-southern-illinois,53.8,14,12.2,6,100.0,80.6,29,0.527,56,0.46399999999999997,26,0.28600000000000003,16,0.813,13,7,200,104.3,30.8,8,16,72,,4.3,3,0.33899999999999997,19,0.368,7,59.7,37,0.5660000000000001,16.0,12,37,0.514,19,0.731,19,"February 12, 2019",53.6,15,5.4,2,104.3,69.2,18,0.47700000000000004,64,0.43799999999999994,28,0.21899999999999997,14,0.5710000000000001,8,13,200,100.0,19.4,7,17,69,,10.1,7,0.23399999999999999,15,0.33299999999999996,5,40.3,25,0.488,7.9,6,49,0.469,23,0.5,13,"The SIU Arena, Carbondale, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,68.6,Away,DRAKE,Drake,Drake,mvc,25,False,False,False,Away,True,7,19,56,37,62,5,23,64,1,0,224,459,1438,0.5528511821974965,805,1584,0.5082070707070707,174,471,1488,0.49193548387096775,0.72
26,2019-02-16-15-drake,18.8,6,0.0,0,107.7,71.9,23,0.493,68,0.47100000000000003,32,0.235,16,0.75,12,14,200,101.3,31.0,9,19,79,,9.0,7,0.17600000000000002,12,0.25,3,52.5,32,0.522,16.7,15,56,0.518,29,0.48100000000000004,13,"February 16, 2019",58.6,17,8.9,5,101.3,69.0,20,0.5329999999999999,61,0.475,29,0.361,22,0.8640000000000001,19,7,200,107.7,28.1,9,15,84,,10.3,8,0.32799999999999996,20,0.35,7,47.5,29,0.588,14.5,12,41,0.537,22,0.741,20,"Knapp Center, Des Moines, Iowa",VALPARAISO,Valparaiso,78.0,Home,DRAKE,Drake,Drake,mvc,26,True,False,True,Home,True,7,22,61,29,61,3,29,68,1,0,231,478,1494,0.5518741633199464,842,1646,0.511543134872418,179,494,1552,0.49130154639175255,0.7307692307692307
27,2019-02-19-20-drake,46.4,13,5.4,2,113.2,73.3,22,0.525,59,0.475,28,0.153,9,0.667,6,13,200,100.0,16.1,5,21,68,,5.9,4,0.28800000000000003,17,0.353,6,44.3,27,0.537,11.3,8,42,0.524,22,0.536,15,"February 19, 2019",65.0,13,11.9,5,100.0,83.9,26,0.418,55,0.364,20,0.655,36,0.861,31,7,200,113.2,26.7,8,12,77,,2.9,2,0.327,18,0.33299999999999996,6,55.7,34,0.534,7.8,6,37,0.37799999999999995,14,0.75,21,"Knapp Center, Des Moines, Iowa",BRADLEY,Bradley,68.2,Home,DRAKE,Drake,Drake,mvc,27,True,False,True,Home,True,6,14,55,34,61,6,22,59,1,0,238,500,1555,0.5511254019292604,871,1707,0.5102519039250146,182,523,1620,0.49135802469135803,0.7407407407407407
