,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE_homegame,TENNESSEE_homegame2,TENNESSEE_home,TENNESSEE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-12-tennessee,59.1,13,4.3,2,125.8,68.0,17,0.45399999999999996,54,0.40700000000000003,22,0.40700000000000003,22,0.682,15,4,200,97.0,24.2,8,18,64,,6.1,4,0.426,23,0.217,5,43.1,25,0.49700000000000005,11.2,8,31,0.5479999999999999,17,0.6,6,"December 22, 2018",53.1,17,12.9,4,97.0,75.8,25,0.5579999999999999,60,0.5329999999999999,32,0.35,21,0.762,16,1,200,125.8,32.0,8,21,83,3.0,4.5,3,0.217,13,0.231,3,56.9,33,0.593,6.7,5,47,0.617,29,0.909,10,"Thompson-Boling Arena, Knoxville, Tennessee",WAKE-FOREST,Wake Forest,65.7,Home,TENNESSEE,Tennessee,Tennessee,sec,10,True,False,True,Home,True,3,29,60,33,58,5,17,54,1,0,73,229,608,0.5567434210526315,390,713,0.5469845722300141,75,159,624,0.43509615384615385,0.9
11,2018-12-29-13-tennessee,52.4,11,2.0,1,131.5,61.9,13,0.42100000000000004,57,0.368,21,0.35100000000000003,20,0.25,5,9,200,72.6,27.5,11,15,53,,11.0,8,0.33299999999999996,19,0.316,6,39.3,24,0.39799999999999996,20.5,17,38,0.395,15,0.308,4,"December 29, 2018",67.6,25,31.6,12,72.6,72.5,29,0.672,58,0.638,37,0.379,22,0.818,18,1,200,131.5,38.1,8,16,96,3.0,13.7,10,0.138,8,0.5,4,60.7,37,0.701,16.1,13,50,0.66,33,0.917,11,"Thompson-Boling Arena, Knoxville, Tennessee",TENNESSEE-TECH,Tennessee Tech,73.0,Home,TENNESSEE,Tennessee,Tennessee,sec,11,True,False,True,Home,True,4,33,58,37,61,6,15,57,1,0,76,258,668,0.5568862275449101,423,771,0.5486381322957199,80,176,678,0.4365781710914454,0.9090909090909091
12,2019-01-05-15-tennessee,47.1,8,4.3,2,128.0,65.5,19,0.33,53,0.321,17,0.509,27,0.556,15,5,200,66.7,14.3,5,21,50,,8.0,6,0.377,20,0.05,1,37.5,24,0.38,16.7,13,33,0.485,16,0.615,8,"January 5, 2019",73.5,25,21.2,7,66.7,85.7,30,0.578,64,0.531,34,0.406,26,0.846,22,1,200,128.0,34.5,10,23,96,3.0,6.7,5,0.281,18,0.33299999999999996,6,62.5,40,0.629,10.7,9,46,0.609,28,0.9229999999999999,12,"Thompson-Boling Arena, Knoxville, Tennessee",GEORGIA,Georgia,74.6,Home,TENNESSEE,Tennessee,Tennessee,sec,12,True,False,True,Home,True,6,28,64,40,64,1,16,53,1,0,80,291,726,0.5661157024793388,460,832,0.5528846153846154,86,191,735,0.43537414965986393,0.9166666666666666
13,2019-01-08-19-missouri,38.7,12,17.1,6,90.0,73.0,27,0.595,58,0.534,31,0.36200000000000004,21,0.857,18,1,200,124.3,39.1,9,18,87,3.0,7.1,5,0.32799999999999996,19,0.368,7,60.0,36,0.64,14.1,11,39,0.615,24,0.929,13,"January 8, 2019",57.1,12,7.7,3,124.3,60.9,14,0.439,57,0.368,21,0.35100000000000003,20,0.65,13,4,200,90.0,27.0,10,19,63,,4.3,3,0.386,22,0.364,8,40.0,24,0.474,17.5,14,35,0.371,13,0.6920000000000001,9,"Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,70.2,Away,TENNESSEE,Tennessee,Tennessee,sec,13,False,False,False,Away,True,7,24,58,36,60,8,13,57,1,0,86,319,790,0.5670886075949367,500,896,0.5580357142857143,87,207,788,0.4282994923857868,0.9230769230769231
14,2019-01-12-18-florida,51.7,15,13.6,3,100.0,78.6,22,0.609,55,0.527,29,0.255,14,0.7859999999999999,11,1,200,116.4,37.0,10,19,78,3.0,10.4,7,0.418,23,0.391,9,58.2,32,0.633,16.4,12,32,0.625,20,0.9329999999999999,14,"January 12, 2019",57.9,11,3.1,1,116.4,63.0,17,0.46299999999999997,54,0.35200000000000004,19,0.389,21,0.81,17,6,200,100.0,21.4,6,16,67,,6.0,4,0.593,32,0.375,12,41.8,23,0.524,15.9,12,22,0.318,7,0.6,9,"Stephen C. O'Connell Center, Gainesville, Florida",FLORIDA,Florida,66.8,Away,TENNESSEE,Tennessee,Tennessee,sec,14,False,False,False,Away,True,9,20,55,32,55,12,7,54,1,0,93,343,848,0.5689858490566038,536,956,0.5606694560669456,95,220,845,0.4289940828402367,0.9285714285714286
15,2019-01-15-19-tennessee,50.0,16,2.6,1,130.9,59.3,16,0.552,67,0.478,32,0.32799999999999996,22,0.591,13,6,200,107.4,44.1,15,27,87,,11.1,9,0.38799999999999996,26,0.385,10,50.8,31,0.562,19.0,18,41,0.537,22,0.625,10,"January 15, 2019",63.3,19,7.3,3,107.4,55.9,19,0.623,57,0.526,30,0.684,39,0.897,35,1,200,130.9,40.7,11,17,106,3.0,11.1,9,0.316,18,0.611,11,49.2,30,0.7020000000000001,18.6,17,39,0.48700000000000004,19,0.938,15,"Thompson-Boling Arena, Knoxville, Tennessee",ARKANSAS,Arkansas,81.0,Home,TENNESSEE,Tennessee,Tennessee,sec,15,True,False,True,Home,True,11,19,57,30,61,10,22,67,1,0,102,363,903,0.5714285714285714,568,1011,0.5618199802176064,107,227,899,0.43103448275862066,0.9333333333333333
16,2019-01-19-14-tennessee,52.0,13,7.7,4,100.0,73.0,27,0.508,59,0.424,25,0.305,18,0.444,8,6,200,95.8,28.1,9,20,68,,4.2,3,0.441,26,0.385,10,52.2,36,0.503,16.3,13,33,0.455,15,0.647,11,"January 19, 2019",57.1,16,21.2,7,95.8,71.9,23,0.461,64,0.43799999999999994,28,0.25,16,0.75,12,1,200,100.0,27.0,10,18,71,3.0,8.5,6,0.188,12,0.25,3,47.8,33,0.496,11.2,9,52,0.48100000000000004,25,0.941,16,"Thompson-Boling Arena, Knoxville, Tennessee",ALABAMA,Alabama,71.1,Home,TENNESSEE,Tennessee,Tennessee,sec,16,True,False,True,Home,True,3,25,64,33,69,10,15,59,1,0,113,382,960,0.5744791666666667,598,1072,0.5578358208955224,117,249,966,0.4394409937888199,0.9375
17,2019-01-23-19-vanderbilt,59.3,16,17.9,7,105.1,82.8,24,0.509,58,0.466,27,0.552,32,0.9059999999999999,29,1,225,111.4,12.0,3,20,88,1.0,6.3,5,0.345,20,0.25,5,50.0,27,0.601,10.0,8,38,0.579,22,0.9440000000000001,17,"January 23, 2019",56.7,17,7.9,3,111.4,88.0,22,0.583,60,0.5,30,0.35,21,0.619,13,9,225,105.1,17.2,5,29,83,,6.3,5,0.35,21,0.47600000000000003,10,50.0,27,0.593,17.8,15,39,0.513,20,0.5,9,"Memorial Gymnasium, Nashville, Tennessee",VANDERBILT,Vanderbilt,70.3,Away,TENNESSEE,Tennessee,Tennessee,sec,17,False,False,False,Away,True,5,22,58,27,54,10,20,60,1,0,116,407,1024,0.5673828125,631,1141,0.5530236634531113,127,264,1025,0.44341463414634147,0.9411764705882353
18,2019-01-26-16-tennessee,58.3,14,11.1,5,103.8,73.3,22,0.509,55,0.436,24,0.327,18,0.556,10,11,200,82.5,29.6,8,25,66,,11.3,9,0.382,21,0.381,8,52.6,30,0.519,27.6,24,34,0.47100000000000003,16,0.45,9,"January 26, 2019",65.5,19,14.7,5,82.5,70.4,19,0.525,61,0.475,29,0.426,26,0.731,19,1,200,103.8,26.7,8,19,83,1.0,12.5,10,0.262,16,0.375,6,47.4,27,0.5660000000000001,18.1,16,45,0.511,23,0.9470000000000001,18,"Thompson-Boling Arena, Knoxville, Tennessee",WEST-VIRGINIA,West Virginia,80.5,Home,TENNESSEE,Tennessee,Tennessee,sec,18,True,False,True,Home,True,6,23,61,27,57,8,16,55,1,0,121,429,1082,0.5642329020332717,658,1195,0.5506276150627615,137,284,1085,0.4511520737327189,0.9444444444444444
19,2019-01-29-18-south-carolina,47.2,17,11.4,4,95.9,66.7,24,0.617,64,0.563,36,0.313,20,0.65,13,1,200,126.0,38.5,10,20,92,1.0,11.0,8,0.297,19,0.368,7,54.8,34,0.626,12.1,10,45,0.644,29,0.95,19,"January 29, 2019",30.4,7,6.7,3,126.0,61.5,16,0.465,57,0.40399999999999997,23,0.509,29,0.586,17,10,200,95.9,33.3,12,19,70,,5.5,4,0.386,22,0.318,7,45.2,28,0.495,16.7,14,35,0.457,16,0.5,10,"The Colonial Life Arena, Columbia, South Carolina",SOUTH-CAROLINA,South Carolina,73.1,Away,TENNESSEE,Tennessee,Tennessee,sec,19,False,False,False,Away,True,7,29,64,34,62,7,16,57,1,0,127,452,1143,0.5621172353455818,685,1252,0.5471246006389776,145,300,1140,0.45394736842105265,0.9473684210526315
20,2019-02-02-20-texas-am,70.0,28,12.8,5,111.8,68.4,26,0.718,62,0.645,40,0.065,4,1.0,4,1,200,136.8,27.3,6,14,93,1.0,7.4,5,0.32299999999999995,20,0.45,9,53.3,32,0.728,11.1,8,42,0.738,31,0.9520000000000001,20,"February 2, 2019",55.2,16,4.8,2,136.8,72.7,16,0.53,66,0.439,29,0.182,12,0.5,6,12,200,111.8,31.6,12,8,76,,4.4,3,0.409,27,0.444,12,46.7,28,0.53,12.3,10,39,0.436,17,0.4,8,"Reed Arena, College Station, Texas",TEXAS-AM,Texas A&M,67.8,Away,TENNESSEE,Tennessee,Tennessee,sec,20,False,False,False,Away,True,9,31,62,32,60,12,17,66,1,0,134,481,1207,0.5650372825186413,719,1314,0.5471841704718418,152,316,1197,0.454469507101086,0.95
21,2019-02-05-21-tennessee,47.8,11,5.3,2,110.8,79.2,19,0.415,65,0.354,23,0.12300000000000001,8,0.75,6,10,200,92.3,33.3,12,13,60,,3.1,2,0.415,27,0.29600000000000004,8,51.7,31,0.436,11.6,9,38,0.395,15,0.524,11,"February 5, 2019",73.1,19,23.7,9,92.3,66.7,24,0.5379999999999999,53,0.491,26,0.358,19,0.789,15,1,200,110.8,20.8,5,11,72,1.0,7.7,5,0.28300000000000003,15,0.33299999999999996,5,48.3,29,0.58,11.5,8,38,0.5529999999999999,21,0.955,21,"Thompson-Boling Arena, Knoxville, Tennessee",MISSOURI,Missouri,65.4,Home,TENNESSEE,Tennessee,Tennessee,sec,21,True,False,True,Home,True,5,21,53,29,60,8,15,65,1,0,143,512,1269,0.5724980299448384,751,1374,0.5465793304221251,164,333,1263,0.4584323040380047,0.9523809523809523
22,2019-02-09-16-tennessee,52.4,11,12.8,5,110.6,70.8,17,0.424,59,0.35600000000000004,21,0.271,16,0.688,11,11,200,92.4,38.2,13,19,61,,9.1,6,0.441,26,0.308,8,51.7,30,0.45799999999999996,14.3,11,33,0.39399999999999996,13,0.522,12,"February 9, 2019",60.7,17,12.1,4,92.4,61.8,21,0.585,53,0.528,28,0.302,16,0.688,11,1,200,110.6,29.2,7,16,73,1.0,3.0,2,0.264,14,0.429,6,48.3,28,0.602,17.8,13,39,0.564,22,0.9570000000000001,22,"Thompson-Boling Arena, Knoxville, Tennessee",FLORIDA,Florida,65.6,Home,TENNESSEE,Tennessee,Tennessee,sec,22,True,False,True,Home,True,6,22,53,28,58,8,13,59,1,0,148,533,1322,0.5711043872919819,780,1434,0.5439330543933054,172,348,1328,0.4563253012048193,0.9545454545454546
23,2019-02-13-18-tennessee,65.4,17,10.2,5,121.4,62.5,20,0.524,63,0.413,26,0.19,12,0.583,7,12,200,104.3,27.0,10,9,73,,8.6,6,0.365,23,0.609,14,43.5,30,0.531,12.8,10,40,0.3,12,0.5,12,"February 13, 2019",64.7,22,17.5,7,104.3,73.0,27,0.5579999999999999,69,0.493,34,0.11599999999999999,8,1.0,8,1,200,121.4,37.5,12,10,85,1.0,7.1,5,0.29,20,0.45,9,56.5,39,0.584,12.1,10,49,0.51,25,0.958,23,"Thompson-Boling Arena, Knoxville, Tennessee",SOUTH-CAROLINA,South Carolina,69.8,Home,TENNESSEE,Tennessee,Tennessee,sec,23,True,False,True,Home,True,9,25,69,39,69,14,12,63,1,0,154,555,1375,0.5716363636363636,808,1492,0.5415549597855228,180,361,1387,0.4549387166546503,0.9565217391304348
24,2019-02-16-20-kentucky,45.8,11,2.5,1,126.5,57.7,15,0.466,59,0.40700000000000003,24,0.305,18,0.778,14,2,200,101.5,25.0,9,25,69,1.0,5.9,4,0.424,25,0.28,7,38.7,24,0.511,11.9,9,34,0.5,17,0.92,23,"February 16, 2019",48.3,14,17.6,6,101.5,75.0,27,0.594,53,0.547,29,0.623,33,0.6970000000000001,23,4,200,126.5,42.3,11,15,86,5.0,8.8,6,0.245,13,0.385,5,61.3,38,0.626,12.9,10,40,0.6,24,0.84,21,"Rupp Arena, Lexington, Kentucky",TENNESSEE,Tennessee,67.6,Home,KENTUCKY,Kentucky,Tennessee,sec,24,False,False,False,Away,False,7,17,59,24,62,5,24,53,0,1,163,580,1444,0.570983379501385,847,1561,0.5426008968609866,194,373,1450,0.4579310344827586,0.9583333333333334
25,2019-02-19-19-tennessee,61.1,11,2.9,1,90.6,73.3,22,0.384,56,0.321,18,0.107,6,0.5,3,17,200,71.9,18.9,7,15,46,,9.4,6,0.41100000000000003,23,0.304,7,43.3,29,0.391,17.0,12,33,0.33299999999999996,11,0.34600000000000003,9,"February 19, 2019",56.5,13,12.1,4,71.9,81.1,30,0.46399999999999997,56,0.41100000000000003,23,0.161,9,0.667,6,2,200,90.6,26.7,8,11,58,5.0,9.4,6,0.375,21,0.28600000000000003,6,56.7,38,0.48100000000000004,15.5,11,35,0.486,17,0.9229999999999999,24,"Thompson-Boling Arena, Knoxville, Tennessee",VANDERBILT,Vanderbilt,63.6,Home,TENNESSEE,Tennessee,Tennessee,sec,25,True,False,True,Home,True,6,17,56,38,67,7,11,56,1,0,170,597,1503,0.5668662674650699,871,1623,0.536660505237215,199,397,1503,0.46274118429807054,0.92
26,2019-02-23-12-louisiana-state,33.3,10,7.5,3,107.9,71.4,30,0.507,67,0.44799999999999995,30,0.239,16,0.75,12,3,225,105.3,32.4,11,22,80,5.0,5.3,4,0.32799999999999996,22,0.364,8,53.9,41,0.536,15.9,14,45,0.489,22,0.889,24,"February 23, 2019",32.0,8,2.2,1,105.3,67.6,23,0.446,65,0.385,25,0.47700000000000004,31,0.774,24,5,225,107.9,28.6,12,17,82,13.0,9.2,7,0.385,25,0.32,8,46.1,35,0.514,8.2,7,40,0.425,17,0.815,22,"Maravich Assembly Center, Baton Rouge, Louisiana",TENNESSEE,Tennessee,67.7,Home,LOUISIANA-STATE,LSU,Tennessee,sec,26,False,False,False,Away,False,8,22,67,41,76,8,17,65,0,1,176,614,1559,0.563181526619628,909,1690,0.5378698224852071,206,408,1559,0.45991019884541373,0.9230769230769231
