,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LONG-ISLAND-UNIVERSITY_homegame,LONG-ISLAND-UNIVERSITY_homegame2,LONG-ISLAND-UNIVERSITY_home,LONG-ISLAND-UNIVERSITY_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-21-12-long-island-university,51.9,14,16.7,7,87.0,78.8,26,0.461,64,0.42200000000000004,27,0.203,13,0.6920000000000001,9,9,200,88.3,11.8,4,12,68,,7.8,6,0.281,18,0.278,5,44.8,30,0.485,14.7,12,46,0.478,22,0.308,4,"December 21, 2018",59.3,16,10.9,5,88.3,88.2,30,0.49200000000000005,60,0.45,27,0.183,11,0.727,8,6,200,87.0,21.2,7,17,67,,9.1,7,0.3,18,0.278,5,55.2,37,0.514,21.7,18,42,0.524,22,0.455,5,"Barclays Center, Brooklyn, New York",LONG-ISLAND-UNIVERSITY,LIU,77.2,Away,BINGHAMTON,Binghamton,Long Island University,northeast,10,False,True,True,Home,False,5,22,60,37,67,5,22,64,0,1,99,157,608,0.5024671052631579,340,702,0.4843304843304843,64,215,617,0.5040518638573744,0.5
11,2018-12-30-19-fordham,52.9,9,2.9,1,82.6,87.8,36,0.5,38,0.447,17,0.868,33,0.667,22,6,200,87.0,16.0,4,19,60,,4.3,3,0.316,12,0.33299999999999996,4,60.6,40,0.5589999999999999,25.5,18,26,0.5,13,0.5,6,"December 30, 2018",55.0,11,15.4,4,87.0,84.0,21,0.385,61,0.32799999999999996,20,0.295,18,0.556,10,4,200,82.6,12.2,5,22,57,,11.6,8,0.426,26,0.26899999999999996,7,39.4,26,0.41,6.8,5,35,0.371,13,0.6920000000000001,9,"Rose Hill Gym, Bronx, New York",FORDHAM,Fordham,68.6,Away,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,11,False,False,False,Away,True,4,13,38,40,66,7,13,61,1,0,104,179,668,0.5014970059880239,377,769,0.49024707412223667,69,237,681,0.5,0.45454545454545453
12,2019-01-03-18-sacred-heart,41.9,13,2.6,1,100.0,77.8,21,0.508,66,0.47,31,0.258,17,0.47100000000000003,8,7,200,94.9,28.2,11,17,75,,15.2,12,0.379,25,0.2,5,48.5,32,0.506,17.0,15,41,0.634,26,0.462,6,"January 3, 2019",61.5,16,4.9,2,94.9,71.8,28,0.536,56,0.46399999999999997,26,0.429,24,0.792,19,9,200,100.0,22.2,6,17,79,,10.1,8,0.304,17,0.47100000000000003,8,51.5,34,0.586,22.2,19,39,0.462,18,0.35700000000000004,5,"William H. Pitt Center, Fairfield, Connecticut",LONG-ISLAND-UNIVERSITY,LIU,79.2,Home,SACRED-HEART,Sacred Heart,Long Island University,northeast,12,False,False,False,Away,False,5,26,66,32,66,8,18,56,0,1,108,192,706,0.5014164305949008,417,835,0.4994011976047904,76,250,742,0.49056603773584906,0.5
13,2019-01-05-16-bryant,58.3,14,19.5,8,89.7,76.7,23,0.537,54,0.444,24,0.537,29,0.7240000000000001,21,7,200,101.3,30.8,8,21,79,,9.0,7,0.426,23,0.435,10,55.4,31,0.583,21.2,18,31,0.452,14,0.5,7,"January 5, 2019",39.1,9,16.1,5,101.3,69.2,18,0.457,58,0.397,23,0.397,23,0.7390000000000001,17,9,200,89.7,23.3,7,23,70,,12.8,10,0.293,17,0.41200000000000003,7,44.6,25,0.508,19.0,16,41,0.39,16,0.308,4,"Chace Athletic Center , Smithfield, Rhode Island",BRYANT,Bryant,77.9,Away,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,13,False,False,False,Away,True,10,14,54,31,56,7,16,58,1,0,113,218,772,0.5019430051813472,449,901,0.4983351831298557,84,268,798,0.49373433583959897,0.46153846153846156
14,2019-01-10-19-long-island-university,35.7,10,12.2,5,87.0,74.4,29,0.455,67,0.418,28,0.313,21,0.619,13,8,200,96.1,31.0,13,16,74,,15.6,12,0.254,17,0.294,5,51.9,42,0.48100000000000004,13.6,12,50,0.46,23,0.429,6,"January 10, 2019",46.2,12,8.0,4,96.1,69.0,29,0.445,64,0.406,26,0.203,13,0.769,10,8,200,87.0,25.6,10,18,67,,5.2,4,0.359,23,0.217,5,48.1,39,0.47700000000000004,20.5,18,41,0.512,21,0.467,7,"Steinberg Wellness Center, Brooklyn, New York",LONG-ISLAND-UNIVERSITY,LIU,77.1,Away,SAINT-FRANCIS-PA,Saint Francis (PA),Long Island University,northeast,14,False,True,True,Home,False,5,21,64,39,81,5,23,67,0,1,123,232,826,0.5042372881355932,480,957,0.5015673981191222,91,284,856,0.4912383177570093,0.5
15,2019-01-12-16-long-island-university,48.0,12,0.0,0,108.1,73.9,17,0.5660000000000001,53,0.47200000000000003,25,0.377,20,0.65,13,9,200,98.6,23.1,6,24,73,,12.2,9,0.415,22,0.455,10,46.9,23,0.584,23.5,19,31,0.484,15,0.47100000000000003,8,"January 12, 2019",55.2,16,25.8,8,98.6,76.9,20,0.66,50,0.58,29,0.42,21,0.667,14,8,200,108.1,26.1,6,19,80,,8.1,6,0.46,23,0.348,8,53.1,26,0.667,24.3,19,27,0.778,21,0.5,8,"Steinberg Wellness Center, Brooklyn, New York",ROBERT-MORRIS,Robert Morris,74.2,Home,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,15,True,False,True,Home,True,8,21,50,26,49,10,15,53,1,0,128,253,890,0.5,519,1038,0.5,96,307,923,0.4886240520043337,0.4666666666666667
16,2019-01-19-16-long-island-university,77.8,21,5.7,2,109.7,57.6,19,0.565,54,0.5,27,0.389,21,0.762,16,11,200,106.9,16.0,4,17,77,,11.1,8,0.33299999999999996,18,0.389,7,39.7,23,0.602,15.9,12,36,0.556,20,0.353,6,"January 19, 2019",56.7,17,11.1,4,106.9,84.0,21,0.5479999999999999,63,0.47600000000000003,30,0.28600000000000003,18,0.556,10,8,200,109.7,42.4,14,17,79,,12.5,9,0.444,28,0.321,9,60.3,35,0.552,16.5,14,35,0.6,21,0.529,9,"Steinberg Wellness Center, Brooklyn, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,71.8,Home,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,16,True,False,True,Home,True,9,21,63,35,58,7,20,54,1,0,136,274,940,0.5085106382978724,545,1087,0.5013799448022079,106,322,976,0.492827868852459,0.5
17,2019-01-21-15-long-island-university,36.0,9,2.6,1,100.0,56.8,21,0.545,56,0.446,25,0.5,28,0.643,18,7,200,112.9,27.8,10,26,79,,8.6,6,0.46399999999999997,26,0.423,11,42.5,31,0.57,12.8,10,30,0.467,14,0.632,12,"January 21, 2019",47.6,10,13.3,4,112.9,72.2,26,0.38799999999999996,58,0.36200000000000004,21,0.534,31,0.8059999999999999,25,9,200,100.0,43.2,16,23,70,,5.7,4,0.32799999999999996,19,0.158,3,57.5,42,0.48100000000000004,16.3,14,39,0.462,18,0.5,9,"Steinberg Wellness Center, Brooklyn, New York",LONG-ISLAND-UNIVERSITY,LIU,70.0,Away,ST-FRANCIS-NY,St. Francis (NY),Long Island University,northeast,17,False,True,True,Home,False,3,18,58,42,73,11,14,56,0,1,145,295,1003,0.5109670987038883,580,1145,0.5065502183406113,113,342,1030,0.49660194174757283,0.5294117647058824
18,2019-01-24-19-mount-st-marys,44.8,13,6.7,2,107.2,77.1,27,0.541,61,0.475,29,0.14800000000000002,9,0.667,6,10,200,104.3,31.0,9,16,72,,4.3,3,0.32799999999999996,20,0.4,8,56.3,36,0.552,16.7,13,41,0.512,21,0.474,9,"January 24, 2019",41.7,10,12.2,5,104.3,69.0,20,0.49200000000000005,59,0.40700000000000003,24,0.322,19,0.8420000000000001,16,15,200,107.2,22.9,8,13,74,,7.2,5,0.49200000000000005,29,0.345,10,43.8,28,0.544,10.6,8,30,0.467,14,0.25,5,"Knott Arena, Emmitsburg, Maryland",LONG-ISLAND-UNIVERSITY,LIU,68.7,Home,MOUNT-ST-MARYS,Mount St. Mary's,Long Island University,northeast,18,False,False,False,Away,False,8,21,61,36,64,10,14,59,0,1,148,313,1061,0.5042412818096136,622,1218,0.5106732348111659,124,356,1086,0.4990791896869245,0.5
19,2019-01-26-13-central-connecticut-state,50.0,15,15.6,7,92.2,77.8,28,0.5479999999999999,62,0.484,30,0.33899999999999997,21,0.762,16,10,200,109.1,30.3,10,14,84,,14.3,11,0.419,26,0.308,8,55.1,38,0.584,15.4,13,36,0.611,22,0.5,10,"January 26, 2019",51.9,14,5.6,2,109.1,69.7,23,0.447,66,0.409,27,0.182,12,1.0,12,13,200,92.2,22.2,8,24,71,,10.4,8,0.318,21,0.23800000000000002,5,44.9,31,0.495,17.4,15,45,0.489,22,0.381,8,"Detrick Gymnasium, New Britain, Connecticut",CENTRAL-CONNECTICUT-STATE,Central Connecticut,76.8,Away,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,19,False,False,False,Away,True,8,22,62,38,69,5,22,66,1,0,156,334,1122,0.5062388591800356,658,1282,0.5132605304212169,134,370,1145,0.49868995633187774,0.47368421052631576
20,2019-01-31-17-fairleigh-dickinson,45.2,14,6.7,3,111.1,77.8,28,0.563,63,0.49200000000000005,31,0.19,12,0.5,6,11,200,106.9,18.2,6,17,77,,12.5,9,0.365,23,0.391,9,49.3,34,0.56,11.6,9,40,0.55,22,0.47600000000000003,10,"January 31, 2019",58.6,17,15.0,6,106.9,81.8,27,0.5489999999999999,61,0.475,29,0.311,19,0.684,13,11,200,111.1,22.2,8,10,80,,6.9,5,0.262,16,0.563,9,50.7,35,0.5710000000000001,13.7,11,45,0.444,20,0.47600000000000003,10,"Rothman Center, Teaneck, New Jersey",LONG-ISLAND-UNIVERSITY,LIU,72.4,Home,FAIRLEIGH-DICKINSON,Fairleigh Dickinson,Long Island University,northeast,20,False,False,False,Away,False,9,22,63,34,69,9,20,61,0,1,164,356,1184,0.5084459459459459,696,1351,0.5151739452257587,139,392,1211,0.4958711808422791,0.5
21,2019-02-02-16-wagner,62.5,10,13.8,4,101.4,64.9,24,0.42200000000000004,45,0.35600000000000004,16,0.6890000000000001,31,0.677,21,12,200,84.3,18.2,6,24,59,,4.3,3,0.511,23,0.261,6,42.9,30,0.494,21.4,16,22,0.455,10,0.455,10,"February 2, 2019",55.6,10,13.6,3,84.3,81.8,27,0.39299999999999996,56,0.321,18,0.625,35,0.7709999999999999,27,11,200,101.4,35.1,13,24,71,,14.3,10,0.48200000000000004,27,0.29600000000000004,8,57.1,40,0.489,13.3,11,29,0.345,10,0.47600000000000003,10,"Spiro Sports Center, Staten Island, New York",LONG-ISLAND-UNIVERSITY,LIU,70.2,Home,WAGNER,Wagner,Long Island University,northeast,21,False,False,False,Away,False,6,10,45,30,70,8,10,56,0,1,173,378,1247,0.5112269446672013,730,1420,0.5140845070422535,148,412,1272,0.49842767295597484,0.47619047619047616
22,2019-02-07-19-long-island-university,70.8,17,2.9,1,106.9,67.7,21,0.44299999999999995,61,0.39299999999999996,24,0.16399999999999998,10,0.8,8,19,200,86.1,22.6,7,16,62,,6.9,5,0.295,18,0.33299999999999996,6,45.2,28,0.47100000000000003,17.6,14,43,0.419,18,0.20800000000000002,5,"February 7, 2019",80.8,21,9.3,4,86.1,77.4,24,0.5429999999999999,58,0.44799999999999995,26,0.276,16,0.875,14,12,200,106.9,32.3,10,16,77,,9.7,7,0.414,24,0.45799999999999996,11,54.8,34,0.5870000000000001,18.7,15,34,0.441,15,0.478,11,"Barclays Center, Brooklyn, New York",MOUNT-ST-MARYS,Mount St. Mary's,71.7,Home,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,22,True,False,True,Home,True,11,15,58,34,62,6,18,61,1,0,179,388,1292,0.5081269349845201,760,1490,0.5100671140939598,156,422,1328,0.4939759036144578,0.45454545454545453
23,2019-02-09-16-long-island-university,46.2,12,12.9,4,97.0,78.3,18,0.419,68,0.382,26,0.294,20,0.55,11,12,200,101.5,45.5,20,21,68,,6.0,4,0.27899999999999997,19,0.263,5,56.7,38,0.439,11.5,10,49,0.429,21,0.478,11,"February 9, 2019",72.2,13,12.2,6,101.5,54.5,24,0.478,45,0.4,18,0.622,28,0.7859999999999999,22,13,200,97.0,21.7,5,22,65,,6.0,4,0.311,14,0.5,7,43.3,29,0.557,19.6,14,31,0.355,11,0.45799999999999996,11,"Steinberg Wellness Center, Brooklyn, New York",LONG-ISLAND-UNIVERSITY,LIU,67.4,Away,WAGNER,Wagner,Long Island University,northeast,23,False,True,True,Home,False,7,11,45,29,67,5,21,68,0,1,190,403,1350,0.5096296296296297,794,1552,0.5115979381443299,162,440,1389,0.4917206623470122,0.4782608695652174
24,2019-02-14-19-st-francis-ny,50.0,14,17.5,7,107.8,82.8,24,0.485,67,0.418,28,0.19399999999999998,13,0.846,11,14,200,98.7,25.0,9,16,76,,9.1,7,0.373,25,0.36,9,50.8,33,0.519,15.2,13,42,0.452,19,0.44,11,"February 14, 2019",44.8,13,16.7,7,98.7,75.0,27,0.556,63,0.46,29,0.254,16,0.813,13,11,200,107.8,17.2,5,11,83,,7.8,6,0.365,23,0.522,12,49.2,32,0.588,13.6,11,40,0.425,17,0.5770000000000001,15,"Pope Physical Education Center, Brooklyn Heights, New York",LONG-ISLAND-UNIVERSITY,LIU,76.9,Home,ST-FRANCIS-NY,St. Francis (NY),Long Island University,northeast,24,False,False,False,Away,False,9,19,67,33,65,12,17,63,0,1,197,414,1395,0.5086021505376344,823,1619,0.5083384805435454,167,461,1457,0.4883321894303363,0.4583333333333333
25,2019-02-16-14-long-island-university,60.0,18,19.6,9,109.5,75.8,25,0.5479999999999999,62,0.484,30,0.40299999999999997,25,0.64,16,15,200,100.0,38.7,12,20,84,,10.7,9,0.33899999999999997,21,0.381,8,57.8,37,0.569,22.3,21,41,0.537,22,0.444,12,"February 16, 2019",43.8,14,22.0,9,100.0,61.3,19,0.5529999999999999,66,0.485,32,0.379,25,0.76,19,14,200,109.5,24.2,8,24,92,,13.1,11,0.303,20,0.45,9,42.2,27,0.591,16.3,15,46,0.5,23,0.462,12,"Steinberg Wellness Center, Brooklyn, New York",SACRED-HEART,Sacred Heart,83.9,Home,LONG-ISLAND-UNIVERSITY,LIU,Long Island University,northeast,25,True,False,True,Home,True,9,23,66,27,64,8,22,62,1,0,206,433,1462,0.5075239398084815,856,1684,0.5083135391923991,179,478,1520,0.4911184210526316,0.44
