,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LOYOLA-MARYMOUNT_homegame,LOYOLA-MARYMOUNT_homegame2,LOYOLA-MARYMOUNT_home,LOYOLA-MARYMOUNT_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-15-22-portland-state,53.8,14,10.0,3,82.9,66.7,24,0.546,54,0.48100000000000004,26,0.667,36,0.722,26,1,200,121.4,31.3,10,21,85,,11.4,8,0.315,17,0.41200000000000003,7,50.0,34,0.598,12.5,10,37,0.514,19,0.909,10,"December 15, 2018",70.6,12,10.8,4,121.4,68.8,22,0.38799999999999996,49,0.34700000000000003,17,0.612,30,0.667,20,5,200,82.9,33.3,12,26,58,,8.6,6,0.38799999999999996,19,0.21100000000000002,4,50.0,34,0.45799999999999996,22.4,18,30,0.433,13,0.5,5,"Peter W. Stott Center, Portland, Oregon",PORTLAND-STATE,Portland State,70.2,Away,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,10,False,False,False,Away,True,7,19,54,34,68,4,13,49,1,0,54,197,567,0.49029982363315694,351,616,0.5698051948051948,50,149,512,0.4375,0.9
11,2018-12-19-22-loyola-marymount,70.8,17,12.0,3,107.7,88.9,24,0.611,45,0.5329999999999999,24,0.42200000000000004,19,0.737,14,7,200,106.2,15.8,3,16,69,,6.2,4,0.444,20,0.35,7,58.7,27,0.639,20.8,14,25,0.68,17,0.364,4,"December 19, 2018",56.5,13,4.0,1,106.2,84.2,16,0.509,55,0.418,23,0.29100000000000004,16,0.875,14,1,200,107.7,11.1,3,15,70,,9.2,6,0.545,30,0.33299999999999996,10,41.3,19,0.5589999999999999,7.5,5,25,0.52,13,0.917,11,"Albert Gersten Pavilion, Los Angeles, California",BOISE-STATE,Boise State,64.8,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,11,True,False,True,Home,True,10,13,55,19,46,7,17,45,1,0,61,216,621,0.49516908212560384,385,684,0.5628654970760234,54,162,561,0.43315508021390375,0.9090909090909091
12,2018-12-22-17-california-riverside,45.0,9,0.0,0,96.8,80.0,24,0.467,46,0.435,20,0.435,20,0.5,10,2,200,85.5,29.6,8,19,53,,9.7,6,0.348,16,0.188,3,56.1,32,0.47700000000000004,22.6,16,30,0.5670000000000001,17,0.846,11,"December 22, 2018",73.7,14,0.0,0,85.5,70.4,19,0.46,50,0.38,19,0.38,19,0.737,14,8,200,96.8,20.0,6,19,60,,11.3,7,0.56,28,0.28600000000000003,8,43.9,25,0.508,12.1,8,22,0.5,11,0.385,5,"UC Riverside Student Recreation Center, Riverside, California",LOYOLA-MARYMOUNT,Loyola Marymount,62.3,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,Loyola Marymount,wcc,12,False,False,False,Away,False,3,17,46,32,57,8,11,50,0,1,71,229,676,0.496301775147929,404,730,0.5534246575342465,61,179,606,0.44636963696369636,0.9166666666666666
13,2018-12-28-22-loyola-marymount,55.0,11,2.9,1,122.2,76.2,16,0.469,49,0.408,20,0.327,16,0.813,13,9,200,93.7,17.2,5,19,59,,7.9,5,0.469,23,0.261,6,42.0,21,0.521,18.8,13,26,0.5379999999999999,14,0.25,3,"December 28, 2018",64.3,18,7.7,2,93.7,82.8,24,0.635,48,0.583,28,0.396,19,0.8420000000000001,16,2,200,122.2,23.8,5,19,77,,14.3,9,0.292,14,0.35700000000000004,5,58.0,29,0.675,15.1,10,34,0.6759999999999999,23,0.857,12,"Albert Gersten Pavilion, Los Angeles, California",CALIFORNIA-DAVIS,UC-Davis,63.3,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,13,True,False,True,Home,True,5,23,48,29,50,6,14,49,1,0,74,246,722,0.49445983379501385,436,787,0.554002541296061,69,190,656,0.44740853658536583,0.8461538461538461
14,2019-01-03-22-pepperdine,50.0,11,16.0,4,111.6,75.0,21,0.42100000000000004,57,0.386,22,0.316,18,0.778,14,3,200,89.9,34.5,10,21,62,,7.2,5,0.316,18,0.222,4,54.4,31,0.473,19.8,16,39,0.462,18,0.8,12,"January 3, 2019",91.3,21,15.4,6,89.9,65.5,19,0.57,50,0.46,23,0.52,26,0.769,20,7,200,111.6,25.0,7,19,77,,10.1,7,0.5,25,0.44,11,45.6,26,0.617,16.3,12,25,0.48,12,0.5329999999999999,8,"Firestone Fieldhouse, Malibu, California",LOYOLA-MARYMOUNT,Loyola Marymount,69.5,Home,PEPPERDINE,Pepperdine,Loyola Marymount,wcc,14,False,False,False,Away,False,4,18,57,31,57,11,12,50,0,1,79,269,770,0.5032467532467533,465,837,0.5555555555555556,75,204,705,0.44893617021276594,0.8571428571428571
15,2019-01-05-18-loyola-marymount,63.6,14,12.2,5,113.4,70.0,21,0.5429999999999999,46,0.478,22,0.391,18,0.778,14,9,200,95.5,16.7,4,20,64,,6.0,4,0.391,18,0.33299999999999996,6,46.3,25,0.5870000000000001,24.0,17,28,0.5710000000000001,16,0.43799999999999994,7,"January 5, 2019",69.2,18,10.7,3,95.5,83.3,20,0.528,54,0.48100000000000004,26,0.46299999999999997,25,0.76,19,3,200,113.4,30.0,9,14,76,,13.4,9,0.24100000000000002,13,0.385,5,53.7,29,0.5770000000000001,12.2,9,41,0.512,21,0.812,13,"Albert Gersten Pavilion, Los Angeles, California",PORTLAND,Portland,66.7,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,15,True,False,True,Home,True,5,21,54,29,54,6,16,46,1,0,83,287,827,0.49758162031438935,496,894,0.5548098434004475,86,216,755,0.45695364238410596,0.8
16,2019-01-12-22-loyola-marymount,52.0,13,2.5,1,103.4,75.0,18,0.615,48,0.521,25,0.292,14,0.857,12,7,200,122.4,36.0,9,14,71,,8.6,5,0.375,18,0.5,9,55.1,27,0.65,16.9,11,30,0.5329999999999999,16,0.611,11,"January 12, 2019",76.0,19,13.3,4,122.4,64.0,16,0.52,51,0.49,25,0.196,10,0.7,7,4,200,103.4,25.0,6,15,60,,6.9,4,0.21600000000000003,11,0.273,3,44.9,22,0.5379999999999999,15.3,10,40,0.55,22,0.765,13,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,58.2,Away,SAINT-MARYS-CA,Saint Mary's,Loyola Marymount,wcc,16,False,True,True,Home,False,3,22,51,22,49,9,16,48,0,1,88,308,881,0.49943246311010214,525,948,0.5537974683544303,92,232,801,0.46192259675405745,0.8125
17,2019-01-17-21-gonzaga,42.9,9,6.3,2,110.6,60.0,15,0.42700000000000005,55,0.382,21,0.2,11,0.727,8,5,200,83.3,32.4,11,15,55,,13.6,9,0.16399999999999998,9,0.556,5,44.1,26,0.457,21.1,16,46,0.348,16,0.722,13,"January 17, 2019",57.1,16,10.9,5,83.3,67.6,23,0.573,55,0.509,28,0.255,14,0.7140000000000001,10,2,200,110.6,40.0,10,12,73,5.0,12.1,8,0.418,23,0.304,7,55.9,33,0.5920000000000001,20.7,16,32,0.6559999999999999,21,0.895,17,"McCarthey Athletic Center, Spokane, Washington",LOYOLA-MARYMOUNT,Loyola Marymount,66.4,Home,GONZAGA,Gonzaga,Loyola Marymount,wcc,17,False,False,False,Away,False,5,16,55,26,59,7,21,55,0,1,91,330,932,0.5005364806866953,547,997,0.5486459378134403,101,248,849,0.4705535924617197,0.7647058823529411
18,2019-01-19-16-loyola-marymount,80.0,20,2.7,1,107.2,68.0,17,0.561,57,0.439,25,0.21100000000000002,12,0.5,6,11,200,101.4,21.2,7,19,70,,7.2,5,0.544,31,0.452,14,41.4,24,0.5579999999999999,19.4,15,26,0.423,11,0.45,9,"January 19, 2019",75.0,21,19.2,5,101.4,78.8,26,0.565,54,0.519,28,0.37,20,0.65,13,5,200,107.2,32.0,8,22,74,,14.5,10,0.315,17,0.294,5,58.6,34,0.583,16.0,12,37,0.622,23,0.737,14,"Albert Gersten Pavilion, Los Angeles, California",PEPPERDINE,Pepperdine,69.1,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,18,True,False,True,Home,True,5,23,54,34,58,14,11,57,1,0,96,346,987,0.49645390070921985,573,1056,0.5426136363636364,108,269,904,0.47676991150442477,0.7222222222222222
19,2019-01-24-22-san-diego,40.0,10,11.5,3,110.9,74.2,23,0.531,48,0.521,25,0.25,12,0.583,7,6,200,90.6,14.8,4,19,58,,7.8,5,0.188,9,0.111,1,46.6,27,0.54,20.8,14,39,0.615,24,0.7,14,"January 24, 2019",73.9,17,10.3,4,90.6,85.2,23,0.539,51,0.451,23,0.431,22,0.727,16,7,200,110.9,25.8,8,18,71,,14.1,9,0.49,25,0.36,9,53.4,31,0.578,14.1,10,26,0.5379999999999999,14,0.667,14,"Jenny Craig Pavillion, San Diego, California",LOYOLA-MARYMOUNT,Loyola Marymount,63.6,Home,SAN-DIEGO,San Diego,Loyola Marymount,wcc,19,False,False,False,Away,False,1,24,48,27,58,9,14,51,0,1,101,369,1041,0.5,607,1114,0.5448833034111311,122,280,961,0.481789802289282,0.7368421052631579
20,2019-01-26-21-santa-clara,72.7,16,4.3,1,98.4,76.7,23,0.564,47,0.46799999999999997,22,0.511,24,0.667,16,6,200,111.3,25.9,7,15,69,,16.1,10,0.40399999999999997,19,0.474,9,52.6,30,0.591,16.0,11,28,0.46399999999999997,13,0.7140000000000001,15,"January 26, 2019",76.2,16,3.6,1,111.3,74.1,20,0.51,52,0.40399999999999997,21,0.192,10,0.8,8,11,200,98.4,23.3,7,23,61,,8.1,5,0.5579999999999999,29,0.379,11,47.4,27,0.537,16.3,11,23,0.435,10,0.5,11,"Leavey Center, Santa Clara, California",SANTA-CLARA,Santa Clara,61.6,Away,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,20,False,False,False,Away,True,9,13,47,30,57,11,10,52,1,0,102,393,1089,0.5013774104683195,634,1172,0.5409556313993175,131,294,1012,0.48468379446640314,0.7
21,2019-01-31-22-loyola-marymount,46.7,7,6.5,2,101.7,79.2,19,0.337,49,0.306,15,0.245,12,0.75,9,11,200,71.2,12.5,4,17,42,,6.8,4,0.265,13,0.231,3,41.1,23,0.384,14.2,9,36,0.33299999999999996,12,0.522,12,"January 31, 2019",76.2,16,8.3,3,71.2,87.5,28,0.5489999999999999,41,0.512,21,0.512,21,0.7140000000000001,15,6,200,101.7,20.8,5,15,60,,8.5,5,0.244,10,0.3,3,58.9,33,0.589,19.3,12,31,0.581,18,0.727,16,"Albert Gersten Pavilion, Los Angeles, California",PACIFIC,Pacific,58.8,Home,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,21,True,False,True,Home,True,3,18,41,33,56,3,12,49,1,0,111,406,1136,0.5039612676056338,664,1229,0.5402766476810414,142,304,1064,0.4859022556390977,0.7142857142857143
22,2019-02-02-21-brigham-young,50.0,9,2.9,1,109.8,76.7,23,0.435,46,0.391,18,0.304,14,0.643,9,7,200,80.3,25.9,7,9,49,,3.3,2,0.261,12,0.33299999999999996,4,52.6,30,0.465,23.5,16,34,0.41200000000000003,14,0.696,16,"February 2, 2019",61.5,16,14.7,5,80.3,74.1,20,0.557,53,0.491,26,0.20800000000000002,11,0.727,8,10,200,109.8,23.3,7,15,67,,13.1,8,0.358,19,0.368,7,47.4,27,0.575,14.7,10,34,0.5589999999999999,19,0.583,14,"Marriott Center, Provo, Utah",LOYOLA-MARYMOUNT,Loyola Marymount,61.4,Home,BRIGHAM-YOUNG,BYU,Loyola Marymount,wcc,22,False,False,False,Away,False,4,14,46,30,57,7,19,53,0,1,114,424,1177,0.5055225148683092,697,1285,0.5424124513618677,145,316,1113,0.4793351302785265,0.7272727272727273
23,2019-02-07-22-loyola-marymount,63.6,14,5.9,2,98.4,76.9,20,0.5,51,0.431,22,0.41200000000000003,21,0.667,14,8,200,101.6,37.0,10,16,65,,10.9,7,0.41200000000000003,21,0.33299999999999996,7,56.6,30,0.5329999999999999,16.6,12,30,0.5,15,0.667,16,"February 7, 2019",56.5,13,16.7,5,101.6,63.0,17,0.541,49,0.469,23,0.327,16,0.625,10,8,200,98.4,23.1,6,19,63,,12.5,8,0.306,15,0.467,7,43.4,23,0.557,20.0,14,34,0.47100000000000003,16,0.667,16,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,63.8,Away,SAN-DIEGO,San Diego,Loyola Marymount,wcc,23,False,True,True,Home,False,7,16,49,23,53,7,15,51,0,1,118,438,1223,0.5028618152085037,727,1342,0.5417287630402384,152,335,1166,0.48284734133790735,0.6956521739130435
24,2019-02-09-22-portland,72.0,18,23.8,5,80.9,92.0,23,0.519,53,0.47200000000000003,25,0.415,22,0.773,17,8,200,105.9,13.8,4,19,72,,14.7,10,0.264,14,0.35700000000000004,5,50.0,27,0.5670000000000001,12.6,9,39,0.513,20,0.68,17,"February 9, 2019",75.0,12,15.4,6,105.9,86.2,25,0.451,41,0.39,16,0.561,23,0.7829999999999999,18,19,200,80.9,8.0,2,22,55,,4.4,3,0.488,20,0.25,5,50.0,27,0.53,25.0,17,21,0.524,11,0.26899999999999996,7,"Chiles Center, Portland, Oregon",PORTLAND,Portland,67.7,Away,LOYOLA-MARYMOUNT,Loyola Marymount,Loyola Marymount,wcc,24,False,False,False,Away,True,5,20,53,27,54,5,11,41,1,0,125,454,1272,0.5043238993710691,750,1395,0.5376344086021505,159,350,1217,0.4835661462612983,0.6666666666666666
25,2019-02-14-23-loyola-marymount,73.9,17,11.5,6,90.9,66.7,26,0.52,50,0.46,23,0.44,22,0.955,21,2,200,110.6,22.7,5,15,73,3.0,3.0,2,0.38,19,0.316,6,50.8,31,0.604,14.4,10,31,0.5479999999999999,17,0.9229999999999999,24,"February 14, 2019",56.0,14,9.7,3,110.6,77.3,17,0.386,66,0.379,25,0.242,16,0.563,9,9,200,90.9,33.3,13,19,60,,7.6,5,0.212,14,0.071,1,49.2,30,0.408,6.4,5,52,0.462,24,0.654,17,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,65.5,Away,GONZAGA,Gonzaga,Loyola Marymount,wcc,25,False,True,True,Home,False,1,24,66,30,61,6,17,50,0,1,130,474,1325,0.5049056603773585,777,1449,0.5362318840579711,164,361,1258,0.4825119236883943,0.68
