,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,GEORGIA-TECH_homegame,GEORGIA-TECH_homegame2,GEORGIA-TECH_home,GEORGIA-TECH_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-12-georgia-tech,64.0,16,20.4,10,78.7,76.9,30,0.5,55,0.455,25,0.327,18,0.833,15,4,200,93.3,28.6,8,20,70,,9.3,7,0.327,18,0.278,5,56.7,38,0.551,19.3,15,37,0.541,20,0.636,7,"December 22, 2018",42.9,9,10.8,4,93.3,71.4,20,0.34600000000000003,65,0.32299999999999995,21,0.308,20,0.7,14,5,200,78.7,23.1,9,16,59,,5.3,4,0.24600000000000002,16,0.188,3,43.3,29,0.396,15.0,13,49,0.36700000000000005,18,0.545,6,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,74.5,Away,GEORGIA,Georgia,Georgia Tech,acc,10,False,True,True,Home,False,3,18,65,29,67,5,20,55,0,1,59,183,546,0.49725274725274726,324,636,0.5094339622641509,50,159,548,0.42700729927007297,0.6
11,2018-12-28-16-georgia-tech,81.0,17,5.0,2,119.2,71.4,15,0.47100000000000003,51,0.41200000000000003,21,0.275,14,0.643,9,11,200,78.1,7.4,2,12,57,,5.5,4,0.353,18,0.33299999999999996,6,35.4,17,0.494,22.9,17,33,0.455,15,0.214,3,"December 28, 2018",82.9,29,12.1,4,78.1,92.6,25,0.629,62,0.565,35,0.161,10,0.9,9,5,200,119.2,28.6,6,16,87,,13.7,10,0.355,22,0.364,8,64.6,31,0.652,15.3,12,40,0.675,27,0.583,7,"McCamish Pavilion, Atlanta, Georgia",KENNESAW-STATE,Kennesaw State,72.7,Home,GEORGIA-TECH,Georgia Tech,Georgia Tech,acc,11,True,False,True,Home,True,8,27,62,31,48,6,15,51,1,0,62,201,611,0.48117839607201307,353,703,0.5021337126600285,55,179,603,0.433665008291874,0.5454545454545454
12,2019-01-02-19-georgia-tech,60.0,12,2.9,1,105.3,87.5,21,0.36200000000000004,65,0.308,20,0.4,26,0.615,16,10,200,84.0,26.8,11,20,63,,13.3,10,0.47700000000000004,31,0.226,7,49.2,32,0.40700000000000003,10.5,9,34,0.382,13,0.33299999999999996,5,"January 2, 2019",75.9,22,20.6,7,84.0,73.2,30,0.63,50,0.58,29,0.46,23,0.696,16,5,200,105.3,12.5,3,18,79,,4.0,3,0.32,16,0.313,5,50.8,33,0.648,21.0,16,34,0.706,24,0.615,8,"McCamish Pavilion, Atlanta, Georgia",SOUTH-CAROLINA-UPSTATE,USC Upstate,74.6,Home,GEORGIA-TECH,Georgia Tech,Georgia Tech,acc,12,True,False,True,Home,True,5,24,50,33,65,7,13,65,1,0,70,228,673,0.4947994056463596,384,751,0.511318242343542,61,194,654,0.43654434250764523,0.5833333333333334
13,2019-01-05-14-georgia-tech,37.0,10,6.3,2,117.9,77.3,17,0.46299999999999997,68,0.397,27,0.324,22,0.727,16,6,200,101.3,33.3,11,23,79,,7.7,6,0.324,22,0.409,9,50.9,28,0.504,14.3,13,46,0.391,18,0.5379999999999999,7,"January 5, 2019",69.0,20,17.4,8,101.3,66.7,22,0.615,52,0.5579999999999999,29,0.654,34,0.8240000000000001,28,5,200,117.9,22.7,5,19,92,,14.1,11,0.385,20,0.3,6,49.1,27,0.675,15.2,12,32,0.7190000000000001,23,0.643,9,"McCamish Pavilion, Atlanta, Georgia",WAKE-FOREST,Wake Forest,77.8,Home,GEORGIA-TECH,Georgia Tech,Georgia Tech,acc,13,True,False,True,Home,True,6,23,52,27,55,9,18,68,1,0,75,252,723,0.504149377593361,417,816,0.5110294117647058,68,207,719,0.4297635605006954,0.6153846153846154
14,2019-01-09-19-georgia-tech,70.6,12,9.1,2,77.8,91.3,21,0.342,57,0.298,17,0.33299999999999996,19,0.684,13,1,200,82.5,25.0,9,15,52,9.0,4.8,3,0.474,27,0.185,5,50.8,30,0.39399999999999996,10.9,8,30,0.4,12,0.9329999999999999,14,"January 9, 2019",70.6,12,13.3,4,82.5,75.0,27,0.526,38,0.447,17,0.42100000000000004,16,0.563,9,6,200,77.8,8.7,2,22,49,,7.9,5,0.42100000000000004,16,0.375,6,49.2,29,0.537,28.6,18,22,0.5,11,0.6,9,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,63.3,Away,VIRGINIA-TECH,Virginia Tech,Georgia Tech,acc,14,False,True,True,Home,False,6,11,38,29,59,5,12,57,0,1,81,275,775,0.5116129032258064,444,871,0.5097588978185993,77,225,787,0.4326556543837357,0.6428571428571429
15,2019-01-12-18-syracuse,64.0,16,16.7,4,81.9,68.8,22,0.667,42,0.595,25,0.643,27,0.63,17,6,200,101.4,28.6,6,17,73,,20.8,15,0.28600000000000003,12,0.5,6,52.8,28,0.6659999999999999,28.0,21,30,0.633,19,0.625,10,"January 12, 2019",72.2,13,13.3,4,101.4,71.4,15,0.377,57,0.316,18,0.368,21,0.762,16,5,200,81.9,31.3,10,19,59,,13.9,10,0.579,33,0.212,7,47.2,25,0.44,20.4,17,24,0.45799999999999996,11,0.688,11,"Carrier Dome, Syracuse, New York",SYRACUSE,Syracuse,71.9,Away,GEORGIA-TECH,Georgia Tech,Georgia Tech,acc,15,False,False,False,Away,True,6,19,42,28,53,7,11,57,1,0,87,286,813,0.5123001230012301,473,930,0.5086021505376344,82,237,844,0.4265402843601896,0.6
16,2019-01-16-21-clemson,33.3,7,18.9,7,116.1,69.6,16,0.523,44,0.47700000000000004,21,0.47700000000000004,21,0.667,14,7,200,96.8,8.7,2,17,60,,9.7,6,0.25,11,0.364,4,39.1,18,0.556,17.1,11,33,0.515,17,0.588,10,"January 16, 2019",48.1,13,6.1,2,96.8,91.3,21,0.575,53,0.509,27,0.264,14,0.7859999999999999,11,6,200,116.1,30.4,7,18,72,,8.1,5,0.302,16,0.43799999999999994,7,60.9,28,0.604,13.2,9,37,0.541,20,0.647,11,"Littlejohn Coliseum, Clemson, South Carolina",GEORGIA-TECH,Georgia Tech,62.3,Home,CLEMSON,Clemson,Georgia Tech,acc,16,False,False,False,Away,False,4,17,44,18,46,7,20,53,0,1,93,305,855,0.5198830409356725,501,983,0.5096642929806714,89,248,901,0.42341842397336293,0.625
17,2019-01-19-16-georgia-tech,67.7,21,5.0,2,68.9,84.2,32,0.523,66,0.47,31,0.212,14,0.7140000000000001,10,5,200,106.8,28.1,9,22,79,,6.8,5,0.364,24,0.292,7,58.6,41,0.544,13.2,11,42,0.5710000000000001,24,0.722,13,"January 19, 2019",68.4,13,14.3,6,106.8,71.9,23,0.39,50,0.38,19,0.48,24,0.5,12,8,200,68.9,15.8,6,17,51,,8.1,6,0.2,10,0.1,1,41.4,29,0.415,21.9,17,40,0.45,18,0.556,10,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,73.5,Away,LOUISVILLE,Louisville,Georgia Tech,acc,17,False,True,True,Home,False,1,18,50,29,70,7,24,66,0,1,97,322,899,0.5200222469410456,519,1029,0.5043731778425656,96,268,954,0.43186582809224316,0.5882352941176471
18,2019-01-22-19-georgia-tech,71.4,15,12.1,4,92.6,73.1,19,0.377,65,0.32299999999999995,21,0.231,15,0.8,12,8,200,89.7,40.5,15,12,61,,13.2,9,0.462,30,0.233,7,54.0,34,0.423,15.4,13,35,0.4,14,0.579,11,"January 22, 2019",45.8,11,5.7,2,89.7,59.5,22,0.51,52,0.462,24,0.28800000000000003,15,0.667,10,8,200,92.6,26.9,7,15,63,,11.8,8,0.365,19,0.263,5,46.0,29,0.5329999999999999,19.3,14,33,0.5760000000000001,19,0.579,11,"McCamish Pavilion, Atlanta, Georgia",NOTRE-DAME,Notre Dame,68.1,Home,GEORGIA-TECH,Georgia Tech,Georgia Tech,acc,18,True,False,True,Home,True,5,19,52,29,63,7,14,65,1,0,98,340,949,0.5131717597471022,548,1099,0.4986351228389445,103,292,1020,0.4377450980392157,0.5555555555555556
19,2019-01-26-12-duke,45.8,11,8.1,3,95.7,67.6,23,0.44,58,0.414,24,0.10300000000000001,6,0.33299999999999996,2,9,200,76.8,25.0,9,17,53,,14.5,10,0.172,10,0.3,3,45.7,32,0.435,22.9,18,48,0.43799999999999994,21,0.55,11,"January 26, 2019",58.3,14,14.6,7,76.8,75.0,27,0.431,58,0.414,24,0.32799999999999996,19,0.8420000000000001,16,2,200,95.7,32.4,11,13,66,2.0,18.8,13,0.36200000000000004,21,0.095,2,54.3,38,0.49200000000000005,15.3,12,37,0.595,22,0.895,17,"Cameron Indoor Stadium, Durham, North Carolina",GEORGIA-TECH,Georgia Tech,68.9,Home,DUKE,Duke,Georgia Tech,acc,19,False,False,False,Away,False,3,21,58,32,70,2,22,58,0,1,103,359,1001,0.512987012987013,577,1162,0.4965576592082616,110,306,1085,0.43410138248847924,0.5789473684210527
20,2019-01-29-19-georgia-tech,72.4,21,4.5,2,71.1,84.2,32,0.5820000000000001,61,0.475,29,0.18,11,0.545,6,4,200,101.3,16.1,5,13,77,9.0,13.2,10,0.44299999999999995,27,0.48100000000000004,13,53.6,37,0.581,18.6,15,34,0.47100000000000003,16,0.8,16,"January 29, 2019",71.4,15,20.6,7,101.3,83.9,26,0.36700000000000005,60,0.35,21,0.217,13,0.769,10,10,200,71.1,15.8,6,12,54,,10.5,8,0.267,16,0.125,2,46.4,32,0.408,18.6,15,44,0.43200000000000005,19,0.524,11,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,75.7,Away,NORTH-CAROLINA,UNC,Georgia Tech,acc,20,False,True,True,Home,False,2,19,60,32,69,13,16,61,0,1,106,380,1059,0.5089707271010387,609,1232,0.4943181818181818,112,328,1143,0.4339457567804024,0.55
21,2019-02-02-12-florida-state,29.4,5,6.7,2,84.3,77.8,21,0.308,60,0.28300000000000003,17,0.233,14,0.857,12,11,200,70.0,23.7,9,23,49,,4.3,3,0.35,21,0.14300000000000002,3,46.2,30,0.368,17.5,14,39,0.359,14,0.5,11,"February 2, 2019",62.5,10,12.8,5,70.0,76.3,29,0.391,46,0.348,16,0.652,30,0.767,23,5,200,84.3,22.2,6,19,59,25.0,7.1,5,0.348,16,0.25,4,53.8,35,0.49,19.1,14,30,0.4,12,0.762,16,"Donald L. Tucker Center, Tallahassee, Florida",GEORGIA-TECH,Georgia Tech,70.0,Home,FLORIDA-STATE,Florida State,Georgia Tech,acc,21,False,False,False,Away,False,3,14,60,30,65,4,12,46,0,1,108,399,1119,0.5013404825737265,641,1301,0.49269792467332824,125,344,1204,0.4414451827242525,0.5238095238095238
22,2019-02-06-19-georgia-tech,63.0,17,22.6,7,67.7,81.8,27,0.545,55,0.491,27,0.182,10,0.5,5,8,200,104.8,28.0,7,15,65,,11.3,7,0.309,17,0.353,6,58.6,34,0.544,14.4,10,38,0.5529999999999999,21,0.636,14,"February 6, 2019",61.5,8,21.1,8,104.8,72.0,18,0.349,43,0.302,13,0.37200000000000005,16,0.75,12,12,200,67.7,18.2,6,11,42,,9.7,6,0.27899999999999997,12,0.33299999999999996,4,41.4,24,0.415,24.2,16,31,0.29,9,0.478,11,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,61.7,Away,CLEMSON,Clemson,Georgia Tech,acc,22,False,True,True,Home,False,4,9,43,24,58,6,21,55,0,1,111,413,1179,0.49151823579304493,671,1366,0.4912152269399707,129,356,1250,0.4396,0.5
23,2019-02-10-18-notre-dame,59.1,13,18.9,7,107.8,56.1,23,0.47200000000000003,54,0.40700000000000003,22,0.24100000000000002,13,0.615,8,13,200,92.2,28.6,10,17,59,,10.9,7,0.426,23,0.304,7,43.4,33,0.49,16.7,12,31,0.484,15,0.45799999999999996,11,"February 10, 2019",57.1,12,6.5,2,92.2,71.4,25,0.375,64,0.32799999999999996,21,0.391,25,0.84,21,11,200,107.8,43.9,18,14,69,,12.5,8,0.42200000000000004,27,0.222,6,56.6,43,0.455,9.6,8,37,0.405,15,0.542,13,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",GEORGIA-TECH,Georgia Tech,64.0,Home,NOTRE-DAME,Notre Dame,Georgia Tech,acc,23,False,False,False,Away,False,7,15,54,33,76,6,15,64,0,1,115,422,1222,0.4864975450081833,695,1424,0.488061797752809,135,377,1305,0.44406130268199234,0.4782608695652174
24,2019-02-13-20-virginia-tech,65.2,15,17.4,4,120.6,73.1,19,0.5379999999999999,53,0.434,23,0.245,13,0.846,11,14,200,107.9,30.4,7,14,68,,3.2,2,0.509,27,0.40700000000000003,11,53.1,26,0.575,14.6,10,26,0.462,12,0.44,11,"February 13, 2019",80.0,20,11.5,3,107.9,69.6,16,0.594,53,0.47200000000000003,25,0.34,18,0.722,13,5,200,120.6,26.9,7,16,76,22.0,11.1,7,0.5660000000000001,30,0.433,13,46.9,23,0.617,12.9,9,23,0.522,12,0.792,19,"Cassell Coliseum, Blacksburg, Virginia",GEORGIA-TECH,Georgia Tech,62.9,Home,VIRGINIA-TECH,Virginia Tech,Georgia Tech,acc,24,False,False,False,Away,False,11,12,53,26,49,13,12,53,0,1,122,437,1276,0.48589341692789967,728,1500,0.48533333333333334,141,392,1369,0.4408327246165084,0.4583333333333333
25,2019-02-16-14-georgia-tech,68.0,17,16.7,6,64.4,86.4,38,0.461,64,0.391,25,0.21899999999999997,14,0.7140000000000001,10,5,200,94.5,24.4,10,17,69,17.0,9.6,7,0.469,30,0.3,9,56.5,48,0.488,16.6,14,34,0.47100000000000003,16,0.8,20,"February 16, 2019",56.3,9,8.8,3,94.5,75.6,31,0.33899999999999997,59,0.271,16,0.18600000000000003,11,0.636,7,15,200,64.4,13.6,6,10,47,,9.6,7,0.39,23,0.348,8,43.5,37,0.366,18.0,14,36,0.222,8,0.423,11,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,73.4,Away,FLORIDA-STATE,Florida State,Georgia Tech,acc,25,False,True,True,Home,False,8,8,59,37,85,9,16,64,0,1,133,449,1329,0.48796087283671935,754,1549,0.486765655261459,154,404,1422,0.44655414908579466,0.44
26,2019-02-20-21-georgia-tech,63.2,12,3.4,1,109.0,76.0,19,0.395,57,0.33299999999999996,19,0.667,38,0.526,20,15,200,97.0,34.1,14,20,65,,11.9,8,0.35100000000000003,20,0.35,7,50.0,33,0.433,9.8,8,37,0.324,12,0.444,12,"February 20, 2019",54.2,13,32.4,12,97.0,65.9,27,0.573,48,0.5,24,0.5,24,0.75,18,15,200,109.0,24.0,6,24,73,,6.0,4,0.396,19,0.368,7,50.0,33,0.614,17.0,12,29,0.586,17,0.444,12,"McCamish Pavilion, Atlanta, Georgia",PITTSBURGH,Pitt,67.2,Home,GEORGIA-TECH,Georgia Tech,Georgia Tech,acc,26,True,False,True,Home,True,7,17,48,33,66,7,12,57,1,0,141,457,1388,0.48162824207492794,791,1634,0.48408812729498163,163,420,1486,0.4471736204576043,0.4230769230769231
