,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,MANHATTAN_homegame,MANHATTAN_homegame2,MANHATTAN_home,MANHATTAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-20-19-albany-ny,66.7,18,10.0,2,113.2,66.7,14,0.517,58,0.466,27,0.22399999999999998,13,0.5379999999999999,7,9,200,98.5,23.3,7,27,67,,16.2,11,0.31,18,0.33299999999999996,6,41.2,21,0.522,16.9,13,40,0.525,21,0.182,2,"December 20, 2018",80.0,16,10.0,4,98.5,76.7,23,0.613,40,0.5,20,0.875,35,0.8,28,9,200,113.2,33.3,7,18,77,,10.3,7,0.5,20,0.45,9,58.8,30,0.68,22.4,16,20,0.55,11,0.308,4,"SEFCU Arena, Albany, New York",MANHATTAN,Manhattan,67.9,Home,ALBANY-NY,Albany (NY),Manhattan,maac,10,False,False,False,Away,False,6,21,58,21,51,9,11,40,0,1,62,122,511,0.4207436399217221,285,599,0.4757929883138564,71,127,460,0.5076086956521739,0.2
11,2018-12-23-14-st-francis-ny,44.4,8,13.2,5,100.0,71.9,23,0.42200000000000004,45,0.4,18,0.644,29,0.621,18,10,200,77.8,30.3,10,23,56,,12.5,9,0.222,10,0.2,2,50.8,33,0.47600000000000003,26.7,21,35,0.457,16,0.16699999999999998,2,"December 23, 2018",75.0,18,5.7,2,77.8,69.7,23,0.491,55,0.436,24,0.436,24,0.75,18,5,200,100.0,28.1,9,25,72,,11.1,8,0.309,17,0.353,6,49.2,32,0.542,19.6,16,38,0.474,18,0.615,8,"Pope Physical Education Center, Brooklyn Heights, New York",MANHATTAN,Manhattan,71.6,Home,ST-FRANCIS-NY,St. Francis (NY),Manhattan,maac,11,False,False,False,Away,False,2,16,45,33,65,6,18,55,0,1,68,143,569,0.4305799648506151,306,650,0.4707692307692308,80,138,500,0.516,0.18181818181818182
12,2019-01-03-19-manhattan,70.0,14,5.4,2,93.7,64.3,18,0.565,46,0.435,20,0.348,16,0.688,11,6,200,100.0,20.0,5,13,63,,14.3,9,0.63,29,0.414,12,43.4,23,0.588,20.9,14,17,0.47100000000000003,8,0.5,6,"January 3, 2019",41.7,10,11.8,2,100.0,80.0,20,0.5,54,0.444,24,0.13,7,0.7140000000000001,5,11,200,93.7,35.7,10,17,59,,11.1,7,0.315,17,0.353,6,56.6,30,0.515,21.9,16,37,0.486,18,0.154,2,"Draddy Gymnasium, Riverdale, New York",MANHATTAN,Manhattan,63.0,Away,QUINNIPIAC,Quinnipiac,Manhattan,maac,12,False,True,True,Home,False,6,18,54,30,53,12,8,46,0,1,70,159,614,0.42996742671009774,339,715,0.47412587412587415,86,156,555,0.5135135135135135,0.16666666666666666
13,2019-01-05-19-manhattan,50.0,13,12.5,4,130.4,63.2,12,0.536,55,0.473,26,0.455,25,0.84,21,7,200,115.9,37.5,9,19,80,,7.2,5,0.327,18,0.389,7,48.8,21,0.598,15.4,12,37,0.514,19,0.5,7,"January 5, 2019",55.9,19,5.4,2,115.9,62.5,15,0.75,54,0.63,34,0.259,14,0.643,9,11,200,130.4,36.8,7,23,90,,8.7,6,0.40700000000000003,22,0.591,13,51.2,22,0.742,18.9,14,32,0.6559999999999999,21,0.214,3,"Draddy Gymnasium, Riverdale, New York",NIAGARA,Niagara,68.8,Home,MANHATTAN,Manhattan,Manhattan,maac,13,True,False,True,Home,True,13,21,54,22,43,7,19,55,1,0,76,177,668,0.4356287425149701,369,768,0.48046875,98,164,601,0.5174708818635607,0.15384615384615385
14,2019-01-08-19-marist,47.4,9,0.0,0,118.2,73.9,17,0.479,48,0.396,19,0.583,28,0.607,17,12,200,95.5,34.4,11,28,63,,9.1,6,0.521,25,0.32,8,50.9,28,0.514,23.0,18,23,0.478,11,0.2,3,"January 8, 2019",47.8,11,4.3,1,95.5,65.6,21,0.659,41,0.561,23,0.7559999999999999,31,0.774,24,8,200,118.2,26.1,6,26,78,,12.1,8,0.366,15,0.5329999999999999,8,49.1,27,0.7,19.2,13,26,0.5770000000000001,15,0.429,6,"McCann Recreation Center, Poughkeepsie, New York",MANHATTAN,Manhattan,65.5,Home,MARIST,Marist,Manhattan,maac,14,False,False,False,Away,False,8,11,48,28,55,8,15,41,0,1,89,198,722,0.45914127423822715,391,811,0.48212083847102344,105,183,656,0.5190548780487805,0.21428571428571427
15,2019-01-12-14-monmouth,68.8,11,9.4,3,101.6,78.3,18,0.38,54,0.29600000000000004,16,0.315,17,0.47100000000000003,8,13,200,76.6,33.3,13,23,49,,6.3,4,0.46299999999999997,25,0.36,9,50.0,31,0.395,18.5,14,29,0.24100000000000002,7,0.188,3,"January 12, 2019",47.8,11,17.2,5,76.6,66.7,26,0.57,43,0.535,23,0.535,23,0.696,16,14,200,101.6,21.7,5,19,65,,7.8,5,0.256,11,0.273,3,50.0,31,0.603,22.0,15,32,0.625,20,0.17600000000000002,3,"Multipurpose Activity Center, West Long Branch, New Jersey",MANHATTAN,Manhattan,63.5,Home,MONMOUTH,Monmouth,Manhattan,maac,15,False,False,False,Away,False,9,7,54,31,62,3,20,43,0,1,97,209,770,0.4603896103896104,419,866,0.4838337182448037,113,198,697,0.5272596843615495,0.2
16,2019-01-17-19-saint-peters,58.3,14,7.1,2,94.9,66.7,16,0.54,50,0.48,24,0.18,9,0.444,4,13,200,98.3,25.9,7,21,58,,18.6,11,0.36,18,0.33299999999999996,6,45.1,23,0.534,18.2,12,32,0.563,18,0.235,4,"January 17, 2019",42.9,6,6.3,2,98.3,74.1,20,0.35700000000000004,42,0.33299999999999996,14,0.667,28,0.929,26,12,200,94.9,33.3,8,14,56,,10.2,6,0.33299999999999996,14,0.14300000000000002,2,54.9,28,0.506,18.1,12,28,0.429,12,0.294,5,"Yanitelli Center, Jersey City, New Jersey",SAINT-PETERS,St. Peter's,59.3,Away,MANHATTAN,Manhattan,Manhattan,maac,16,False,False,False,Away,True,6,18,50,23,51,2,12,42,1,0,106,216,824,0.4550970873786408,450,928,0.4849137931034483,116,218,740,0.5297297297297298,0.1875
17,2019-01-19-19-rider,55.6,10,21.2,7,87.0,76.7,23,0.41,50,0.36,18,0.34,17,0.353,6,14,200,68.1,20.6,7,21,47,,13.0,9,0.44,22,0.22699999999999998,5,46.9,30,0.405,24.8,19,28,0.46399999999999997,13,0.222,4,"January 19, 2019",63.6,14,7.1,2,68.1,79.4,27,0.5,53,0.415,22,0.226,12,0.583,7,7,200,87.0,23.3,7,20,60,,10.1,7,0.377,20,0.45,9,53.1,34,0.511,21.5,16,33,0.39399999999999996,13,0.588,10,"Alumni Gymnasium, Lawrenceville, New Jersey",MANHATTAN,Manhattan,68.9,Home,RIDER,Rider,Manhattan,maac,17,False,False,False,Away,False,5,13,50,30,64,9,13,53,0,1,112,234,874,0.459954233409611,473,979,0.48314606741573035,118,230,782,0.520460358056266,0.23529411764705882
18,2019-01-21-19-manhattan,55.6,10,15.6,5,75.4,80.0,24,0.5,42,0.429,18,0.667,28,0.7140000000000001,20,11,200,101.6,26.9,7,20,62,,8.2,5,0.405,17,0.353,6,55.4,31,0.561,15.5,10,25,0.48,12,0.389,7,"January 21, 2019",53.3,8,8.0,2,101.6,73.1,19,0.375,44,0.341,15,0.5,22,0.591,13,15,200,75.4,20.0,6,26,46,,8.2,5,0.273,12,0.25,3,44.6,25,0.42200000000000004,21.8,15,32,0.375,12,0.21100000000000002,4,"Draddy Gymnasium, Riverdale, New York",MANHATTAN,Manhattan,60.9,Away,MARIST,Marist,Manhattan,maac,18,False,True,True,Home,False,3,12,44,25,56,6,12,42,0,1,117,247,924,0.45725108225108224,503,1043,0.4822627037392138,127,243,835,0.5191616766467065,0.2222222222222222
19,2019-01-26-19-siena,53.3,8,3.6,1,101.9,88.5,23,0.439,41,0.366,15,0.146,6,0.667,4,16,200,76.9,23.1,6,9,40,,5.8,3,0.415,17,0.353,6,55.8,29,0.456,24.3,14,24,0.375,9,0.2,4,"January 26, 2019",43.5,10,0.0,0,76.9,76.9,20,0.531,49,0.469,23,0.040999999999999995,2,0.5,1,11,200,101.9,11.5,3,8,53,,13.5,7,0.429,21,0.28600000000000003,6,44.2,23,0.531,9.1,5,28,0.607,17,0.45,9,"Times Union Center , Albany, New York",MANHATTAN,Manhattan,51.9,Home,SIENA,Siena,Manhattan,maac,19,False,False,False,Away,False,6,9,41,29,52,6,17,49,0,1,120,259,968,0.4535123966942149,528,1099,0.48043676069153773,133,255,877,0.5182440136830102,0.21052631578947367
20,2019-01-31-19-manhattan,76.5,13,16.7,5,98.4,63.6,14,0.408,49,0.34700000000000003,17,0.38799999999999996,19,0.474,9,16,200,77.8,27.8,10,19,49,,11.1,7,0.5710000000000001,28,0.214,6,41.4,24,0.42200000000000004,22.9,17,21,0.524,11,0.273,6,"January 31, 2019",60.9,14,4.8,1,77.8,72.2,26,0.6,45,0.511,23,0.267,12,0.667,8,16,200,98.4,36.4,8,19,62,,12.7,8,0.33299999999999996,15,0.5329999999999999,8,58.6,34,0.611,27.4,19,30,0.5,15,0.23800000000000002,5,"Draddy Gymnasium, Riverdale, New York",FAIRFIELD,Fairfield,63.4,Home,MANHATTAN,Manhattan,Manhattan,maac,20,True,False,True,Home,True,8,15,45,34,58,6,11,49,1,0,126,268,1009,0.4529236868186323,557,1151,0.48392701998262383,139,272,926,0.5188984881209503,0.2
21,2019-02-02-19-manhattan,33.3,5,22.2,6,98.5,82.8,24,0.4,40,0.375,15,0.65,26,0.6920000000000001,18,15,200,76.9,39.3,11,23,50,,7.7,5,0.25,10,0.2,2,61.4,35,0.478,29.0,21,30,0.433,13,0.28600000000000003,6,"February 2, 2019",52.6,10,13.3,4,76.9,60.7,17,0.479,48,0.396,19,0.521,25,0.72,18,16,200,98.5,17.2,5,27,64,,20.0,13,0.43799999999999994,21,0.381,8,38.6,22,0.534,16.9,12,27,0.40700000000000003,11,0.273,6,"Draddy Gymnasium, Riverdale, New York",SAINT-PETERS,St. Peter's,64.6,Home,MANHATTAN,Manhattan,Manhattan,maac,21,True,False,True,Home,True,8,11,48,22,57,2,13,40,1,0,134,283,1054,0.45920303605313095,591,1209,0.48883374689826303,145,283,975,0.5133333333333333,0.23809523809523808
22,2019-02-05-19-manhattan,52.4,11,18.5,5,107.4,76.7,23,0.5329999999999999,46,0.457,21,0.565,26,0.654,17,10,200,97.1,26.9,7,18,66,,13.2,9,0.457,21,0.33299999999999996,7,53.6,30,0.5660000000000001,22.8,17,25,0.56,14,0.545,12,"February 5, 2019",64.0,16,20.0,5,97.1,73.1,19,0.608,51,0.49,25,0.373,19,0.579,11,16,200,107.4,23.3,7,23,73,,7.4,5,0.47100000000000003,24,0.5,12,46.4,26,0.608,19.1,14,27,0.48100000000000004,13,0.304,7,"Draddy Gymnasium, Riverdale, New York",RIDER,Rider,67.7,Home,MANHATTAN,Manhattan,Manhattan,maac,22,True,False,True,Home,True,12,13,51,26,56,7,14,46,1,0,142,294,1102,0.46007259528130673,613,1266,0.48420221169036337,147,296,1015,0.5088669950738917,0.2727272727272727
23,2019-02-08-19-manhattan,63.2,12,4.5,1,80.3,82.6,19,0.402,51,0.373,19,0.294,15,0.667,10,12,200,83.6,17.6,6,10,51,,11.5,7,0.373,19,0.158,3,43.9,25,0.439,12.2,8,32,0.5,16,0.5,12,"February 8, 2019",50.0,9,9.4,3,83.6,82.4,28,0.467,45,0.4,18,0.267,12,0.583,7,17,200,80.3,17.4,4,15,49,,8.2,5,0.511,23,0.261,6,56.1,32,0.483,24.1,16,22,0.545,12,0.292,7,"Draddy Gymnasium, Riverdale, New York",MANHATTAN,Manhattan,61.4,Away,SIENA,Siena,Manhattan,maac,23,False,True,True,Home,False,6,12,45,32,57,3,16,51,0,1,154,307,1153,0.4666088464874241,639,1322,0.4833585476550681,154,310,1061,0.5098963242224317,0.30434782608695654
24,2019-02-15-19-niagara,71.4,15,3.2,1,101.7,82.1,23,0.5529999999999999,47,0.447,21,0.298,14,0.857,12,17,200,108.5,23.1,6,18,64,,6.8,4,0.447,21,0.47600000000000003,10,53.7,29,0.596,15.8,10,26,0.423,11,0.32,8,"February 15, 2019",54.5,12,23.1,6,108.5,76.9,20,0.532,47,0.46799999999999997,22,0.34,16,0.625,10,15,200,101.7,17.9,5,17,60,,3.4,2,0.34,16,0.375,6,46.3,25,0.5489999999999999,15.6,10,31,0.516,16,0.423,11,"Gallagher Center, Niagara University, New York",NIAGARA,Niagara,58.6,Away,MANHATTAN,Manhattan,Manhattan,maac,24,False,False,False,Away,True,10,11,47,29,54,6,16,47,1,0,160,319,1198,0.4666110183639399,671,1379,0.4865844815083394,157,326,1112,0.5049460431654677,0.2916666666666667
25,2019-02-17-14-canisius,50.0,14,7.4,2,110.2,63.6,14,0.7440000000000001,43,0.6509999999999999,28,0.256,11,0.545,6,17,200,118.6,16.7,3,22,70,,8.5,5,0.302,13,0.615,8,42.5,17,0.726,21.4,13,30,0.667,20,0.34600000000000003,9,"February 17, 2019",75.0,15,6.7,2,118.6,83.3,15,0.544,45,0.444,20,0.467,21,0.762,16,14,200,110.2,36.4,8,15,65,,11.9,7,0.4,18,0.5,9,57.5,23,0.591,19.3,13,27,0.40700000000000003,11,0.462,12,"Koessler Athletic Center, Buffalo, New York",CANISIUS,Canisius,59.1,Away,MANHATTAN,Manhattan,Manhattan,maac,25,False,False,False,Away,True,8,20,43,17,40,9,11,45,1,0,170,330,1245,0.46987951807228917,700,1433,0.4884856943475227,163,342,1159,0.506039689387403,0.32
26,2019-02-22-19-manhattan,47.6,10,4.2,1,83.9,67.6,23,0.509,54,0.389,21,0.29600000000000004,16,0.688,11,15,200,106.5,31.3,10,12,66,,12.9,8,0.593,32,0.406,13,50.0,33,0.536,15.3,11,22,0.364,8,0.444,12,"February 22, 2019",60.0,12,27.3,6,106.5,68.8,22,0.43799999999999994,56,0.35700000000000004,20,0.161,9,0.33299999999999996,3,18,200,83.9,32.4,11,18,52,,11.3,7,0.5710000000000001,32,0.281,9,50.0,33,0.431,17.8,13,24,0.45799999999999996,11,0.33299999999999996,9,"Draddy Gymnasium, Riverdale, New York",MANHATTAN,Manhattan,62.4,Away,IONA,Iona,Manhattan,maac,26,False,True,True,Home,False,9,11,56,33,66,13,8,54,0,1,178,350,1288,0.47903726708074534,717,1473,0.48676171079429736,172,353,1204,0.5074750830564784,0.34615384615384615
