,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CENTRAL-MICHIGAN_homegame,CENTRAL-MICHIGAN_homegame2,CENTRAL-MICHIGAN_home,CENTRAL-MICHIGAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
16,2019-01-15-20-northern-illinois,69.2,18,6.5,3,98.6,62.1,18,0.602,54,0.48100000000000004,26,0.35200000000000004,19,0.684,13,3,200,111.4,25.0,7,12,78,,12.9,9,0.537,29,0.44799999999999995,13,43.9,25,0.619,17.3,13,25,0.52,13,0.8240000000000001,14,"January 15, 2019",44.8,13,12.0,3,111.4,75.0,21,0.5,64,0.45299999999999996,29,0.125,8,0.625,5,7,200,98.6,37.9,11,16,69,,10.0,7,0.281,18,0.33299999999999996,6,56.1,32,0.509,18.2,15,46,0.5,23,0.588,10,"Convocation Center, DeKalb, Illinois",NORTHERN-ILLINOIS,Northern Illinois,70.4,Away,CENTRAL-MICHIGAN,Central Michigan,Central Michigan,mac,16,False,False,False,Away,True,13,13,54,25,57,6,23,64,1,0,134,344,1008,0.5406746031746031,564,1117,0.5049239033124441,120,331,1032,0.4951550387596899,0.8125
17,2019-01-19-16-central-michigan,22.9,8,5.4,2,97.3,80.0,24,0.615,61,0.574,35,0.14800000000000002,9,0.889,8,7,200,112.2,15.8,3,15,83,,8.1,6,0.24600000000000002,15,0.33299999999999996,5,55.1,27,0.636,15.6,12,46,0.652,30,0.611,11,"January 19, 2019",44.4,12,4.3,2,112.2,84.2,16,0.508,60,0.45,27,0.25,15,0.733,11,4,200,97.3,20.0,6,14,72,,9.5,7,0.38299999999999995,23,0.304,7,44.9,22,0.536,16.3,13,37,0.541,20,0.778,14,"McGuirk Arena, Mt. Pleasant, Michigan",CENTRAL-MICHIGAN,Central Michigan,74.2,Away,BALL-STATE,Ball State,Central Michigan,mac,17,False,True,True,Home,False,7,20,60,22,49,5,30,61,0,1,147,357,1062,0.5437853107344632,589,1174,0.5017035775127768,126,354,1096,0.4954379562043796,0.8235294117647058
18,2019-01-22-19-akron,50.0,12,0.0,0,97.2,70.7,29,0.46,62,0.387,24,0.306,19,0.526,10,5,200,93.1,27.9,12,19,67,,4.2,3,0.355,22,0.409,9,48.8,41,0.47200000000000003,11.3,9,40,0.375,15,0.737,14,"January 22, 2019",50.0,12,12.5,5,93.1,72.1,31,0.408,65,0.369,24,0.354,23,0.7390000000000001,17,8,200,97.2,29.3,12,17,70,,6.9,5,0.415,27,0.185,5,51.2,43,0.461,14.8,13,38,0.5,19,0.579,11,"James A. Rhodes Arena, Akron, Ohio",CENTRAL-MICHIGAN,Central Michigan,72.5,Home,AKRON,Akron,Central Michigan,mac,18,False,False,False,Away,False,9,15,62,41,84,5,19,65,0,1,154,377,1122,0.5418894830659536,611,1223,0.49959116925592806,131,384,1157,0.5017286084701815,0.7777777777777778
19,2019-01-26-19-toledo,38.5,10,2.2,1,100.0,58.5,24,0.415,71,0.366,26,0.282,20,0.65,13,6,200,94.7,26.2,11,17,72,,9.2,7,0.239,17,0.41200000000000003,7,42.2,35,0.447,9.1,8,54,0.35200000000000004,19,0.7,14,"January 26, 2019",55.2,16,20.4,11,94.7,73.8,31,0.45,70,0.414,29,0.243,17,0.765,13,4,200,100.0,41.5,17,16,76,,5.3,4,0.35700000000000004,25,0.2,5,57.8,48,0.48700000000000004,14.4,13,45,0.5329999999999999,24,0.8,16,"John F. Savage Hall, Toledo, Ohio",CENTRAL-MICHIGAN,Central Michigan,75.8,Home,TOLEDO,Toledo,Central Michigan,mac,19,False,False,False,Away,False,7,19,71,35,83,5,24,70,0,1,163,392,1184,0.5375844594594594,652,1307,0.49885233358837033,136,403,1222,0.4967266775777414,0.7368421052631579
20,2019-01-29-19-central-michigan,32.4,11,19.4,6,134.4,53.1,17,0.649,57,0.596,34,0.228,13,0.615,8,12,200,128.1,40.0,10,20,82,,6.3,4,0.316,18,0.33299999999999996,6,47.4,27,0.649,14.9,11,39,0.718,28,0.429,9,"January 29, 2019",56.0,14,5.1,2,128.1,60.0,15,0.536,56,0.446,25,0.5,28,0.929,26,6,200,134.4,46.9,15,15,86,,7.8,5,0.446,25,0.4,10,52.6,30,0.62,12.8,10,31,0.484,15,0.7140000000000001,15,"McGuirk Arena, Mt. Pleasant, Michigan",EASTERN-MICHIGAN,Eastern Michigan,64.2,Home,CENTRAL-MICHIGAN,Central Michigan,Central Michigan,mac,20,True,False,True,Home,True,10,15,56,30,57,6,28,57,1,0,170,411,1255,0.5306772908366534,687,1390,0.49424460431654677,141,427,1292,0.49419504643962847,0.7
21,2019-02-02-16-central-michigan,33.3,8,6.7,3,118.1,65.7,23,0.509,53,0.45299999999999996,24,0.302,16,0.625,10,15,200,88.9,27.6,8,21,64,,6.9,5,0.264,14,0.429,6,48.4,31,0.528,24.0,19,39,0.462,18,0.28600000000000003,6,"February 2, 2019",53.3,16,7.7,3,88.9,72.4,21,0.508,66,0.455,30,0.348,23,0.7829999999999999,18,6,200,118.1,34.3,12,16,85,,11.1,8,0.318,21,0.33299999999999996,7,51.6,33,0.552,9.5,8,45,0.511,23,0.727,16,"McGuirk Arena, Mt. Pleasant, Michigan",WESTERN-MICHIGAN,Western Michigan,72.3,Home,CENTRAL-MICHIGAN,Central Michigan,Central Michigan,mac,21,True,False,True,Home,True,7,23,66,33,64,6,18,53,1,0,180,426,1311,0.5308924485125858,717,1447,0.49550794747753973,147,455,1349,0.5007412898443291,0.7142857142857143
22,2019-02-09-15-buffalo,46.2,12,0.0,0,111.1,74.2,23,0.517,60,0.433,26,0.35,21,0.667,14,7,200,93.8,27.3,9,23,76,,12.3,10,0.467,28,0.35700000000000004,10,50.0,32,0.5429999999999999,23.3,21,32,0.5,16,0.696,16,"February 9, 2019",67.6,23,15.6,5,93.8,72.7,24,0.613,62,0.5479999999999999,34,0.355,22,0.636,14,3,200,111.1,25.8,8,17,90,23.0,13.6,11,0.387,24,0.33299999999999996,8,50.0,32,0.621,17.3,15,38,0.684,26,0.87,20,"Alumni Arena, Buffalo, New York",CENTRAL-MICHIGAN,Central Michigan,80.7,Home,BUFFALO,Buffalo,Central Michigan,mac,22,False,False,False,Away,False,10,16,60,32,64,8,26,62,0,1,187,449,1377,0.5297748729121278,750,1511,0.49636002647253474,153,473,1402,0.5010699001426534,0.7272727272727273
23,2019-02-12-19-bowling-green-state,56.0,14,9.1,3,108.2,77.4,24,0.47600000000000003,63,0.397,25,0.28600000000000003,18,0.667,12,8,200,98.6,32.4,12,21,72,,8.2,6,0.429,27,0.37,10,52.9,36,0.503,17.5,15,36,0.41700000000000004,15,0.667,16,"February 12, 2019",41.7,10,16.7,6,98.6,67.6,25,0.528,53,0.45299999999999996,24,0.528,28,0.821,23,7,200,108.2,22.6,7,15,79,,13.7,10,0.377,20,0.4,8,47.1,32,0.596,15.5,12,33,0.485,16,0.708,17,"Stroh Center, Bowling Green, Ohio",CENTRAL-MICHIGAN,Central Michigan,72.9,Home,BOWLING-GREEN-STATE,Bowling Green State,Central Michigan,mac,23,False,False,False,Away,False,10,15,63,36,68,8,16,53,0,1,197,465,1437,0.5292275574112735,782,1575,0.4965079365079365,161,499,1464,0.5058060109289617,0.6956521739130435
24,2019-02-16-16-central-michigan,37.1,13,10.6,5,107.4,67.6,25,0.521,73,0.479,35,0.17800000000000002,13,0.308,4,13,200,98.8,31.6,12,24,80,,7.4,6,0.315,23,0.261,6,49.3,37,0.505,15.1,14,50,0.58,29,0.45799999999999996,11,"February 16, 2019",25.9,7,4.0,2,98.8,68.4,26,0.45399999999999996,65,0.415,27,0.5379999999999999,35,0.8,28,8,200,107.4,32.4,12,15,87,,4.9,4,0.27699999999999997,18,0.278,5,50.7,38,0.5329999999999999,12.0,11,47,0.46799999999999997,22,0.68,17,"McGuirk Arena, Mt. Pleasant, Michigan",OHIO,Ohio,80.9,Home,CENTRAL-MICHIGAN,Central Michigan,Central Michigan,mac,24,True,False,True,Home,True,5,22,65,38,75,6,29,73,1,0,207,480,1500,0.527,818,1643,0.497869750456482,169,515,1517,0.50659195781147,0.6666666666666666
25,2019-02-19-19-central-michigan,29.2,7,14.3,5,116.7,58.3,14,0.402,61,0.39299999999999996,24,0.508,31,0.8059999999999999,25,7,200,102.8,40.6,13,22,74,,8.3,6,0.23,14,0.071,1,48.2,27,0.489,11.8,10,47,0.489,23,0.731,19,"February 19, 2019",57.7,15,17.0,8,102.8,59.4,19,0.5870000000000001,52,0.5,26,0.654,34,0.6759999999999999,23,8,200,116.7,41.7,10,18,84,,6.9,5,0.327,17,0.529,9,51.8,29,0.616,16.3,13,35,0.486,17,0.6920000000000001,18,"McGuirk Arena, Mt. Pleasant, Michigan",KENT-STATE,Kent State,71.9,Home,CENTRAL-MICHIGAN,Central Michigan,Central Michigan,mac,25,True,False,True,Home,True,9,17,52,29,56,1,23,61,1,0,212,502,1565,0.5239616613418531,856,1718,0.49825378346915017,175,544,1590,0.5072327044025158,0.68
