,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SANTA-CLARA_homegame,SANTA-CLARA_homegame2,SANTA-CLARA_home,SANTA-CLARA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-13-22-santa-clara,62.5,15,0.0,0,128.1,69.0,20,0.44,58,0.414,24,0.155,9,0.33299999999999996,3,10,200,84.4,18.9,7,10,54,,4.7,3,0.19,11,0.273,3,40.9,27,0.434,13.9,10,47,0.447,21,0.16699999999999998,2,"December 13, 2018",63.3,19,10.6,5,84.4,81.1,30,0.632,57,0.526,30,0.21100000000000002,12,0.833,10,6,200,128.1,31.0,9,15,82,,6.3,4,0.40399999999999997,23,0.522,12,59.1,39,0.654,13.8,10,34,0.529,18,0.455,5,"Leavey Center, Santa Clara, California",MISSISSIPPI-VALLEY-STATE,Mississippi Valley State,64.5,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,10,True,False,True,Home,True,12,18,57,39,66,3,21,58,1,0,79,161,555,0.5036036036036036,325,627,0.518341307814992,56,196,587,0.47700170357751276,0.4
11,2018-12-18-22-santa-clara,46.9,15,5.1,2,110.9,73.5,25,0.42100000000000004,82,0.39,32,0.37799999999999995,31,0.742,23,6,250,100.0,25.5,13,25,92,,8.7,8,0.341,28,0.179,5,44.7,38,0.47600000000000003,9.5,10,54,0.5,27,0.455,5,"December 18, 2018",52.9,18,3.7,2,100.0,74.5,38,0.602,64,0.531,34,0.547,35,0.7140000000000001,25,6,250,110.9,26.5,9,26,102,,5.4,5,0.391,25,0.36,9,55.3,47,0.633,18.5,18,39,0.6409999999999999,25,0.5,6,"Leavey Center, Santa Clara, California",SOUTHERN-CALIFORNIA,USC,73.3,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,11,True,False,True,Home,True,9,25,64,47,85,5,27,82,1,0,91,179,612,0.5155228758169934,364,693,0.5252525252525253,59,217,645,0.47364341085271316,0.45454545454545453
12,2018-12-21-22-santa-clara,41.2,7,5.4,2,118.5,79.3,23,0.32799999999999996,58,0.293,17,0.483,28,0.643,18,8,200,86.2,43.2,19,13,56,,4.6,3,0.32799999999999996,19,0.21100000000000002,4,57.5,42,0.39299999999999996,15.6,13,39,0.33299999999999996,13,0.273,3,"December 21, 2018",77.4,24,17.9,7,86.2,56.8,25,0.59,61,0.508,31,0.115,7,0.7140000000000001,5,6,200,118.5,20.7,6,20,77,,9.2,6,0.39299999999999996,24,0.41700000000000004,10,42.5,31,0.599,8.6,6,37,0.568,21,0.5379999999999999,7,"Leavey Center, Santa Clara, California",IDAHO,Idaho,64.8,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,12,True,False,True,Home,True,10,21,61,31,73,4,13,58,1,0,100,204,676,0.5236686390532544,411,778,0.5282776349614395,64,244,727,0.4676753782668501,0.5
13,2018-12-29-14-washington-state,61.3,19,8.6,3,107.6,79.4,27,0.67,53,0.585,31,0.321,17,0.47100000000000003,8,6,200,119.7,12.0,3,18,79,,7.6,5,0.377,20,0.45,9,50.8,30,0.647,10.4,7,33,0.667,22,0.5710000000000001,8,"December 29, 2018",42.3,11,9.1,3,119.7,88.0,22,0.508,59,0.441,26,0.305,18,0.611,11,6,200,107.6,20.6,7,17,71,,6.1,4,0.40700000000000003,24,0.33299999999999996,8,49.2,29,0.526,9.5,7,35,0.514,18,0.5379999999999999,7,"Spokane Veterans Memorial Arena, Spokane, Washington",WASHINGTON-STATE,Washington State,66.3,Away,SANTA-CLARA,Santa Clara,Santa Clara,wcc,13,False,False,False,Away,True,9,22,53,30,59,8,18,59,1,0,110,225,737,0.5291723202170964,442,851,0.5193889541715628,68,257,785,0.4573248407643312,0.5384615384615384
14,2019-01-03-22-santa-clara,57.1,12,6.5,2,98.6,81.5,22,0.45,50,0.42,21,0.34,17,0.647,11,5,200,81.2,26.7,8,23,56,,10.1,7,0.32,16,0.188,3,52.6,30,0.48200000000000004,24.8,19,34,0.529,18,0.688,11,"January 3, 2019",47.6,10,2.9,1,81.2,73.3,22,0.489,47,0.447,21,0.574,27,0.815,22,6,200,98.6,18.5,5,20,68,,15.9,11,0.34,16,0.25,4,47.4,27,0.568,19.2,14,31,0.5479999999999999,17,0.6,9,"Leavey Center, Santa Clara, California",SAN-DIEGO,San Diego,69.0,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,14,True,False,True,Home,True,4,17,47,27,57,3,18,50,1,0,119,247,790,0.5386075949367088,472,910,0.5186813186813187,76,275,844,0.4609004739336493,0.5714285714285714
15,2019-01-05-21-gonzaga,41.2,7,2.3,1,119.7,75.8,25,0.373,51,0.33299999999999996,17,0.431,22,0.455,10,7,200,63.2,17.6,6,23,48,,1.3,1,0.33299999999999996,17,0.235,4,46.3,31,0.391,24.8,20,34,0.382,13,0.562,9,"January 5, 2019",53.1,17,26.5,9,63.2,82.4,28,0.556,62,0.516,32,0.5,31,0.71,22,2,200,119.7,24.2,8,23,91,7.0,18.4,14,0.306,19,0.263,5,53.7,36,0.593,9.6,8,43,0.628,27,0.875,14,"McCarthey Athletic Center, Spokane, Washington",SANTA-CLARA,Santa Clara,76.1,Home,GONZAGA,Gonzaga,Santa Clara,wcc,15,False,False,False,Away,False,4,13,51,31,67,5,27,62,0,1,123,264,837,0.53584229390681,499,967,0.516028955532575,79,293,894,0.4602908277404922,0.6
16,2019-01-10-23-santa-clara,66.7,16,3.1,1,98.5,84.6,22,0.49200000000000005,60,0.4,24,0.133,8,0.625,5,9,200,94.1,11.1,4,14,64,,10.3,7,0.38299999999999995,23,0.478,11,41.9,26,0.502,11.2,8,37,0.35100000000000003,13,0.47100000000000003,8,"January 10, 2019",42.3,11,2.7,1,94.1,88.9,32,0.578,51,0.51,26,0.21600000000000003,11,0.727,8,7,200,98.5,15.4,4,13,67,,7.4,5,0.373,19,0.368,7,58.1,36,0.596,21.2,15,32,0.594,19,0.588,10,"Leavey Center, Santa Clara, California",PEPPERDINE,Pepperdine,67.5,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,16,True,False,True,Home,True,7,19,51,36,62,11,13,60,1,0,127,277,888,0.526463963963964,530,1034,0.5125725338491296,84,320,956,0.4665271966527197,0.5625
17,2019-01-12-21-brigham-young,56.5,13,3.3,1,123.1,66.7,20,0.5589999999999999,51,0.451,23,0.451,23,0.7390000000000001,17,8,200,113.8,18.5,5,24,74,,1.5,1,0.47100000000000003,24,0.45799999999999996,11,43.9,25,0.597,12.8,9,27,0.444,12,0.556,10,"January 12, 2019",83.3,20,3.7,1,113.8,81.5,22,0.5710000000000001,49,0.49,24,0.6940000000000001,34,0.706,24,8,200,123.1,33.3,10,20,80,,9.2,6,0.38799999999999996,19,0.42100000000000004,8,56.1,32,0.614,12.3,9,30,0.5329999999999999,16,0.579,11,"Marriott Center, Provo, Utah",SANTA-CLARA,Santa Clara,65.0,Home,BRIGHAM-YOUNG,BYU,Santa Clara,wcc,17,False,False,False,Away,False,11,12,51,25,57,8,16,49,0,1,134,296,939,0.5292864749733759,566,1096,0.5164233576642335,95,333,1016,0.46801181102362205,0.5882352941176471
18,2019-01-17-23-saint-marys-ca,33.3,6,16.7,4,111.9,62.5,15,0.43200000000000005,44,0.409,18,0.47700000000000004,21,0.81,17,9,200,82.1,29.6,8,23,55,,11.9,8,0.273,12,0.16699999999999998,2,45.1,23,0.509,26.3,19,32,0.5,16,0.526,10,"January 17, 2019",45.5,10,0.0,0,82.1,70.4,19,0.564,47,0.46799999999999997,22,0.5529999999999999,26,0.846,22,7,200,111.9,37.5,9,21,75,,11.9,8,0.489,23,0.391,9,54.9,28,0.632,23.5,18,24,0.542,13,0.632,12,"McKeon Pavilion, Moraga, California",SANTA-CLARA,Santa Clara,66.7,Home,SAINT-MARYS-CA,Saint Mary's,Santa Clara,wcc,18,False,False,False,Away,False,2,16,44,23,51,9,13,47,0,1,145,308,990,0.5308080808080808,591,1153,0.5125758889852559,103,349,1065,0.4727699530516432,0.5555555555555556
19,2019-01-19-22-pacific,44.4,12,5.6,2,103.6,70.0,21,0.62,50,0.54,27,0.16,8,0.875,7,9,200,125.5,19.0,4,12,69,,9.1,5,0.38,19,0.42100000000000004,8,49.0,25,0.6409999999999999,7.0,4,31,0.613,19,0.55,11,"January 19, 2019",39.1,9,6.5,2,125.5,81.0,17,0.455,55,0.418,23,0.127,7,1.0,7,10,200,103.6,30.0,9,11,57,,3.6,2,0.345,19,0.21100000000000002,4,51.0,26,0.489,10.8,7,36,0.528,19,0.524,11,"A.G. Spanos Center, Stockton, California",PACIFIC,Pacific,55.1,Away,SANTA-CLARA,Santa Clara,Santa Clara,wcc,19,False,False,False,Away,True,8,19,50,25,51,4,19,55,1,0,147,324,1034,0.526595744680851,614,1204,0.5099667774086378,112,362,1112,0.4766187050359712,0.5263157894736842
20,2019-01-24-23-santa-clara,58.3,21,13.3,4,55.7,90.9,30,0.586,70,0.514,36,0.271,19,0.8420000000000001,16,2,200,140.0,35.3,12,12,98,4.0,12.9,9,0.386,27,0.37,10,62.7,42,0.62,2.5,2,43,0.605,26,0.905,19,"January 24, 2019",38.5,5,7.0,3,140.0,64.7,22,0.302,48,0.271,13,0.313,15,0.667,10,10,200,55.7,9.1,3,16,39,,1.4,1,0.375,18,0.16699999999999998,3,37.3,25,0.354,24.8,18,30,0.33299999999999996,10,0.524,11,"Leavey Center, Santa Clara, California",SANTA-CLARA,Santa Clara,69.6,Away,GONZAGA,Gonzaga,Santa Clara,wcc,20,False,True,True,Home,False,3,10,48,25,67,10,26,70,0,1,155,343,1084,0.5309040590405905,639,1255,0.5091633466135458,116,381,1167,0.4755784061696658,0.55
21,2019-01-26-21-santa-clara,72.7,16,4.3,1,98.4,76.7,23,0.564,47,0.46799999999999997,22,0.511,24,0.667,16,6,200,111.3,25.9,7,15,69,,16.1,10,0.40399999999999997,19,0.474,9,52.6,30,0.591,16.0,11,28,0.46399999999999997,13,0.7140000000000001,15,"January 26, 2019",76.2,16,3.6,1,111.3,74.1,20,0.51,52,0.40399999999999997,21,0.192,10,0.8,8,11,200,98.4,23.3,7,23,61,,8.1,5,0.5579999999999999,29,0.379,11,47.4,27,0.537,16.3,11,23,0.435,10,0.5,11,"Leavey Center, Santa Clara, California",SANTA-CLARA,Santa Clara,61.6,Away,LOYOLA-MARYMOUNT,Loyola Marymount,Santa Clara,wcc,21,False,True,True,Home,False,11,10,52,27,57,9,13,47,0,1,158,353,1132,0.5212014134275619,664,1322,0.5022692889561271,126,407,1237,0.48181083265966046,0.5238095238095238
22,2019-02-02-21-santa-clara,66.7,16,14.3,5,89.6,80.5,33,0.419,68,0.353,24,0.191,13,0.462,6,17,225,81.8,23.9,11,25,63,,7.8,6,0.456,31,0.29,9,50.6,44,0.425,15.0,13,37,0.405,15,0.292,7,"February 2, 2019",52.4,11,16.2,6,81.8,76.1,35,0.42,56,0.375,21,0.607,34,0.647,22,11,225,89.6,19.5,8,16,69,,10.4,8,0.375,21,0.23800000000000002,5,49.4,43,0.478,16.5,14,35,0.457,16,0.522,12,"Leavey Center, Santa Clara, California",PORTLAND,Portland,68.6,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,22,True,False,True,Home,True,5,16,56,43,87,9,15,68,1,0,169,363,1184,0.5206925675675675,691,1379,0.5010877447425671,135,420,1284,0.4848130841121495,0.5
23,2019-02-07-22-pepperdine,70.0,21,5.4,2,100.0,77.8,28,0.5479999999999999,62,0.484,30,0.226,14,0.7859999999999999,11,11,200,111.3,29.0,9,17,79,,8.5,6,0.355,22,0.364,8,55.2,37,0.575,11.7,9,40,0.55,22,0.542,13,"February 7, 2019",52.0,13,10.0,4,111.3,71.0,22,0.452,62,0.40299999999999997,25,0.29,18,0.833,15,13,200,100.0,22.2,8,14,71,,7.0,5,0.40299999999999997,25,0.24,6,44.8,30,0.503,12.5,10,37,0.514,19,0.45799999999999996,11,"Firestone Fieldhouse, Malibu, California",PEPPERDINE,Pepperdine,70.6,Away,SANTA-CLARA,Santa Clara,Santa Clara,wcc,23,False,False,False,Away,True,8,22,62,37,67,6,19,62,1,0,174,379,1240,0.5161290322580645,734,1466,0.5006821282401092,144,435,1352,0.48150887573964496,0.5217391304347826
24,2019-02-09-23-san-francisco,34.6,9,8.8,3,111.4,75.0,21,0.509,57,0.456,26,0.298,17,0.8240000000000001,14,12,200,102.9,36.7,11,25,72,,4.3,3,0.281,16,0.375,6,55.2,32,0.5529999999999999,18.9,15,41,0.488,20,0.52,13,"February 9, 2019",46.2,12,7.3,3,102.9,63.3,19,0.518,56,0.46399999999999997,26,0.429,24,0.833,20,6,200,111.4,25.0,7,17,78,,8.6,6,0.39299999999999996,22,0.273,6,44.8,26,0.579,13.1,10,34,0.588,20,0.75,18,"War Memorial Gymnasium, San Francisco, California",SANTA-CLARA,Santa Clara,69.7,Home,SAN-FRANCISCO,San Francisco,Santa Clara,wcc,24,False,False,False,Away,False,6,20,57,32,58,6,20,56,0,1,182,401,1302,0.5176651305683564,771,1533,0.50293542074364,150,454,1414,0.4801980198019802,0.5416666666666666
25,2019-02-14-23-santa-clara,32.0,8,19.2,5,84.6,89.7,26,0.48200000000000004,57,0.439,25,0.33299999999999996,19,0.579,11,10,200,101.5,35.5,11,15,66,,10.8,7,0.33299999999999996,19,0.263,5,61.7,37,0.5,15.5,12,38,0.526,20,0.615,16,"February 14, 2019",50.0,9,7.9,3,101.5,64.5,20,0.478,46,0.391,18,0.304,14,0.7859999999999999,11,13,200,84.6,10.3,3,16,55,,7.7,5,0.435,20,0.4,8,38.3,23,0.522,21.2,14,26,0.385,10,0.5,13,"Leavey Center, Santa Clara, California",SANTA-CLARA,Santa Clara,65.3,Away,SAINT-MARYS-CA,Saint Mary's,Santa Clara,wcc,25,False,True,True,Home,False,8,10,46,23,60,5,20,57,0,1,188,421,1359,0.5172921265636498,803,1591,0.5047140163419234,156,474,1470,0.4816326530612245,0.52
26,2019-02-16-21-santa-clara,54.5,12,0.0,0,100.0,76.2,16,0.49,50,0.44,22,0.32,16,0.625,10,14,200,92.2,24.1,7,18,59,,10.9,7,0.32,16,0.313,5,46.0,23,0.512,18.6,13,34,0.5,17,0.48100000000000004,13,"February 16, 2019",85.0,17,11.8,4,92.2,75.9,22,0.622,41,0.488,20,0.46299999999999997,19,0.684,13,13,200,100.0,23.8,5,16,64,,3.1,2,0.585,24,0.45799999999999996,11,54.0,27,0.64,27.8,19,17,0.529,9,0.519,14,"Leavey Center, Santa Clara, California",PACIFIC,Pacific,63.8,Home,SANTA-CLARA,Santa Clara,Santa Clara,wcc,26,True,False,True,Home,True,11,9,41,27,50,5,17,50,1,0,196,431,1405,0.5160142348754448,826,1651,0.5003028467595396,161,494,1527,0.4816633922724296,0.5
