,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,VALPARAISO_homegame,VALPARAISO_homegame2,VALPARAISO_home,VALPARAISO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-17-20-valparaiso,62.1,18,0.0,0,87.1,80.6,25,0.544,57,0.509,29,0.40399999999999997,23,0.652,15,4,200,110.0,31.0,9,22,77,,14.3,10,0.263,15,0.267,4,56.7,34,0.5670000000000001,13.0,10,42,0.595,25,0.636,7,"December 17, 2018",45.0,9,4.8,2,110.0,69.0,20,0.43,50,0.4,20,0.46,23,0.7829999999999999,18,5,200,87.1,19.4,6,20,61,,5.7,4,0.32,16,0.188,3,43.3,26,0.501,22.0,17,34,0.5,17,0.545,6,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,70.4,Away,BALL-STATE,Ball State,Valparaiso,mvc,10,False,True,True,Home,False,3,17,50,26,60,4,25,57,0,1,74,202,576,0.5434027777777778,319,634,0.5031545741324921,61,202,593,0.49494097807757165,0.6
11,2018-12-19-20-texas-am,66.7,12,3.7,1,102.9,69.0,20,0.368,53,0.34,18,0.264,14,0.7140000000000001,10,6,200,71.0,18.2,6,20,49,,11.6,8,0.415,22,0.136,3,41.9,26,0.41100000000000003,21.3,16,31,0.484,15,0.5,6,"December 19, 2018",50.0,13,16.1,5,71.0,81.8,27,0.575,53,0.491,26,0.34,18,0.556,10,4,200,102.9,31.0,9,15,71,,11.6,8,0.491,26,0.34600000000000003,9,58.1,36,0.5770000000000001,20.8,16,27,0.63,17,0.556,5,"Reed Arena, College Station, Texas",VALPARAISO,Valparaiso,69.1,Home,TEXAS-AM,Texas A&M,Valparaiso,mvc,11,False,False,False,Away,False,3,15,53,26,62,9,17,53,0,1,77,219,626,0.5343450479233227,345,694,0.49711815561959655,65,227,650,0.49923076923076926,0.5454545454545454
12,2018-12-29-14-valparaiso,59.1,13,2.2,1,129.3,51.6,16,0.42100000000000004,63,0.349,22,0.23800000000000002,15,0.5329999999999999,8,0,200,81.3,17.9,7,21,61,,8.0,6,0.413,26,0.34600000000000003,9,32.9,23,0.435,16.7,14,37,0.35100000000000003,13,0.0,0,"December 29, 2018",69.4,25,16.2,6,81.3,82.1,32,0.625,64,0.563,36,0.406,26,0.654,17,6,200,129.3,48.4,15,13,97,,12.0,9,0.281,18,0.444,8,67.1,47,0.635,13.7,12,46,0.609,28,0.5379999999999999,7,"Athletics-Recreation Center, Valparaiso, Indiana","Purdue North Central
			","Purdue North Central
			",75.2,Home,VALPARAISO,Valparaiso,Valparaiso,mvc,12,True,False,True,Home,True,8,28,64,47,70,9,13,63,1,0,80,234,679,0.5213549337260678,371,756,0.49074074074074076,74,244,703,0.5049786628733998,0.5
13,2019-01-02-20-valparaiso,59.1,13,12.5,4,87.9,76.9,30,0.52,49,0.449,22,0.184,9,0.556,5,7,200,84.8,17.2,5,19,56,,7.6,5,0.38799999999999996,19,0.368,7,51.5,35,0.526,24.3,17,30,0.5,15,0.5,7,"January 2, 2019",45.0,9,3.3,1,84.8,82.8,24,0.44299999999999995,53,0.377,20,0.377,20,0.55,11,6,200,87.9,23.1,9,14,58,,12.1,8,0.396,21,0.33299999999999996,7,48.5,33,0.46399999999999997,17.4,13,32,0.406,13,0.5710000000000001,8,"Athletics-Recreation Center, Valparaiso, Indiana",ILLINOIS-STATE,Illinois State,65.9,Home,VALPARAISO,Valparaiso,Valparaiso,mvc,13,True,False,True,Home,True,7,13,53,33,68,7,15,49,1,0,88,262,743,0.5302826379542396,418,826,0.5060532687651331,83,257,766,0.4980417754569191,0.5384615384615384
14,2019-01-05-14-missouri-state,65.5,19,2.9,1,94.3,75.6,34,0.614,57,0.509,29,0.316,18,0.667,12,6,200,117.1,25.0,7,22,82,,4.3,3,0.42100000000000004,24,0.5,12,56.2,41,0.625,16.7,13,33,0.515,17,0.6,9,"January 5, 2019",43.5,10,18.2,6,117.1,75.0,21,0.413,63,0.365,23,0.349,22,0.636,14,9,200,94.3,24.4,11,15,66,,7.1,5,0.46,29,0.207,6,43.8,32,0.449,7.6,6,34,0.5,17,0.4,6,"JQH Arena, Springfield, Missouri",MISSOURI-STATE,Missouri State,70.0,Away,VALPARAISO,Valparaiso,Valparaiso,mvc,14,False,False,False,Away,True,12,17,57,41,73,6,17,63,1,0,95,275,796,0.5244974874371859,451,894,0.5044742729306487,90,272,815,0.49938650306748467,0.5714285714285714
15,2019-01-08-20-valparaiso,41.2,7,11.1,3,92.4,83.3,20,0.355,55,0.309,17,0.255,14,0.7859999999999999,11,8,200,75.8,17.6,6,16,50,,13.6,9,0.327,18,0.278,5,44.8,26,0.406,17.5,13,37,0.324,12,0.5,8,"January 8, 2019",75.0,18,8.1,3,75.8,82.4,28,0.5710000000000001,49,0.49,24,0.184,9,0.556,5,6,200,92.4,16.7,4,18,61,,12.1,8,0.449,22,0.364,8,55.2,32,0.573,20.9,14,27,0.593,16,0.625,10,"Athletics-Recreation Center, Valparaiso, Indiana",BRADLEY,Bradley,66.0,Home,VALPARAISO,Valparaiso,Valparaiso,mvc,15,True,False,True,Home,True,8,16,49,32,58,5,12,55,1,0,107,292,853,0.5304806565064478,492,967,0.5087900723888314,96,289,878,0.49316628701594534,0.6
16,2019-01-12-16-southern-illinois,52.0,13,9.3,4,101.7,50.0,19,0.519,52,0.48100000000000004,25,0.28800000000000003,15,0.733,11,6,200,108.3,23.3,7,15,65,,11.7,7,0.28800000000000003,15,0.267,4,38.2,26,0.55,9.3,6,37,0.568,21,0.647,11,"January 12, 2019",56.0,14,10.8,4,108.3,76.7,23,0.446,65,0.385,25,0.10800000000000001,7,0.429,3,8,200,101.7,50.0,19,14,61,,11.7,7,0.33799999999999997,22,0.364,8,61.8,42,0.446,15.0,12,43,0.395,17,0.529,9,"The SIU Arena, Carbondale, Illinois",SOUTHERN-ILLINOIS,Southern Illinois,59.7,Away,VALPARAISO,Valparaiso,Valparaiso,mvc,16,False,False,False,Away,True,4,21,52,26,68,8,17,65,1,0,115,308,902,0.5327050997782705,524,1025,0.511219512195122,101,301,933,0.484994640943194,0.625
17,2019-01-15-20-loyola-il,47.1,8,13.3,4,118.3,85.7,18,0.5,40,0.425,17,0.425,17,0.8240000000000001,14,7,200,90.0,12.0,3,14,54,,6.7,4,0.45,18,0.33299999999999996,6,45.7,21,0.562,22.8,14,22,0.5,11,0.611,11,"January 15, 2019",62.5,15,4.5,1,90.0,88.0,22,0.622,45,0.5329999999999999,24,0.42200000000000004,19,0.789,15,7,200,118.3,14.3,3,14,71,,13.3,8,0.33299999999999996,15,0.5329999999999999,8,54.3,25,0.657,15.8,10,30,0.5329999999999999,16,0.611,11,"Joseph J. Gentile Center, Chicago, Illinois",VALPARAISO,Valparaiso,60.1,Home,LOYOLA-IL,Loyola (IL),Valparaiso,mvc,17,False,False,False,Away,False,6,11,40,21,46,8,16,45,0,1,119,329,954,0.5319706498951782,550,1093,0.5032021957913998,109,318,998,0.48246492985971945,0.6470588235294118
18,2019-01-19-16-valparaiso,52.4,11,11.4,4,119.0,58.3,14,0.51,48,0.43799999999999994,21,0.41700000000000004,20,0.85,17,11,200,104.8,18.5,5,16,66,,14.3,9,0.5,24,0.292,7,37.3,19,0.574,15.0,10,24,0.583,14,0.42100000000000004,8,"January 19, 2019",65.4,17,8.3,2,104.8,81.5,22,0.578,51,0.51,26,0.373,19,0.8420000000000001,16,7,200,119.0,41.7,10,16,75,,6.3,4,0.314,16,0.43799999999999994,7,62.7,32,0.625,18.0,13,35,0.5429999999999999,19,0.632,12,"Athletics-Recreation Center, Valparaiso, Indiana",NORTHERN-IOWA,Northern Iowa,62.8,Home,VALPARAISO,Valparaiso,Valparaiso,mvc,18,True,False,True,Home,True,7,19,51,32,51,7,14,48,1,0,125,340,994,0.5306841046277666,571,1139,0.5013169446883231,117,334,1043,0.4884947267497603,0.6111111111111112
19,2019-01-23-19-indiana-state,52.6,10,8.3,3,116.7,79.2,19,0.444,45,0.42200000000000004,19,0.35600000000000004,16,0.813,13,8,200,88.3,23.1,6,14,53,,5.0,3,0.222,10,0.2,2,50.0,25,0.504,20.0,13,35,0.486,17,0.6,12,"January 23, 2019",50.0,13,0.0,0,88.3,76.9,20,0.569,51,0.51,26,0.275,14,0.857,12,8,200,116.7,20.8,5,14,70,,15.0,9,0.294,15,0.4,6,50.0,25,0.607,12.3,8,36,0.556,20,0.579,11,"Hulman Center, Terre Haute, Indiana",VALPARAISO,Valparaiso,60.1,Home,INDIANA-STATE,Indiana State,Valparaiso,mvc,19,False,False,False,Away,False,2,17,45,25,50,6,20,51,0,1,132,359,1045,0.5330143540669856,603,1190,0.5067226890756302,124,348,1091,0.4894592117323556,0.631578947368421
20,2019-01-26-20-valparaiso,62.5,15,16.7,7,80.8,80.6,29,0.539,51,0.47100000000000003,24,0.451,23,0.652,15,5,200,95.9,21.9,7,16,70,,4.1,3,0.431,22,0.318,7,52.9,36,0.565,21.8,17,29,0.586,17,0.762,16,"January 26, 2019",63.6,14,20.7,6,95.9,78.1,25,0.397,58,0.379,22,0.345,20,0.65,13,9,200,80.8,19.4,7,21,59,,11.0,8,0.276,16,0.125,2,47.1,32,0.43700000000000006,16.3,13,42,0.47600000000000003,20,0.5710000000000001,12,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,72.7,Away,DRAKE,Drake,Valparaiso,mvc,20,False,True,True,Home,False,2,20,58,32,68,7,17,51,0,1,134,376,1090,0.5293577981651376,628,1240,0.5064516129032258,130,368,1142,0.4929947460595447,0.6
21,2019-01-29-20-valparaiso,35.3,6,10.8,4,88.5,75.0,21,0.373,55,0.309,17,0.29100000000000004,16,0.875,14,11,225,90.2,25.0,9,17,55,,3.3,2,0.309,17,0.41200000000000003,7,46.9,30,0.439,11.4,8,38,0.263,10,0.5,11,"January 29, 2019",57.9,11,10.5,4,90.2,75.0,27,0.429,49,0.38799999999999996,19,0.408,20,0.6,12,10,225,88.5,25.0,7,18,54,,8.2,5,0.245,12,0.33299999999999996,4,53.1,34,0.462,13.5,9,37,0.405,15,0.545,12,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,54.3,Away,MISSOURI-STATE,Missouri State,Valparaiso,mvc,21,False,True,True,Home,False,4,15,49,34,64,7,10,55,0,1,136,396,1148,0.5226480836236934,660,1308,0.5045871559633027,137,385,1193,0.49497066219614416,0.5714285714285714
22,2019-02-02-14-evansville,38.1,8,6.9,2,98.5,85.7,24,0.449,49,0.429,21,0.34700000000000003,17,0.529,9,11,200,81.5,6.5,2,17,53,,9.2,6,0.204,10,0.2,2,44.1,26,0.46399999999999997,15.0,10,39,0.48700000000000004,19,0.522,12,"February 2, 2019",71.4,15,5.1,2,81.5,93.5,29,0.5,49,0.429,21,0.429,21,0.7140000000000001,15,13,200,98.5,14.3,4,15,64,,12.3,8,0.408,20,0.35,7,55.9,33,0.5429999999999999,13.4,9,29,0.483,14,0.435,10,"Ford Center, Evansville, Indiana",VALPARAISO,Valparaiso,64.5,Home,EVANSVILLE,Evansville,Valparaiso,mvc,22,False,False,False,Away,False,2,19,49,26,59,7,14,49,0,1,140,411,1197,0.518796992481203,694,1372,0.5058309037900874,144,395,1248,0.4895833333333333,0.5454545454545454
23,2019-02-05-20-illinois-state,64.3,18,10.0,2,81.5,88.9,24,0.6,55,0.509,28,0.109,6,0.5,3,11,200,106.2,21.7,5,13,69,,12.3,8,0.418,23,0.435,10,58.0,29,0.596,17.2,12,32,0.563,18,0.542,13,"February 5, 2019",44.4,8,3.1,1,106.2,78.3,18,0.478,45,0.4,18,0.311,14,0.7140000000000001,10,10,200,81.5,11.1,3,11,53,,10.8,7,0.556,25,0.28,7,42.0,21,0.513,23.8,16,20,0.55,11,0.583,14,"Redbird Arena, Normal, Illinois",ILLINOIS-STATE,Illinois State,64.8,Away,VALPARAISO,Valparaiso,Valparaiso,mvc,23,False,False,False,Away,True,10,18,55,29,50,7,11,45,1,0,142,430,1246,0.5160513643659711,720,1431,0.5031446540880503,151,409,1297,0.4899768696993061,0.5217391304347826
24,2019-02-10-16-valparaiso,52.6,10,8.6,3,86.4,82.8,24,0.489,44,0.43200000000000005,19,0.43200000000000005,19,0.684,13,9,200,94.9,13.8,4,14,56,,6.8,4,0.295,13,0.385,5,48.3,28,0.528,14.7,9,31,0.452,14,0.64,16,"February 10, 2019",55.6,10,19.4,6,94.9,86.2,25,0.41700000000000004,48,0.375,18,0.354,17,0.647,11,12,200,86.4,17.2,5,19,51,,6.8,4,0.271,13,0.308,4,51.7,30,0.455,12.6,8,35,0.4,14,0.52,13,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,58.6,Away,LOYOLA-IL,Loyola (IL),Valparaiso,mvc,24,False,True,True,Home,False,4,14,48,30,58,5,14,44,0,1,152,448,1301,0.5196003074558032,749,1481,0.5057393652937204,158,420,1342,0.48956780923994037,0.5416666666666666
25,2019-02-13-20-valparaiso,48.1,13,10.0,3,105.1,61.5,16,0.49200000000000005,63,0.429,27,0.444,28,0.893,25,12,225,111.5,24.2,8,24,87,,15.4,12,0.302,19,0.42100000000000004,8,40.7,24,0.57,11.7,10,44,0.43200000000000005,19,0.52,13,"February 13, 2019",54.2,13,6.8,3,111.5,75.8,25,0.573,48,0.5,24,0.833,40,0.675,27,13,225,105.1,38.5,10,22,82,,9.0,7,0.375,18,0.389,7,59.3,35,0.612,24.2,21,30,0.5670000000000001,17,0.5,13,"Athletics-Recreation Center, Valparaiso, Indiana",VALPARAISO,Valparaiso,69.5,Away,INDIANA-STATE,Indiana State,Valparaiso,mvc,25,False,True,True,Home,False,7,17,48,35,59,8,19,63,0,1,156,462,1349,0.5159377316530763,779,1539,0.5061728395061729,163,434,1386,0.48953823953823955,0.52
26,2019-02-16-15-drake,18.8,6,0.0,0,107.7,71.9,23,0.493,68,0.47100000000000003,32,0.235,16,0.75,12,14,200,101.3,31.0,9,19,79,,9.0,7,0.17600000000000002,12,0.25,3,52.5,32,0.522,16.7,15,56,0.518,29,0.48100000000000004,13,"February 16, 2019",58.6,17,8.9,5,101.3,69.0,20,0.5329999999999999,61,0.475,29,0.361,22,0.8640000000000001,19,7,200,107.7,28.1,9,15,84,,10.3,8,0.32799999999999996,20,0.35,7,47.5,29,0.588,14.5,12,41,0.537,22,0.741,20,"Knapp Center, Des Moines, Iowa",VALPARAISO,Valparaiso,78.0,Home,DRAKE,Drake,Valparaiso,mvc,26,False,False,False,Away,False,3,29,68,32,61,7,22,61,0,1,163,479,1397,0.5178954903364352,814,1598,0.509386733416771,171,453,1449,0.489648033126294,0.5
