,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,WESTERN-MICHIGAN_homegame,WESTERN-MICHIGAN_homegame2,WESTERN-MICHIGAN_home,WESTERN-MICHIGAN_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-19-dayton,44.4,12,0.0,0,121.4,75.0,15,0.563,56,0.48200000000000004,27,0.23199999999999998,13,0.6920000000000001,9,6,200,102.9,13.8,4,18,72,,5.7,4,0.46399999999999997,26,0.34600000000000003,9,38.8,19,0.579,16.3,12,30,0.6,18,0.455,5,"December 19, 2018",71.9,23,13.3,4,102.9,86.2,25,0.642,53,0.604,32,0.358,19,0.895,17,5,200,121.4,25.0,5,16,85,,7.1,5,0.28300000000000003,15,0.267,4,61.2,30,0.685,16.4,12,38,0.737,28,0.545,6,"University of Dayton Arena, Dayton, Ohio",WESTERN-MICHIGAN,Western Michigan,69.6,Home,DAYTON,Dayton,Western Michigan,mac,10,False,False,False,Away,False,9,18,56,19,49,4,28,53,0,1,79,171,550,0.5263636363636364,356,641,0.5553822152886115,84,180,632,0.48417721518987344,0.5
11,2018-12-22-15-western-michigan,40.0,8,6.5,2,100.0,78.1,25,0.51,48,0.41700000000000004,20,0.41700000000000004,20,0.9,18,8,200,101.5,11.1,3,11,67,,9.1,6,0.43799999999999994,21,0.429,9,47.5,28,0.583,17.4,12,27,0.40700000000000003,11,0.385,5,"December 22, 2018",43.5,10,3.7,1,101.5,88.9,24,0.509,55,0.418,23,0.218,12,0.833,10,7,200,100.0,21.9,7,18,66,,4.5,3,0.436,24,0.41700000000000004,10,52.5,31,0.544,16.6,12,31,0.419,13,0.41700000000000004,5,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,66.1,Away,MILWAUKEE,Milwaukee,Western Michigan,mac,11,False,True,True,Home,False,10,13,55,31,59,9,11,48,0,1,88,189,606,0.5297029702970297,375,690,0.5434782608695652,88,208,685,0.49635036496350365,0.45454545454545453
12,2018-12-30-16-western-michigan,40.0,10,10.3,3,107.4,72.2,26,0.46799999999999997,63,0.397,25,0.095,6,0.833,5,10,200,94.1,18.8,6,19,64,,8.8,6,0.381,24,0.375,9,47.1,32,0.486,10.9,8,39,0.41,16,0.33299999999999996,5,"December 30, 2018",68.2,15,2.6,1,94.1,81.3,26,0.447,57,0.386,22,0.474,27,0.815,22,7,200,107.4,27.8,10,11,73,,7.4,5,0.491,28,0.25,7,52.9,36,0.523,11.6,9,29,0.517,15,0.462,6,"University Arena, Kalamazoo, Michigan",CALIFORNIA-RIVERSIDE,UC-Riverside,68.3,Home,WESTERN-MICHIGAN,Western Michigan,Western Michigan,mac,12,True,False,True,Home,True,7,15,57,36,68,9,16,63,1,0,98,202,661,0.5279878971255674,406,749,0.5420560747663551,97,219,733,0.4972714870395634,0.4166666666666667
13,2019-01-05-14-akron,36.8,7,10.0,3,78.9,65.9,29,0.33899999999999997,62,0.306,19,0.145,9,0.667,6,8,200,67.6,24.3,9,20,48,,7.0,5,0.419,26,0.154,4,46.9,38,0.36200000000000004,19.5,16,36,0.41700000000000004,15,0.429,6,"January 5, 2019",52.9,9,16.7,6,67.6,75.7,28,0.32799999999999996,61,0.27899999999999997,17,0.377,23,0.696,16,5,200,78.9,34.1,15,14,56,,11.3,8,0.508,31,0.19399999999999998,6,53.1,43,0.389,13.4,11,30,0.36700000000000005,11,0.643,9,"James A. Rhodes Arena, Akron, Ohio",WESTERN-MICHIGAN,Western Michigan,70.6,Home,AKRON,Akron,Western Michigan,mac,13,False,False,False,Away,False,4,15,62,38,81,6,11,61,0,1,105,217,718,0.5215877437325905,442,817,0.5410036719706243,106,235,796,0.4949748743718593,0.46153846153846156
14,2019-01-08-19-kent-state,66.7,16,7.9,3,117.3,70.4,19,0.46799999999999997,63,0.381,24,0.349,22,0.636,14,9,200,97.3,28.9,11,16,73,,4.0,3,0.413,26,0.423,11,46.2,30,0.49700000000000005,15.2,13,37,0.35100000000000003,13,0.4,6,"January 8, 2019",60.6,20,10.8,4,97.3,71.1,27,0.613,62,0.532,33,0.29,18,0.667,12,3,200,117.3,29.6,8,19,88,,6.7,5,0.387,24,0.41700000000000004,10,53.8,35,0.624,13.6,11,38,0.605,23,0.8,12,"Memorial Athletic & Convocation Center, Kent, Ohio",WESTERN-MICHIGAN,Western Michigan,74.5,Home,KENT-STATE,Kent State,Western Michigan,mac,14,False,False,False,Away,False,11,13,63,30,65,10,23,62,0,1,109,232,780,0.507051282051282,480,898,0.534521158129176,112,246,857,0.4830805134189031,0.42857142857142855
15,2019-01-12-14-western-michigan,61.3,19,14.0,6,106.9,66.7,24,0.633,60,0.517,31,0.16699999999999998,10,0.9,9,3,200,118.1,13.8,4,12,85,,9.7,7,0.45,27,0.519,14,43.1,28,0.6559999999999999,12.3,9,33,0.515,17,0.812,13,"January 12, 2019",53.6,15,0.0,0,118.1,86.2,25,0.47,67,0.418,28,0.239,16,0.875,14,10,200,106.9,33.3,12,16,77,,8.3,6,0.358,24,0.292,7,56.9,37,0.516,13.9,12,43,0.488,21,0.375,6,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,72.2,Away,TOLEDO,Toledo,Western Michigan,mac,15,False,True,True,Home,False,7,21,67,37,65,14,17,60,0,1,120,245,843,0.5041518386714117,510,963,0.5295950155763239,122,269,919,0.49183895538628947,0.4
16,2019-01-15-19-western-michigan,38.7,12,13.3,4,100.0,83.3,25,0.522,68,0.456,31,0.294,20,0.85,17,1,200,111.4,27.8,10,20,88,16.0,8.9,7,0.426,29,0.31,9,53.0,35,0.568,15.4,14,39,0.564,22,0.941,16,"January 15, 2019",44.4,12,7.7,3,111.4,72.2,26,0.564,55,0.491,27,0.455,25,0.68,17,11,200,100.0,16.7,5,18,79,,8.9,7,0.455,25,0.32,8,47.0,31,0.591,18.5,15,30,0.633,19,0.353,6,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,79.2,Away,BUFFALO,Buffalo,Western Michigan,mac,16,False,True,True,Home,False,8,19,55,31,66,9,22,68,0,1,127,266,910,0.5016483516483516,547,1028,0.5321011673151751,136,286,979,0.5005107252298263,0.375
17,2019-01-19-14-bowling-green-state,37.5,6,6.3,3,106.8,70.3,26,0.307,57,0.281,16,0.33299999999999996,19,0.684,13,12,200,64.9,17.9,7,18,48,,4.1,3,0.42100000000000004,24,0.125,3,43.4,33,0.363,19.7,16,33,0.39399999999999996,13,0.33299999999999996,6,"January 19, 2019",48.3,14,9.1,3,64.9,82.1,32,0.479,70,0.414,29,0.22899999999999998,16,0.75,12,5,200,106.8,29.7,11,20,79,,13.5,10,0.314,22,0.409,9,56.6,43,0.509,7.2,6,48,0.41700000000000004,20,0.722,13,"Stroh Center, Bowling Green, Ohio",WESTERN-MICHIGAN,Western Michigan,73.8,Home,BOWLING-GREEN-STATE,Bowling Green State,Western Michigan,mac,17,False,False,False,Away,False,3,13,57,33,76,9,20,70,0,1,135,285,965,0.5051813471502591,578,1094,0.5283363802559415,145,308,1047,0.5019102196752626,0.35294117647058826
18,2019-01-22-19-ohio,48.1,13,6.3,2,112.5,75.0,21,0.525,60,0.45,27,0.25,15,0.867,13,13,200,105.6,23.3,7,20,76,,6.9,5,0.317,19,0.474,9,48.3,28,0.5660000000000001,17.4,14,41,0.439,18,0.316,6,"January 22, 2019",78.6,22,12.2,5,105.6,76.7,23,0.6,55,0.509,28,0.4,22,0.682,15,8,200,112.5,25.0,7,16,81,,11.1,8,0.418,23,0.435,10,51.7,30,0.619,15.6,12,32,0.563,18,0.556,10,"Convocation Center, Athens, Ohio",WESTERN-MICHIGAN,Western Michigan,72.3,Home,OHIO,Ohio,Western Michigan,mac,18,False,False,False,Away,False,9,18,60,28,58,10,18,55,0,1,138,298,1022,0.49412915851272016,611,1170,0.5222222222222223,154,328,1117,0.5004476275738585,0.3333333333333333
19,2019-01-26-14-western-michigan,50.0,17,9.5,4,97.1,57.1,20,0.556,71,0.479,34,0.254,18,0.778,14,11,200,134.8,47.2,17,18,93,,14.5,10,0.366,26,0.423,11,52.1,37,0.585,8.1,7,45,0.511,23,0.45,9,"January 26, 2019",48.0,12,6.7,3,134.8,52.8,19,0.45799999999999996,60,0.41700000000000004,25,0.317,19,0.632,12,14,200,97.1,42.9,15,14,67,,4.3,3,0.3,18,0.278,5,47.9,34,0.485,18.0,15,42,0.47600000000000003,20,0.3,6,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,69.3,Away,EASTERN-MICHIGAN,Eastern Michigan,Western Michigan,mac,19,False,True,True,Home,False,5,20,60,34,71,11,23,71,0,1,147,316,1082,0.4958410351201479,639,1228,0.5203583061889251,164,346,1172,0.5051194539249146,0.3157894736842105
20,2019-02-02-16-central-michigan,33.3,8,6.7,3,118.1,65.7,23,0.509,53,0.45299999999999996,24,0.302,16,0.625,10,15,200,88.9,27.6,8,21,64,,6.9,5,0.264,14,0.429,6,48.4,31,0.528,24.0,19,39,0.462,18,0.28600000000000003,6,"February 2, 2019",53.3,16,7.7,3,88.9,72.4,21,0.508,66,0.455,30,0.348,23,0.7829999999999999,18,6,200,118.1,34.3,12,16,85,,11.1,8,0.318,21,0.33299999999999996,7,51.6,33,0.552,9.5,8,45,0.511,23,0.727,16,"McGuirk Arena, Mt. Pleasant, Michigan",WESTERN-MICHIGAN,Western Michigan,72.3,Home,CENTRAL-MICHIGAN,Central Michigan,Western Michigan,mac,20,False,False,False,Away,False,6,18,53,31,64,7,23,66,0,1,152,336,1142,0.4938704028021016,673,1299,0.5180908391070054,175,369,1243,0.5080450522928399,0.3
21,2019-02-05-19-western-michigan,69.2,18,3.6,1,97.3,75.0,21,0.508,63,0.413,26,0.429,27,0.778,21,6,200,114.9,35.9,14,17,85,,17.6,13,0.444,28,0.429,12,52.2,35,0.561,12.8,11,35,0.4,14,0.727,16,"February 5, 2019",45.8,11,2.9,1,114.9,64.1,25,0.5479999999999999,52,0.462,24,0.365,19,0.789,15,16,200,97.3,25.0,7,24,72,,9.5,7,0.462,24,0.375,9,47.8,32,0.59,25.8,21,28,0.536,15,0.273,6,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,73.9,Away,BOWLING-GREEN-STATE,Bowling Green State,Western Michigan,mac,21,False,True,True,Home,False,9,15,52,32,67,12,14,63,0,1,158,354,1195,0.49456066945606697,704,1363,0.516507703595011,182,392,1309,0.5080213903743316,0.2857142857142857
22,2019-02-09-14-ball-state,33.3,7,5.6,2,108.2,83.3,25,0.42,56,0.375,21,0.304,17,0.706,12,17,200,80.8,16.2,6,16,59,,9.6,7,0.429,24,0.20800000000000002,5,46.3,31,0.46,19.1,15,32,0.5,16,0.261,6,"February 9, 2019",56.7,17,3.1,1,80.8,83.8,31,0.5920000000000001,60,0.5,30,0.233,14,0.5710000000000001,8,11,200,108.2,16.7,5,19,79,,6.8,5,0.4,24,0.45799999999999996,11,53.7,36,0.593,14.3,11,36,0.528,19,0.542,13,"Worthen Arena, Muncie, Indiana",WESTERN-MICHIGAN,Western Michigan,72.9,Home,BALL-STATE,Ball State,Western Michigan,mac,22,False,False,False,Away,False,5,16,56,31,67,11,19,60,0,1,167,369,1247,0.4967923015236568,736,1430,0.5146853146853146,194,406,1372,0.5080174927113703,0.2727272727272727
23,2019-02-12-19-western-michigan,27.6,8,0.0,0,108.6,70.6,24,0.561,57,0.509,29,0.24600000000000002,14,0.7140000000000001,10,13,200,105.7,12.5,3,23,74,,11.4,8,0.368,21,0.28600000000000003,6,46.6,27,0.581,13.7,10,36,0.639,23,0.48,12,"February 12, 2019",44.0,11,5.6,2,105.7,87.5,21,0.6,50,0.5,25,0.62,31,0.516,16,17,200,108.6,29.4,10,16,76,,5.7,4,0.46,23,0.435,10,53.4,31,0.5870000000000001,19.1,15,27,0.556,15,0.292,7,"University Arena, Kalamazoo, Michigan",NORTHERN-ILLINOIS,Northern Illinois,70.2,Home,WESTERN-MICHIGAN,Western Michigan,Western Michigan,mac,23,True,False,True,Home,True,10,15,50,31,58,6,23,57,1,0,172,385,1303,0.49347659247889486,767,1497,0.5123580494321978,205,425,1432,0.5115223463687151,0.2608695652173913
24,2019-02-14-17-western-michigan,35.5,11,9.1,3,95.5,74.1,20,0.632,57,0.544,31,0.263,15,0.667,10,6,200,124.2,44.0,11,22,82,,12.1,8,0.40399999999999997,23,0.435,10,59.6,31,0.639,17.0,13,34,0.618,21,0.75,18,"February 14, 2019",25.0,5,5.9,2,124.2,56.0,14,0.478,45,0.444,20,0.667,30,0.667,20,18,200,95.5,25.9,7,15,63,,7.6,5,0.267,12,0.25,3,40.4,21,0.532,18.3,13,33,0.515,17,0.28,7,"University Arena, Kalamazoo, Michigan",WESTERN-MICHIGAN,Western Michigan,65.7,Away,KENT-STATE,Kent State,Western Michigan,mac,24,False,True,True,Home,False,3,17,45,21,52,10,21,57,0,1,182,400,1353,0.49741315594974134,798,1555,0.5131832797427652,211,448,1489,0.5134318334452653,0.2916666666666667
25,2019-02-16-14-western-michigan,44.0,11,2.8,1,105.0,96.9,31,0.47,67,0.373,25,0.299,20,0.8,16,12,223,98.8,23.8,10,23,79,,5.0,4,0.478,32,0.406,13,55.4,41,0.516,14.6,13,35,0.34299999999999997,12,0.52,13,"February 16, 2019",39.3,11,14.3,5,98.8,76.2,32,0.55,60,0.467,28,0.41700000000000004,25,0.72,18,18,223,105.0,3.1,1,21,84,,6.3,5,0.4,24,0.41700000000000004,10,44.6,33,0.584,12.3,10,36,0.5,18,0.308,8,"University Arena, Kalamazoo, Michigan",MIAMI-OH,Miami (OH),71.9,Home,WESTERN-MICHIGAN,Western Michigan,Western Michigan,mac,25,True,False,True,Home,True,10,18,60,33,74,13,12,67,1,0,185,417,1398,0.4967811158798283,819,1607,0.5096453018046049,221,469,1546,0.5177878395860285,0.28
26,2019-02-23-14-eastern-michigan,76.9,20,2.7,1,96.3,74.4,29,0.469,65,0.4,26,0.292,19,0.789,15,19,224,95.0,35.1,13,28,76,,11.3,9,0.385,25,0.36,9,55.3,42,0.513,21.4,20,40,0.425,17,0.29600000000000004,8,"February 23, 2019",46.4,13,15.0,6,95.0,64.9,24,0.555,55,0.509,28,0.691,38,0.42100000000000004,16,14,224,96.3,25.6,10,18,77,,12.5,10,0.327,18,0.278,5,44.7,34,0.527,18.2,16,37,0.622,23,0.48100000000000004,13,"Convocation Center, Ypsilanti, Michigan",WESTERN-MICHIGAN,Western Michigan,71.5,Home,EASTERN-MICHIGAN,Eastern Michigan,Western Michigan,mac,26,False,False,False,Away,False,9,17,65,42,76,5,23,55,0,1,195,435,1458,0.49897119341563784,852,1681,0.5068411659726353,234,481,1613,0.5158090514569126,0.3076923076923077
