,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CALIFORNIA-SANTA-BARBARA_homegame,CALIFORNIA-SANTA-BARBARA_homegame2,CALIFORNIA-SANTA-BARBARA_home,CALIFORNIA-SANTA-BARBARA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-20-nebraska-omaha,36.0,9,2.4,1,128.8,75.0,21,0.475,61,0.41,25,0.311,19,0.8420000000000001,16,3,200,112.1,36.7,11,16,74,,4.5,3,0.377,23,0.348,8,55.2,32,0.528,10.3,8,38,0.447,17,0.727,8,"December 19, 2018",54.5,18,15.8,6,112.1,63.3,19,0.633,60,0.55,33,0.183,11,0.818,9,7,200,128.8,25.0,7,14,85,,7.6,5,0.317,19,0.526,10,44.8,26,0.652,9.7,7,41,0.561,23,0.41700000000000004,5,"Baxter Arena, Omaha, Nebraska",CALIFORNIA-SANTA-BARBARA,UCSB,66.1,Home,NEBRASKA-OMAHA,Omaha,UC Santa Barbara,big-west,10,False,False,False,Away,False,8,17,61,32,58,10,23,60,0,1,61,199,548,0.5301094890510949,355,633,0.5608214849921012,61,149,554,0.434115523465704,0.8
11,2018-12-22-17-california-santa-barbara,63.6,14,2.2,1,129.2,62.5,15,0.578,45,0.489,22,0.37799999999999995,17,0.765,13,5,200,100.0,13.0,3,17,65,,3.1,2,0.42200000000000004,19,0.42100000000000004,8,38.3,18,0.612,22.2,15,26,0.5379999999999999,14,0.444,4,"December 22, 2018",70.6,24,3.8,1,100.0,87.0,20,0.638,58,0.586,34,0.276,16,0.625,10,3,200,129.2,37.5,9,12,84,,9.2,6,0.22399999999999998,13,0.462,6,61.7,29,0.64,12.2,9,45,0.622,28,0.75,9,"The Thunderdome, Santa Barbara, California",IDAHO-STATE,Idaho State,65.3,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,11,True,False,True,Home,True,6,28,58,29,47,8,14,45,1,0,69,216,609,0.5246305418719212,387,691,0.5600578871201157,71,172,614,0.4535830618892508,0.7272727272727273
12,2018-12-29-22-california-santa-barbara,27.3,6,15.8,6,119.7,70.6,24,0.402,61,0.361,22,0.541,33,0.667,22,2,200,116.4,36.4,16,22,71,,1.6,1,0.377,23,0.217,5,51.3,40,0.46299999999999997,1.3,1,38,0.447,17,0.857,12,"December 29, 2018",60.0,15,13.2,5,116.4,63.6,28,0.539,51,0.49,25,0.588,30,0.6,18,3,200,119.7,29.4,10,24,73,,1.6,1,0.255,13,0.385,5,48.7,38,0.5589999999999999,7.2,5,38,0.526,20,0.769,10,"The Thunderdome, Santa Barbara, California",SAN-FRANCISCO,San Francisco,61.0,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,12,True,False,True,Home,True,5,20,51,38,78,5,17,61,1,0,75,244,667,0.5344827586206896,416,738,0.5636856368563685,79,186,659,0.4620637329286798,0.75
13,2019-01-02-22-california-santa-barbara,55.0,11,4.1,2,143.4,22.2,8,0.348,66,0.303,20,0.045,3,0.33299999999999996,1,0,200,61.8,11.6,5,18,47,,0.0,0,0.409,27,0.222,6,16.5,13,0.349,17.2,14,39,0.359,14,0.0,0,"January 2, 2019",68.3,28,15.4,6,61.8,88.4,38,0.555,82,0.5,41,0.317,26,0.6920000000000001,18,3,200,143.4,77.8,28,11,109,,13.2,10,0.402,33,0.273,9,83.5,66,0.578,8.8,9,49,0.653,32,0.7859999999999999,11,"The Thunderdome, Santa Barbara, California","Bethesda University (CA)
			","Bethesda University (CA)
			",75.9,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,13,True,False,True,Home,True,9,32,82,66,79,6,14,66,1,0,80,264,718,0.5348189415041783,454,816,0.5563725490196079,84,203,720,0.45694444444444443,0.7692307692307693
14,2019-01-09-22-california-santa-barbara,47.8,11,15.4,6,100.0,62.5,20,0.434,61,0.377,23,0.115,7,0.429,3,10,200,86.2,20.6,7,19,56,,3.1,2,0.41,25,0.28,7,40.9,27,0.435,11.1,8,36,0.444,16,0.28600000000000003,4,"January 9, 2019",62.5,15,8.3,3,86.2,79.4,27,0.45799999999999996,60,0.4,24,0.267,16,0.625,10,3,200,100.0,37.5,12,17,65,,4.6,3,0.35,21,0.33299999999999996,7,59.1,39,0.48100000000000004,13.0,10,39,0.436,17,0.8,12,"The Thunderdome, Santa Barbara, California",CAL-POLY,Cal Poly,65.5,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,14,True,False,True,Home,True,7,17,60,39,66,7,16,61,1,0,89,296,800,0.536875,520,895,0.5810055865921788,90,217,786,0.44783715012722647,0.7857142857142857
15,2019-01-12-22-california-santa-barbara,57.7,15,7.1,3,118.0,74.2,23,0.526,58,0.44799999999999995,26,0.10300000000000001,6,0.5,3,12,200,104.9,41.9,13,16,64,,1.6,1,0.36200000000000004,21,0.429,9,58.1,36,0.526,17.7,13,37,0.45899999999999996,17,0.33299999999999996,6,"January 12, 2019",55.6,15,5.4,2,104.9,58.1,18,0.527,55,0.491,27,0.345,19,0.737,14,3,200,118.0,25.8,8,11,72,,4.9,3,0.23600000000000002,13,0.308,4,41.9,26,0.562,8.7,6,42,0.5479999999999999,23,0.812,13,"The Thunderdome, Santa Barbara, California",CALIFORNIA-RIVERSIDE,UC-Riverside,61.4,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,15,True,False,True,Home,True,4,23,55,26,62,9,17,58,1,0,96,313,860,0.5313953488372093,559,961,0.5816857440166493,97,233,847,0.44687131050767415,0.8
16,2019-01-17-22-california-davis,54.2,13,3.0,1,92.1,91.7,22,0.546,54,0.444,24,0.24100000000000002,13,0.769,10,3,200,109.5,37.9,11,14,69,,11.1,7,0.444,24,0.45799999999999996,11,62.3,33,0.573,19.0,14,30,0.433,13,0.8240000000000001,14,"January 17, 2019",34.8,8,6.7,2,109.5,62.1,18,0.521,48,0.479,23,0.25,12,0.667,8,13,200,92.1,8.3,2,16,58,,14.3,9,0.313,15,0.267,4,37.7,20,0.54,17.1,11,33,0.5760000000000001,19,0.235,4,"The Pavilion, Davis, California",CALIFORNIA-DAVIS,UC-Davis,62.9,Away,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,16,False,False,False,Away,True,11,13,54,33,53,4,19,48,1,0,100,336,915,0.5311475409836065,585,1023,0.5718475073313783,106,250,905,0.45193370165745855,0.8125
17,2019-01-24-22-cal-state-fullerton,45.0,9,2.2,1,119.1,88.0,22,0.4,60,0.33299999999999996,20,0.36700000000000005,22,0.545,12,4,200,88.2,22.5,9,14,60,,2.9,2,0.467,28,0.28600000000000003,8,47.7,31,0.426,9.1,7,32,0.375,12,0.778,14,"January 24, 2019",43.8,14,3.1,1,88.2,77.5,31,0.586,58,0.552,32,0.24100000000000002,14,0.929,13,12,200,119.1,12.0,3,18,81,,5.9,4,0.22399999999999998,13,0.308,4,52.3,34,0.626,7.2,5,45,0.622,28,0.368,7,"Titan Gym, Fullerton, California",CALIFORNIA-SANTA-BARBARA,UCSB,67.6,Home,CAL-STATE-FULLERTON,Cal State Fullerton,UC Santa Barbara,big-west,17,False,False,False,Away,False,8,12,60,31,65,4,28,58,0,1,111,349,969,0.5319917440660474,618,1076,0.5743494423791822,110,269,953,0.45540398740818466,0.8235294117647058
18,2019-01-26-22-long-beach-state,53.3,16,10.5,4,102.9,65.8,25,0.54,63,0.47600000000000003,30,0.349,22,0.636,14,4,200,118.8,40.5,15,24,82,,10.1,7,0.317,20,0.4,8,53.3,40,0.5579999999999999,9.9,8,43,0.512,22,0.789,15,"January 26, 2019",52.2,12,9.3,4,118.8,59.5,22,0.46399999999999997,56,0.41100000000000003,23,0.625,35,0.5429999999999999,19,13,200,102.9,34.2,13,20,71,,4.3,3,0.321,18,0.33299999999999996,6,46.7,35,0.489,13.3,11,38,0.447,17,0.381,8,"The Walter Pyramid, Long Beach, California",LONG-BEACH-STATE,Long Beach State,68.5,Away,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,18,False,False,False,Away,True,8,22,63,40,75,6,17,56,1,0,119,361,1029,0.5242954324586978,649,1141,0.5687992988606485,114,297,1011,0.4629080118694362,0.7777777777777778
19,2019-01-31-23-california-santa-barbara,42.9,12,17.0,8,89.9,72.7,32,0.49200000000000005,61,0.45899999999999996,28,0.131,8,0.75,6,5,225,95.7,28.1,9,16,66,,1.4,1,0.23,14,0.28600000000000003,4,53.9,41,0.509,14.6,11,47,0.511,24,0.7829999999999999,18,"January 31, 2019",60.9,14,4.3,2,95.7,71.9,23,0.377,69,0.33299999999999996,23,0.23199999999999998,16,0.625,10,5,225,89.9,27.3,12,14,62,,5.8,4,0.319,22,0.273,6,46.1,35,0.405,8.4,7,47,0.36200000000000004,17,0.75,15,"The Thunderdome, Santa Barbara, California",CALIFORNIA-SANTA-BARBARA,UCSB,61.5,Away,CALIFORNIA-IRVINE,UC-Irvine,UC Santa Barbara,big-west,19,False,True,True,Home,False,6,17,69,35,76,4,24,61,0,1,127,383,1092,0.5251831501831502,689,1216,0.5666118421052632,120,314,1067,0.4629803186504217,0.7894736842105263
20,2019-02-02-23-hawaii,50.0,13,3.2,1,81.8,79.3,23,0.537,54,0.48100000000000004,26,0.426,23,0.7390000000000001,17,5,200,113.6,33.3,9,18,75,,7.6,5,0.24100000000000002,13,0.462,6,57.1,32,0.578,14.6,11,41,0.488,20,0.762,16,"February 2, 2019",60.0,12,2.4,1,113.6,66.7,18,0.425,53,0.377,20,0.245,13,0.6920000000000001,9,8,200,81.8,20.7,6,19,54,,7.6,5,0.415,22,0.22699999999999998,5,42.9,24,0.456,15.8,11,31,0.484,15,0.619,13,"Stan Sheriff Center, Honolulu, Hawaii",HAWAII,Hawaii,65.6,Away,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,20,False,False,False,Away,True,6,20,54,32,56,5,15,53,1,0,133,400,1161,0.516365202411714,724,1292,0.5603715170278638,124,338,1128,0.4645390070921986,0.75
21,2019-02-06-22-california-santa-barbara,51.9,14,0.0,0,107.7,60.7,17,0.444,62,0.435,27,0.258,16,0.563,9,14,200,98.5,28.6,10,21,64,,9.2,6,0.33899999999999997,21,0.048,1,42.9,27,0.46,10.4,8,41,0.634,26,0.41700000000000004,10,"February 6, 2019",50.0,11,9.8,4,98.5,71.4,25,0.521,48,0.45799999999999996,22,0.542,26,0.769,20,5,200,107.7,39.3,11,15,70,,3.1,2,0.33299999999999996,16,0.375,6,57.1,36,0.58,19.1,14,32,0.5,16,0.773,17,"The Thunderdome, Santa Barbara, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,65.5,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,21,True,False,True,Home,True,6,16,48,36,63,1,26,62,1,0,139,420,1215,0.5172839506172839,756,1348,0.5608308605341247,129,353,1181,0.46274343776460625,0.7619047619047619
22,2019-02-09-23-california-santa-barbara,40.9,9,2.8,1,93.4,62.5,20,0.49,51,0.431,22,0.235,12,0.917,11,14,200,100.0,14.3,4,17,61,,9.8,6,0.353,18,0.33299999999999996,6,40.0,24,0.5379999999999999,16.3,11,33,0.485,16,0.364,8,"February 9, 2019",55.0,11,12.1,4,100.0,85.7,24,0.42200000000000004,51,0.392,20,0.353,18,0.778,14,6,200,93.4,37.5,12,19,57,,9.8,6,0.294,15,0.2,3,60.0,36,0.479,15.7,11,36,0.47200000000000003,17,0.7390000000000001,17,"The Thunderdome, Santa Barbara, California",CALIFORNIA-SANTA-BARBARA,UCSB,61.1,Away,CALIFORNIA-DAVIS,UC-Davis,UC Santa Barbara,big-west,22,False,True,True,Home,False,3,17,51,36,60,6,16,51,0,1,145,436,1263,0.5174188440221694,792,1411,0.5613040396881644,130,379,1243,0.46178600160901045,0.7727272727272727
23,2019-02-14-22-california-riverside,21.1,4,14.3,4,107.6,80.0,16,0.43799999999999994,48,0.396,19,0.41700000000000004,20,0.75,15,7,200,86.4,20.0,5,15,57,,6.1,4,0.45799999999999996,22,0.182,4,46.7,21,0.496,19.8,14,26,0.5770000000000001,15,0.708,17,"February 14, 2019",57.7,15,0.0,0,86.4,80.0,20,0.7,45,0.578,26,0.267,12,0.667,8,17,200,107.6,20.0,4,21,71,,6.1,4,0.37799999999999995,17,0.647,11,53.3,24,0.7,27.4,19,28,0.536,15,0.34600000000000003,9,"UC Riverside Student Recreation Center, Riverside, California",CALIFORNIA-SANTA-BARBARA,UCSB,66.1,Home,CALIFORNIA-RIVERSIDE,UC-Riverside,UC Santa Barbara,big-west,23,False,False,False,Away,False,4,15,48,21,45,11,15,45,0,1,148,453,1314,0.5136986301369864,828,1471,0.5628823929299797,136,395,1294,0.46290571870170016,0.7391304347826086
24,2019-02-16-23-california-irvine,41.7,10,4.7,2,115.3,59.3,16,0.466,59,0.40700000000000003,24,0.322,19,0.789,15,8,200,97.2,25.8,8,20,70,,8.3,6,0.373,22,0.318,7,41.4,24,0.515,16.2,13,37,0.45899999999999996,17,0.68,17,"February 16, 2019",34.5,10,16.2,6,97.2,74.2,23,0.525,60,0.483,29,0.4,24,0.833,20,5,200,115.3,40.7,11,19,83,,12.5,9,0.28300000000000003,17,0.294,5,58.6,34,0.581,12.4,10,43,0.5579999999999999,24,0.815,22,"Bren Events Center, Irvine, California",CALIFORNIA-SANTA-BARBARA,UCSB,71.7,Home,CALIFORNIA-IRVINE,UC-Irvine,UC Santa Barbara,big-west,24,False,False,False,Away,False,7,17,59,24,58,5,24,60,0,1,152,468,1362,0.5110132158590308,849,1516,0.5600263852242744,147,410,1339,0.470873786407767,0.7083333333333334
25,2019-02-21-23-california-santa-barbara,60.0,15,12.5,5,114.5,77.8,21,0.528,53,0.47200000000000003,25,0.18899999999999997,10,0.5,5,10,200,88.4,19.4,6,16,61,,2.9,2,0.396,21,0.28600000000000003,6,46.6,27,0.528,21.8,16,32,0.594,19,0.615,16,"February 21, 2019",57.1,16,3.1,1,88.4,80.6,25,0.536,56,0.5,28,0.429,24,0.792,19,8,200,114.5,22.2,6,13,79,,17.4,12,0.28600000000000003,16,0.25,4,53.4,31,0.586,10.7,8,40,0.6,24,0.6920000000000001,18,"The Thunderdome, Santa Barbara, California",HAWAII,Hawaii,68.6,Home,CALIFORNIA-SANTA-BARBARA,UCSB,UC Santa Barbara,big-west,25,True,False,True,Home,True,4,24,56,31,58,6,19,53,1,0,159,485,1421,0.5091484869809993,873,1574,0.5546378653113088,152,434,1399,0.4731951393852752,0.68
