,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SETON-HALL_homegame,SETON-HALL_homegame2,SETON-HALL_home,SETON-HALL_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-19-18-seton-hall,50.0,14,11.8,6,109.8,71.1,27,0.516,62,0.452,28,0.242,15,0.8,12,7,200,92.7,28.6,8,17,76,,6.1,5,0.32299999999999995,20,0.4,8,53.0,35,0.55,23.4,21,42,0.47600000000000003,20,0.364,4,"December 19, 2018",65.7,23,14.3,6,92.7,71.4,20,0.527,73,0.479,35,0.233,17,0.765,13,3,200,109.8,28.9,11,16,90,,19.5,16,0.301,22,0.318,7,47.0,31,0.555,12.0,11,51,0.5489999999999999,28,0.727,8,"Prudential Center, Newark, New Jersey",SACRED-HEART,Sacred Heart,81.6,Home,SETON-HALL,Seton Hall,Seton Hall,big-east,10,True,False,True,Home,True,7,28,73,31,66,8,20,62,1,0,66,188,565,0.5079646017699115,307,625,0.4912,76,161,574,0.47909407665505227,0.7
11,2018-12-22-17-maryland,38.5,10,12.1,4,107.2,77.4,24,0.526,57,0.456,26,0.368,21,0.857,18,3,200,113.0,23.3,7,20,78,,8.7,6,0.368,21,0.381,8,50.8,31,0.5820000000000001,10.8,8,36,0.5,18,0.75,9,"December 22, 2018",48.1,13,22.2,8,113.0,76.7,23,0.534,58,0.466,27,0.345,20,0.6,12,3,200,107.2,22.6,7,20,74,,4.3,3,0.431,25,0.32,8,49.2,30,0.5479999999999999,13.0,10,33,0.5760000000000001,19,0.75,9,"Xfinity Center, College Park, Maryland",MARYLAND,Maryland,69.2,Away,SETON-HALL,Seton Hall,Seton Hall,big-east,11,False,False,False,Away,True,8,18,57,31,61,8,19,58,1,0,73,216,638,0.5101880877742947,338,691,0.48914616497829233,84,181,636,0.4827044025157233,0.7272727272727273
12,2018-12-29-20-seton-hall,52.0,13,4.3,2,98.7,63.2,24,0.509,58,0.431,25,0.31,18,0.833,15,1,200,96.1,12.1,4,24,74,,15.6,12,0.431,25,0.36,9,39.4,28,0.556,16.5,13,33,0.485,16,0.9229999999999999,12,"December 29, 2018",63.0,17,12.1,4,96.1,87.9,29,0.45299999999999996,64,0.42200000000000004,27,0.391,25,0.72,18,3,200,98.7,36.8,14,14,76,,3.9,3,0.281,18,0.222,4,60.6,43,0.501,17.6,16,46,0.5,23,0.769,10,"Prudential Center, Newark, New Jersey",ST-JOHNS-NY,St. John's (NY),76.7,Home,SETON-HALL,Seton Hall,Seton Hall,big-east,12,True,False,True,Home,True,4,23,64,43,71,9,16,58,1,0,81,234,695,0.5115107913669065,369,752,0.49069148936170215,92,200,694,0.48703170028818443,0.75
13,2019-01-02-18-xavier,64.5,20,16.3,7,100.0,65.5,19,0.5660000000000001,61,0.508,31,0.27899999999999997,17,0.647,11,3,200,114.3,33.3,11,15,80,,11.4,8,0.32799999999999996,20,0.35,7,48.4,30,0.579,13.8,11,41,0.585,24,0.7859999999999999,11,"January 2, 2019",51.9,14,4.9,2,114.3,66.7,22,0.5,58,0.466,27,0.293,17,0.706,12,6,200,100.0,34.5,10,14,70,,7.1,5,0.259,15,0.267,4,51.6,32,0.53,17.6,14,43,0.535,23,0.6,9,"Cintas Center, Cincinnati, Ohio",XAVIER,Xavier,69.6,Away,SETON-HALL,Seton Hall,Seton Hall,big-east,13,False,False,False,Away,True,7,24,61,30,62,4,23,58,1,0,85,257,759,0.5065876152832675,412,823,0.5006075334143378,101,216,752,0.4886968085106383,0.7692307692307693
14,2019-01-06-13-depaul,53.6,15,4.9,2,104.2,83.3,20,0.5,63,0.444,28,0.20600000000000002,13,0.846,11,4,200,102.8,22.9,8,17,74,,11.1,8,0.429,27,0.259,7,47.5,28,0.535,12.7,10,36,0.583,21,0.733,11,"January 6, 2019",66.7,20,13.9,5,102.8,77.1,27,0.6,55,0.545,30,0.255,14,0.643,9,5,200,104.2,16.7,4,17,75,,9.7,7,0.255,14,0.429,6,52.5,31,0.608,19.7,15,41,0.585,24,0.643,9,"Wintrust Arena, Chicago, Illinois",SETON-HALL,Seton Hall,71.9,Home,DEPAUL,DePaul,Seton Hall,big-east,14,False,False,False,Away,False,7,21,63,28,59,6,24,55,0,1,92,281,820,0.5109756097560976,442,885,0.4994350282485876,105,239,810,0.48950617283950615,0.7857142857142857
15,2019-01-09-20-seton-hall,34.6,9,3.4,1,104.1,71.0,22,0.425,67,0.38799999999999996,26,0.32799999999999996,22,0.818,18,6,200,102.7,25.0,10,24,75,,8.2,6,0.299,20,0.25,5,45.1,32,0.484,9.4,8,47,0.447,21,0.625,10,"January 9, 2019",62.5,15,6.4,3,102.7,75.0,30,0.564,47,0.511,24,0.787,37,0.622,23,4,200,104.1,29.0,9,22,76,,5.5,4,0.38299999999999995,18,0.278,5,54.9,39,0.588,19.2,15,29,0.655,19,0.75,12,"Prudential Center, Newark, New Jersey",BUTLER,Butler,73.0,Home,SETON-HALL,Seton Hall,Seton Hall,big-east,15,True,False,True,Home,True,5,19,47,39,71,5,21,67,1,0,99,302,883,0.5101925254813137,470,944,0.4978813559322034,111,263,865,0.49653179190751445,0.7333333333333333
16,2019-01-12-14-marquette,48.1,13,12.9,4,92.1,71.0,22,0.469,64,0.42200000000000004,27,0.141,9,0.667,6,5,200,86.8,32.3,10,19,66,,11.8,9,0.297,19,0.316,6,51.6,32,0.483,20.0,17,45,0.467,21,0.706,12,"January 12, 2019",63.6,14,13.3,6,86.8,67.7,21,0.46299999999999997,54,0.40700000000000003,22,0.444,24,0.833,20,3,200,92.1,29.0,9,12,70,21.0,10.5,8,0.426,23,0.261,6,48.4,30,0.535,23.7,20,31,0.516,16,0.8240000000000001,14,"Fiserv Forum, Milwaukee, Wisconsin",SETON-HALL,Seton Hall,75.8,Home,MARQUETTE,Marquette,Seton Hall,big-east,16,False,False,False,Away,False,6,21,64,32,62,6,16,54,0,1,104,321,930,0.5129032258064516,509,1015,0.5014778325123153,116,284,932,0.49141630901287553,0.75
17,2019-01-15-18-providence,43.5,10,5.3,2,97.3,76.9,30,0.46399999999999997,55,0.418,23,0.218,12,1.0,12,6,200,85.1,23.3,7,22,63,,9.5,7,0.29100000000000004,16,0.313,5,53.6,37,0.519,25.8,21,39,0.462,18,0.667,12,"January 15, 2019",58.3,14,12.8,5,85.1,76.7,23,0.474,58,0.414,24,0.44799999999999995,26,0.654,17,6,200,97.3,23.1,9,12,72,,12.2,9,0.345,20,0.35,7,46.4,32,0.512,13.7,11,38,0.447,17,0.647,11,"Dunkin' Donuts Center, Providence, Rhode Island",SETON-HALL,Seton Hall,73.5,Home,PROVIDENCE,Providence,Seton Hall,big-east,17,False,False,False,Away,False,5,18,55,37,69,7,17,58,0,1,110,342,994,0.5100603621730382,541,1077,0.5023212627669452,122,300,986,0.4898580121703854,0.7058823529411765
18,2019-01-19-20-seton-hall,45.2,14,14.3,5,122.4,86.7,26,0.5760000000000001,59,0.525,31,0.542,32,0.9059999999999999,29,6,200,127.6,48.0,12,17,97,,6.6,5,0.18600000000000003,11,0.545,6,69.1,38,0.654,15.1,13,48,0.521,25,0.647,11,"January 19, 2019",53.1,17,12.5,6,127.6,52.0,13,0.653,59,0.542,32,0.40700000000000003,24,0.667,16,7,200,122.4,13.3,4,23,93,,7.9,6,0.40700000000000003,24,0.542,13,30.9,17,0.6609999999999999,13.7,11,35,0.5429999999999999,19,0.632,12,"Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,76.3,Away,DEPAUL,DePaul,Seton Hall,big-east,18,False,True,True,Home,False,13,19,59,17,55,6,25,59,0,1,115,360,1049,0.5076263107721639,578,1146,0.5043630017452007,129,317,1044,0.48898467432950193,0.6666666666666666
19,2019-01-27-14-villanova,55.6,10,18.8,3,115.9,70.0,21,0.413,52,0.34600000000000003,18,0.26899999999999996,14,0.643,9,8,200,75.4,21.2,7,16,52,,11.6,8,0.442,23,0.304,7,44.4,28,0.44299999999999995,22.6,17,29,0.379,11,0.6,12,"January 27, 2019",57.1,16,13.8,4,75.4,78.8,26,0.629,58,0.483,28,0.22399999999999998,13,0.5379999999999999,7,4,200,115.9,30.0,9,16,80,18.0,13.0,9,0.7240000000000001,42,0.405,17,55.6,35,0.623,18.0,14,16,0.688,11,0.8,16,"Wells Fargo Center, Philadelphia, Pennsylvania",SETON-HALL,Seton Hall,68.9,Home,VILLANOVA,Villanova,Seton Hall,big-east,19,False,False,False,Away,False,7,11,52,28,63,17,11,58,0,1,128,379,1108,0.5153429602888087,595,1201,0.4954204829308909,135,342,1103,0.49365367180417047,0.631578947368421
20,2019-01-30-19-seton-hall,57.1,12,2.6,1,92.9,73.3,22,0.445,55,0.382,21,0.309,17,0.8240000000000001,14,8,200,90.0,17.1,6,18,63,,14.3,10,0.4,22,0.318,7,43.1,28,0.499,17.2,13,33,0.424,14,0.619,13,"January 30, 2019",32.0,8,15.2,5,90.0,82.9,29,0.51,52,0.48100000000000004,25,0.28800000000000003,15,0.8,12,8,200,92.9,26.7,8,18,65,,10.0,7,0.26899999999999996,14,0.214,3,56.9,37,0.55,24.5,19,38,0.579,22,0.619,13,"Prudential Center, Newark, New Jersey",PROVIDENCE,Providence,70.1,Home,SETON-HALL,Seton Hall,Seton Hall,big-east,20,True,False,True,Home,True,3,22,52,37,65,7,14,55,1,0,135,390,1160,0.5107758620689655,623,1264,0.49287974683544306,152,353,1161,0.5004306632213609,0.6
21,2019-02-02-12-butler,50.0,14,3.6,1,107.7,84.6,22,0.552,58,0.483,28,0.121,7,0.5710000000000001,4,9,200,104.6,20.0,5,16,68,,7.7,5,0.36200000000000004,21,0.381,8,52.9,27,0.5539999999999999,14.1,10,37,0.541,20,0.591,13,"February 2, 2019",50.0,13,10.8,4,104.6,80.0,20,0.604,53,0.491,26,0.18899999999999997,10,0.6,6,10,200,107.7,15.4,4,12,70,,4.6,3,0.47200000000000003,25,0.48,12,47.1,24,0.606,13.6,9,28,0.5,14,0.565,13,"Hinkle Fieldhouse, Indianapolis, Indiana",SETON-HALL,Seton Hall,64.5,Home,BUTLER,Butler,Seton Hall,big-east,21,False,False,False,Away,False,8,20,58,27,51,12,14,53,0,1,138,412,1212,0.5107260726072608,660,1329,0.4966139954853273,159,367,1216,0.4979440789473684,0.6190476190476191
22,2019-02-09-20-seton-hall,70.0,14,5.7,2,87.5,72.5,29,0.364,66,0.303,20,0.19699999999999998,13,0.769,10,11,200,80.6,29.3,12,17,58,,11.1,8,0.424,28,0.28600000000000003,8,50.6,41,0.402,15.3,13,38,0.316,12,0.542,13,"February 9, 2019",55.0,11,10.5,4,80.6,70.7,29,0.392,60,0.33299999999999996,20,0.33299999999999996,20,0.8,16,9,200,87.5,27.5,11,17,63,,9.7,7,0.41700000000000004,25,0.28,7,49.4,40,0.45299999999999996,14.9,12,35,0.371,13,0.609,14,"Prudential Center, Newark, New Jersey",CREIGHTON,Creighton,71.8,Home,SETON-HALL,Seton Hall,Seton Hall,big-east,22,True,False,True,Home,True,7,13,60,40,81,8,12,66,1,0,146,432,1270,0.5125984251968504,687,1380,0.49782608695652175,171,381,1269,0.5023640661938534,0.5909090909090909
23,2019-02-13-20-seton-hall,58.6,17,19.4,7,128.6,51.7,15,0.508,64,0.45299999999999996,29,0.172,11,0.909,10,10,200,107.1,32.3,10,17,75,,10.0,7,0.375,24,0.292,7,41.7,25,0.542,14.8,12,40,0.55,22,0.6,15,"February 13, 2019",66.7,20,10.0,4,107.1,67.7,21,0.5820000000000001,61,0.49200000000000005,30,0.361,22,0.8640000000000001,19,9,200,128.6,48.3,14,17,90,,7.1,5,0.41,25,0.44,11,58.3,35,0.63,13.5,11,36,0.528,19,0.625,15,"Prudential Center, Newark, New Jersey",GEORGETOWN,Georgetown,69.8,Home,SETON-HALL,Seton Hall,Seton Hall,big-east,23,True,False,True,Home,True,11,19,61,35,60,7,22,64,1,0,153,445,1330,0.5071428571428571,727,1461,0.4976043805612594,179,393,1335,0.49550561797752807,0.6086956521739131
24,2019-02-17-15-creighton,50.0,15,9.7,3,104.2,75.8,25,0.59,61,0.49200000000000005,30,0.23,14,0.643,9,9,200,112.5,26.7,8,17,81,,13.9,10,0.44299999999999995,27,0.444,12,52.4,33,0.599,15.2,12,34,0.529,18,0.64,16,"February 17, 2019",48.0,12,17.6,6,112.5,73.3,22,0.508,59,0.424,25,0.33899999999999997,20,0.75,15,13,200,104.2,24.2,8,14,75,,9.7,7,0.475,28,0.35700000000000004,10,47.6,30,0.547,15.0,12,31,0.484,15,0.5,13,"CenturyLink Center, Omaha, Nebraska",CREIGHTON,Creighton,72.1,Away,SETON-HALL,Seton Hall,Seton Hall,big-east,24,False,False,False,Away,True,12,18,61,33,63,10,15,59,1,0,164,464,1391,0.5104241552839683,762,1521,0.5009861932938856,186,415,1399,0.4960686204431737,0.625
25,2019-02-20-19-seton-hall,66.7,18,12.8,5,98.6,69.2,27,0.535,57,0.474,27,0.281,16,0.563,9,13,200,100.0,31.3,10,19,70,,4.3,3,0.33299999999999996,19,0.368,7,52.1,37,0.542,20.0,16,38,0.526,20,0.519,14,"February 20, 2019",51.9,14,5.3,2,100.0,68.8,22,0.462,65,0.415,27,0.215,14,0.643,9,10,200,98.6,30.8,12,16,69,,12.9,9,0.4,26,0.231,6,47.9,34,0.48200000000000004,11.2,9,39,0.5379999999999999,21,0.615,16,"Prudential Center, Newark, New Jersey",SETON-HALL,Seton Hall,69.6,Away,XAVIER,Xavier,Seton Hall,big-east,25,False,True,True,Home,False,6,21,65,34,71,7,20,57,0,1,176,482,1452,0.5137741046831956,795,1584,0.5018939393939394,196,430,1458,0.49657064471879286,0.64
26,2019-02-23-20-st-johns-ny,34.8,8,13.9,5,102.6,76.7,23,0.447,57,0.40399999999999997,23,0.439,25,0.76,19,11,200,92.1,31.0,9,19,70,,7.9,6,0.35100000000000003,20,0.25,5,54.2,32,0.508,22.7,20,37,0.486,18,0.593,16,"February 23, 2019",42.9,12,32.4,12,92.1,69.0,20,0.5429999999999999,58,0.483,28,0.31,18,0.833,15,8,200,102.6,23.3,7,18,78,,15.8,12,0.379,22,0.318,7,45.8,27,0.586,15.4,12,36,0.583,21,0.7140000000000001,20,"Madison Square Garden (IV), New York, New York",SETON-HALL,Seton Hall,75.7,Home,ST-JOHNS-NY,St. John's (NY),Seton Hall,big-east,26,False,False,False,Away,False,5,18,57,32,59,7,21,58,0,1,182,503,1517,0.5115359261700725,829,1655,0.5009063444108761,203,450,1515,0.498019801980198,0.6153846153846154
27,2019-03-02-18-georgetown,37.9,11,12.5,7,87.5,66.0,31,0.39899999999999997,79,0.36700000000000005,29,0.177,14,0.5710000000000001,8,12,250,80.7,32.0,16,21,71,,10.2,9,0.36700000000000005,29,0.172,5,48.5,47,0.414,16.6,17,50,0.48,24,0.5710000000000001,16,"March 2, 2019",48.1,13,6.0,3,80.7,68.0,34,0.377,77,0.35100000000000003,27,0.364,28,0.679,19,11,250,87.5,34.0,16,14,77,,12.5,11,0.273,21,0.19,4,51.5,50,0.426,14.4,15,56,0.41100000000000003,23,0.621,18,"Capital One Arena, Washington, District of Columbia",SETON-HALL,Seton Hall,70.4,Home,GEORGETOWN,Georgetown,Seton Hall,big-east,27,False,False,False,Away,False,5,24,79,47,97,4,23,77,0,1,187,521,1574,0.5092121982210928,861,1714,0.5023337222870479,210,471,1573,0.4996821360457724,0.5925925925925926
