,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,TENNESSEE-STATE_homegame,TENNESSEE-STATE_homegame2,TENNESSEE-STATE_home,TENNESSEE-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-15-memphis,60.0,6,2.6,1,112.5,69.6,16,0.21,62,0.161,10,0.435,27,0.556,15,8,200,46.6,25.0,12,32,41,,13.6,12,0.565,35,0.171,6,39.4,28,0.27399999999999997,23.7,23,27,0.14800000000000002,4,0.273,3,"December 22, 2018",73.3,22,25.9,7,46.6,75.0,36,0.65,50,0.6,30,0.9,45,0.7559999999999999,34,5,200,112.5,30.4,7,24,99,,11.4,10,0.24,12,0.41700000000000004,5,60.6,43,0.6940000000000001,26.4,25,38,0.6579999999999999,25,0.583,7,"FedExForum, Memphis, Tennessee",TENNESSEE-STATE,Tennessee State,87.6,Home,MEMPHIS,Memphis,Tennessee State,ovc,10,False,False,False,Away,False,6,4,62,28,71,5,25,50,0,1,89,177,601,0.5166389351081531,332,648,0.5123456790123457,62,188,548,0.5127737226277372,0.3
11,2018-12-29-13-vanderbilt,41.7,10,9.7,3,123.4,77.4,24,0.46,63,0.381,24,0.413,26,0.6920000000000001,18,9,200,98.7,24.3,9,23,76,,5.2,4,0.365,23,0.435,10,48.5,33,0.504,12.9,11,40,0.35,14,0.25,3,"December 29, 2018",37.9,11,12.5,5,98.7,75.7,28,0.578,58,0.5,29,0.621,36,0.778,28,3,200,123.4,22.6,7,18,95,,6.5,5,0.466,27,0.33299999999999996,9,51.5,35,0.632,9.8,8,31,0.645,20,0.727,8,"Memorial Gymnasium, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,76.7,Home,VANDERBILT,Vanderbilt,Tennessee State,ovc,11,False,False,False,Away,False,10,14,63,33,68,9,20,58,0,1,95,181,663,0.4879336349924585,360,719,0.5006954102920723,67,213,598,0.524247491638796,0.2727272727272727
12,2019-01-03-20-tennessee-state,25.0,5,13.3,4,86.5,59.4,19,0.524,42,0.47600000000000003,20,0.857,36,0.611,22,9,200,89.2,3.6,1,21,66,,8.1,6,0.28600000000000003,12,0.33299999999999996,4,33.3,20,0.5579999999999999,19.5,14,30,0.5329999999999999,16,0.35700000000000004,5,"January 3, 2019",40.0,8,6.7,2,89.2,96.4,27,0.423,52,0.385,20,0.615,32,0.625,20,10,200,86.5,40.6,13,27,64,,6.8,5,0.423,22,0.182,4,66.7,40,0.47600000000000003,25.0,22,30,0.5329999999999999,16,0.231,3,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,74.2,Away,TENNESSEE-TECH,Tennessee Tech,Tennessee State,ovc,12,False,True,True,Home,False,4,16,52,40,60,4,16,42,0,1,105,195,726,0.4855371900826446,393,787,0.4993646759847522,76,233,656,0.5289634146341463,0.25
13,2019-01-05-18-tennessee-state,52.6,10,8.7,2,92.5,78.3,18,0.49,48,0.396,19,0.583,28,0.7859999999999999,22,5,200,103.0,31.3,10,17,69,,16.4,11,0.375,18,0.5,9,50.9,28,0.563,18.8,14,30,0.33299999999999996,10,0.667,10,"January 5, 2019",42.1,8,6.7,2,103.0,68.8,22,0.5,44,0.43200000000000005,19,0.455,20,0.9,18,11,200,92.5,21.7,5,22,62,,7.5,5,0.47700000000000004,21,0.28600000000000003,6,49.1,27,0.579,27.5,20,23,0.565,13,0.214,3,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,66.9,Away,JACKSONVILLE-STATE,Jacksonville State,Tennessee State,ovc,13,False,True,True,Home,False,6,13,44,27,55,9,10,48,0,1,109,211,778,0.4813624678663239,433,847,0.5112160566706021,80,249,698,0.5286532951289399,0.23076923076923078
14,2019-01-10-20-tennessee-state,39.3,11,11.4,5,110.8,75.9,22,0.5820000000000001,55,0.509,28,0.6,33,0.515,17,9,200,109.5,35.5,11,22,81,,8.1,6,0.4,22,0.364,8,55.0,33,0.573,17.7,15,33,0.606,20,0.43799999999999994,7,"January 10, 2019",35.5,11,9.1,3,109.5,64.5,20,0.54,62,0.5,31,0.27399999999999997,17,0.882,15,11,200,110.8,24.1,7,24,82,,10.8,8,0.29,18,0.278,5,45.0,27,0.585,12.6,10,44,0.591,26,0.267,4,"Gentry Center Complex, Nashville, Tennessee",EASTERN-KENTUCKY,Eastern Kentucky,73.9,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,14,True,False,True,Home,True,5,26,62,27,60,8,20,55,1,0,115,224,822,0.48236009732360097,460,902,0.5099778270509978,89,259,746,0.5261394101876675,0.21428571428571427
15,2019-01-12-20-tennessee-state,50.0,11,12.2,5,84.7,68.3,28,0.52,50,0.44,22,0.64,32,0.688,22,12,200,102.8,33.3,10,23,74,,11.1,8,0.32,16,0.5,8,53.5,38,0.5670000000000001,20.0,16,34,0.41200000000000003,14,0.294,5,"January 12, 2019",23.1,6,17.6,6,102.8,66.7,20,0.444,63,0.413,26,0.222,14,0.35700000000000004,5,12,200,84.7,31.7,13,28,61,,12.5,9,0.349,22,0.182,4,46.5,33,0.43799999999999994,18.8,16,41,0.537,22,0.25,4,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,71.9,Away,MOREHEAD-STATE,Morehead State,Tennessee State,ovc,15,False,True,True,Home,False,4,22,63,33,71,8,14,50,0,1,120,250,884,0.48642533936651583,487,962,0.5062370062370062,97,279,801,0.5299625468164794,0.26666666666666666
16,2019-01-17-19-tennessee-tech,64.3,18,3.3,1,88.6,70.4,19,0.56,58,0.483,28,0.397,23,0.609,14,12,200,112.9,33.3,10,20,79,,20.0,14,0.414,24,0.375,9,50.9,29,0.573,13.9,11,34,0.5589999999999999,19,0.294,5,"January 17, 2019",40.0,8,20.6,7,112.9,66.7,20,0.51,48,0.41700000000000004,20,0.41700000000000004,20,0.65,13,12,200,88.6,29.6,8,18,62,,11.4,8,0.375,18,0.5,9,49.1,28,0.539,26.0,20,30,0.36700000000000005,11,0.33299999999999996,6,"Eblen Center, Cookeville, Tennessee",TENNESSEE-TECH,Tennessee Tech,69.7,Away,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,16,False,False,False,Away,True,9,19,58,29,57,9,11,48,1,0,124,272,947,0.4836325237592397,520,1033,0.5033881897386253,105,293,851,0.5293772032902467,0.25
17,2019-01-19-18-belmont,44.4,12,9.7,3,126.0,84.6,22,0.47700000000000004,66,0.409,27,0.19699999999999998,13,0.846,11,13,200,101.4,32.4,12,23,74,,8.2,6,0.348,23,0.391,9,54.0,34,0.513,16.3,14,43,0.419,18,0.278,5,"January 19, 2019",60.6,20,14.0,6,101.4,67.6,25,0.76,52,0.635,33,0.462,24,0.542,13,4,200,126.0,15.4,4,17,92,,6.8,5,0.40399999999999997,21,0.619,13,46.0,29,0.726,17.2,13,31,0.645,20,0.765,13,"Curb Event Center, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,73.3,Home,BELMONT,Belmont,Tennessee State,ovc,17,False,False,False,Away,False,9,18,66,34,63,13,20,52,0,1,133,291,1005,0.4880597014925373,549,1090,0.5036697247706422,114,304,899,0.5283648498331479,0.29411764705882354
18,2019-01-24-21-austin-peay,48.0,12,2.6,1,117.1,74.1,20,0.63,50,0.5,25,0.5,25,0.44,11,14,200,97.4,10.7,3,24,74,,7.9,6,0.52,26,0.5,13,41.8,23,0.598,23.8,19,24,0.5,12,0.263,5,"January 24, 2019",50.0,15,16.7,4,97.4,89.3,25,0.618,55,0.545,30,0.545,30,0.7,21,6,200,117.1,25.9,7,19,89,,10.5,8,0.309,17,0.47100000000000003,8,58.2,32,0.643,15.0,12,38,0.579,22,0.7,14,"Winfield Dunn Center, Clarksville, Tennessee",TENNESSEE-STATE,Tennessee State,76.1,Home,AUSTIN-PEAY,Austin Peay,Tennessee State,ovc,18,False,False,False,Away,False,13,12,50,23,55,8,22,55,0,1,142,309,1071,0.48739495798319327,583,1153,0.5056374674761491,127,324,951,0.5410094637223974,0.2777777777777778
19,2019-01-26-20-murray-state,38.1,8,5.3,2,144.9,53.6,15,0.418,55,0.382,21,0.4,22,0.727,16,15,200,89.9,37.8,14,29,62,,2.9,2,0.327,18,0.222,4,44.6,29,0.474,20.8,17,37,0.45899999999999996,17,0.25,5,"January 26, 2019",50.0,16,5.4,2,89.9,62.2,23,0.6,60,0.5329999999999999,32,0.6,36,0.778,28,3,200,144.9,46.4,13,21,100,,13.0,9,0.36700000000000005,22,0.364,8,55.4,36,0.649,6.2,5,38,0.632,24,0.8420000000000001,16,"CFSB Center, Murray, Kentucky",TENNESSEE-STATE,Tennessee State,68.8,Home,MURRAY-STATE,Murray State,Tennessee State,ovc,19,False,False,False,Away,False,4,17,55,29,65,8,24,60,0,1,155,321,1121,0.4937555753791258,606,1208,0.5016556291390728,135,346,1006,0.5452286282306164,0.2631578947368421
20,2019-01-31-20-tennessee-state,43.5,10,0.0,0,100.0,59.3,16,0.48200000000000004,57,0.40399999999999997,23,0.316,18,0.667,12,14,200,98.5,34.4,11,15,67,,5.9,4,0.386,22,0.409,9,45.8,27,0.511,18.8,15,35,0.4,14,0.3,6,"January 31, 2019",56.5,13,5.7,2,98.5,65.6,21,0.561,49,0.469,23,0.327,16,0.813,13,15,200,100.0,40.7,11,19,68,,11.8,8,0.469,23,0.391,9,54.2,32,0.601,26.3,20,26,0.5379999999999999,14,0.28600000000000003,6,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-MARTIN,UT-Martin,67.6,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,20,True,False,True,Home,True,9,14,49,32,59,9,14,57,1,0,159,338,1176,0.49022108843537415,635,1273,0.4988216810683425,143,370,1066,0.548311444652908,0.25
21,2019-02-02-20-tennessee-state,35.3,6,0.0,0,121.5,64.3,18,0.39,50,0.34,17,0.38,19,0.579,11,16,200,76.9,29.7,11,19,50,,10.8,7,0.36,18,0.278,5,44.6,29,0.424,21.5,16,32,0.375,12,0.304,7,"February 2, 2019",37.9,11,3.1,1,76.9,70.3,26,0.618,55,0.527,29,0.255,14,0.7859999999999999,11,15,200,121.5,35.7,10,18,79,,13.8,9,0.418,23,0.435,10,55.4,36,0.6409999999999999,18.6,14,32,0.594,19,0.318,7,"Gentry Center Complex, Nashville, Tennessee",SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,64.8,Home,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,21,True,False,True,Home,True,10,19,55,36,65,5,12,50,1,0,168,352,1225,0.4930612244897959,667,1332,0.5007507507507507,152,384,1123,0.5449688334817453,0.2857142857142857
22,2019-02-07-19-morehead-state,33.3,10,12.8,6,106.7,63.2,24,0.54,62,0.484,30,0.32299999999999995,20,0.7,14,15,250,108.0,35.3,12,22,81,,6.7,5,0.387,24,0.292,7,50.0,36,0.5660000000000001,17.5,15,38,0.605,23,0.348,8,"February 7, 2019",37.0,10,10.5,4,108.0,64.7,22,0.455,67,0.40299999999999997,27,0.38799999999999996,26,0.731,19,15,250,106.7,36.8,14,18,80,,9.3,7,0.299,20,0.35,7,50.0,36,0.504,11.3,10,47,0.426,20,0.375,9,"Ellis T. Johnson Arena, Morehead, Kentucky",MOREHEAD-STATE,Morehead State,59.9,Away,TENNESSEE-STATE,Tennessee State,Tennessee State,ovc,22,False,False,False,Away,True,7,23,62,36,72,7,20,67,1,0,178,371,1280,0.4984375,703,1397,0.5032211882605584,157,396,1173,0.5383631713554987,0.3181818181818182
23,2019-02-09-19-eastern-kentucky,45.8,11,9.8,4,97.4,71.4,25,0.43200000000000005,66,0.364,24,0.16699999999999998,11,0.727,8,16,200,84.4,22.0,9,28,65,,7.8,6,0.409,27,0.33299999999999996,9,44.7,34,0.456,18.4,16,39,0.385,15,0.33299999999999996,8,"February 9, 2019",38.1,8,15.4,6,84.4,78.0,32,0.409,55,0.382,21,0.618,34,0.882,30,14,200,97.4,28.6,10,15,75,,10.4,8,0.255,14,0.214,3,55.3,42,0.527,16.7,14,41,0.439,18,0.44,11,"McBrayer Arena, Richmond, Kentucky",TENNESSEE-STATE,Tennessee State,76.7,Home,EASTERN-KENTUCKY,Eastern Kentucky,Tennessee State,ovc,23,False,False,False,Away,False,9,15,66,34,76,3,18,55,0,1,185,394,1342,0.5003725782414307,739,1469,0.5030633083730429,164,416,1240,0.5338709677419354,0.34782608695652173
24,2019-02-14-20-tennessee-state,46.2,12,6.5,2,94.3,72.2,26,0.518,55,0.473,26,0.491,27,0.741,20,4,200,110.0,37.5,12,20,77,,12.9,9,0.436,24,0.20800000000000002,5,55.9,38,0.568,18.3,15,31,0.677,21,0.833,20,"February 14, 2019",23.8,5,6.5,2,110.0,62.5,20,0.446,56,0.375,21,0.375,21,0.762,16,17,200,94.3,27.8,10,23,66,,12.9,9,0.446,25,0.32,8,44.1,30,0.5,16.6,13,31,0.419,13,0.32,8,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,69.9,Away,BELMONT,Belmont,Tennessee State,ovc,24,False,True,True,Home,False,8,13,56,30,68,5,21,55,0,1,194,409,1408,0.4971590909090909,773,1545,0.5003236245954693,167,434,1295,0.5285714285714286,0.3333333333333333
25,2019-02-16-20-jacksonville-state,16.0,4,0.0,0,127.3,50.0,13,0.529,51,0.49,25,0.294,15,0.733,11,18,200,98.5,30.8,8,22,65,,10.6,7,0.294,15,0.267,4,40.4,21,0.5589999999999999,20.7,15,36,0.583,21,0.308,8,"February 16, 2019",48.3,14,11.1,4,98.5,69.2,18,0.591,55,0.527,29,0.4,22,0.8640000000000001,19,8,200,127.3,50.0,13,13,84,,7.6,5,0.309,17,0.41200000000000003,7,59.6,31,0.642,17.8,14,38,0.579,22,0.7040000000000001,19,"Pete Mathews Coliseum, Jacksonville, Alabama",TENNESSEE-STATE,Tennessee State,65.8,Home,JACKSONVILLE-STATE,Jacksonville State,Tennessee State,ovc,25,False,False,False,Away,False,4,21,51,21,52,7,22,55,0,1,202,422,1464,0.4952185792349727,803,1613,0.49783013019218847,172,455,1350,0.5281481481481481,0.32
26,2019-02-21-20-tennessee-state,48.0,12,0.0,0,112.0,73.1,19,0.5,57,0.439,25,0.544,31,0.903,28,18,200,113.3,18.8,6,23,85,,10.7,8,0.263,15,0.467,7,43.1,25,0.593,14.5,12,42,0.429,18,0.33299999999999996,9,"February 21, 2019",44.4,12,7.1,3,113.3,81.3,26,0.5770000000000001,52,0.519,27,0.5770000000000001,30,0.8,24,19,200,112.0,26.9,7,24,84,,5.3,4,0.385,20,0.3,6,56.9,33,0.634,17.7,14,32,0.6559999999999999,21,0.29600000000000004,8,"Gentry Center Complex, Nashville, Tennessee",TENNESSEE-STATE,Tennessee State,75.5,Away,SOUTHERN-ILLINOIS-EDWARDSVILLE,SIU-Edwardsville,Tennessee State,ovc,26,False,True,True,Home,False,6,21,52,33,58,7,18,57,0,1,206,443,1515,0.49636963696369635,824,1665,0.4948948948948949,179,477,1405,0.5306049822064057,0.3076923076923077
