,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,JACKSONVILLE_homegame,JACKSONVILLE_homegame2,JACKSONVILLE_home,JACKSONVILLE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-08-18-jacksonville,42.9,9,7.1,3,125.0,55.2,16,0.32799999999999996,67,0.313,21,0.34299999999999997,23,0.565,13,0,200,71.3,25.5,12,16,57,,16.3,13,0.284,19,0.105,2,36.8,28,0.366,15.4,14,48,0.396,19,0.0,0,"December 8, 2018",52.5,21,12.5,6,71.3,74.5,35,0.657,70,0.5710000000000001,40,0.157,11,0.727,8,5,200,125.0,44.8,13,21,100,,10.0,8,0.4,28,0.429,12,63.2,48,0.665,19.4,18,42,0.667,28,0.545,6,"Swisher Gymnasium, Jacksonville, Florida","Middle Georgia State
			","Middle Georgia State
			",80.1,Home,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,10,True,False,True,Home,True,12,28,70,48,76,2,19,67,1,0,61,211,600,0.5041666666666667,318,673,0.4725111441307578,68,210,642,0.48598130841121495,0.5
11,2018-12-15-18-bethune-cookman,60.0,18,14.8,8,95.9,73.2,30,0.516,62,0.484,30,0.371,23,0.652,15,5,200,106.8,36.8,14,18,79,,4.1,3,0.27399999999999997,17,0.235,4,55.7,44,0.542,15.3,13,45,0.578,26,0.583,7,"December 15, 2018",48.0,12,8.9,4,106.8,63.2,24,0.39,68,0.368,25,0.33799999999999997,23,0.7829999999999999,18,8,200,95.9,26.8,11,22,71,,10.8,8,0.20600000000000002,14,0.214,3,44.3,35,0.45,10.3,9,54,0.40700000000000003,22,0.33299999999999996,4,"Moore Gymnasium, Daytona Beach, Florida",BETHUNE-COOKMAN,Bethune-Cookman,74.4,Away,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,11,False,False,False,Away,True,4,26,62,44,79,3,22,68,1,0,73,239,670,0.5201492537313432,366,749,0.4886515353805073,70,229,709,0.4710860366713681,0.5454545454545454
12,2018-12-20-19-notre-dame,50.0,14,6.7,2,137.0,82.6,19,0.42,75,0.373,28,0.16,12,0.917,11,6,200,101.4,27.3,12,10,74,,9.6,7,0.28,21,0.33299999999999996,7,46.3,31,0.45799999999999996,7.0,6,54,0.389,21,0.5379999999999999,7,"December 20, 2018",64.9,24,14.8,8,101.4,72.7,32,0.742,62,0.597,37,0.177,11,0.727,8,3,200,137.0,17.4,4,8,100,,4.1,3,0.516,32,0.563,18,53.7,36,0.7440000000000001,11.9,9,30,0.633,19,0.75,9,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",JACKSONVILLE,Jacksonville,73.5,Home,NOTRE-DAME,Notre Dame,Jacksonville,atlantic-sun,12,False,False,False,Away,False,7,21,75,31,67,18,19,62,0,1,77,265,732,0.519808743169399,410,828,0.49516908212560384,73,251,777,0.46396396396396394,0.5833333333333334
13,2018-12-22-18-indiana,45.8,11,2.9,1,125.3,87.0,20,0.418,61,0.39299999999999996,24,0.426,26,0.5,13,7,200,85.3,28.2,11,20,64,,5.3,4,0.213,13,0.231,3,50.0,31,0.436,14.2,12,48,0.43799999999999994,21,0.5,7,"December 22, 2018",60.0,21,14.6,7,85.3,71.8,28,0.722,54,0.648,35,0.48100000000000004,26,0.615,16,2,200,125.3,13.0,3,19,94,22.0,8.0,6,0.37,20,0.4,8,50.0,31,0.708,15.5,12,34,0.794,27,0.846,11,"Assembly Hall, Bloomington, Indiana",JACKSONVILLE,Jacksonville,74.9,Home,INDIANA,Indiana,Jacksonville,atlantic-sun,13,False,False,False,Away,False,3,21,61,31,62,8,27,54,0,1,84,286,807,0.5105328376703842,441,895,0.49273743016759775,91,270,839,0.48450536352800955,0.5384615384615384
14,2018-12-30-14-jacksonville,36.0,9,6.7,2,103.1,71.4,20,0.467,60,0.41700000000000004,25,0.36700000000000005,22,0.727,16,7,200,110.8,34.3,12,19,72,,12.3,8,0.317,19,0.316,6,50.8,32,0.511,7.9,6,41,0.46299999999999997,19,0.5,7,"December 30, 2018",72.0,18,12.2,5,110.8,65.7,23,0.547,53,0.47200000000000003,25,0.245,13,0.6920000000000001,9,8,200,103.1,28.6,8,18,67,,1.5,1,0.434,23,0.348,8,49.2,31,0.5660000000000001,20.3,15,30,0.5670000000000001,17,0.467,7,"Swisher Gymnasium, Jacksonville, Florida",JACKSONVILLE,Jacksonville,65.3,Away,PRESBYTERIAN,Presbyterian,Jacksonville,atlantic-sun,14,False,True,True,Home,False,8,17,53,31,63,6,19,60,0,1,87,307,868,0.5040322580645161,472,957,0.49320794148380354,99,297,893,0.4988801791713326,0.5
15,2019-01-05-18-jacksonville,56.7,17,5.1,2,92.5,87.5,28,0.557,61,0.49200000000000005,30,0.295,18,0.5,9,4,200,96.3,21.9,7,14,77,,10.0,8,0.32799999999999996,20,0.4,8,54.7,35,0.5539999999999999,18.8,16,41,0.537,22,0.7140000000000001,10,"January 5, 2019",53.8,14,17.1,7,96.3,78.1,25,0.517,59,0.441,26,0.28800000000000003,17,0.765,13,9,200,92.5,12.5,4,17,74,,15.0,12,0.33899999999999997,20,0.45,9,45.3,29,0.552,21.3,18,39,0.436,17,0.43799999999999994,7,"Swisher Gymnasium, Jacksonville, Florida",JACKSONVILLE,Jacksonville,79.8,Away,LIPSCOMB,Lipscomb,Jacksonville,atlantic-sun,15,False,True,True,Home,False,9,17,59,29,64,8,22,61,0,1,95,324,921,0.506514657980456,503,1020,0.4931372549019608,105,316,953,0.4968520461699895,0.4666666666666667
16,2019-01-09-19-kennesaw-state,68.6,24,6.1,3,90.9,80.5,33,0.65,60,0.583,35,0.33299999999999996,20,0.6,12,9,200,116.9,29.0,9,15,90,,7.8,6,0.3,18,0.444,8,58.3,42,0.647,18.9,16,42,0.643,27,0.47100000000000003,8,"January 9, 2019",44.0,11,2.4,1,116.9,71.0,22,0.43200000000000005,66,0.379,25,0.273,18,0.722,13,14,200,90.9,19.5,8,16,70,,10.4,8,0.258,17,0.41200000000000003,7,41.7,30,0.469,13.0,11,49,0.36700000000000005,18,0.17600000000000002,3,"KSU Convocation Center , Kennesaw, Georgia",KENNESAW-STATE,Kennesaw State,77.0,Away,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,16,False,False,False,Away,True,8,27,60,42,72,7,18,66,1,0,104,341,980,0.5071428571428571,532,1084,0.4907749077490775,113,338,1014,0.5004930966469427,0.4375
17,2019-01-12-14-liberty,55.0,11,4.8,2,111.3,67.7,21,0.469,49,0.408,20,0.245,12,0.583,7,10,200,85.5,17.9,5,11,53,,8.1,5,0.36700000000000005,18,0.33299999999999996,6,44.1,26,0.484,20.5,14,31,0.452,14,0.444,8,"January 12, 2019",35.7,10,16.1,5,85.5,82.1,23,0.535,57,0.491,28,0.193,11,0.727,8,4,200,111.3,32.3,10,10,69,,11.3,7,0.263,15,0.33299999999999996,5,55.9,33,0.5539999999999999,11.5,8,42,0.5479999999999999,23,0.778,14,"Vines Center, Lynchburg, Virginia",JACKSONVILLE,Jacksonville,62.0,Home,LIBERTY,Liberty,Jacksonville,atlantic-sun,17,False,False,False,Away,False,6,14,49,26,59,5,23,57,0,1,112,368,1040,0.5153846153846153,574,1156,0.49653979238754326,120,356,1080,0.4962962962962963,0.47058823529411764
18,2019-01-16-19-jacksonville,26.5,9,4.1,2,118.9,70.4,19,0.635,63,0.54,34,0.254,16,0.688,11,13,200,123.0,16.7,5,14,91,,9.5,7,0.397,25,0.48,12,42.1,24,0.644,11.4,9,38,0.579,22,0.316,6,"January 16, 2019",47.1,16,15.8,6,123.0,83.3,25,0.5870000000000001,63,0.54,34,0.27,17,0.8240000000000001,14,11,200,118.9,29.6,8,12,88,,5.4,4,0.222,14,0.429,6,57.9,33,0.619,13.5,11,49,0.5710000000000001,28,0.42100000000000004,8,"Swisher Gymnasium, Jacksonville, Florida",JACKSONVILLE,Jacksonville,74.3,Away,NORTH-ALABAMA,North Alabama,Jacksonville,atlantic-sun,18,False,True,True,Home,False,6,28,63,33,57,12,22,63,0,1,118,382,1089,0.5133149678604224,600,1215,0.49382716049382713,125,379,1137,0.4982409850483729,0.4444444444444444
19,2019-01-19-16-njit,29.6,8,14.6,6,91.7,83.8,31,0.461,64,0.42200000000000004,27,0.406,26,0.5770000000000001,15,12,200,88.1,26.2,11,22,74,,14.3,12,0.281,18,0.278,5,53.2,42,0.485,20.1,19,46,0.478,22,0.4,8,"January 19, 2019",56.0,14,8.7,4,88.1,73.8,31,0.475,61,0.41,25,0.39299999999999996,24,0.792,19,5,200,91.7,16.2,6,21,77,,9.5,8,0.32799999999999996,20,0.4,8,46.8,37,0.532,19.2,17,41,0.415,17,0.737,14,"NJIT Wellness and Events Center, Newark, New Jersey",JACKSONVILLE,Jacksonville,83.9,Home,NJIT,NJIT,Jacksonville,atlantic-sun,19,False,False,False,Away,False,5,22,64,42,79,8,17,61,0,1,124,410,1152,0.5173611111111112,633,1272,0.49764150943396224,137,401,1200,0.5054166666666666,0.42105263157894735
20,2019-01-24-19-north-florida,43.3,13,16.7,6,103.8,87.1,27,0.56,58,0.517,30,0.44799999999999995,26,0.8079999999999999,21,12,200,110.3,23.3,7,12,86,,7.7,6,0.207,12,0.41700000000000004,5,55.7,34,0.611,15.8,13,46,0.5429999999999999,25,0.429,9,"January 24, 2019",48.6,17,6.5,3,110.3,76.7,23,0.598,66,0.53,35,0.121,8,0.25,2,13,200,103.8,12.9,4,21,81,,10.3,8,0.455,30,0.3,9,44.3,27,0.58,15.8,13,36,0.722,26,0.409,9,"UNF Arena , Jacksonville, Florida",NORTH-FLORIDA,North Florida,77.6,Away,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,20,False,False,False,Away,True,5,25,58,34,61,9,26,66,1,0,129,432,1216,0.514391447368421,675,1351,0.4996299037749815,145,418,1261,0.5039651070578905,0.4
21,2019-01-27-14-jacksonville,56.0,14,10.8,4,93.7,69.0,20,0.602,49,0.51,25,0.245,12,0.833,10,4,200,109.5,13.0,3,10,69,,14.3,9,0.469,23,0.391,9,44.2,23,0.631,16.9,11,26,0.615,16,0.818,18,"January 27, 2019",19.2,5,19.2,5,109.5,87.0,20,0.519,54,0.48100000000000004,26,0.09300000000000001,5,0.6,3,13,200,93.7,31.0,9,13,59,,9.5,6,0.315,17,0.235,4,55.8,29,0.523,21.1,15,37,0.595,22,0.409,9,"Swisher Gymnasium, Jacksonville, Florida",JACKSONVILLE,Jacksonville,62.5,Away,LIBERTY,Liberty,Jacksonville,atlantic-sun,21,False,True,True,Home,False,4,22,54,29,52,9,16,49,0,1,134,457,1274,0.5164835164835165,709,1412,0.5021246458923513,154,444,1327,0.5086661642803316,0.42857142857142855
22,2019-01-30-19-jacksonville,35.0,7,9.1,3,100.0,57.6,19,0.4,60,0.33299999999999996,20,0.28300000000000003,17,0.529,9,19,200,79.2,14.6,6,18,57,,13.9,10,0.36700000000000005,22,0.364,8,33.8,25,0.419,11.8,9,38,0.316,12,0.174,4,"January 30, 2019",66.7,16,18.4,7,79.2,85.4,35,0.491,56,0.429,24,0.375,21,0.81,17,13,200,100.0,42.4,14,12,72,,2.8,2,0.41100000000000003,23,0.304,7,66.2,49,0.546,23.5,20,33,0.515,17,0.435,10,"Swisher Gymnasium, Jacksonville, Florida",STETSON,Stetson,71.5,Home,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,22,True,False,True,Home,True,7,17,56,49,74,8,12,60,1,0,138,479,1328,0.516566265060241,738,1464,0.5040983606557377,163,460,1376,0.5119912790697675,0.4090909090909091
23,2019-02-02-19-florida-gulf-coast,47.8,11,7.4,2,97.3,82.4,14,0.43,64,0.359,23,0.203,13,0.385,5,14,200,80.0,29.7,11,18,60,,10.7,8,0.484,31,0.29,9,46.3,25,0.428,18.7,16,33,0.424,14,0.41700000000000004,10,"February 2, 2019",53.8,14,12.1,4,80.0,70.3,26,0.628,47,0.5529999999999999,26,0.489,23,0.609,14,15,200,97.3,17.6,3,15,73,,9.3,7,0.426,20,0.35,7,53.7,29,0.63,25.0,19,27,0.7040000000000001,19,0.375,9,"Alico Arena, Fort Myers, Florida",JACKSONVILLE,Jacksonville,74.6,Home,FLORIDA-GULF-COAST,Florida Gulf Coast,Jacksonville,atlantic-sun,23,False,False,False,Away,False,9,14,64,25,54,7,19,47,0,1,145,496,1384,0.5155346820809249,787,1538,0.511703511053316,171,472,1436,0.5073119777158774,0.43478260869565216
24,2019-02-06-19-jacksonville,30.0,9,16.7,9,110.8,55.8,24,0.54,62,0.484,30,0.09699999999999999,6,1.0,6,20,200,98.6,25.9,7,20,73,,8.1,6,0.258,16,0.43799999999999994,7,44.3,31,0.563,20.8,17,46,0.5,23,0.16699999999999998,4,"February 6, 2019",67.9,19,13.0,6,98.6,74.1,20,0.43700000000000006,71,0.39399999999999996,28,0.366,26,0.769,20,14,200,110.8,44.2,19,10,82,,12.2,9,0.239,17,0.353,6,55.7,39,0.49200000000000005,8.8,8,54,0.40700000000000003,22,0.44,11,"Swisher Gymnasium, Jacksonville, Florida",KENNESAW-STATE,Kennesaw State,73.6,Home,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,24,True,False,True,Home,True,6,22,71,39,70,7,23,62,1,0,154,510,1448,0.5117403314917127,812,1592,0.5100502512562815,178,491,1483,0.5111260957518543,0.4166666666666667
25,2019-02-09-17-lipscomb,40.0,12,11.1,3,108.9,73.3,22,0.531,64,0.469,30,0.281,18,0.5,9,15,200,97.5,19.4,7,26,77,,12.7,10,0.344,22,0.364,8,43.9,29,0.531,17.3,15,42,0.524,22,0.423,11,"February 9, 2019",76.9,20,7.1,3,97.5,80.6,29,0.573,55,0.473,26,0.564,31,0.742,23,4,200,108.9,26.7,8,18,86,,8.9,7,0.509,28,0.39299999999999996,11,56.1,37,0.617,17.9,15,27,0.556,15,0.833,20,"Allen Arena, Nashville, Tennessee",JACKSONVILLE,Jacksonville,78.6,Home,LIPSCOMB,Lipscomb,Jacksonville,atlantic-sun,25,False,False,False,Away,False,8,22,64,29,66,11,15,55,0,1,160,532,1519,0.5082290980908493,851,1662,0.5120336943441637,185,514,1545,0.5122977346278317,0.44
26,2019-02-13-19-stetson,57.9,22,16.7,7,90.9,81.6,31,0.634,71,0.535,38,0.042,3,1.0,3,15,200,120.8,25.8,8,13,93,,9.1,7,0.408,29,0.483,14,56.5,39,0.642,15.2,13,42,0.5710000000000001,24,0.444,12,"February 13, 2019",41.7,10,4.8,2,120.8,74.2,23,0.423,65,0.369,24,0.27699999999999997,18,0.833,15,21,200,90.9,18.4,7,9,70,,6.5,5,0.354,23,0.304,7,43.5,30,0.47600000000000003,12.1,10,42,0.405,17,0.192,5,"Edmunds Center, DeLand, Florida",STETSON,Stetson,77.0,Away,JACKSONVILLE,Jacksonville,Jacksonville,atlantic-sun,26,False,False,False,Away,True,14,24,71,39,69,7,17,65,1,0,168,554,1583,0.509159823120657,880,1728,0.5092592592592593,196,529,1600,0.514375,0.4230769230769231
