,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,LAMAR_homegame,LAMAR_homegame2,LAMAR_home,LAMAR_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
21,2019-02-02-16-mcneese-state,66.7,20,2.9,1,105.6,72.0,18,0.54,62,0.484,30,0.32299999999999995,20,0.85,17,11,200,118.3,44.8,13,23,84,,9.9,7,0.387,24,0.292,7,57.4,31,0.5870000000000001,15.5,13,38,0.605,23,0.5,11,"February 2, 2019",66.7,18,5.3,2,118.3,55.2,16,0.5920000000000001,49,0.551,27,0.5710000000000001,28,0.607,17,14,200,105.6,28.0,7,15,75,,9.9,7,0.28600000000000003,14,0.28600000000000003,4,42.6,23,0.602,20.7,16,35,0.657,23,0.33299999999999996,7,"H&HP Complex, Lake Charles, Louisiana",MCNEESE-STATE,McNeese State,71.4,Away,LAMAR,Lamar,Lamar,southland,21,False,False,False,Away,True,7,23,62,31,54,4,23,49,1,0,129,441,1260,0.5035714285714286,742,1350,0.5496296296296296,162,372,1228,0.500814332247557,0.47619047619047616
22,2019-02-06-20-lamar,56.0,14,6.8,3,87.7,58.5,24,0.466,59,0.424,25,0.441,26,0.769,20,4,200,102.7,25.0,9,25,75,,9.6,7,0.254,15,0.33299999999999996,5,42.9,33,0.526,12.4,10,44,0.455,20,0.826,19,"February 6, 2019",45.0,9,9.1,4,102.7,75.0,27,0.35200000000000004,61,0.32799999999999996,20,0.475,29,0.7240000000000001,21,12,200,87.7,41.5,17,22,64,,2.7,2,0.27899999999999997,17,0.17600000000000002,3,57.1,44,0.428,16.9,15,44,0.386,17,0.478,11,"Montagne Center, Beaumont, Texas",LAMAR,Lamar,72.6,Away,ABILENE-CHRISTIAN,Abilene Christian,Lamar,southland,22,False,True,True,Home,False,3,17,61,44,77,5,20,59,0,1,136,464,1322,0.5052950075642966,773,1404,0.5505698005698005,166,395,1277,0.5043069694596711,0.5
23,2019-02-09-17-stephen-f-austin,38.7,12,5.3,1,106.3,90.9,20,0.61,59,0.525,31,0.237,14,0.7140000000000001,10,12,200,130.2,56.0,14,25,82,,7.9,5,0.39,23,0.435,10,72.3,34,0.625,15.6,12,36,0.583,21,0.5,12,"February 9, 2019",62.5,10,13.9,5,130.2,44.0,11,0.513,38,0.42100000000000004,16,0.9209999999999999,35,0.8,28,10,200,106.3,9.1,2,17,67,,7.9,5,0.5,19,0.368,7,27.7,13,0.613,15.8,10,19,0.474,9,0.545,12,"William Johnson Coliseum, Nacogdoches, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,63.1,Away,LAMAR,Lamar,Lamar,southland,23,False,False,False,Away,True,10,21,59,34,47,7,9,38,1,0,139,481,1383,0.4985538684020246,817,1481,0.5516542876434841,171,415,1336,0.5026197604790419,0.4782608695652174
24,2019-02-13-20-lamar,59.3,16,9.5,4,97.4,70.4,19,0.575,53,0.509,27,0.20800000000000002,11,0.818,9,16,200,90.9,24.0,6,23,70,,7.8,6,0.321,17,0.41200000000000003,7,48.1,25,0.601,30.2,25,36,0.556,20,0.36,9,"February 13, 2019",54.2,13,2.8,1,90.9,76.0,19,0.5,54,0.444,24,0.5,27,0.778,21,12,200,97.4,29.6,8,17,75,,18.2,14,0.222,12,0.5,6,51.9,27,0.561,21.5,18,42,0.429,18,0.52,13,"Montagne Center, Beaumont, Texas",NORTHWESTERN-STATE,Northwestern State,77.0,Home,LAMAR,Lamar,Lamar,southland,24,True,False,True,Home,True,6,18,54,27,52,7,20,53,1,0,149,502,1442,0.503120665742025,851,1528,0.5569371727748691,178,424,1374,0.5029112081513828,0.5
25,2019-02-16-17-lamar,55.6,15,16.7,5,102.7,73.3,22,0.526,58,0.466,27,0.276,16,0.688,11,9,200,98.6,31.3,10,26,72,,9.6,7,0.431,25,0.28,7,51.6,32,0.5489999999999999,20.7,17,33,0.606,20,0.654,17,"February 16, 2019",70.0,14,6.1,2,98.6,68.8,22,0.469,48,0.41700000000000004,20,0.792,38,0.789,30,12,200,102.7,26.7,8,18,75,,15.1,11,0.375,18,0.278,5,48.4,30,0.568,19.8,16,30,0.5,15,0.5379999999999999,14,"Montagne Center, Beaumont, Texas",SAM-HOUSTON-STATE,Sam Houston State,73.3,Home,LAMAR,Lamar,Lamar,southland,25,True,False,True,Home,True,5,15,48,30,62,7,20,58,1,0,155,520,1496,0.5030080213903744,878,1580,0.5556962025316455,185,444,1427,0.5056061667834618,0.52
26,2019-02-20-20-incarnate-word,40.0,12,10.3,3,87.9,82.6,19,0.532,63,0.47600000000000003,30,0.20600000000000002,13,0.6920000000000001,9,12,200,115.2,40.0,12,17,76,,15.2,10,0.317,20,0.35,7,58.5,31,0.5489999999999999,11.6,9,43,0.535,23,0.556,15,"February 20, 2019",33.3,7,2.3,1,115.2,60.0,18,0.5,45,0.467,21,0.33299999999999996,15,0.867,13,20,200,87.9,17.4,4,15,58,,9.1,6,0.35600000000000004,16,0.188,3,41.5,22,0.556,24.8,17,29,0.621,18,0.231,6,"McDermott Center, San Antonio, Texas",INCARNATE-WORD,Incarnate Word,65.7,Away,LAMAR,Lamar,Lamar,southland,26,False,False,False,Away,True,7,23,63,31,53,3,18,45,1,0,160,535,1544,0.5019430051813472,908,1642,0.5529841656516443,192,464,1485,0.5063973063973064,0.5384615384615384
27,2019-02-23-16-texas-am-corpus-christi,33.3,7,10.7,3,87.9,72.0,18,0.48100000000000004,52,0.40399999999999997,21,0.385,20,0.65,13,12,200,95.5,29.6,8,18,63,,13.6,9,0.385,20,0.4,8,50.0,26,0.512,17.6,13,32,0.406,13,0.5710000000000001,16,"February 23, 2019",63.2,12,12.5,4,95.5,70.4,19,0.5,44,0.43200000000000005,19,0.43200000000000005,19,0.737,14,16,200,87.9,28.0,7,18,58,,10.6,7,0.364,16,0.375,6,50.0,26,0.547,26.6,19,28,0.46399999999999997,13,0.40700000000000003,11,"American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,65.8,Away,LAMAR,Lamar,Lamar,southland,27,False,False,False,Away,True,8,13,52,26,52,6,13,44,1,0,167,558,1607,0.5031113876789048,939,1695,0.5539823008849557,195,482,1530,0.5062091503267974,0.5555555555555556
28,2019-02-27-20-lamar,66.7,16,11.4,5,142.9,53.6,15,0.46,62,0.387,24,0.419,26,0.6920000000000001,18,16,200,97.4,22.5,9,15,75,,10.4,8,0.419,26,0.34600000000000003,9,35.3,24,0.504,15.0,13,36,0.41700000000000004,15,0.385,10,"February 27, 2019",58.5,24,13.9,5,97.4,77.5,31,0.6970000000000001,71,0.5770000000000001,41,0.16899999999999998,12,0.917,11,12,200,142.9,46.4,13,24,110,,16.9,13,0.38,27,0.63,17,64.7,44,0.7170000000000001,13.6,12,44,0.545,24,0.586,17,"Montagne Center, Beaumont, Texas",HOUSTON-BAPTIST,Houston Baptist,77.0,Home,LAMAR,Lamar,Lamar,southland,28,True,False,True,Home,True,17,24,71,44,68,9,15,62,1,0,175,571,1659,0.502411091018686,965,1747,0.5523755008586148,201,495,1574,0.5060355781448539,0.5714285714285714
29,2019-03-02-17-lamar,52.0,13,3.8,1,117.4,71.4,25,0.545,55,0.455,25,0.473,26,0.731,19,14,200,114.5,12.9,4,19,79,,7.2,5,0.418,23,0.435,10,43.9,29,0.586,8.3,6,32,0.469,15,0.5,14,"March 2, 2019",82.1,23,6.3,2,114.5,87.1,27,0.583,60,0.467,28,0.33299999999999996,20,0.55,11,12,200,117.4,28.6,10,20,81,,4.3,3,0.5670000000000001,34,0.41200000000000003,14,56.1,37,0.583,11.6,9,26,0.5379999999999999,14,0.6,18,"Montagne Center, Beaumont, Texas",STEPHEN-F-AUSTIN,Stephen F. Austin,68.9,Home,LAMAR,Lamar,Lamar,southland,29,True,False,True,Home,True,14,14,60,37,66,10,15,55,1,0,192,595,1730,0.5104046242774567,1009,1815,0.5559228650137741,210,510,1636,0.5042787286063569,0.5862068965517241
30,2019-03-09-17-lamar,54.5,12,9.3,4,122.1,67.7,21,0.429,56,0.39299999999999996,22,0.268,15,0.667,10,22,200,85.3,22.9,8,13,58,,5.9,4,0.39299999999999996,22,0.182,4,43.9,29,0.45899999999999996,13.8,10,34,0.529,18,0.29,9,"March 9, 2019",56.3,18,8.8,3,85.3,77.1,27,0.544,68,0.47100000000000003,32,0.162,11,0.818,9,12,200,122.1,32.3,10,14,83,,10.3,7,0.368,25,0.4,10,56.1,37,0.5670000000000001,8.8,7,43,0.512,22,0.613,19,"Montagne Center, Beaumont, Texas",MCNEESE-STATE,McNeese State,67.7,Home,LAMAR,Lamar,Lamar,southland,30,True,False,True,Home,True,10,22,68,37,66,4,18,56,1,0,206,609,1790,0.5128491620111731,1046,1881,0.5560871876661351,220,525,1691,0.5056179775280899,0.6
31,2019-03-13-18-lamar,68.0,17,2.1,1,108.0,60.0,18,0.5,57,0.439,25,0.614,35,0.629,22,18,200,105.3,14.3,5,20,79,,6.7,5,0.281,16,0.43799999999999994,7,35.4,23,0.537,8.8,7,41,0.439,18,0.4,12,"March 13, 2019",43.3,13,2.4,1,105.3,85.7,30,0.516,62,0.484,30,0.355,22,0.773,17,12,200,108.0,40.0,12,26,81,,4.0,3,0.242,15,0.267,4,64.6,42,0.5589999999999999,15.4,13,47,0.5529999999999999,26,0.625,20,"Leonard E. Merrell Center, Katy, Texas",HOUSTON-BAPTIST,Houston Baptist,74.5,Home,LAMAR,Lamar,Lamar,southland,31,True,False,True,Home,True,4,26,62,42,65,7,18,57,1,0,216,631,1858,0.5139935414424112,1083,1947,0.5562403697996918,224,543,1747,0.5031482541499713,0.6129032258064516
32,2019-03-14-18-new-orleans,44.0,11,4.5,2,111.8,67.6,23,0.518,56,0.446,25,0.429,24,0.583,14,13,200,105.9,38.7,12,15,72,,10.3,7,0.35700000000000004,20,0.4,8,53.8,35,0.534,16.3,13,36,0.47200000000000003,17,0.606,20,"March 14, 2019",44.4,12,8.3,3,105.9,61.3,19,0.525,59,0.45799999999999996,27,0.373,22,0.636,14,12,200,111.8,32.4,11,17,76,,5.9,4,0.254,15,0.5329999999999999,8,46.2,30,0.547,12.7,10,44,0.43200000000000005,19,0.6,18,"Leonard E. Merrell Center, Katy, Texas",LAMAR,Lamar,68.4,Home,NEW-ORLEANS,New Orleans,Lamar,southland,32,False,False,False,Away,False,8,17,56,35,65,8,19,59,0,1,220,657,1920,0.5140625,1125,2012,0.5591451292246521,231,561,1804,0.5030487804878049,0.625
