,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,CHATTANOOGA_homegame,CHATTANOOGA_homegame2,CHATTANOOGA_home,CHATTANOOGA_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-12-19-georgia-state,54.8,17,3.4,1,123.4,80.8,21,0.564,70,0.44299999999999995,31,0.2,14,0.643,9,6,200,114.3,29.7,11,24,88,,2.6,2,0.629,44,0.386,17,50.8,32,0.574,15.5,14,26,0.5379999999999999,14,0.455,5,"December 12, 2018",56.7,17,19.2,5,114.3,70.3,26,0.6729999999999999,52,0.5770000000000001,30,0.6729999999999999,35,0.7140000000000001,25,3,200,123.4,19.2,5,21,95,,7.8,6,0.442,23,0.435,10,49.2,31,0.6920000000000001,12.9,10,29,0.69,20,0.7,7,"GSU Sports Arena, Atlanta, Georgia",CHATTANOOGA,Chattanooga,76.6,Home,GEORGIA-STATE,Georgia State,Chattanooga,southern,10,False,False,False,Away,False,17,14,70,32,63,10,20,52,0,1,82,172,605,0.48760330578512395,343,683,0.5021961932650073,65,184,583,0.48284734133790735,0.5
11,2018-12-16-18-mississippi,70.4,19,8.3,3,118.4,78.9,15,0.56,58,0.466,27,0.172,10,0.5,5,7,200,92.1,21.4,6,22,70,,1.3,1,0.36200000000000004,21,0.524,11,44.7,21,0.5579999999999999,26.1,22,37,0.43200000000000005,16,0.41700000000000004,5,"December 16, 2018",62.5,20,16.2,6,92.1,78.6,22,0.7020000000000001,52,0.615,32,0.48100000000000004,25,0.68,17,2,200,118.4,21.1,4,16,90,,14.5,11,0.308,16,0.563,9,55.3,26,0.705,18.2,14,36,0.639,23,0.8,8,"The Pavilion at Ole Miss, Oxford, Mississippi",CHATTANOOGA,Chattanooga,76.3,Home,MISSISSIPPI,Ole Miss,Chattanooga,southern,11,False,False,False,Away,False,11,16,58,21,47,9,23,52,0,1,99,186,675,0.4955555555555556,375,746,0.5026809651474531,75,204,635,0.4984251968503937,0.45454545454545453
12,2018-12-18-20-tennessee-martin,45.2,14,5.4,2,105.6,71.0,22,0.565,62,0.5,31,0.048,3,0.667,2,8,200,101.4,14.8,4,19,72,,5.6,4,0.40299999999999997,25,0.32,8,44.8,26,0.568,17.0,13,37,0.622,23,0.385,5,"December 18, 2018",75.0,18,8.1,3,101.4,85.2,23,0.491,57,0.42100000000000004,24,0.474,27,0.7040000000000001,19,4,200,105.6,29.0,9,10,75,,12.7,9,0.35100000000000003,20,0.4,8,55.2,32,0.537,11.6,9,37,0.43200000000000005,16,0.556,5,"Skyhawk Arena, Martin, Tennessee",CHATTANOOGA,Chattanooga,71.1,Home,TENNESSEE-MARTIN,UT-Martin,Chattanooga,southern,12,False,False,False,Away,False,8,23,62,26,58,8,16,57,0,1,110,202,733,0.5006821282401092,396,793,0.49936948297604034,84,227,687,0.5138282387190685,0.4166666666666667
13,2018-12-21-12-chattanooga,10.5,2,5.1,2,111.3,86.7,26,0.325,63,0.302,19,0.127,8,0.5,4,0,200,63.4,26.8,11,14,45,,7.0,5,0.28600000000000003,18,0.16699999999999998,3,52.1,37,0.337,19.4,16,45,0.35600000000000004,16,0.0,0,"December 21, 2018",37.5,12,4.4,2,63.4,73.2,30,0.605,62,0.516,32,0.129,8,0.5,4,8,200,111.3,13.3,4,12,79,,11.3,8,0.371,23,0.478,11,47.9,34,0.6,12.1,9,39,0.5379999999999999,21,0.429,6,"The McKenzie Arena, Chattanooga, Tennessee","Bryan
			","Bryan
			",71.3,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,13,True,False,True,Home,True,11,21,62,34,71,3,16,63,1,0,118,225,795,0.5056603773584906,422,851,0.49588719153936545,92,243,744,0.5120967741935484,0.38461538461538464
14,2018-12-29-17-north-carolina-greensboro,37.0,10,0.0,0,118.1,63.3,19,0.569,51,0.529,27,0.431,22,0.636,14,9,200,100.0,15.4,4,20,72,,4.2,3,0.196,10,0.4,4,41.1,23,0.586,19.8,15,41,0.561,23,0.4,6,"December 29, 2018",48.3,14,2.4,1,100.0,84.6,22,0.516,63,0.46,29,0.349,22,0.909,20,2,200,118.1,36.7,11,25,85,,13.9,10,0.349,22,0.318,7,58.9,33,0.579,12.1,10,41,0.537,22,0.867,13,"Greensboro Coliseum, Greensboro, North Carolina",CHATTANOOGA,Chattanooga,72.5,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Chattanooga,southern,14,False,False,False,Away,False,4,23,51,23,56,7,22,63,0,1,129,246,857,0.5128354725787632,456,922,0.4945770065075922,95,259,807,0.49752168525402723,0.42857142857142855
15,2019-01-03-19-western-carolina,45.8,11,13.2,5,96.9,62.5,20,0.628,47,0.511,24,0.447,21,0.667,14,9,200,114.1,13.0,3,20,73,,4.7,3,0.46799999999999997,22,0.5,11,41.8,23,0.6409999999999999,13.8,9,25,0.52,13,0.43799999999999994,7,"January 3, 2019",55.0,11,4.0,1,114.1,87.0,20,0.431,51,0.392,20,0.529,27,0.667,18,13,200,96.9,37.5,12,22,62,,6.3,4,0.255,13,0.308,4,58.2,32,0.486,18.2,14,38,0.42100000000000004,16,0.188,3,"Ramsey Center, Cullowhee, North Carolina",WESTERN-CAROLINA,Western Carolina,64.4,Away,CHATTANOOGA,Chattanooga,Chattanooga,southern,15,False,False,False,Away,True,11,13,47,23,55,4,16,51,1,0,133,269,908,0.5159691629955947,479,978,0.4897750511247444,102,281,870,0.49885057471264366,0.4
16,2019-01-05-16-east-tennessee-state,44.0,11,7.3,3,131.5,68.0,17,0.483,59,0.424,25,0.322,19,0.684,13,10,200,95.9,19.4,7,17,70,,11.0,8,0.39,23,0.304,7,39.3,24,0.515,16.2,13,36,0.5,18,0.41200000000000003,7,"January 5, 2019",61.1,22,13.9,5,95.9,80.6,29,0.6859999999999999,59,0.61,36,0.33899999999999997,20,0.75,15,4,200,131.5,32.0,8,20,96,,11.0,8,0.305,18,0.5,9,60.7,37,0.701,15.0,12,41,0.659,27,0.765,13,"Freedom Hall Civic Center, Johnson City, Tennessee",CHATTANOOGA,Chattanooga,73.3,Home,EAST-TENNESSEE-STATE,ETSU,Chattanooga,southern,16,False,False,False,Away,False,7,18,59,24,61,9,27,59,0,1,144,282,955,0.5214659685863874,502,1033,0.48596321393998065,106,297,921,0.495114006514658,0.4375
17,2019-01-12-16-chattanooga,34.5,10,5.7,2,111.1,75.0,24,0.46299999999999997,68,0.426,29,0.20600000000000002,14,0.857,12,7,200,104.2,24.3,9,15,75,,9.7,7,0.221,15,0.33299999999999996,5,47.8,33,0.502,8.6,7,53,0.45299999999999996,24,0.611,11,"January 12, 2019",51.6,16,5.7,3,104.2,75.7,28,0.627,59,0.525,31,0.22,13,0.462,6,10,200,111.1,25.0,8,14,80,,2.8,2,0.40700000000000003,24,0.5,12,52.2,36,0.614,17.8,14,35,0.5429999999999999,19,0.444,8,"The McKenzie Arena, Chattanooga, Tennessee",SAMFORD,Samford,71.9,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,17,True,False,True,Home,True,12,19,59,36,69,5,24,68,1,0,151,300,1014,0.5192307692307693,526,1094,0.48080438756855576,115,324,980,0.5066326530612245,0.4117647058823529
18,2019-01-17-20-chattanooga,48.1,13,3.8,1,114.1,82.8,24,0.534,59,0.45799999999999996,27,0.203,12,0.583,7,12,200,109.4,19.4,6,12,70,,6.3,4,0.305,18,0.5,9,50.0,30,0.541,8.5,6,41,0.439,18,0.33299999999999996,6,"January 17, 2019",61.5,16,9.8,4,109.4,80.6,25,0.58,56,0.46399999999999997,26,0.214,12,0.667,8,10,200,114.1,17.2,5,12,73,,3.1,2,0.536,30,0.433,13,50.0,30,0.5920000000000001,8.9,6,26,0.5,13,0.474,9,"The McKenzie Arena, Chattanooga, Tennessee",MERCER,Mercer,63.7,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,18,True,False,True,Home,True,13,13,56,30,60,9,18,59,1,0,163,319,1073,0.5251630941286114,562,1163,0.4832330180567498,120,348,1048,0.5038167938931297,0.4444444444444444
19,2019-01-19-16-chattanooga,41.4,12,3.4,1,101.4,79.3,23,0.478,69,0.42,29,0.174,12,0.41700000000000004,5,9,200,98.6,26.2,11,16,71,,9.7,7,0.536,37,0.21600000000000003,8,47.9,34,0.475,9.7,8,32,0.6559999999999999,21,0.5,9,"January 19, 2019",69.2,18,12.5,4,98.6,73.8,31,0.546,54,0.48100000000000004,26,0.389,21,0.667,14,10,200,101.4,20.7,6,14,73,,4.2,3,0.46299999999999997,25,0.28,7,52.1,37,0.5710000000000001,18.1,14,29,0.655,19,0.5,10,"The McKenzie Arena, Chattanooga, Tennessee",CITADEL,Citadel,71.8,Home,CHATTANOOGA,Chattanooga,Chattanooga,southern,19,True,False,True,Home,True,7,19,54,37,71,8,21,69,1,0,176,332,1129,0.5279007971656333,592,1223,0.48405560098119377,129,366,1107,0.505420054200542,0.47368421052631576
20,2019-01-24-19-furman,45.5,10,10.3,3,119.7,73.9,17,0.445,55,0.4,22,0.182,10,0.9,9,11,200,95.1,36.4,12,11,58,,6.6,4,0.382,21,0.23800000000000002,5,51.8,29,0.485,19.1,14,34,0.5,17,0.47600000000000003,10,"January 24, 2019",58.6,17,8.8,3,95.1,63.6,21,0.639,54,0.537,29,0.09300000000000001,5,0.8,4,4,200,119.7,26.1,6,11,73,,19.7,12,0.46299999999999997,25,0.44,11,48.2,27,0.647,15.1,10,29,0.621,18,0.8,16,"Timmons Arena, Greenville, South Carolina",CHATTANOOGA,Chattanooga,61.1,Home,FURMAN,Furman,Chattanooga,southern,20,False,False,False,Away,False,5,17,55,29,56,11,18,54,0,1,183,351,1183,0.5287404902789519,629,1294,0.4860896445131376,137,387,1176,0.5038265306122449,0.5
21,2019-01-26-19-wofford,40.0,10,2.1,1,117.6,62.9,22,0.525,59,0.424,25,0.153,9,0.778,7,12,200,101.5,14.7,5,14,69,,7.4,5,0.49200000000000005,29,0.414,12,39.1,27,0.545,14.9,11,30,0.433,13,0.455,10,"January 26, 2019",48.4,15,13.3,4,101.5,85.3,29,0.522,68,0.456,31,0.162,11,0.818,9,4,200,117.6,37.1,13,14,80,,4.4,3,0.309,21,0.429,9,60.9,42,0.546,8.8,7,47,0.46799999999999997,22,0.81,17,"Richardson Indoor Stadium, Spartanburg, South Carolina",CHATTANOOGA,Chattanooga,68.3,Home,WOFFORD,Wofford,Chattanooga,southern,21,False,False,False,Away,False,12,13,59,27,69,9,22,68,0,1,188,368,1238,0.5250403877221325,658,1350,0.4874074074074074,148,405,1230,0.5097560975609756,0.47619047619047616
22,2019-01-31-20-chattanooga,48.5,16,2.6,1,128.0,72.7,24,0.69,58,0.569,33,0.552,32,0.7809999999999999,25,17,200,140.0,33.3,8,23,105,,5.3,4,0.431,25,0.56,14,56.1,32,0.7170000000000001,12.2,10,33,0.5760000000000001,19,0.261,6,"January 31, 2019",51.5,17,3.0,1,140.0,66.7,16,0.5670000000000001,67,0.493,33,0.38799999999999996,26,0.769,20,13,200,128.0,27.3,9,26,96,,5.3,4,0.418,28,0.35700000000000004,10,43.9,25,0.605,6.0,5,39,0.59,23,0.435,10,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,75.3,Away,WESTERN-CAROLINA,Western Carolina,Chattanooga,southern,22,False,True,True,Home,False,10,23,67,25,57,14,19,58,0,1,200,381,1297,0.5250578257517348,685,1419,0.48273431994362226,157,427,1298,0.5104006163328197,0.45454545454545453
23,2019-02-02-16-chattanooga,62.1,18,10.3,3,97.0,84.6,22,0.58,56,0.518,29,0.23199999999999998,13,0.9229999999999999,12,5,200,116.7,29.2,7,13,77,,12.1,8,0.321,18,0.389,7,58.0,29,0.619,13.9,10,38,0.579,22,0.792,19,"February 2, 2019",47.8,11,0.0,0,116.7,70.8,17,0.528,54,0.426,23,0.16699999999999998,9,0.778,7,14,200,97.0,15.4,4,15,64,,6.1,4,0.46299999999999997,25,0.44,11,42.0,21,0.5489999999999999,18.3,13,29,0.414,12,0.41700000000000004,10,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,66.2,Away,EAST-TENNESSEE-STATE,ETSU,Chattanooga,southern,23,False,True,True,Home,False,11,12,54,21,50,7,22,56,0,1,210,404,1364,0.5271260997067448,710,1476,0.481029810298103,171,446,1356,0.5180678466076696,0.43478260869565216
24,2019-02-07-19-virginia-military-institute,53.8,14,2.7,1,104.5,71.0,22,0.525,61,0.426,26,0.16399999999999998,10,0.7,7,14,200,106.0,33.3,11,12,71,,4.5,3,0.49200000000000005,30,0.4,12,51.6,33,0.54,16.6,13,31,0.452,14,0.44,11,"February 7, 2019",37.0,10,3.2,1,106.0,66.7,22,0.525,60,0.45,27,0.183,11,0.636,7,16,200,104.5,29.0,9,10,70,,3.0,2,0.38299999999999995,23,0.391,9,48.4,31,0.537,14.5,11,37,0.486,18,0.304,7,"Cameron Hall, Lexington, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,67.5,Away,CHATTANOOGA,Chattanooga,Chattanooga,southern,24,False,False,False,Away,True,12,14,61,33,64,9,18,60,1,0,221,416,1418,0.5271509167842031,731,1526,0.47903014416775885,178,468,1412,0.5205382436260623,0.4166666666666667
25,2019-02-09-19-chattanooga,35.5,11,13.3,4,92.6,63.2,12,0.5379999999999999,65,0.47700000000000004,31,0.2,13,0.615,8,3,200,114.7,31.3,10,13,78,,17.6,12,0.354,23,0.348,8,43.1,22,0.5479999999999999,9.0,7,42,0.5479999999999999,23,0.88,22,"February 9, 2019",41.7,10,4.8,2,114.7,68.8,22,0.551,49,0.49,24,0.204,10,0.9,9,15,200,92.6,36.8,7,18,63,,5.9,4,0.38799999999999996,19,0.316,6,56.9,29,0.586,28.2,21,30,0.6,18,0.423,11,"The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,68.0,Away,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Chattanooga,southern,25,False,True,True,Home,False,6,18,49,29,51,8,23,65,0,1,233,430,1479,0.5270453008789723,764,1590,0.48050314465408805,187,486,1472,0.5207201086956522,0.44
26,2019-02-16-17-samford,44.8,13,4.0,2,97.6,83.3,30,0.479,73,0.397,29,0.16399999999999998,12,0.5,6,16,225,92.7,26.2,11,23,76,,6.1,5,0.43799999999999994,32,0.375,12,52.6,41,0.483,16.1,15,41,0.415,17,0.40700000000000003,11,"February 16, 2019",34.5,10,7.3,3,92.7,73.8,31,0.5,62,0.46799999999999997,29,0.40299999999999997,25,0.72,18,11,225,97.6,16.7,6,15,80,,9.8,8,0.19399999999999998,12,0.33299999999999996,4,47.4,37,0.541,16.1,14,50,0.5,25,0.593,16,"Pete Hanna Center, Birmingham, Alabama",CHATTANOOGA,Chattanooga,73.1,Home,SAMFORD,Samford,Chattanooga,southern,26,False,False,False,Away,False,12,17,73,41,78,4,25,62,0,1,239,448,1528,0.5278141361256544,793,1641,0.48324192565508833,195,509,1537,0.5214703968770332,0.4230769230769231
