,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,SAN-DIEGO-STATE_homegame,SAN-DIEGO-STATE_homegame2,SAN-DIEGO-STATE_home,SAN-DIEGO-STATE_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-22-19-san-diego-state,51.6,16,3.7,1,121.6,75.9,22,0.603,58,0.534,31,0.22399999999999998,13,0.846,11,6,200,109.5,20.8,5,24,81,,4.1,3,0.36200000000000004,21,0.381,8,50.9,27,0.631,21.1,17,37,0.622,23,0.5710000000000001,8,"December 22, 2018",71.4,20,5.4,2,109.5,79.2,19,0.642,53,0.528,28,0.604,32,0.688,22,4,200,121.6,24.1,7,14,90,,10.8,8,0.491,26,0.462,12,49.1,26,0.66,14.1,11,27,0.593,16,0.636,7,"Viejas Arena, San Diego, California",BRIGHAM-YOUNG,BYU,74.2,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,10,True,False,True,Home,True,12,16,53,26,53,8,23,58,1,0,90,170,563,0.5417406749555951,345,653,0.5283307810107197,77,155,583,0.46397941680960547,0.6
11,2018-12-29-20-san-diego-state,67.7,21,5.4,2,85.9,80.6,29,0.664,58,0.534,31,0.155,9,0.556,5,4,200,115.5,20.0,5,24,82,,7.0,5,0.483,28,0.536,15,55.7,34,0.6579999999999999,16.2,12,30,0.5329999999999999,16,0.6920000000000001,9,"December 29, 2018",63.2,12,23.3,7,115.5,80.0,20,0.39799999999999996,54,0.35200000000000004,19,0.48100000000000004,26,0.6920000000000001,18,5,200,85.9,19.4,7,16,61,,8.5,6,0.315,17,0.294,5,44.3,27,0.46,17.6,14,37,0.37799999999999995,14,0.583,7,"Viejas Arena, San Diego, California",SAN-DIEGO-STATE,San Diego State,71.3,Away,BROWN,Brown,San Diego State,mwc,11,False,True,True,Home,False,5,14,54,27,61,15,16,58,0,1,102,186,616,0.5503246753246753,371,706,0.5254957507082153,85,178,641,0.4765990639625585,0.6363636363636364
12,2019-01-01-15-san-diego-state,61.9,13,8.1,3,94.2,71.4,25,0.377,61,0.344,21,0.27899999999999997,17,0.8240000000000001,14,9,200,87.0,29.7,11,15,60,,10.1,7,0.32799999999999996,20,0.2,4,50.0,36,0.434,16.0,13,41,0.415,17,0.4,6,"January 1, 2019",64.0,16,9.8,4,87.0,70.3,26,0.46799999999999997,62,0.40299999999999997,25,0.145,9,0.778,7,5,200,94.2,28.6,10,14,65,,11.6,8,0.40299999999999997,25,0.32,8,50.0,36,0.49,14.3,11,37,0.45899999999999996,17,0.615,8,"Viejas Arena, San Diego, California",CAL-STATE-NORTHRIDGE,Cal State Northridge,69.2,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,12,True,False,True,Home,True,8,17,62,36,72,4,17,61,1,0,107,200,670,0.5380597014925373,398,767,0.5189048239895697,100,194,699,0.49213161659513593,0.5833333333333334
13,2019-01-05-22-boise-state,45.5,10,3.4,1,127.5,70.8,17,0.435,54,0.40700000000000003,22,0.40700000000000003,22,0.773,17,6,200,92.8,17.9,5,25,64,,7.2,5,0.389,21,0.14300000000000002,3,42.3,22,0.49700000000000005,12.4,9,33,0.5760000000000001,19,0.5710000000000001,8,"January 5, 2019",44.8,13,6.1,2,92.8,82.1,23,0.647,51,0.569,29,0.5489999999999999,28,0.7859999999999999,22,8,200,127.5,29.2,7,17,88,,5.8,4,0.431,22,0.364,8,57.7,30,0.684,15.9,12,29,0.7240000000000001,21,0.467,7,"Taco Bell Arena, Boise, Idaho",SAN-DIEGO-STATE,San Diego State,68.9,Home,BOISE-STATE,Boise State,San Diego State,mwc,13,False,False,False,Away,False,3,19,54,22,52,8,21,51,0,1,115,217,732,0.532103825136612,434,839,0.5172824791418356,104,211,760,0.48289473684210527,0.6153846153846154
14,2019-01-08-22-san-diego-state,37.5,6,12.1,4,116.7,75.0,18,0.413,46,0.348,16,0.63,29,0.552,16,12,200,75.0,8.3,3,16,54,,5.6,4,0.435,20,0.3,6,35.0,21,0.452,20.3,15,26,0.385,10,0.25,4,"January 8, 2019",69.0,20,7.7,2,75.0,91.7,33,0.614,57,0.509,29,0.298,17,0.8240000000000001,14,6,200,116.7,25.0,6,26,84,,8.3,6,0.42100000000000004,24,0.5,12,65.0,39,0.645,17.8,14,33,0.515,17,0.6,9,"Viejas Arena, San Diego, California",WYOMING,Wyoming,72.4,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,14,True,False,True,Home,True,12,17,57,39,60,6,10,46,1,0,118,236,786,0.5254452926208651,456,891,0.5117845117845118,112,232,811,0.4932182490752158,0.5714285714285714
15,2019-01-12-16-air-force,36.8,7,0.0,0,100.0,69.4,25,0.4,50,0.38,19,0.26,13,0.615,8,7,200,77.4,18.8,6,15,48,,9.7,6,0.34,17,0.11800000000000001,2,45.6,31,0.42700000000000005,18.9,13,33,0.515,17,0.562,9,"January 12, 2019",52.2,12,6.1,2,77.4,81.3,26,0.466,59,0.39,23,0.16899999999999998,10,0.7,7,10,200,100.0,30.6,11,17,62,,12.9,8,0.475,28,0.321,9,54.4,37,0.486,12.4,9,31,0.452,14,0.375,6,"Clune Arena , Colorado Springs, Colorado",SAN-DIEGO-STATE,San Diego State,62.5,Home,AIR-FORCE,Air Force,San Diego State,mwc,15,False,False,False,Away,False,2,17,50,31,68,9,14,59,0,1,130,253,843,0.531435349940688,495,951,0.5205047318611987,118,242,857,0.48891481913652274,0.6
16,2019-01-15-23-san-diego-state,70.8,17,4.3,2,131.1,53.6,15,0.545,56,0.429,24,0.33899999999999997,19,0.8420000000000001,16,9,200,104.1,26.7,8,18,77,,9.5,7,0.5710000000000001,32,0.406,13,39.7,23,0.5920000000000001,20.9,17,24,0.45799999999999996,11,0.47100000000000003,8,"January 15, 2019",78.9,30,8.3,2,104.1,73.3,22,0.623,69,0.551,38,0.174,12,0.917,11,7,200,131.1,46.4,13,19,97,,8.1,6,0.33299999999999996,23,0.435,10,60.3,35,0.649,14.9,13,46,0.609,28,0.588,10,"Viejas Arena, San Diego, California",NEW-MEXICO,New Mexico,74.4,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,16,True,False,True,Home,True,10,28,69,35,58,13,11,56,1,0,132,270,893,0.5240761478163494,526,1019,0.5161923454367027,127,256,916,0.4874454148471616,0.5625
17,2019-01-22-23-fresno-state,33.3,8,7.4,2,98.5,61.8,21,0.5,53,0.45299999999999996,24,0.28300000000000003,15,0.6,9,8,200,92.5,12.9,4,23,62,,9.0,6,0.415,22,0.22699999999999998,5,38.5,25,0.516,15.6,11,31,0.613,19,0.556,10,"January 22, 2019",52.4,11,0.0,0,92.5,87.1,27,0.48100000000000004,54,0.389,21,0.40700000000000003,22,0.636,14,4,200,98.5,38.2,13,20,66,,6.0,4,0.5,27,0.37,10,61.5,40,0.512,20.1,16,27,0.40700000000000003,11,0.778,14,"Save Mart Center, Fresno, California",SAN-DIEGO-STATE,San Diego State,67.3,Home,FRESNO-STATE,Fresno State,San Diego State,mwc,17,False,False,False,Away,False,5,19,53,25,65,10,11,54,0,1,142,298,962,0.5311850311850311,561,1077,0.520891364902507,140,267,972,0.49074074074074076,0.5882352941176471
18,2019-01-26-20-san-diego-state,51.7,15,4.3,2,128.8,55.6,15,0.546,65,0.446,29,0.215,14,0.429,6,8,200,105.5,33.3,12,22,77,,8.2,6,0.462,30,0.433,13,42.9,27,0.537,15.4,13,35,0.457,16,0.579,11,"January 26, 2019",46.9,15,11.4,4,105.5,66.7,24,0.614,57,0.561,32,0.526,30,0.8,24,8,200,128.8,44.4,12,20,94,,16.4,12,0.193,11,0.545,6,57.1,36,0.66,16.6,14,46,0.565,26,0.579,11,"Viejas Arena, San Diego, California",NEVADA-LAS-VEGAS,UNLV,73.0,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,18,True,False,True,Home,True,6,26,57,36,63,13,16,65,1,0,147,317,1015,0.5295566502463054,586,1142,0.5131348511383538,150,278,1026,0.4902534113060429,0.5555555555555556
19,2019-01-30-22-san-diego-state,71.4,15,6.7,2,98.5,76.7,23,0.41100000000000003,56,0.375,21,0.08900000000000001,5,1.0,5,12,200,76.1,9.4,3,13,51,,13.4,9,0.304,17,0.235,4,41.9,26,0.43700000000000006,14.7,10,39,0.436,17,0.429,9,"January 30, 2019",75.0,18,15.4,6,76.1,90.6,29,0.518,55,0.436,24,0.182,10,0.9,9,8,200,98.5,23.3,7,11,66,,9.0,6,0.455,25,0.36,9,58.1,36,0.552,20.2,15,30,0.5,15,0.6,12,"Viejas Arena, San Diego, California",AIR-FORCE,Air Force,66.6,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,19,True,False,True,Home,True,9,15,55,36,62,4,17,56,1,0,153,343,1072,0.5340485074626866,622,1205,0.5161825726141079,163,294,1091,0.49358386801099907,0.5789473684210527
20,2019-02-02-21-san-jose-state,58.3,14,6.1,2,90.3,68.8,22,0.5,58,0.414,24,0.207,12,0.75,9,8,200,108.1,22.6,7,16,67,,8.1,5,0.5,29,0.345,10,46.0,29,0.526,11.2,8,29,0.483,14,0.619,13,"February 2, 2019",73.7,14,3.4,1,108.1,77.4,24,0.41700000000000004,54,0.35200000000000004,19,0.24100000000000002,13,0.846,11,18,200,90.3,31.3,10,16,56,,4.8,3,0.389,21,0.33299999999999996,7,54.0,34,0.465,14.3,10,33,0.364,12,0.14300000000000002,3,"San Jose State Event Center, San Jose, California",SAN-JOSE-STATE,San Jose State,62.4,Away,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,20,False,False,False,Away,True,10,14,58,29,63,7,12,54,1,0,162,358,1127,0.5332741792369121,658,1267,0.5193370165745856,167,311,1147,0.489537925021796,0.6
21,2019-02-05-23-new-mexico,33.3,9,18.8,6,112.2,72.0,18,0.431,65,0.415,27,0.24600000000000002,16,0.875,14,9,200,94.6,34.4,11,24,70,,8.1,6,0.154,10,0.2,2,50.9,29,0.48200000000000004,18.2,16,55,0.455,25,0.591,13,"February 5, 2019",46.4,13,9.1,5,94.6,65.6,21,0.606,52,0.5379999999999999,28,0.48100000000000004,25,0.8,20,12,200,112.2,28.0,7,18,83,,12.2,9,0.385,20,0.35,7,49.1,28,0.65,18.2,14,32,0.6559999999999999,21,0.455,10,"The Pit, Albuquerque, New Mexico",SAN-DIEGO-STATE,San Diego State,74.2,Home,NEW-MEXICO,New Mexico,San Diego State,mwc,21,False,False,False,Away,False,2,25,65,29,57,7,21,52,0,1,172,372,1185,0.5316455696202531,687,1330,0.5165413533834586,174,323,1201,0.48626144879267275,0.6190476190476191
22,2019-02-09-22-san-diego-state,60.0,12,7.9,3,103.0,68.4,26,0.49,51,0.392,20,0.33299999999999996,17,0.765,13,6,200,95.5,17.9,5,22,63,,4.5,3,0.47100000000000003,24,0.41700000000000004,10,47.0,31,0.5329999999999999,17.0,12,27,0.37,10,0.75,18,"February 9, 2019",68.2,15,14.8,4,95.5,82.1,23,0.43200000000000005,59,0.373,22,0.35600000000000004,21,0.81,17,9,200,103.0,31.6,12,17,68,,7.6,5,0.35600000000000004,21,0.33299999999999996,7,53.0,35,0.493,10.5,8,38,0.395,15,0.609,14,"Viejas Arena, San Diego, California",UTAH-STATE,Utah State,65.5,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,22,True,False,True,Home,True,7,15,59,35,66,10,10,51,1,0,174,397,1250,0.5264,716,1387,0.5162220620043259,181,344,1253,0.4912210694333599,0.5909090909090909
23,2019-02-12-23-colorado-state,40.7,11,15.6,5,90.9,73.5,25,0.606,52,0.519,27,0.25,13,0.615,8,9,200,107.6,33.3,9,12,71,,12.1,8,0.423,22,0.409,9,55.7,34,0.61,21.7,16,30,0.6,18,0.625,15,"February 12, 2019",56.0,14,6.7,2,107.6,66.7,18,0.491,58,0.431,25,0.10300000000000001,6,0.5,3,16,200,90.9,26.5,9,10,60,,13.6,9,0.44799999999999995,26,0.26899999999999996,7,44.3,27,0.493,18.8,14,32,0.563,18,0.36,9,"Moby Arena, Fort Collins, Colorado",COLORADO-STATE,Colorado State,65.5,Away,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,23,False,False,False,Away,True,9,18,52,34,61,7,18,58,1,0,181,412,1309,0.5221543162719633,751,1453,0.5168616655196145,191,354,1304,0.49118098159509205,0.6086956521739131
24,2019-02-16-19-san-diego-state,58.3,14,7.7,3,106.0,55.2,16,0.5,56,0.429,24,0.304,17,0.529,9,15,200,97.0,26.5,9,20,65,,14.9,10,0.33899999999999997,19,0.42100000000000004,8,39.7,25,0.507,13.6,10,37,0.43200000000000005,16,0.423,11,"February 16, 2019",48.0,12,18.9,7,97.0,73.5,25,0.491,55,0.455,25,0.436,24,0.708,17,9,200,106.0,44.8,13,18,71,,10.4,7,0.29100000000000004,16,0.25,4,60.3,38,0.535,19.6,16,39,0.5379999999999999,21,0.64,16,"Viejas Arena, San Diego, California",BOISE-STATE,Boise State,67.2,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,24,True,False,True,Home,True,4,21,55,38,63,8,16,56,1,0,190,430,1361,0.5253490080822925,785,1514,0.5184940554821664,198,372,1362,0.4911894273127753,0.625
25,2019-02-20-23-san-diego-state,57.9,11,15.9,7,86.7,78.4,29,0.402,56,0.33899999999999997,19,0.35700000000000004,20,0.6,12,2,200,76.0,16.2,6,21,57,6.0,6.7,5,0.446,25,0.28,7,47.3,35,0.435,17.8,14,31,0.387,12,0.9229999999999999,24,"February 20, 2019",48.0,12,12.9,4,76.0,83.8,31,0.444,63,0.397,25,0.27,17,0.529,9,9,200,86.7,21.6,8,21,65,,9.3,7,0.302,19,0.316,6,52.7,39,0.457,16.6,14,44,0.43200000000000005,19,0.654,17,"Viejas Arena, San Diego, California",NEVADA,Nevada,75.3,Home,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,25,True,False,True,Home,True,6,19,63,39,74,7,12,56,1,0,194,451,1416,0.5240112994350282,823,1577,0.5218769816106531,206,388,1418,0.4915373765867419,0.64
26,2019-02-23-22-nevada-las-vegas,33.3,7,3.0,1,85.5,76.3,29,0.43799999999999994,56,0.375,21,0.28600000000000003,16,0.688,11,9,200,87.0,17.6,6,20,60,,7.2,5,0.375,21,0.33299999999999996,7,48.6,35,0.47200000000000003,17.1,13,35,0.4,14,0.667,18,"February 23, 2019",44.4,8,8.6,3,87.0,82.4,28,0.391,55,0.327,18,0.418,23,0.696,16,12,200,85.5,23.7,9,17,59,,8.7,6,0.4,22,0.318,7,51.4,37,0.447,14.5,11,33,0.33299999999999996,11,0.556,15,"Thomas & Mack Center, Las Vegas, Nevada",NEVADA-LAS-VEGAS,UNLV,69.3,Away,SAN-DIEGO-STATE,San Diego State,San Diego State,mwc,26,False,False,False,Away,True,7,14,56,35,72,7,11,55,1,0,200,470,1479,0.5206220419202163,862,1651,0.5221078134463961,213,400,1474,0.4881275440976934,0.6538461538461539
