,boxscore,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name,team_name,conf,game_number,IDAHO_homegame,IDAHO_homegame2,IDAHO_home,IDAHO_location,team_win_bool,total_threes_made,total_2pt_made,total_fg_attempts,team_rebounds,total_rebounds,total_opp_threes_made,total_opp_2pt_made,total_opp_fg_attempts,team_wins,team_losses,pregame_total_threes_made,pregame_total_2pt_made,pregame_total_fg_attempts,pregame_eFG,pregame_team_rebounds,pregame_total_rebounds,pregame_rebound_percentage,pregame_total_opp_threes_made,pregame_total_opp_2pt_made,pregame_total_opp_fg_attempts,pregame_eFG_allowed,pregame_win_percentage
10,2018-12-21-22-santa-clara,41.2,7,5.4,2,118.5,79.3,23,0.32799999999999996,58,0.293,17,0.483,28,0.643,18,8,200,86.2,43.2,19,13,56,,4.6,3,0.32799999999999996,19,0.21100000000000002,4,57.5,42,0.39299999999999996,15.6,13,39,0.33299999999999996,13,0.273,3,"December 21, 2018",77.4,24,17.9,7,86.2,56.8,25,0.59,61,0.508,31,0.115,7,0.7140000000000001,5,6,200,118.5,20.7,6,20,77,,9.2,6,0.39299999999999996,24,0.41700000000000004,10,42.5,31,0.599,8.6,6,37,0.568,21,0.5379999999999999,7,"Leavey Center, Santa Clara, California",IDAHO,Idaho,64.8,Home,SANTA-CLARA,Santa Clara,Idaho,big-sky,10,False,False,False,Away,False,4,13,58,42,73,10,21,61,0,1,80,191,571,0.5446584938704028,329,648,0.5077160493827161,73,188,632,0.47072784810126583,0.3
11,2018-12-29-22-idaho,60.0,15,15.4,6,80.9,74.4,29,0.517,60,0.41700000000000004,25,0.233,14,0.7140000000000001,10,5,200,105.9,27.3,9,20,72,,8.8,6,0.5329999999999999,32,0.375,12,52.8,38,0.54,12.0,9,28,0.46399999999999997,13,0.5,5,"December 29, 2018",33.3,6,7.1,2,105.9,72.7,24,0.35200000000000004,54,0.33299999999999996,18,0.444,24,0.708,17,9,200,80.9,25.6,10,18,55,,4.4,3,0.278,15,0.133,2,47.2,34,0.42,17.8,14,39,0.41,16,0.25,3,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,68.0,Away,IDAHO-STATE,Idaho State,Idaho,big-sky,11,False,True,True,Home,False,2,16,54,34,72,12,13,60,0,1,84,204,629,0.5246422893481717,371,721,0.5145631067961165,83,209,693,0.48124098124098125,0.2727272727272727
12,2018-12-31-17-idaho,51.7,15,2.7,1,124.3,92.0,23,0.62,54,0.537,29,0.574,31,0.8390000000000001,26,5,200,132.9,19.2,5,18,93,,2.9,2,0.40700000000000003,22,0.409,9,54.9,28,0.677,9.4,7,32,0.625,20,0.615,8,"December 31, 2018",36.7,11,0.0,0,132.9,80.8,21,0.625,56,0.536,30,0.33899999999999997,19,0.895,17,10,200,124.3,8.0,2,23,87,,4.3,3,0.33899999999999997,19,0.526,10,45.1,23,0.669,9.8,7,37,0.541,20,0.231,3,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,70.4,Away,WEBER-STATE,Weber State,Idaho,big-sky,12,False,True,True,Home,False,10,20,56,23,51,9,20,54,0,1,86,220,683,0.5109809663250366,405,793,0.510718789407314,95,222,753,0.48406374501992033,0.25
13,2019-01-03-22-idaho,66.7,16,17.2,5,108.8,72.7,16,0.49200000000000005,59,0.40700000000000003,24,0.28800000000000003,17,0.765,13,11,200,104.4,24.1,7,23,71,,10.3,7,0.525,31,0.32299999999999995,10,45.1,23,0.529,14.2,11,28,0.5,14,0.214,3,"January 3, 2019",50.0,12,3.6,1,104.4,75.9,22,0.604,48,0.5,24,0.43799999999999994,21,0.762,16,10,200,108.8,27.3,6,19,74,,10.3,7,0.396,19,0.526,10,54.9,28,0.638,17.3,12,29,0.483,14,0.28600000000000003,4,"Cowan Spectrum, Moscow, Idaho",EASTERN-WASHINGTON,Eastern Washington,67.5,Home,IDAHO,Idaho,Idaho,big-sky,13,True,False,True,Home,True,10,14,48,28,51,10,14,59,1,0,96,240,739,0.5196211096075778,428,844,0.5071090047393365,104,242,807,0.49318463444857497,0.23076923076923078
14,2019-01-05-18-northern-colorado,56.7,17,3.1,1,113.7,69.0,29,0.5660000000000001,61,0.49200000000000005,30,0.262,16,0.625,10,11,225,108.2,25.0,7,25,79,,5.5,4,0.262,16,0.563,9,51.4,36,0.5760000000000001,12.8,10,45,0.467,21,0.267,4,"January 5, 2019",62.1,18,8.9,4,108.2,75.0,21,0.523,66,0.439,29,0.439,29,0.483,14,5,225,113.7,31.0,13,16,83,,6.8,5,0.515,34,0.324,11,48.6,34,0.52,8.2,7,32,0.563,18,0.643,9,"Bank of Colorado Arena, Greeley, Colorado",IDAHO,Idaho,64.6,Home,NORTHERN-COLORADO,Northern Colorado,Idaho,big-sky,14,False,False,False,Away,False,9,21,61,36,70,11,18,66,0,1,106,254,787,0.5247776365946633,456,895,0.5094972067039106,114,256,866,0.4930715935334873,0.2857142857142857
15,2019-01-10-22-idaho,50.0,14,6.9,2,98.5,90.0,27,0.525,61,0.45899999999999996,28,0.262,16,0.813,13,8,200,113.2,25.0,8,13,77,,2.9,2,0.44299999999999995,27,0.29600000000000004,8,56.5,35,0.561,9.3,7,34,0.588,20,0.467,7,"January 10, 2019",44.0,11,5.9,2,113.2,75.0,24,0.508,59,0.424,25,0.18600000000000003,11,0.636,7,12,200,98.5,10.0,3,14,67,,4.4,3,0.508,30,0.33299999999999996,10,43.5,27,0.522,11.1,8,29,0.517,15,0.25,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,68.4,Away,MONTANA-STATE,Montana State,Idaho,big-sky,15,False,True,True,Home,False,10,15,59,27,62,8,20,61,0,1,115,275,848,0.5277122641509434,492,965,0.5098445595854922,125,274,932,0.4951716738197425,0.26666666666666666
16,2019-01-19-22-idaho,40.7,11,3.1,1,82.3,78.1,25,0.47700000000000004,64,0.42200000000000004,27,0.21899999999999997,14,0.5710000000000001,8,6,200,111.3,31.4,11,15,69,,4.8,3,0.32799999999999996,21,0.33299999999999996,7,53.7,36,0.488,7.9,6,43,0.465,20,0.667,12,"January 19, 2019",42.1,8,11.6,5,111.3,68.6,24,0.425,53,0.358,19,0.132,7,0.857,6,13,200,82.3,21.9,7,14,51,,4.8,3,0.396,21,0.33299999999999996,7,46.3,31,0.45299999999999996,15.1,10,32,0.375,12,0.235,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,62.5,Away,MONTANA,Montana,Idaho,big-sky,16,False,True,True,Home,False,7,12,53,31,67,7,20,64,0,1,125,290,907,0.5264608599779493,519,1027,0.5053554040895814,133,294,993,0.49697885196374625,0.25
17,2019-01-24-22-sacramento-state,76.5,13,3.0,1,115.0,71.4,20,0.455,44,0.386,17,0.25,11,0.727,8,14,200,80.0,14.3,4,16,48,,5.0,3,0.364,16,0.375,6,42.9,24,0.488,22.3,14,28,0.39299999999999996,11,0.222,4,"January 24, 2019",77.8,21,7.1,2,80.0,85.7,24,0.5770000000000001,52,0.519,27,0.25,13,0.6920000000000001,9,8,200,115.0,28.6,8,16,69,,10.0,6,0.365,19,0.316,6,57.1,32,0.593,16.0,11,33,0.636,21,0.5,8,"The Nest, Sacramento, California",IDAHO,Idaho,60.2,Home,SACRAMENTO-STATE,Sacramento State,Idaho,big-sky,17,False,False,False,Away,False,6,11,44,24,56,6,21,52,0,1,132,302,960,0.5208333333333334,550,1094,0.5027422303473492,140,314,1057,0.4957426679280984,0.23529411764705882
18,2019-01-26-22-portland-state,47.6,10,3.7,1,103.0,44.0,11,0.436,55,0.382,21,0.145,8,0.625,5,15,200,79.1,34.4,11,20,53,,10.4,7,0.418,23,0.261,6,38.6,22,0.451,24.5,19,32,0.469,15,0.21100000000000002,4,"January 26, 2019",56.5,13,15.6,5,79.1,65.6,21,0.519,53,0.434,23,0.377,20,0.7,14,11,200,103.0,56.0,14,14,69,,16.4,11,0.491,26,0.34600000000000003,9,61.4,35,0.552,22.6,18,27,0.519,14,0.42100000000000004,8,"Peter W. Stott Center, Portland, Oregon",IDAHO,Idaho,66.7,Home,PORTLAND-STATE,Portland State,Idaho,big-sky,18,False,False,False,Away,False,6,15,55,22,57,9,14,53,0,1,138,313,1004,0.5179282868525896,574,1150,0.4991304347826087,146,335,1109,0.4995491433724076,0.2222222222222222
19,2019-02-02-22-idaho,44.1,15,2.6,1,102.8,82.4,28,0.574,68,0.5,34,0.265,18,0.444,8,13,200,121.1,40.5,15,19,86,,5.6,4,0.426,29,0.345,10,60.6,43,0.562,9.5,8,39,0.615,24,0.35,7,"February 2, 2019",42.9,12,0.0,0,121.1,59.5,22,0.508,62,0.452,28,0.242,15,0.667,10,16,200,102.8,17.6,6,18,73,,0.0,0,0.371,23,0.304,7,39.4,28,0.528,11.6,9,39,0.5379999999999999,21,0.2,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,70.8,Away,NORTHERN-ARIZONA,Northern Arizona,Idaho,big-sky,19,False,True,True,Home,False,7,21,62,28,71,10,24,68,0,1,144,328,1059,0.5136921624173749,596,1207,0.49378624689312345,155,349,1162,0.5004302925989673,0.21052631578947367
20,2019-02-04-22-idaho,50.0,13,8.6,3,98.5,79.3,23,0.518,56,0.46399999999999997,26,0.35700000000000004,20,0.85,17,10,200,115.4,26.7,8,11,75,,13.8,9,0.41100000000000003,23,0.261,6,52.5,31,0.573,8.5,6,33,0.606,20,0.5,10,"February 4, 2019",58.3,14,3.0,1,115.4,73.3,22,0.537,54,0.444,24,0.13,7,0.857,6,17,200,98.5,20.7,6,21,64,,4.6,3,0.35200000000000004,19,0.526,10,47.5,28,0.5579999999999999,20.8,15,35,0.4,14,0.19,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,64.9,Away,SOUTHERN-UTAH,Southern Utah,Idaho,big-sky,20,False,True,True,Home,False,10,14,54,28,59,6,20,56,0,1,151,349,1121,0.5133809099018734,624,1278,0.48826291079812206,165,373,1230,0.5044715447154472,0.2
21,2019-02-07-21-montana,52.4,11,2.7,1,144.9,53.6,15,0.521,47,0.447,21,0.213,10,1.0,10,18,200,85.5,13.6,3,20,59,,4.3,3,0.38299999999999995,18,0.389,7,36.0,18,0.57,30.0,22,29,0.483,14,0.182,4,"February 7, 2019",63.9,23,6.9,2,85.5,86.4,19,0.664,64,0.563,36,0.297,19,0.789,15,6,200,144.9,46.4,13,15,100,,15.9,11,0.42200000000000004,27,0.48100000000000004,13,64.0,32,0.685,10.0,8,37,0.622,23,0.727,16,"Adams Center/Dahlberg Arena, Missoula, Montana",IDAHO,Idaho,69.4,Home,MONTANA,Montana,Idaho,big-sky,21,False,False,False,Away,False,7,14,47,18,50,13,23,64,0,1,161,363,1175,0.514468085106383,652,1337,0.487658937920718,171,393,1286,0.505054432348367,0.19047619047619047
22,2019-02-09-16-montana-state,67.9,19,0.0,0,126.5,75.0,18,0.627,55,0.509,28,0.091,5,0.6,3,19,200,105.9,20.8,5,24,72,,7.4,5,0.473,26,0.5,13,47.9,23,0.627,20.8,15,29,0.517,15,0.174,4,"February 9, 2019",63.0,17,0.0,0,105.9,79.2,19,0.61,50,0.54,27,0.56,28,0.893,25,12,200,126.5,25.0,6,11,86,,10.3,7,0.44,22,0.318,7,52.1,25,0.679,16.1,12,28,0.7140000000000001,20,0.478,11,"Max Worthington Arena, Bozeman, Montana",IDAHO,Idaho,68.3,Home,MONTANA-STATE,Montana State,Idaho,big-sky,22,False,False,False,Away,False,13,15,55,23,48,7,20,50,0,1,168,377,1222,0.5147299509001637,670,1387,0.4830569574621485,184,416,1350,0.5125925925925926,0.18181818181818182
23,2019-02-14-22-idaho,80.0,20,11.1,3,73.4,69.2,18,0.542,59,0.424,25,0.271,16,0.688,11,8,200,117.2,26.7,8,13,75,,14.1,9,0.644,38,0.368,14,46.4,26,0.563,8.3,6,21,0.524,11,0.68,17,"February 14, 2019",52.9,9,4.8,1,117.2,73.3,22,0.44299999999999995,44,0.386,17,0.25,11,0.727,8,20,200,73.4,30.8,8,16,47,,1.6,1,0.386,17,0.294,5,53.6,30,0.47700000000000004,31.1,22,27,0.444,12,0.16699999999999998,4,"Cowan Spectrum, Moscow, Idaho",IDAHO,Idaho,63.9,Away,NORTHERN-COLORADO,Northern Colorado,Idaho,big-sky,23,False,True,True,Home,False,5,12,44,30,56,14,11,59,0,1,181,392,1277,0.519577133907596,693,1435,0.48292682926829267,191,436,1400,0.5160714285714286,0.17391304347826086
24,2019-02-18-19-eastern-washington,65.2,15,7.9,3,126.2,63.3,19,0.473,56,0.41100000000000003,23,0.071,4,1.0,4,21,200,87.7,10.3,3,11,57,,6.2,4,0.41100000000000003,23,0.304,7,37.3,22,0.49200000000000005,16.0,11,33,0.485,16,0.16,4,"February 18, 2019",72.7,24,15.2,5,87.7,89.7,26,0.589,62,0.532,33,0.177,11,0.818,9,15,200,126.2,36.7,11,11,82,,9.2,6,0.387,24,0.292,7,62.7,37,0.61,10.7,8,38,0.684,26,0.4,10,"Reese Court, Cheney, Washington",IDAHO,Idaho,65.1,Home,EASTERN-WASHINGTON,Eastern Washington,Idaho,big-sky,24,False,False,False,Away,False,7,16,56,22,59,7,26,62,0,1,186,404,1321,0.5170325510976533,723,1491,0.48490945674044267,205,447,1459,0.5171350239890335,0.16666666666666666
25,2019-02-21-20-northern-arizona,65.0,13,5.6,2,117.2,64.7,22,0.42,56,0.35700000000000004,20,0.14300000000000002,8,0.875,7,22,200,84.4,19.4,7,14,54,,4.7,3,0.41100000000000003,23,0.304,7,41.4,29,0.452,15.6,11,33,0.39399999999999996,13,0.154,4,"February 21, 2019",50.0,15,9.1,3,84.4,80.6,29,0.54,62,0.484,30,0.242,15,0.5329999999999999,8,17,200,117.2,35.3,12,13,75,,10.9,7,0.419,26,0.26899999999999996,7,58.6,41,0.542,9.3,7,36,0.639,23,0.34600000000000003,9,"Walkup Skydome, Flagstaff, Arizona",IDAHO,Idaho,64.0,Home,NORTHERN-ARIZONA,Northern Arizona,Idaho,big-sky,25,False,False,False,Away,False,7,13,56,29,70,7,23,62,0,1,193,420,1377,0.5152505446623094,745,1550,0.4806451612903226,212,473,1521,0.5200525969756739,0.16
26,2019-02-23-16-southern-utah,52.0,13,7.4,2,113.3,73.0,27,0.537,54,0.46299999999999997,25,0.46299999999999997,25,0.72,18,23,200,101.3,16.1,5,24,76,,6.7,5,0.426,23,0.348,8,47.1,32,0.5770000000000001,15.6,12,31,0.5479999999999999,17,0.14800000000000002,4,"February 23, 2019",56.0,14,3.2,1,101.3,83.9,26,0.517,60,0.41700000000000004,25,0.5670000000000001,34,0.6759999999999999,23,12,200,113.3,27.0,10,19,85,,9.3,7,0.55,33,0.364,12,52.9,36,0.5579999999999999,12.8,11,27,0.48100000000000004,13,0.5379999999999999,14,"Centrum, Cedar City, Utah",IDAHO,Idaho,75.0,Home,SOUTHERN-UTAH,Southern Utah,Idaho,big-sky,26,False,False,False,Away,False,8,17,54,32,68,12,13,60,0,1,200,433,1433,0.5115143056524774,774,1620,0.4777777777777778,219,496,1583,0.5208464939987366,0.15384615384615385
