,arena,boxscore_index,date,datetime,game,location,opponent_abbr,opponent_conference,opponent_name,opponent_rank,overtimes,points_against,points_for,result,season_losses,season_wins,streak,time,type
2010-02-08-new-mexico-state,Pan American Center,2010-02-08-new-mexico-state,"Mon, Feb 8, 2010",2010-02-08,23,Home,louisiana-tech,WAC,Louisiana Tech,,0,68,70,Win,8,15,W 3,,Reg
2010-02-11-fresno-state,Save Mart Center,2010-02-11-fresno-state,"Thu, Feb 11, 2010",2010-02-11,24,Away,fresno-state,WAC,Fresno State,,0,83,64,Loss,9,15,L 1,,Reg
2010-02-15-new-mexico-state,Pan American Center,2010-02-15-new-mexico-state,"Mon, Feb 15, 2010",2010-02-15,25,Home,hawaii,WAC,Hawaii,,0,64,88,Win,9,16,W 1,,Reg
2010-02-20-pacific,A.G. Spanos Center,2010-02-20-pacific,"Sat, Feb 20, 2010",2010-02-20,26,Away,pacific,Big West,Pacific,,0,78,84,Win,9,17,W 2,,Reg
2010-02-24-new-mexico-state,Pan American Center,2010-02-24-new-mexico-state,"Wed, Feb 24, 2010",2010-02-24,27,Home,idaho,WAC,Idaho,,0,57,74,Win,9,18,W 3,,Reg
2010-02-27-new-mexico-state,Pan American Center,2010-02-27-new-mexico-state,"Sat, Feb 27, 2010",2010-02-27,28,Home,boise-state,WAC,Boise State,,0,92,95,Win,9,19,W 4,,Reg
2010-03-04-nevada,Lawlor Events Center,2010-03-04-nevada,"Thu, Mar 4, 2010",2010-03-04,29,Away,nevada,WAC,Nevada,,0,100,92,Loss,10,19,L 1,,Reg
2010-03-06-utah-state,Dee Glen Smith Spectrum,2010-03-06-utah-state,"Sat, Mar 6, 2010",2010-03-06,30,Away,utah-state,WAC,Utah State,,0,81,63,Loss,11,19,L 2,,Reg
2010-03-11-san-jose-state,Lawlor Events Center,2010-03-11-san-jose-state,"Thu, Mar 11, 2010",2010-03-11,31,Neutral,san-jose-state,WAC,San Jose State,,0,69,90,Win,11,20,W 1,,Conf-Tourney
2010-03-12-nevada,Lawlor Events Center,2010-03-12-nevada,"Fri, Mar 12, 2010",2010-03-12,32,Neutral,nevada,WAC,Nevada,,0,79,80,Win,11,21,W 2,,Conf-Tourney
2010-03-13-utah-state,Lawlor Events Center,2010-03-13-utah-state,"Sat, Mar 13, 2010",2010-03-13,33,Neutral,utah-state,WAC,Utah State,,0,63,69,Win,11,22,W 3,,Conf-Tourney
2010-03-19-michigan-state,Spokane Veterans Memorial Arena,2010-03-19-michigan-state,"Fri, Mar 19, 2010",2010-03-19,34,Neutral,michigan-state,Big Ten,Michigan State,13,0,70,67,Loss,12,22,L 1,,NCAA
2009-11-14-new-mexico,The Pit/Bob King Court,2009-11-14-new-mexico,"Sat, Nov 14, 2009",2009-11-14,1,Home,california-riverside,Big West,UC Riverside,,0,51,67,Win,0,1,W 1,,Reg
2009-11-17-new-mexico-state,Pan American Center,2009-11-17-new-mexico-state,"Tue, Nov 17, 2009",2009-11-17,2,Away,new-mexico-state,WAC,New Mexico State,,0,87,97,Win,0,2,W 2,,Reg
2009-11-20-new-mexico,The Pit/Bob King Court,2009-11-20-new-mexico,"Fri, Nov 20, 2009",2009-11-20,3,Home,nicholls-state,Southland,Nicholls State,,0,59,83,Win,0,3,W 3,,Reg
2009-11-21-new-mexico,The Pit/Bob King Court,2009-11-21-new-mexico,"Sat, Nov 21, 2009",2009-11-21,4,Home,louisiana-tech,WAC,Louisiana Tech,,0,52,81,Win,0,4,W 4,,Reg
2009-11-22-new-mexico,The Pit/Bob King Court,2009-11-22-new-mexico,"Sun, Nov 22, 2009",2009-11-22,5,Home,miami-oh,MAC,Miami (OH),,0,60,85,Win,0,5,W 5,,Reg
2009-11-27-hawaii,Stan Sheriff Center,2009-11-27-hawaii,"Fri, Nov 27, 2009",2009-11-27,6,Away,hawaii,WAC,Hawaii,,0,71,83,Win,0,6,W 6,,Reg
2009-12-02-new-mexico,The Pit/Bob King Court,2009-12-02-new-mexico,"Wed, Dec 2, 2009",2009-12-02,7,Home,california,Pac-10,California,,0,78,86,Win,0,7,W 7,,Reg
2009-12-05-new-mexico,The Pit/Bob King Court,2009-12-05-new-mexico,"Sat, Dec 5, 2009",2009-12-05,8,Home,new-mexico-state,WAC,New Mexico State,,0,58,75,Win,0,8,W 8,,Reg
2009-12-09-san-diego,Jenny Craig Pavillion,2009-12-09-san-diego,"Wed, Dec 9, 2009",2009-12-09,9,Away,san-diego,WCC,San Diego,,0,78,82,Win,0,9,W 9,,Reg
2009-12-12-texas-am,Toyota Center,2009-12-12-texas-am,"Sat, Dec 12, 2009",2009-12-12,10,Neutral,texas-am,Big 12,Texas A&M,16,0,81,84,Win,0,10,W 10,,Reg
2009-12-16-new-mexico,The Pit/Bob King Court,2009-12-16-new-mexico,"Wed, Dec 16, 2009",2009-12-16,11,Home,northern-arizona,Big Sky,Northern Arizona,,0,57,96,Win,0,11,W 11,,Reg
2009-12-19-new-mexico,The Pit/Bob King Court,2009-12-19-new-mexico,"Sat, Dec 19, 2009",2009-12-19,12,Home,creighton,MVC,Creighton,,0,61,66,Win,0,12,W 12,,Reg
2009-12-23-oral-roberts,Mabee Center,2009-12-23-oral-roberts,"Wed, Dec 23, 2009",2009-12-23,13,Away,oral-roberts,Summit,Oral Roberts,,0,75,66,Loss,1,12,L 1,,Reg
2009-12-29-new-mexico,The Pit/Bob King Court,2009-12-29-new-mexico,"Tue, Dec 29, 2009",2009-12-29,14,Home,texas-tech,Big 12,Texas Tech,20,0,75,90,Win,1,13,W 1,,Reg
2010-01-01-new-mexico,The Pit/Bob King Court,2010-01-01-new-mexico,"Fri, Jan 1, 2010",2010-01-01,15,Home,dayton,A-10,Dayton,,0,66,68,Win,1,14,W 2,,Reg
2010-01-05-san-diego-state,Viejas Arena,2010-01-05-san-diego-state,"Tue, Jan 5, 2010",2010-01-05,16,Away,san-diego-state,MWC,San Diego State,,0,74,64,Loss,2,14,L 1,,Reg
2010-01-09-new-mexico,The Pit/Bob King Court,2010-01-09-new-mexico,"Sat, Jan 9, 2010",2010-01-09,17,Home,nevada-las-vegas,MWC,Nevada-Las Vegas,,0,74,62,Loss,3,14,L 2,,Reg
2010-01-13-new-mexico,The Pit/Bob King Court,2010-01-13-new-mexico,"Wed, Jan 13, 2010",2010-01-13,18,Home,utah,MWC,Utah,,0,57,74,Win,3,15,W 1,,Reg
2010-01-16-wyoming,Arena-Auditorium,2010-01-16-wyoming,"Sat, Jan 16, 2010",2010-01-16,19,Away,wyoming,MWC,Wyoming,,0,68,70,Win,3,16,W 2,,Reg
2010-01-20-air-force,Clune Arena,2010-01-20-air-force,"Wed, Jan 20, 2010",2010-01-20,20,Away,air-force,MWC,Air Force,,0,50,73,Win,3,17,W 3,,Reg
2010-01-23-new-mexico,The Pit/Bob King Court,2010-01-23-new-mexico,"Sat, Jan 23, 2010",2010-01-23,21,Home,colorado-state,MWC,Colorado State,,0,64,82,Win,3,18,W 4,,Reg
2010-01-27-new-mexico,The Pit/Bob King Court,2010-01-27-new-mexico,"Wed, Jan 27, 2010",2010-01-27,22,Home,brigham-young,MWC,Brigham Young,12,0,72,76,Win,3,19,W 5,,Reg
2010-01-30-texas-christian,Daniel-Meyer Coliseum,2010-01-30-texas-christian,"Sat, Jan 30, 2010",2010-01-30,23,Away,texas-christian,MWC,TCU,,0,57,73,Win,3,20,W 6,,Reg
2010-02-06-new-mexico,The Pit/Bob King Court,2010-02-06-new-mexico,"Sat, Feb 6, 2010",2010-02-06,24,Home,san-diego-state,MWC,San Diego State,,1,86,88,Win,3,21,W 7,,Reg
2010-02-10-nevada-las-vegas,Thomas & Mack Center,2010-02-10-nevada-las-vegas,"Wed, Feb 10, 2010",2010-02-10,25,Away,nevada-las-vegas,MWC,Nevada-Las Vegas,23,0,66,76,Win,3,22,W 8,,Reg
2010-02-13-utah,Jon M. Huntsman Center,2010-02-13-utah,"Sat, Feb 13, 2010",2010-02-13,26,Away,utah,MWC,Utah,,1,65,68,Win,3,23,W 9,,Reg
2010-02-17-new-mexico,The Pit/Bob King Court,2010-02-17-new-mexico,"Wed, Feb 17, 2010",2010-02-17,27,Home,wyoming,MWC,Wyoming,,0,61,83,Win,3,24,W 10,,Reg
2010-02-20-new-mexico,The Pit/Bob King Court,2010-02-20-new-mexico,"Sat, Feb 20, 2010",2010-02-20,28,Home,air-force,MWC,Air Force,,0,56,59,Win,3,25,W 11,,Reg
2010-02-23-colorado-state,Moby Arena,2010-02-23-colorado-state,"Tue, Feb 23, 2010",2010-02-23,29,Away,colorado-state,MWC,Colorado State,,0,66,72,Win,3,26,W 12,,Reg
2010-02-27-brigham-young,Marriott Center,2010-02-27-brigham-young,"Sat, Feb 27, 2010",2010-02-27,30,Away,brigham-young,MWC,Brigham Young,13,0,81,83,Win,3,27,W 13,,Reg
2010-03-03-new-mexico,The Pit/Bob King Court,2010-03-03-new-mexico,"Wed, Mar 3, 2010",2010-03-03,31,Home,texas-christian,MWC,TCU,,0,66,73,Win,3,28,W 14,,Reg
2010-03-11-air-force,Thomas & Mack Center,2010-03-11-air-force,"Thu, Mar 11, 2010",2010-03-11,32,Neutral,air-force,MWC,Air Force,,0,69,75,Win,3,29,W 15,,Conf-Tourney
2010-03-12-new-mexico,Thomas & Mack Center,2010-03-12-new-mexico,"Fri, Mar 12, 2010",2010-03-12,33,Neutral,san-diego-state,MWC,San Diego State,,0,72,69,Loss,4,29,L 1,,Conf-Tourney
2010-03-18-montana,SAP Center,2010-03-18-montana,"Thu, Mar 18, 2010",2010-03-18,34,Neutral,montana,Big Sky,Montana,,0,57,62,Win,4,30,W 1,,NCAA
2010-03-20-new-mexico,SAP Center,2010-03-20-new-mexico,"Sat, Mar 20, 2010",2010-03-20,35,Neutral,washington,Pac-10,Washington,,0,82,64,Loss,5,30,L 1,,NCAA
2009-11-13-georgia,Stegeman Coliseum,2009-11-13-georgia,"Fri, Nov 13, 2009",2009-11-13,1,Away,georgia,SEC,Georgia,,0,67,59,Loss,1,0,L 1,,Reg
2009-11-19-new-orleans,Kiefer Lakefront Arena,2009-11-19-new-orleans,"Thu, Nov 19, 2009",2009-11-19,2,Home,Southern-New Orleans,Non-DI School,Southern-New Orleans,,0,65,74,Win,1,1,W 1,,Reg
2009-11-21-new-orleans,Kiefer Lakefront Arena,2009-11-21-new-orleans,"Sat, Nov 21, 2009",2009-11-21,3,Home,texas-state,Southland,Texas State,,0,55,67,Win,1,2,W 2,,Reg
2009-11-25-new-orleans,Kiefer Lakefront Arena,2009-11-25-new-orleans,"Wed, Nov 25, 2009",2009-11-25,4,Home,Mobile,Non-DI School,Mobile,,0,51,65,Win,1,3,W 3,,Reg
2009-11-29-north-carolina-state,RBC Center,2009-11-29-north-carolina-state,"Sun, Nov 29, 2009",2009-11-29,5,Away,north-carolina-state,ACC,NC State,,0,69,52,Loss,2,3,L 1,,Reg
2009-12-02-tulane,Avron B. Fogelman Arena,2009-12-02-tulane,"Wed, Dec 2, 2009",2009-12-02,6,Away,tulane,CUSA,Tulane,,0,50,51,Win,2,4,W 1,,Reg
2009-12-05-new-orleans,Kiefer Lakefront Arena,2009-12-05-new-orleans,"Sat, Dec 5, 2009",2009-12-05,7,Home,Houston Baptist,GWC,Houston Baptist,,0,67,79,Win,2,5,W 2,,Reg
2009-12-12-southern,F. G. Clark Activity Center,2009-12-12-southern,"Sat, Dec 12, 2009",2009-12-12,8,Away,southern,SWAC,Southern,,0,78,73,Loss,3,5,L 1,,Reg
2009-12-14-new-orleans,Kiefer Lakefront Arena,2009-12-14-new-orleans,"Mon, Dec 14, 2009",2009-12-14,9,Home,florida-atlantic,Sun Belt,Florida Atlantic,,0,66,48,Loss,4,5,L 2,,Reg
2009-12-17-troy,Trojan Arena,2009-12-17-troy,"Thu, Dec 17, 2009",2009-12-17,10,Away,troy,Sun Belt,Troy,,0,78,76,Loss,5,5,L 3,,Reg
2009-12-21-new-orleans,Bert Jenkins Gymnasium,2009-12-21-new-orleans,"Mon, Dec 21, 2009",2009-12-21,11,Neutral,southern-mississippi,CUSA,Southern Mississippi,,0,78,58,Loss,6,5,L 4,,Reg
2009-12-22-new-orleans,Bert Jenkins Gymnasium,2009-12-22-new-orleans,"Tue, Dec 22, 2009",2009-12-22,12,Neutral,north-florida,A-Sun,North Florida,,0,64,49,Loss,7,5,L 5,,Reg
2009-12-23-new-orleans,Bert Jenkins Gymnasium,2009-12-23-new-orleans,"Wed, Dec 23, 2009",2009-12-23,13,Neutral,canisius,MAAC,Canisius,,0,63,48,Loss,8,5,L 6,,Reg
2009-12-31-new-orleans,Kiefer Lakefront Arena,2009-12-31-new-orleans,"Thu, Dec 31, 2009",2009-12-31,14,Home,middle-tennessee,Sun Belt,Middle Tennessee,,0,63,58,Loss,9,5,L 7,,Reg
2010-01-02-new-orleans,Kiefer Lakefront Arena,2010-01-02-new-orleans,"Sat, Jan 2, 2010",2010-01-02,15,Home,florida-international,Sun Belt,Florida International,,0,58,68,Win,9,6,W 1,,Reg
2010-01-07-denver,Magness Arena,2010-01-07-denver,"Thu, Jan 7, 2010",2010-01-07,16,Away,denver,Sun Belt,Denver,,0,75,66,Loss,10,6,L 1,,Reg
2010-01-09-north-texas,Super Pit,2010-01-09-north-texas,"Sat, Jan 9, 2010",2010-01-09,17,Away,north-texas,Sun Belt,North Texas,,0,71,57,Loss,11,6,L 2,,Reg
2010-01-14-new-orleans,Kiefer Lakefront Arena,2010-01-14-new-orleans,"Thu, Jan 14, 2010",2010-01-14,18,Home,arkansas-little-rock,Sun Belt,Little Rock,,1,66,67,Win,11,7,W 1,,Reg
2010-01-21-louisiana-lafayette,Cajundome,2010-01-21-louisiana-lafayette,"Thu, Jan 21, 2010",2010-01-21,19,Away,louisiana-lafayette,Sun Belt,Louisiana,,0,70,53,Loss,12,7,L 1,,Reg
2010-01-23-new-orleans,Kiefer Lakefront Arena,2010-01-23-new-orleans,"Sat, Jan 23, 2010",2010-01-23,20,Home,louisiana-monroe,Sun Belt,Louisiana-Monroe,,0,48,47,Loss,13,7,L 2,,Reg
2010-01-28-middle-tennessee,Murphy Athletic Center,2010-01-28-middle-tennessee,"Thu, Jan 28, 2010",2010-01-28,21,Away,middle-tennessee,Sun Belt,Middle Tennessee,,0,66,46,Loss,14,7,L 3,,Reg
2010-01-30-western-kentucky,E.A. Diddle Arena,2010-01-30-western-kentucky,"Sat, Jan 30, 2010",2010-01-30,22,Away,western-kentucky,Sun Belt,Western Kentucky,,0,76,56,Loss,15,7,L 4,,Reg
2010-02-04-new-orleans,Kiefer Lakefront Arena,2010-02-04-new-orleans,"Thu, Feb 4, 2010",2010-02-04,23,Home,south-alabama,Sun Belt,South Alabama,,0,59,51,Loss,16,7,L 5,,Reg
2010-02-06-new-orleans,Kiefer Lakefront Arena,2010-02-06-new-orleans,"Sat, Feb 6, 2010",2010-02-06,24,Home,arkansas-state,Sun Belt,Arkansas State,,0,66,52,Loss,17,7,L 6,,Reg
2010-02-11-new-orleans,Kiefer Lakefront Arena,2010-02-11-new-orleans,"Thu, Feb 11, 2010",2010-02-11,25,Home,north-texas,Sun Belt,North Texas,,0,68,46,Loss,18,7,L 7,,Reg
2010-02-18-louisiana-monroe,Fant-Ewing Coliseum,2010-02-18-louisiana-monroe,"Thu, Feb 18, 2010",2010-02-18,26,Away,louisiana-monroe,Sun Belt,Louisiana-Monroe,,0,73,82,Win,18,8,W 1,,Reg
2010-02-20-new-orleans,Kiefer Lakefront Arena,2010-02-20-new-orleans,"Sat, Feb 20, 2010",2010-02-20,27,Home,denver,Sun Belt,Denver,,0,53,45,Loss,19,8,L 1,,Reg
2010-02-25-arkansas-state,Convocation Center,2010-02-25-arkansas-state,"Thu, Feb 25, 2010",2010-02-25,28,Away,arkansas-state,Sun Belt,Arkansas State,,0,63,56,Loss,20,8,L 2,,Reg
2010-02-27-arkansas-little-rock,Jack Stephens Center,2010-02-27-arkansas-little-rock,"Sat, Feb 27, 2010",2010-02-27,29,Away,arkansas-little-rock,Sun Belt,Little Rock,,0,77,71,Loss,21,8,L 3,,Reg
2010-03-06-new-orleans,Summit Arena,2010-03-06-new-orleans,"Sat, Mar 6, 2010",2010-03-06,30,Neutral,western-kentucky,Sun Belt,Western Kentucky,,0,83,58,Loss,22,8,L 4,,Conf-Tourney
2009-11-13-auburn,Beard-Eaves-Memorial,2009-11-13-auburn,"Fri, Nov 13, 2009",2009-11-13,1,Away,auburn,SEC,Auburn,,0,69,65,Loss,1,0,L 1,,Reg
2009-11-17-niagara,Gallagher Center,2009-11-17-niagara,"Tue, Nov 17, 2009",2009-11-17,2,Home,drexel,CAA,Drexel,,0,69,76,Win,1,1,W 1,,Reg
2009-11-20-howard,Ocean Center,2009-11-20-howard,"Fri, Nov 20, 2009",2009-11-20,3,Neutral,howard,MEAC,Howard,,0,77,82,Win,1,2,W 2,,Reg
2009-11-21-central-florida,Ocean Center,2009-11-21-central-florida,"Sat, Nov 21, 2009",2009-11-21,4,Neutral,central-florida,CUSA,Central Florida,,0,46,63,Win,1,3,W 3,,Reg
2009-11-22-niagara,Ocean Center,2009-11-22-niagara,"Sun, Nov 22, 2009",2009-11-22,5,Neutral,austin-peay,OVC,Austin Peay,,0,69,67,Loss,2,3,L 1,,Reg
2009-11-25-mount-st-marys,Knott Arena,2009-11-25-mount-st-marys,"Wed, Nov 25, 2009",2009-11-25,6,Away,mount-st-marys,NEC,Mount St. Mary's,,0,64,74,Win,2,4,W 1,,Reg
2009-11-29-akron,James A. Rhodes Arena,2009-11-29-akron,"Sun, Nov 29, 2009",2009-11-29,7,Away,akron,MAC,Akron,,0,80,68,Loss,3,4,L 1,,Reg
2009-12-04-niagara,Gallagher Center,2009-12-04-niagara,"Fri, Dec 4, 2009",2009-12-04,8,Home,manhattan,MAAC,Manhattan,,0,64,88,Win,3,5,W 1,,Reg
2009-12-06-niagara,Gallagher Center,2009-12-06-niagara,"Sun, Dec 6, 2009",2009-12-06,9,Home,loyola-md,MAAC,Loyola (MD),,0,57,77,Win,3,6,W 2,,Reg
2009-12-09-niagara,Gallagher Center,2009-12-09-niagara,"Wed, Dec 9, 2009",2009-12-09,10,Home,buffalo,MAC,Buffalo,,0,86,80,Loss,4,6,L 1,,Reg
2009-12-13-illinois-state,Redbird Arena,2009-12-13-illinois-state,"Sun, Dec 13, 2009",2009-12-13,11,Away,illinois-state,MVC,Illinois State,,0,68,76,Win,4,7,W 1,,Reg
2009-12-22-niagara,Gallagher Center,2009-12-22-niagara,"Tue, Dec 22, 2009",2009-12-22,12,Home,st-bonaventure,A-10,St. Bonaventure,,0,71,77,Win,4,8,W 2,,Reg
2009-12-28-niagara,Don Haskins Center,2009-12-28-niagara,"Mon, Dec 28, 2009",2009-12-28,13,Neutral,air-force,MWC,Air Force,,0,77,71,Loss,5,8,L 1,,Reg
2009-12-29-norfolk-state,Don Haskins Center,2009-12-29-norfolk-state,"Tue, Dec 29, 2009",2009-12-29,14,Neutral,norfolk-state,MEAC,Norfolk State,,0,69,80,Win,5,9,W 1,,Reg
2010-01-02-niagara,HSBC Arena,2010-01-02-niagara,"Sat, Jan 2, 2010",2010-01-02,15,Neutral,iona,MAAC,Iona,,0,63,60,Loss,6,9,L 1,,Reg
2010-01-04-niagara,Gallagher Center,2010-01-04-niagara,"Mon, Jan 4, 2010",2010-01-04,16,Home,fairfield,MAAC,Fairfield,,0,68,77,Win,6,10,W 1,,Reg
2010-01-09-siena,Times Union Center,2010-01-09-siena,"Sat, Jan 9, 2010",2010-01-09,17,Away,siena,MAAC,Siena,,0,83,65,Loss,7,10,L 1,,Reg
2010-01-11-saint-peters,Yanitelli Center,2010-01-11-saint-peters,"Mon, Jan 11, 2010",2010-01-11,18,Away,saint-peters,MAAC,Saint Peter's,,2,90,86,Loss,8,10,L 2,,Reg
2010-01-16-iona,Hynes Athletics Center,2010-01-16-iona,"Sat, Jan 16, 2010",2010-01-16,19,Away,iona,MAAC,Iona,,0,64,47,Loss,9,10,L 3,,Reg
2010-01-18-marist,McCann Recreation Center,2010-01-18-marist,"Mon, Jan 18, 2010",2010-01-18,20,Away,marist,MAAC,Marist,,0,56,72,Win,9,11,W 1,,Reg
2010-01-22-niagara,Gallagher Center,2010-01-22-niagara,"Fri, Jan 22, 2010",2010-01-22,21,Home,saint-peters,MAAC,Saint Peter's,,0,74,65,Loss,10,11,L 1,,Reg
2010-01-24-niagara,Gallagher Center,2010-01-24-niagara,"Sun, Jan 24, 2010",2010-01-24,22,Home,rider,MAAC,Rider,,0,62,61,Loss,11,11,L 2,,Reg
2010-01-29-canisius,Koessler Athletic Center,2010-01-29-canisius,"Fri, Jan 29, 2010",2010-01-29,23,Away,canisius,MAAC,Canisius,,1,73,70,Loss,12,11,L 3,,Reg
2010-01-31-loyola-md,Reitz Arena,2010-01-31-loyola-md,"Sun, Jan 31, 2010",2010-01-31,24,Away,loyola-md,MAAC,Loyola (MD),,0,77,86,Win,12,12,W 1,,Reg
2010-02-05-niagara,Gallagher Center,2010-02-05-niagara,"Fri, Feb 5, 2010",2010-02-05,25,Home,canisius,MAAC,Canisius,,0,54,66,Win,12,13,W 2,,Reg
2010-02-08-rider,Alumni Gymnasium,2010-02-08-rider,"Mon, Feb 8, 2010",2010-02-08,26,Away,rider,MAAC,Rider,,0,70,62,Loss,13,13,L 1,,Reg
2010-02-12-niagara,Gallagher Center,2010-02-12-niagara,"Fri, Feb 12, 2010",2010-02-12,27,Home,siena,MAAC,Siena,,0,74,87,Win,13,14,W 1,,Reg
2010-02-14-niagara,Gallagher Center,2010-02-14-niagara,"Sun, Feb 14, 2010",2010-02-14,28,Home,marist,MAAC,Marist,,0,51,70,Win,13,15,W 2,,Reg
2010-02-20-milwaukee,U.S. Cellular Arena,2010-02-20-milwaukee,"Sat, Feb 20, 2010",2010-02-20,29,Away,milwaukee,Horizon,Milwaukee,,0,79,85,Win,13,16,W 3,,Reg
2010-02-26-manhattan,Draddy Gymnasium,2010-02-26-manhattan,"Fri, Feb 26, 2010",2010-02-26,30,Away,manhattan,MAAC,Manhattan,,0,72,74,Win,13,17,W 4,,Reg
2010-02-28-fairfield,Arena at Harbor Yard,2010-02-28-fairfield,"Sun, Feb 28, 2010",2010-02-28,31,Away,fairfield,MAAC,Fairfield,,1,80,74,Loss,14,17,L 1,,Reg
2010-03-06-iona,Times Union Center,2010-03-06-iona,"Sat, Mar 6, 2010",2010-03-06,32,Neutral,iona,MAAC,Iona,,0,64,68,Win,14,18,W 1,,Conf-Tourney
2010-03-07-niagara,Times Union Center,2010-03-07-niagara,"Sun, Mar 7, 2010",2010-03-07,33,Neutral,fairfield,MAAC,Fairfield,,0,69,63,Loss,15,18,L 1,,Conf-Tourney
2009-11-13-duquesne,A.J. Palumbo Center,2009-11-13-duquesne,"Fri, Nov 13, 2009",2009-11-13,1,Away,duquesne,A-10,Duquesne,,0,85,62,Loss,1,0,L 1,,Reg
2009-11-17-houston,Hofheinz Pavilion,2009-11-17-houston,"Tue, Nov 17, 2009",2009-11-17,2,Away,houston,CUSA,Houston,,0,92,60,Loss,2,0,L 2,,Reg
2009-11-20-new-mexico,The Pit/Bob King Court,2009-11-20-new-mexico,"Fri, Nov 20, 2009",2009-11-20,3,Away,new-mexico,MWC,New Mexico,,0,83,59,Loss,3,0,L 3,,Reg
2009-11-21-nicholls-state,The Pit/Bob King Court,2009-11-21-nicholls-state,"Sat, Nov 21, 2009",2009-11-21,4,Neutral,miami-oh,MAC,Miami (OH),,0,69,58,Loss,4,0,L 4,,Reg
2009-11-22-nicholls-state,The Pit/Bob King Court,2009-11-22-nicholls-state,"Sun, Nov 22, 2009",2009-11-22,5,Neutral,louisiana-tech,WAC,Louisiana Tech,,0,77,45,Loss,5,0,L 5,,Reg
2009-11-26-alaska-anchorage,Sullivan Arena,2009-11-26-alaska-anchorage,"Thu, Nov 26, 2009",2009-11-26,6,Away,Alaska-Anchorage,Non-DI School,Alaska-Anchorage,,0,72,58,Loss,6,0,L 6,,Reg
2009-11-27-nicholls-state,Sullivan Arena,2009-11-27-nicholls-state,"Fri, Nov 27, 2009",2009-11-27,7,Neutral,washington-state,Pac-10,Washington State,,0,78,69,Loss,7,0,L 7,,Reg
2009-11-28-nicholls-state,Sullivan Arena,2009-11-28-nicholls-state,"Sat, Nov 28, 2009",2009-11-28,8,Neutral,oklahoma,Big 12,Oklahoma,25,0,81,60,Loss,8,0,L 8,,Reg
2009-12-03-nicholls-state,David Stopher Gymnasium,2009-12-03-nicholls-state,"Thu, Dec 3, 2009",2009-12-03,9,Home,Loyola (LA),Non-DI School,Loyola (LA),,0,66,82,Win,8,1,W 1,,Reg
2009-12-08-nicholls-state,David Stopher Gymnasium,2009-12-08-nicholls-state,"Tue, Dec 8, 2009",2009-12-08,10,Home,Southern-New Orleans,Non-DI School,Southern-New Orleans,,0,66,94,Win,8,2,W 2,,Reg
2009-12-14-nicholls-state,David Stopher Gymnasium,2009-12-14-nicholls-state,"Mon, Dec 14, 2009",2009-12-14,11,Home,Mobile,Non-DI School,Mobile,,0,60,81,Win,8,3,W 3,,Reg
2009-12-17-louisiana-state,Maravich Assembly Center,2009-12-17-louisiana-state,"Thu, Dec 17, 2009",2009-12-17,12,Away,louisiana-state,SEC,Louisiana State,,0,63,60,Loss,9,3,L 1,,Reg
2009-12-21-jacksonville-state,Pete Mathews Coliseum,2009-12-21-jacksonville-state,"Mon, Dec 21, 2009",2009-12-21,13,Away,jacksonville-state,OVC,Jacksonville State,,0,55,60,Win,9,4,W 1,,Reg
2010-01-09-nicholls-state,David Stopher Gymnasium,2010-01-09-nicholls-state,"Sat, Jan 9, 2010",2010-01-09,14,Home,northwestern-state,Southland,Northwestern State,,0,72,79,Win,9,5,W 2,,Reg
2010-01-13-texas-san-antonio,Convocation Center,2010-01-13-texas-san-antonio,"Wed, Jan 13, 2010",2010-01-13,15,Away,texas-san-antonio,Southland,UTSA,,0,64,59,Loss,10,5,L 1,,Reg
2010-01-16-nicholls-state,David Stopher Gymnasium,2010-01-16-nicholls-state,"Sat, Jan 16, 2010",2010-01-16,16,Home,stephen-f-austin,Southland,Stephen F. Austin,,0,63,70,Win,10,6,W 1,,Reg
2010-01-20-central-arkansas,Jeff Farris Center,2010-01-20-central-arkansas,"Wed, Jan 20, 2010",2010-01-20,17,Away,Central Arkansas,Southland,Central Arkansas,,0,64,50,Loss,11,6,L 1,,Reg
2010-01-23-northwestern-state,Prather Coliseum,2010-01-23-northwestern-state,"Sat, Jan 23, 2010",2010-01-23,18,Away,northwestern-state,Southland,Northwestern State,,2,99,98,Loss,12,6,L 2,,Reg
2010-01-27-nicholls-state,David Stopher Gymnasium,2010-01-27-nicholls-state,"Wed, Jan 27, 2010",2010-01-27,19,Home,mcneese-state,Southland,McNeese State,,0,61,63,Win,12,7,W 1,,Reg
2010-01-30-nicholls-state,David Stopher Gymnasium,2010-01-30-nicholls-state,"Sat, Jan 30, 2010",2010-01-30,20,Home,southeastern-louisiana,Southland,Southeastern Louisiana,,0,84,65,Loss,13,7,L 1,,Reg
2010-02-03-stephen-f-austin,William Johnson Coliseum,2010-02-03-stephen-f-austin,"Wed, Feb 3, 2010",2010-02-03,21,Away,stephen-f-austin,Southland,Stephen F. Austin,,1,68,67,Loss,14,7,L 2,,Reg
2010-02-06-texas-am-corpus-christi,American Bank Center,2010-02-06-texas-am-corpus-christi,"Sat, Feb 6, 2010",2010-02-06,22,Away,texas-am-corpus-christi,Southland,Texas A&M-Corpus Christi,,0,71,46,Loss,15,7,L 3,,Reg
2010-02-10-nicholls-state,David Stopher Gymnasium,2010-02-10-nicholls-state,"Wed, Feb 10, 2010",2010-02-10,23,Home,sam-houston-state,Southland,Sam Houston State,,0,75,69,Loss,16,7,L 4,,Reg
