awayindex,date,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,winner,home_team,away_team,home_team_name,away_team_name,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage,uid
2019-01-03-19-robert-morrisFairleigh Dickinson,"January 3, 2019",30.0,6,"North Athletic Complex, Pittsburgh, Pennsylvania",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,72.3,ROBERT-MORRIS,Robert Morris,Fairleigh Dickinson,northeast,2019-01-03-19-robert-morris,Home,ROBERT-MORRIS,FAIRLEIGH-DICKINSON,Robert Morris,Fairleigh Dickinson,0.5211988304093568,0.4932795698924731,0.5271493212669683,0.4166666666666667,5496
2018-12-21-15-massachusettsFairleigh Dickinson,"December 21, 2018",16.2,7,"Mullins Center, Amherst, Massachusetts",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,73.0,MASSACHUSETTS,UMass,Fairleigh Dickinson,atlantic-10,2018-12-21-15-massachusetts,Home,MASSACHUSETTS,FAIRLEIGH-DICKINSON,Massachusetts,Fairleigh Dickinson,0.5270979020979021,0.5104,0.5232558139534884,0.5,5497
2019-01-17-21-gonzagaLoyola Marymount,"January 17, 2019",20.7,17,"McCarthey Athletic Center, Spokane, Washington",LOYOLA-MARYMOUNT,Loyola Marymount,66.4,GONZAGA,Gonzaga,Loyola Marymount,wcc,2019-01-17-21-gonzaga,Home,GONZAGA,LOYOLA-MARYMOUNT,Gonzaga,Loyola Marymount,0.5005364806866953,0.5486459378134403,0.4705535924617197,0.7647058823529411,5498
2019-02-14-23-loyola-marymountLoyola Marymount,"February 14, 2019",6.4,17,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,65.5,GONZAGA,Gonzaga,Loyola Marymount,wcc,2019-02-14-23-loyola-marymount,Away,GONZAGA,LOYOLA-MARYMOUNT,Gonzaga,Loyola Marymount,0.5049056603773585,0.5362318840579711,0.4825119236883943,0.68,5499
2019-01-12-22-loyola-marymountLoyola Marymount,"January 12, 2019",15.3,13,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,58.2,SAINT-MARYS-CA,Saint Mary's,Loyola Marymount,wcc,2019-01-12-22-loyola-marymount,Away,SAINT-MARYS-CA,LOYOLA-MARYMOUNT,Saint Mary's (CA),Loyola Marymount,0.4994324631101021,0.5537974683544303,0.4619225967540575,0.8125,5500
2019-01-24-22-san-diegoLoyola Marymount,"January 24, 2019",14.1,14,"Jenny Craig Pavillion, San Diego, California",LOYOLA-MARYMOUNT,Loyola Marymount,63.6,SAN-DIEGO,San Diego,Loyola Marymount,wcc,2019-01-24-22-san-diego,Home,SAN-DIEGO,LOYOLA-MARYMOUNT,San Diego,Loyola Marymount,0.5,0.5448833034111311,0.48178980228928203,0.7368421052631579,5501
2019-02-07-22-loyola-marymountLoyola Marymount,"February 7, 2019",20.0,16,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,63.8,SAN-DIEGO,San Diego,Loyola Marymount,wcc,2019-02-07-22-loyola-marymount,Away,SAN-DIEGO,LOYOLA-MARYMOUNT,San Diego,Loyola Marymount,0.5028618152085037,0.5417287630402384,0.4828473413379074,0.6956521739130435,5502
2018-12-02-22-uclaLoyola Marymount,"December 2, 2018",13.7,6,"Pauley Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,68.8,UCLA,UCLA,Loyola Marymount,wcc,2018-12-02-22-ucla,Home,UCLA,LOYOLA-MARYMOUNT,UCLA,Loyola Marymount,0.5199115044247787,0.5911949685534591,0.4343065693430657,1.0,5503
2018-12-22-17-california-riversideLoyola Marymount,"December 22, 2018",12.1,5,"UC Riverside Student Recreation Center, Riverside, California",LOYOLA-MARYMOUNT,Loyola Marymount,62.3,CALIFORNIA-RIVERSIDE,UC-Riverside,Loyola Marymount,wcc,2018-12-22-17-california-riverside,Home,CALIFORNIA-RIVERSIDE,LOYOLA-MARYMOUNT,UC Riverside,Loyola Marymount,0.49630177514792895,0.5534246575342465,0.4463696369636964,0.9166666666666666,5504
2019-03-28-19-south-floridaLoyola Marymount,"March 28, 2019",16.1,22,"Sun Dome, Tampa, Florida",LOYOLA-MARYMOUNT,Loyola Marymount,61.4,SOUTH-FLORIDA,South Florida,Loyola Marymount,wcc,2019-03-28-19-south-florida,Home,SOUTH-FLORIDA,LOYOLA-MARYMOUNT,South Florida,Loyola Marymount,0.5005714285714286,0.5254777070063694,0.4888285024154589,0.6666666666666666,5505
2019-01-03-22-pepperdineLoyola Marymount,"January 3, 2019",16.3,8,"Firestone Fieldhouse, Malibu, California",LOYOLA-MARYMOUNT,Loyola Marymount,69.5,PEPPERDINE,Pepperdine,Loyola Marymount,wcc,2019-01-03-22-pepperdine,Home,PEPPERDINE,LOYOLA-MARYMOUNT,Pepperdine,Loyola Marymount,0.5032467532467533,0.5555555555555556,0.4489361702127659,0.8571428571428571,5506
2019-03-08-21-loyola-marymountLoyola Marymount,"March 8, 2019",13.3,20,"Orleans Arena, Paradise, Nevada",LOYOLA-MARYMOUNT,Loyola Marymount,60.9,PEPPERDINE,Pepperdine,Loyola Marymount,wcc,2019-03-08-21-loyola-marymount,Away,PEPPERDINE,LOYOLA-MARYMOUNT,Pepperdine,Loyola Marymount,0.5012690355329951,0.5270506108202443,0.4854785478547855,0.6666666666666666,5507
2019-02-02-21-brigham-youngLoyola Marymount,"February 2, 2019",14.7,14,"Marriott Center, Provo, Utah",LOYOLA-MARYMOUNT,Loyola Marymount,61.4,BRIGHAM-YOUNG,BYU,Loyola Marymount,wcc,2019-02-02-21-brigham-young,Home,BRIGHAM-YOUNG,LOYOLA-MARYMOUNT,Brigham Young,Loyola Marymount,0.5055225148683092,0.5424124513618677,0.4793351302785265,0.7272727272727273,5508
2019-02-16-16-loyola-marymountLoyola Marymount,"February 16, 2019",17.4,17,"Albert Gersten Pavilion, Los Angeles, California",LOYOLA-MARYMOUNT,Loyola Marymount,62.8,BRIGHAM-YOUNG,BYU,Loyola Marymount,wcc,2019-02-16-16-loyola-marymount,Away,BRIGHAM-YOUNG,LOYOLA-MARYMOUNT,Brigham Young,Loyola Marymount,0.4992810927390367,0.5344370860927152,0.4839449541284404,0.6538461538461539,5509
2019-03-28-21-michiganMichigan,"March 28, 2019",19.9,30,"Honda Center, Anaheim, California",MICHIGAN,Michigan,63.9,TEXAS-TECH,Texas Tech,Michigan,big-ten,2019-03-28-21-michigan,Away,TEXAS-TECH,MICHIGAN,Texas Tech,Michigan,0.5202143205065758,0.5073977371627503,0.4392963330029732,0.8333333333333334,5510
2019-01-19-12-wisconsinMichigan,"January 19, 2019",15.1,12,"Kohl Center, Madison, Wisconsin",MICHIGAN,Michigan,67.3,WISCONSIN,Wisconsin,Michigan,big-ten,2019-01-19-12-wisconsin,Home,WISCONSIN,MICHIGAN,Wisconsin,Michigan,0.5403309203722855,0.532258064516129,0.4407407407407408,1.0,5511
2019-02-01-19-iowaMichigan,"February 1, 2019",11.8,17,"Carver-Hawkeye Arena, Iowa City, Iowa",MICHIGAN,Michigan,71.6,IOWA,Iowa,Michigan,big-ten,2019-02-01-19-iowa,Home,IOWA,MICHIGAN,Iowa,Michigan,0.5242677824267783,0.5223654283548143,0.4356223175965665,0.9523809523809524,5512
2019-02-24-15-michiganMichigan,"February 24, 2019",10.7,24,"Crisler Arena, Ann Arbor, Michigan",MICHIGAN,Michigan,63.9,MICHIGAN-STATE,Michigan State,Michigan,big-ten,2019-02-24-15-michigan,Away,MICHIGAN-STATE,MICHIGAN,Michigan State,Michigan,0.5188434048083171,0.5072379849449913,0.439193654990086,0.8888888888888888,5513
2019-03-09-20-michigan-stateMichigan,"March 9, 2019",17.3,25,"Breslin Events Center, East Lansing, Michigan",MICHIGAN,Michigan,66.8,MICHIGAN-STATE,Michigan State,Michigan,big-ten,2019-03-09-20-michigan-state,Home,MICHIGAN-STATE,MICHIGAN,Michigan State,Michigan,0.5204918032786885,0.5083507306889353,0.440688018979834,0.8666666666666667,5514
2019-03-17-15-michigan-stateMichigan,"March 17, 2019",12.7,28,"United Center, Chicago, Illinois",MICHIGAN,Michigan,62.7,MICHIGAN-STATE,Michigan State,Michigan,big-ten,2019-03-17-15-michigan-state,Home,MICHIGAN-STATE,MICHIGAN,Michigan State,Michigan,0.5216473072861668,0.50426944971537,0.4402056277056277,0.8484848484848485,5515
2019-02-12-20-penn-stateMichigan,"February 12, 2019",14.1,9,"Bryce Jordan Center, University Park, Pennsylvania",MICHIGAN,Michigan,66.4,PENN-STATE,Penn State,Michigan,big-ten,2019-02-12-20-penn-state,Home,PENN-STATE,MICHIGAN,Penn State,Michigan,0.5167394468704513,0.5150523560209425,0.4398805078416729,0.9166666666666666,5516
2019-01-05-15-drakeDrake,"January 5, 2019",16.0,11,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,65.6,LOYOLA-IL,Loyola (IL),Drake,mvc,2019-01-05-15-drake,Away,LOYOLA-IL,DRAKE,Loyola (IL),Drake,0.5533807829181495,0.5043103448275862,0.4756380510440835,0.7857142857142857,5517
2019-02-05-19-loyola-ilDrake,"February 5, 2019",7.2,15,"Joseph J. Gentile Center, Chicago, Illinois",DRAKE,Drake,60.4,LOYOLA-IL,Loyola (IL),Drake,mvc,2019-02-05-19-loyola-il,Home,LOYOLA-IL,DRAKE,Loyola (IL),Drake,0.5519969856819894,0.5102179836512262,0.4817384952520088,0.7391304347826086,5518
2019-01-02-19-evansvilleDrake,"January 2, 2019",17.4,7,"Ford Center, Evansville, Indiana",DRAKE,Drake,72.8,EVANSVILLE,Evansville,Drake,mvc,2019-01-02-19-evansville,Home,EVANSVILLE,DRAKE,Evansville,Drake,0.5690104166666666,0.5076923076923077,0.4775280898876405,0.8461538461538461,5519
2019-03-22-20-southern-utahDrake,"March 22, 2019",17.0,17,"Centrum, Cedar City, Utah",DRAKE,Drake,75.6,SOUTHERN-UTAH,Southern Utah,Drake,big-sky,2019-03-22-20-southern-utah,Home,SOUTHERN-UTAH,DRAKE,Southern Utah,Drake,0.5441648822269807,0.5127710843373494,0.4825227963525836,0.7272727272727273,5520
2018-11-13-20-coloradoDrake,"November 13, 2018",14.2,1,"Coors Events/Conference Center, Boulder, Colorado",DRAKE,Drake,78.8,COLORADO,Colorado,Drake,pac-12,2018-11-13-20-colorado,Home,COLORADO,DRAKE,Colorado,Drake,0.6285714285714286,0.6296296296296297,0.2857142857142857,1.0,5521
2019-01-30-20-drakeDrake,"January 30, 2019",16.1,16,"Knapp Center, Des Moines, Iowa",DRAKE,Drake,63.5,ILLINOIS-STATE,Illinois State,Drake,mvc,2019-01-30-20-drake,Away,ILLINOIS-STATE,DRAKE,Illinois State,Drake,0.5564186426819296,0.5088757396449705,0.4796650717703349,0.7619047619047619,5522
2019-02-24-14-illinois-stateDrake,"February 24, 2019",21.5,15,"Redbird Arena, Normal, Illinois",DRAKE,Drake,71.9,ILLINOIS-STATE,Illinois State,Drake,mvc,2019-02-24-14-illinois-state,Home,ILLINOIS-STATE,DRAKE,Illinois State,Drake,0.546583850931677,0.5118778280542986,0.4925550923168553,0.75,5523
2019-01-13-16-northern-iowaDrake,"January 13, 2019",9.5,7,"McLeod Center, Cedar Falls, Iowa",DRAKE,Drake,59.5,NORTHERN-IOWA,Northern Iowa,Drake,mvc,2019-01-13-16-northern-iowa,Home,NORTHERN-IOWA,DRAKE,Northern Iowa,Drake,0.5628299894403379,0.5019455252918288,0.4917864476386037,0.75,5524
2019-03-09-18-drakeDrake,"March 9, 2019",14.8,24,"Scottrade Center, St. Louis, Missouri",DRAKE,Drake,64.7,NORTHERN-IOWA,Northern Iowa,Drake,mvc,2019-03-09-18-drake,Away,NORTHERN-IOWA,DRAKE,Northern Iowa,Drake,0.5462555066079295,0.5141019297377536,0.4820499479708637,0.75,5525
2018-12-15-16-iowa-stateDrake,"December 15, 2018",8.8,9,"Wells Fargo Arena, Des Moines, Iowa",DRAKE,Drake,68.8,IOWA-STATE,Iowa State,Drake,big-12,2018-12-15-16-iowa-state,Home,IOWA-STATE,DRAKE,Iowa State,Drake,0.5515970515970516,0.5084745762711864,0.4693396226415094,0.8571428571428571,5526
2018-11-10-13-iupuiEastern Illinois,"November 10, 2018",19.6,1,"Indiana Farmers Coliseum, Indianapolis, Indiana",EASTERN-ILLINOIS,Eastern Illinois,77.1,IUPUI,IUPUI,Eastern Illinois,horizon,2018-11-10-13-iupui,Home,IUPUI,EASTERN-ILLINOIS,IUPUI,Eastern Illinois,0.4107142857142857,0.484375,0.5769230769230769,0.0,5527
2018-11-06-20-texasEastern Illinois,"November 6, 2018",20.8,1,"Frank Erwin Center, Austin, Texas",EASTERN-ILLINOIS,Eastern Illinois,72.0,TEXAS,Texas,Eastern Illinois,big-12,2018-11-06-20-texas,Home,TEXAS,EASTERN-ILLINOIS,Texas,Eastern Illinois,,,,,5528
2018-11-25-13-north-carolina-wilmingtonEastern Illinois,"November 25, 2018",17.1,3,"U.S. Cellular Center, Asheville, North Carolina",EASTERN-ILLINOIS,Eastern Illinois,68.5,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,Eastern Illinois,colonial,2018-11-25-13-north-carolina-wilmington,Home,NORTH-CAROLINA-WILMINGTON,EASTERN-ILLINOIS,UNC Wilmington,Eastern Illinois,0.4715719063545151,0.5186246418338109,0.4947735191637631,0.6,5529
2019-02-21-20-belmontEastern Illinois,"February 21, 2019",14.8,22,"Curb Event Center, Nashville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,69.2,BELMONT,Belmont,Eastern Illinois,ovc,2019-02-21-20-belmont,Home,BELMONT,EASTERN-ILLINOIS,Belmont,Eastern Illinois,0.5114693118412895,0.4905046120455779,0.5235878336436995,0.5185185185185185,5530
2018-12-21-19-iowa-stateEastern Illinois,"December 21, 2018",6.2,10,"James H. Hilton Coliseum , Ames, Iowa",EASTERN-ILLINOIS,Eastern Illinois,68.7,IOWA-STATE,Iowa State,Eastern Illinois,big-12,2018-12-21-19-iowa-state,Home,IOWA-STATE,EASTERN-ILLINOIS,Iowa State,Eastern Illinois,0.4969879518072289,0.4815825375170532,0.534621578099839,0.5454545454545454,5531
2018-11-28-20-eastern-illinoisEastern Illinois,"November 28, 2018",12.0,3,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,74.0,IPFW,Purdue-Fort Wayne,Eastern Illinois,summit,2018-11-28-20-eastern-illinois,Away,IPFW,EASTERN-ILLINOIS,Purdue-Fort Wayne,Eastern Illinois,0.4789325842696629,0.5037593984962406,0.5216763005780347,0.5,5532
2019-02-09-17-austin-peayEastern Illinois,"February 9, 2019",8.7,18,"Winfield Dunn Center, Clarksville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,70.4,AUSTIN-PEAY,Austin Peay,Eastern Illinois,ovc,2019-02-09-17-austin-peay,Home,AUSTIN-PEAY,EASTERN-ILLINOIS,Austin Peay,Eastern Illinois,0.5006968641114983,0.4948578342407744,0.5198329853862212,0.5416666666666666,5533
2019-02-02-16-eastern-illinoisEastern Illinois,"February 2, 2019",19.1,13,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,72.9,MOREHEAD-STATE,Morehead State,Eastern Illinois,ovc,2019-02-02-16-eastern-illinois,Away,MOREHEAD-STATE,EASTERN-ILLINOIS,Morehead State,Eastern Illinois,0.4935213414634146,0.4957208689927584,0.5198928844682479,0.5909090909090909,5534
2019-01-17-20-eastern-illinoisEastern Illinois,"January 17, 2019",13.3,10,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,73.0,MURRAY-STATE,Murray State,Eastern Illinois,ovc,2019-01-17-20-eastern-illinois,Away,MURRAY-STATE,EASTERN-ILLINOIS,Murray State,Eastern Illinois,0.4941118743866536,0.4908774978279757,0.5316901408450704,0.5882352941176471,5535
2019-02-07-20-murray-stateEastern Illinois,"February 7, 2019",9.6,18,"CFSB Center, Murray, Kentucky",EASTERN-ILLINOIS,Eastern Illinois,72.8,MURRAY-STATE,Murray State,Eastern Illinois,ovc,2019-02-07-20-murray-state,Home,MURRAY-STATE,EASTERN-ILLINOIS,Murray State,Eastern Illinois,0.498543335761107,0.4955752212389381,0.5200437317784257,0.5652173913043478,5536
2019-01-10-20-jacksonville-stateEastern Illinois,"January 10, 2019",15.1,11,"Pete Mathews Coliseum, Jacksonville, Alabama",EASTERN-ILLINOIS,Eastern Illinois,69.4,JACKSONVILLE-STATE,Jacksonville State,Eastern Illinois,ovc,2019-01-10-20-jacksonville-state,Home,JACKSONVILLE-STATE,EASTERN-ILLINOIS,Jacksonville State,Eastern Illinois,0.5,0.4809756097560976,0.5327313769751693,0.6,5537
2019-02-28-21-eastern-illinoisEastern Illinois,"February 28, 2019",20.6,14,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,67.3,JACKSONVILLE-STATE,Jacksonville State,Eastern Illinois,ovc,2019-02-28-21-eastern-illinois,Away,JACKSONVILLE-STATE,EASTERN-ILLINOIS,Jacksonville State,Eastern Illinois,0.5052143684820394,0.4860335195530726,0.5307424593967517,0.4827586206896552,5538
2019-03-06-21-eastern-illinoisEastern Illinois,"March 6, 2019",18.3,14,"Ford Center, Evansville, Indiana",EASTERN-ILLINOIS,Eastern Illinois,65.2,TENNESSEE-MARTIN,UT-Martin,Eastern Illinois,ovc,2019-03-06-21-eastern-illinois,Away,TENNESSEE-MARTIN,EASTERN-ILLINOIS,Tennessee-Martin,Eastern Illinois,0.5029697624190065,0.4897765097479791,0.5307065217391305,0.4516129032258064,5539
2019-01-26-17-southeast-missouri-stateEastern Illinois,"January 26, 2019",15.4,7,"Show Me Center, Cape Girardeau, Missouri",EASTERN-ILLINOIS,Eastern Illinois,64.7,SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Eastern Illinois,ovc,2019-01-26-17-southeast-missouri-state,Home,SOUTHEAST-MISSOURI-STATE,EASTERN-ILLINOIS,Southeast Missouri State,Eastern Illinois,0.4974937343358396,0.4922850844966936,0.5308016877637131,0.6,5540
2019-02-16-16-eastern-illinoisEastern Illinois,"February 16, 2019",13.7,14,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,71.7,SOUTHEAST-MISSOURI-STATE,Southeast Missouri State,Eastern Illinois,ovc,2019-02-16-16-eastern-illinois,Away,SOUTHEAST-MISSOURI-STATE,EASTERN-ILLINOIS,Southeast Missouri State,Eastern Illinois,0.5067524115755627,0.4929971988795519,0.5193798449612403,0.5384615384615384,5541
2019-03-02-16-eastern-illinoisEastern Illinois,"March 2, 2019",17.4,14,"Lantz Arena, Charleston, Illinois",EASTERN-ILLINOIS,Eastern Illinois,69.5,TENNESSEE-TECH,Tennessee Tech,Eastern Illinois,ovc,2019-03-02-16-eastern-illinois,Away,TENNESSEE-TECH,EASTERN-ILLINOIS,Tennessee Tech,Eastern Illinois,0.5064245810055866,0.4879725085910653,0.5307606263982103,0.4666666666666667,5542
2019-02-23-20-tennessee-stateEastern Illinois,"February 23, 2019",14.2,9,"Gentry Center Complex, Nashville, Tennessee",EASTERN-ILLINOIS,Eastern Illinois,69.2,TENNESSEE-STATE,Tennessee State,Eastern Illinois,ovc,2019-02-23-20-tennessee-state,Home,TENNESSEE-STATE,EASTERN-ILLINOIS,Tennessee State,Eastern Illinois,0.5083682008368201,0.4868282402528978,0.5314748201438849,0.5,5543
2018-12-01-15-chicago-stateEastern Illinois,"December 1, 2018",24.5,2,"Emil and Patricia Jones Convocation Center, Chicago, Illinois",EASTERN-ILLINOIS,Eastern Illinois,76.2,CHICAGO-STATE,Chicago State,Eastern Illinois,wac,2018-12-01-15-chicago-state,Home,CHICAGO-STATE,EASTERN-ILLINOIS,Chicago State,Eastern Illinois,0.4647058823529412,0.48,0.5533980582524272,0.42857142857142855,5544
2019-01-12-20-utahWashington State,"January 12, 2019",18.1,8,"Jon M. Huntsman Center, Salt Lake City, Utah",WASHINGTON-STATE,Washington State,76.7,UTAH,Utah,Washington State,pac-12,2019-01-12-20-utah,Home,UTAH,WASHINGTON-STATE,Utah,Washington State,0.5444319460067492,0.4909090909090909,0.5338624338624338,0.4666666666666667,5545
2019-02-23-20-washington-stateWashington State,"February 23, 2019",14.1,11,"Beasley Coliseum, Pullman, Washington",WASHINGTON-STATE,Washington State,69.7,UTAH,Utah,Washington State,pac-12,2019-02-23-20-washington-state,Away,UTAH,WASHINGTON-STATE,Utah,Washington State,0.5418865435356199,0.4818127608825283,0.5366082603254068,0.4230769230769231,5546
2018-12-22-22-washington-stateWashington State,"December 22, 2018",21.3,7,"Orleans Arena, Paradise, Nevada",WASHINGTON-STATE,Washington State,69.6,SAN-DIEGO,San Diego,Washington State,wcc,2018-12-22-22-washington-state,Away,SAN-DIEGO,WASHINGTON-STATE,San Diego,Washington State,0.5514469453376206,0.5078014184397163,0.4954268292682927,0.7,5547
2018-12-01-21-new-mexico-stateWashington State,"December 1, 2018",11.8,6,"Pan American Center, Las Cruces, New Mexico",WASHINGTON-STATE,Washington State,66.7,NEW-MEXICO-STATE,New Mexico State,Washington State,wac,2018-12-01-21-new-mexico-state,Home,NEW-MEXICO-STATE,WASHINGTON-STATE,New Mexico State,Washington State,0.5251479289940828,0.5108108108108108,0.4807121661721068,0.8,5548
2018-12-23-22-new-mexico-stateWashington State,"December 23, 2018",15.5,10,"Orleans Arena, Paradise, Nevada",WASHINGTON-STATE,Washington State,64.7,NEW-MEXICO-STATE,New Mexico State,Washington State,wac,2018-12-23-22-new-mexico-state,Home,NEW-MEXICO-STATE,WASHINGTON-STATE,New Mexico State,Washington State,0.5548148148148148,0.505249343832021,0.5027972027972027,0.6363636363636364,5549
2018-11-14-22-seattleWashington State,"November 14, 2018",20.7,3,"ShoWare Center, Kent, Washington",WASHINGTON-STATE,Washington State,77.2,SEATTLE,Seattle,Washington State,wac,2018-11-14-22-seattle,Home,SEATTLE,WASHINGTON-STATE,Seattle,Washington State,0.5571428571428572,0.4861111111111111,0.4848484848484849,1.0,5550
2019-01-27-20-oregonWashington State,"January 27, 2019",10.5,12,"Matthew Knight Arena, Eugene, Oregon",WASHINGTON-STATE,Washington State,59.8,OREGON,Oregon,Washington State,pac-12,2019-01-27-20-oregon,Home,OREGON,WASHINGTON-STATE,Oregon,Washington State,0.5394853593611357,0.4796416938110749,0.5423728813559322,0.42105263157894735,5551
2019-03-06-23-washington-stateWashington State,"March 6, 2019",23.0,11,"Beasley Coliseum, Pullman, Washington",WASHINGTON-STATE,Washington State,68.2,OREGON,Oregon,Washington State,pac-12,2019-03-06-23-washington-state,Away,OREGON,WASHINGTON-STATE,Oregon,Washington State,0.5338434373160683,0.4810868407032498,0.545199326221224,0.3793103448275862,5552
2019-03-13-23-oregonWashington State,"March 13, 2019",16.4,20,"T-Mobile Arena, Las Vegas, Nevada",WASHINGTON-STATE,Washington State,71.7,OREGON,Oregon,Washington State,pac-12,2019-03-13-23-oregon,Home,OREGON,WASHINGTON-STATE,Oregon,Washington State,0.5328911000552792,0.4822765851223165,0.5460526315789473,0.3548387096774194,5553
2019-03-02-19-californiaWashington State,"March 2, 2019",13.3,7,"Haas Pavilion, Berkeley, California",WASHINGTON-STATE,Washington State,76.5,CALIFORNIA,California,Washington State,pac-12,2019-03-02-19-california,Home,CALIFORNIA,WASHINGTON-STATE,California,Washington State,0.5341671751067725,0.478429203539823,0.5467751307379429,0.3928571428571429,5554
2019-01-30-22-washington-stateWashington State,"January 30, 2019",15.2,8,"Beasley Coliseum, Pullman, Washington",WASHINGTON-STATE,Washington State,68.1,UCLA,UCLA,Washington State,pac-12,2019-01-30-22-washington-state,Away,UCLA,WASHINGTON-STATE,UCLA,Washington State,0.5421994884910486,0.4804075235109718,0.5465587044534413,0.4,5555
2018-12-09-19-washington-stateWashington State,"December 9, 2018",14.0,5,"Toyota Center, Kennewick, Washington",WASHINGTON-STATE,Washington State,80.7,MONTANA-STATE,Montana State,Washington State,big-sky,2018-12-09-19-washington-state,Away,MONTANA-STATE,WASHINGTON-STATE,Montana State,Washington State,0.537199124726477,0.502970297029703,0.4792576419213974,0.7142857142857143,5556
2018-12-29-14-washington-stateWashington State,"December 29, 2018",9.5,7,"Spokane Veterans Memorial Arena, Spokane, Washington",WASHINGTON-STATE,Washington State,66.3,SANTA-CLARA,Santa Clara,Washington State,wcc,2018-12-29-14-washington-state,Away,SANTA-CLARA,WASHINGTON-STATE,Santa Clara,Washington State,0.5573204419889503,0.5018359853121175,0.5070967741935484,0.5833333333333334,5557
2019-01-10-21-coloradoWashington State,"January 10, 2019",14.3,10,"Coors Events/Conference Center, Boulder, Colorado",WASHINGTON-STATE,Washington State,70.8,COLORADO,Colorado,Washington State,pac-12,2019-01-10-21-colorado,Home,COLORADO,WASHINGTON-STATE,Colorado,Washington State,0.5552884615384616,0.4994606256742179,0.5266742338251986,0.5,5558
