,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
3925,2020-01-22-19-mississippi-state,"January 22, 2020","Humphrey Coliseum, Starkville, Mississippi",ARKANSAS,Arkansas,Home,MISSISSIPPI-STATE,Mississippi State,Arkansas,MISSISSIPPI-STATE,ARKANSAS,Mississippi State,Arkansas,2020-01-22-19-mississippi-stateMississippi State,2020-01-22-19-mississippi-stateArkansas,,,,,,,,
3926,2020-02-15-13-arkansas,"February 15, 2020","Bud Walton Arena, Fayetteville, Arkansas",ARKANSAS,Arkansas,Away,MISSISSIPPI-STATE,Mississippi State,Arkansas,MISSISSIPPI-STATE,ARKANSAS,Mississippi State,Arkansas,2020-02-15-13-arkansasMississippi State,2020-02-15-13-arkansasArkansas,,,,,,,,
3927,2020-02-08-15-missouri,"February 8, 2020","Mizzou Arena, Columbia, Missouri",ARKANSAS,Arkansas,Home,MISSOURI,Missouri,Arkansas,MISSOURI,ARKANSAS,Missouri,Arkansas,2020-02-08-15-missouriMissouri,2020-02-08-15-missouriArkansas,,,,,,,,
3928,2019-12-07-19-western-kentucky,"December 7, 2019","E.A. Diddle Arena, Bowling Green, Kentucky",ARKANSAS,Arkansas,Home,WESTERN-KENTUCKY,Western Kentucky,Arkansas,WESTERN-KENTUCKY,ARKANSAS,Western Kentucky,Arkansas,2019-12-07-19-western-kentuckyWestern Kentucky,2019-12-07-19-western-kentuckyArkansas,,,,,,,,
3929,2020-01-29-20-arkansas,"January 29, 2020","Bud Walton Arena, Fayetteville, Arkansas",ARKANSAS,Arkansas,Away,SOUTH-CAROLINA,South Carolina,Arkansas,SOUTH-CAROLINA,ARKANSAS,South Carolina,Arkansas,2020-01-29-20-arkansasSouth Carolina,2020-01-29-20-arkansasArkansas,,,,,,,,
3930,2020-02-29-18-georgia,"February 29, 2020","Stegeman Coliseum, Athens, Georgia",ARKANSAS,Arkansas,Home,GEORGIA,Georgia,Arkansas,GEORGIA,ARKANSAS,Georgia,Arkansas,2020-02-29-18-georgiaGeorgia,2020-02-29-18-georgiaArkansas,,,,,,,,
3931,2019-11-25-19-tennessee,"November 25, 2019","Thompson-Boling Arena, Knoxville, Tennessee",CHATTANOOGA,Chattanooga,Home,TENNESSEE,Tennessee,Chattanooga,TENNESSEE,CHATTANOOGA,Tennessee,Chattanooga,2019-11-25-19-tennesseeTennessee,2019-11-25-19-tennesseeChattanooga,,,,,,,,
3932,2020-01-18-19-north-carolina-greensboro,"January 18, 2020","Greensboro Coliseum, Greensboro, North Carolina",CHATTANOOGA,Chattanooga,Home,NORTH-CAROLINA-GREENSBORO,UNC Greensboro,Chattanooga,NORTH-CAROLINA-GREENSBORO,CHATTANOOGA,UNC Greensboro,Chattanooga,2020-01-18-19-north-carolina-greensboroUNC Greensboro,2020-01-18-19-north-carolina-greensboroChattanooga,,,,,,,,
3933,2020-01-25-16-east-tennessee-state,"January 25, 2020","Freedom Hall Civic Center, Johnson City, Tennessee",CHATTANOOGA,Chattanooga,Home,EAST-TENNESSEE-STATE,ETSU,Chattanooga,EAST-TENNESSEE-STATE,CHATTANOOGA,East Tennessee State,Chattanooga,2020-01-25-16-east-tennessee-stateEast Tennessee State,2020-01-25-16-east-tennessee-stateChattanooga,,,,,,,,
3934,2020-02-05-19-chattanooga,"February 5, 2020","The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,Away,EAST-TENNESSEE-STATE,ETSU,Chattanooga,EAST-TENNESSEE-STATE,CHATTANOOGA,East Tennessee State,Chattanooga,2020-02-05-19-chattanoogaEast Tennessee State,2020-02-05-19-chattanoogaChattanooga,,,,,,,,
3935,2019-11-20-18-florida-state,"November 20, 2019","Donald L. Tucker Center, Tallahassee, Florida",CHATTANOOGA,Chattanooga,Home,FLORIDA-STATE,Florida State,Chattanooga,FLORIDA-STATE,CHATTANOOGA,Florida State,Chattanooga,2019-11-20-18-florida-stateFlorida State,2019-11-20-18-florida-stateChattanooga,,,,,,,,
3936,2019-11-05-19-eastern-kentucky,"November 5, 2019","McBrayer Arena, Richmond, Kentucky",CHATTANOOGA,Chattanooga,Home,EASTERN-KENTUCKY,Eastern Kentucky,Chattanooga,EASTERN-KENTUCKY,CHATTANOOGA,Eastern Kentucky,Chattanooga,2019-11-05-19-eastern-kentuckyEastern Kentucky,2019-11-05-19-eastern-kentuckyChattanooga,,,,,,,,
3937,2019-12-03-19-western-carolina,"December 3, 2019","Ramsey Center, Cullowhee, North Carolina",CHATTANOOGA,Chattanooga,Home,WESTERN-CAROLINA,Western Carolina,Chattanooga,WESTERN-CAROLINA,CHATTANOOGA,Western Carolina,Chattanooga,2019-12-03-19-western-carolinaWestern Carolina,2019-12-03-19-western-carolinaChattanooga,,,,,,,,
3938,2020-02-01-14-chattanooga,"February 1, 2020","The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,Away,WESTERN-CAROLINA,Western Carolina,Chattanooga,WESTERN-CAROLINA,CHATTANOOGA,Western Carolina,Chattanooga,2020-02-01-14-chattanoogaWestern Carolina,2020-02-01-14-chattanoogaChattanooga,,,,,,,,
3939,2019-12-11-20-virginia-tech,"December 11, 2019","Cassell Coliseum, Blacksburg, Virginia",CHATTANOOGA,Chattanooga,Home,VIRGINIA-TECH,Virginia Tech,Chattanooga,VIRGINIA-TECH,CHATTANOOGA,Virginia Tech,Chattanooga,2019-12-11-20-virginia-techVirginia Tech,2019-12-11-20-virginia-techChattanooga,,,,,,,,
3940,2020-01-08-19-chattanooga,"January 8, 2020","The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,Away,FURMAN,Furman,Chattanooga,FURMAN,CHATTANOOGA,Furman,Chattanooga,2020-01-08-19-chattanoogaFurman,2020-01-08-19-chattanoogaChattanooga,,,,,,,,
3941,2020-02-15-16-furman,"February 15, 2020","Timmons Arena, Greenville, South Carolina",CHATTANOOGA,Chattanooga,Home,FURMAN,Furman,Chattanooga,FURMAN,CHATTANOOGA,Furman,Chattanooga,2020-02-15-16-furmanFurman,2020-02-15-16-furmanChattanooga,,,,,,,,
3942,2020-02-22-16-chattanooga,"February 22, 2020","The McKenzie Arena, Chattanooga, Tennessee",CHATTANOOGA,Chattanooga,Away,MERCER,Mercer,Chattanooga,MERCER,CHATTANOOGA,Mercer,Chattanooga,2020-02-22-16-chattanoogaMercer,2020-02-22-16-chattanoogaChattanooga,,,,,,,,
3943,2020-03-08-18-chattanooga,"March 8, 2020","U.S. Cellular Center, Asheville, North Carolina",CHATTANOOGA,Chattanooga,Away,WOFFORD,Wofford,Chattanooga,WOFFORD,CHATTANOOGA,Wofford,Chattanooga,2020-03-08-18-chattanoogaWofford,2020-03-08-18-chattanoogaChattanooga,,,,,,,,
3944,2019-12-04-19-tennessee,"December 4, 2019","Thompson-Boling Arena, Knoxville, Tennessee",FLORIDA-AM,Florida A&M,Home,TENNESSEE,Tennessee,Florida A&M,TENNESSEE,FLORIDA-AM,Tennessee,Florida A&M,2019-12-04-19-tennesseeTennessee,2019-12-04-19-tennesseeFlorida A&M,,,,,,,,
3945,2019-11-11-21-florida-am,"November 11, 2019","Stan Sheriff Center, Honolulu, Hawaii",FLORIDA-AM,Florida A&M,Away,SOUTH-DAKOTA,South Dakota,Florida A&M,SOUTH-DAKOTA,FLORIDA-AM,South Dakota,Florida A&M,2019-11-11-21-florida-amSouth Dakota,2019-11-11-21-florida-amFlorida A&M,,,,,,,,
3946,2019-12-02-20-kansas-state,"December 2, 2019","Bramlage Coliseum, Manhattan, Kansas",FLORIDA-AM,Florida A&M,Home,KANSAS-STATE,Kansas State,Florida A&M,KANSAS-STATE,FLORIDA-AM,Kansas State,Florida A&M,2019-12-02-20-kansas-stateKansas State,2019-12-02-20-kansas-stateFlorida A&M,,,,,,,,
3947,2019-12-19-22-washington-state,"December 19, 2019","Beasley Coliseum, Pullman, Washington",FLORIDA-AM,Florida A&M,Home,WASHINGTON-STATE,Washington State,Florida A&M,WASHINGTON-STATE,FLORIDA-AM,Washington State,Florida A&M,2019-12-19-22-washington-stateWashington State,2019-12-19-22-washington-stateFlorida A&M,,,,,,,,
3948,2020-03-05-19-bethune-cookman,"March 5, 2020","Moore Gymnasium, Daytona Beach, Florida",FLORIDA-AM,Florida A&M,Home,BETHUNE-COOKMAN,Bethune-Cookman,Bethune-Cookman,BETHUNE-COOKMAN,FLORIDA-AM,Bethune-Cookman,Florida A&M,2020-03-05-19-bethune-cookmanBethune-Cookman,2020-03-05-19-bethune-cookmanFlorida A&M,,,,,,,,
3949,2020-01-27-19-norfolk-state,"January 27, 2020","Echols Memorial Hall, Norfolk, Virginia",FLORIDA-AM,Florida A&M,Home,NORFOLK-STATE,Norfolk State,Florida A&M,NORFOLK-STATE,FLORIDA-AM,Norfolk State,Florida A&M,2020-01-27-19-norfolk-stateNorfolk State,2020-01-27-19-norfolk-stateFlorida A&M,,,,,,,,
3950,2020-01-04-16-north-carolina-central,"January 4, 2020","McLendon-McDougald Gym, Durham, North Carolina",FLORIDA-AM,Florida A&M,Home,NORTH-CAROLINA-CENTRAL,North Carolina Central,Florida A&M,NORTH-CAROLINA-CENTRAL,FLORIDA-AM,North Carolina Central,Florida A&M,2020-01-04-16-north-carolina-centralNorth Carolina Central,2020-01-04-16-north-carolina-centralFlorida A&M,,,,,,,,
3951,2020-01-06-19-north-carolina-at,"January 6, 2020","Ellis Corbett Sports Center, Greensboro, North Carolina",FLORIDA-AM,Florida A&M,Home,NORTH-CAROLINA-AT,North Carolina A&T,Florida A&M,NORTH-CAROLINA-AT,FLORIDA-AM,North Carolina A&T,Florida A&M,2020-01-06-19-north-carolina-atNorth Carolina A&T,2020-01-06-19-north-carolina-atFlorida A&M,,,,,,,,
3952,2020-02-17-19-maryland-eastern-shore,"February 17, 2020","Hytche Athletic Center, Princess Anne, Maryland",FLORIDA-AM,Florida A&M,Home,MARYLAND-EASTERN-SHORE,Maryland-Eastern Shore,Florida A&M,MARYLAND-EASTERN-SHORE,FLORIDA-AM,Maryland-Eastern Shore,Florida A&M,2020-02-17-19-maryland-eastern-shoreMaryland-Eastern Shore,2020-02-17-19-maryland-eastern-shoreFlorida A&M,,,,,,,,
3953,2019-11-23-12-seton-hall,"November 23, 2019","Prudential Center, Newark, New Jersey",FLORIDA-AM,Florida A&M,Home,SETON-HALL,Seton Hall,Florida A&M,SETON-HALL,FLORIDA-AM,Seton Hall,Florida A&M,2019-11-23-12-seton-hallSeton Hall,2019-11-23-12-seton-hallFlorida A&M,,,,,,,,
3954,2019-11-08-23-hawaii,"November 8, 2019","Stan Sheriff Center, Honolulu, Hawaii",FLORIDA-AM,Florida A&M,Home,HAWAII,Hawaii,Florida A&M,HAWAII,FLORIDA-AM,Hawaii,Florida A&M,2019-11-08-23-hawaiiHawaii,2019-11-08-23-hawaiiFlorida A&M,,,,,,,,
3955,2019-11-10-19-pacific,"November 10, 2019","Stan Sheriff Center, Honolulu, Hawaii",FLORIDA-AM,Florida A&M,Home,PACIFIC,Pacific,Florida A&M,PACIFIC,FLORIDA-AM,Pacific,Florida A&M,2019-11-10-19-pacificPacific,2019-11-10-19-pacificFlorida A&M,,,,,,,,
3956,2019-11-05-23-southern-california,"November 5, 2019","Galen Center, Los Angeles, California",FLORIDA-AM,Florida A&M,Home,SOUTHERN-CALIFORNIA,USC,Florida A&M,SOUTHERN-CALIFORNIA,FLORIDA-AM,Southern California,Florida A&M,2019-11-05-23-southern-californiaSouthern California,2019-11-05-23-southern-californiaFlorida A&M,,,,,,,,
3957,2020-01-18-16-south-carolina-state,"January 18, 2020","SHM Memorial Center, Orangeburg, South Carolina",FLORIDA-AM,Florida A&M,Home,SOUTH-CAROLINA-STATE,South Carolina State,Florida A&M,SOUTH-CAROLINA-STATE,FLORIDA-AM,South Carolina State,Florida A&M,2020-01-18-16-south-carolina-stateSouth Carolina State,2020-01-18-16-south-carolina-stateFlorida A&M,,,,,,,,
3958,2019-12-16-22-portland,"December 16, 2019","Chiles Center, Portland, Oregon",FLORIDA-AM,Florida A&M,Home,PORTLAND,Portland,Florida A&M,PORTLAND,FLORIDA-AM,Portland,Florida A&M,2019-12-16-22-portlandPortland,2019-12-16-22-portlandFlorida A&M,,,,,,,,
3959,2020-03-03-21-kentucky,"March 3, 2020","Rupp Arena, Lexington, Kentucky",KENTUCKY,Kentucky,Away,TENNESSEE,Tennessee,Kentucky,TENNESSEE,KENTUCKY,Tennessee,Kentucky,2020-03-03-21-kentuckyTennessee,2020-03-03-21-kentuckyKentucky,,,,,,,,
3960,2020-02-01-18-auburn,"February 1, 2020","Auburn Arena, Auburn, Alabama",KENTUCKY,Kentucky,Home,AUBURN,Auburn,Auburn,AUBURN,KENTUCKY,Auburn,Kentucky,2020-02-01-18-auburnAuburn,2020-02-01-18-auburnKentucky,,,,,,,,
3961,2020-01-15-18-south-carolina,"January 15, 2020","The Colonial Life Arena, Columbia, South Carolina",KENTUCKY,Kentucky,Home,SOUTH-CAROLINA,South Carolina,Kentucky,SOUTH-CAROLINA,KENTUCKY,South Carolina,Kentucky,2020-01-15-18-south-carolinaSouth Carolina,2020-01-15-18-south-carolinaKentucky,,,,,,,,
3962,2019-11-12-19-kentucky,"November 12, 2019","Rupp Arena, Lexington, Kentucky",KENTUCKY,Kentucky,Away,EVANSVILLE,Evansville,Evansville,EVANSVILLE,KENTUCKY,Evansville,Kentucky,2019-11-12-19-kentuckyEvansville,2019-11-12-19-kentuckyKentucky,,,,,,,,
3963,2019-12-18-23-kentucky,"December 18, 2019","T-Mobile Arena, Las Vegas, Nevada",KENTUCKY,Kentucky,Away,UTAH,Utah,Kentucky,UTAH,KENTUCKY,Utah,Kentucky,2019-12-18-23-kentuckyUtah,2019-12-18-23-kentuckyKentucky,,,,,,,,
3964,2019-12-21-17-kentucky,"December 21, 2019","T-Mobile Arena, Las Vegas, Nevada",KENTUCKY,Kentucky,Away,OHIO-STATE,Ohio State,Kentucky,OHIO-STATE,KENTUCKY,Ohio State,Kentucky,2019-12-21-17-kentuckyOhio State,2019-12-21-17-kentuckyKentucky,,,,,,,,
3965,2019-11-05-19-tennessee,"November 5, 2019","Thompson-Boling Arena, Knoxville, Tennessee",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,TENNESSEE,Tennessee,Tennessee,TENNESSEE,NORTH-CAROLINA-ASHEVILLE,Tennessee,UNC Asheville,2019-11-05-19-tennesseeTennessee,2019-11-05-19-tennesseeUNC Asheville,,,,,,,,
3966,2019-12-21-14-north-carolina-asheville,"December 21, 2019","Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Away,CHATTANOOGA,Chattanooga,Chattanooga,CHATTANOOGA,NORTH-CAROLINA-ASHEVILLE,Chattanooga,UNC Asheville,2019-12-21-14-north-carolina-ashevilleChattanooga,2019-12-21-14-north-carolina-ashevilleUNC Asheville,,,,,,,,
3967,2019-11-13-19-wake-forest,"November 13, 2019","Lawrence Joel Coliseum, Winston-Salem, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,WAKE-FOREST,Wake Forest,UNC Asheville,WAKE-FOREST,NORTH-CAROLINA-ASHEVILLE,Wake Forest,UNC Asheville,2019-11-13-19-wake-forestWake Forest,2019-11-13-19-wake-forestUNC Asheville,,,,,,,,
3968,2020-01-08-18-north-carolina-asheville,"January 8, 2020","Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Away,CAMPBELL,Campbell,Campbell,CAMPBELL,NORTH-CAROLINA-ASHEVILLE,Campbell,UNC Asheville,2020-01-08-18-north-carolina-ashevilleCampbell,2020-01-08-18-north-carolina-ashevilleUNC Asheville,,,,,,,,
3969,2020-02-29-16-campbell,"February 29, 2020","John W. Pope Jr. Convocation Center, Buies Creek, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,CAMPBELL,Campbell,Campbell,CAMPBELL,NORTH-CAROLINA-ASHEVILLE,Campbell,UNC Asheville,2020-02-29-16-campbellCampbell,2020-02-29-16-campbellUNC Asheville,,,,,,,,
3970,2020-01-30-18-north-carolina-asheville,"January 30, 2020","Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Away,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,GARDNER-WEBB,NORTH-CAROLINA-ASHEVILLE,Gardner-Webb,UNC Asheville,2020-01-30-18-north-carolina-ashevilleGardner-Webb,2020-01-30-18-north-carolina-ashevilleUNC Asheville,,,,,,,,
3971,2020-03-05-14-gardner-webb,"March 5, 2020","Donald N. Dedmon Center, Radford, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,GARDNER-WEBB,Gardner-Webb,Gardner-Webb,GARDNER-WEBB,NORTH-CAROLINA-ASHEVILLE,Gardner-Webb,UNC Asheville,2020-03-05-14-gardner-webbGardner-Webb,2020-03-05-14-gardner-webbUNC Asheville,,,,,,,,
3972,2020-02-01-14-winthrop,"February 1, 2020","Winthrop Coliseum, Rock Hill, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,WINTHROP,Winthrop,UNC Asheville,WINTHROP,NORTH-CAROLINA-ASHEVILLE,Winthrop,UNC Asheville,2020-02-01-14-winthropWinthrop,2020-02-01-14-winthropUNC Asheville,,,,,,,,
3973,2020-02-20-21-radford,"February 20, 2020","Donald N. Dedmon Center, Radford, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,RADFORD,Radford,Radford,RADFORD,NORTH-CAROLINA-ASHEVILLE,Radford,UNC Asheville,2020-02-20-21-radfordRadford,2020-02-20-21-radfordUNC Asheville,,,,,,,,
3974,2020-01-02-19-presbyterian,"January 2, 2020","Ross E.Templeton Center, Clinton, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,PRESBYTERIAN,Presbyterian,Presbyterian,PRESBYTERIAN,NORTH-CAROLINA-ASHEVILLE,Presbyterian,UNC Asheville,2020-01-02-19-presbyterianPresbyterian,2020-01-02-19-presbyterianUNC Asheville,,,,,,,,
3975,2020-01-18-14-north-carolina-asheville,"January 18, 2020","Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Away,HAMPTON,Hampton,Hampton,HAMPTON,NORTH-CAROLINA-ASHEVILLE,Hampton,UNC Asheville,2020-01-18-14-north-carolina-ashevilleHampton,2020-01-18-14-north-carolina-ashevilleUNC Asheville,,,,,,,,
3976,2020-02-10-19-hampton,"February 10, 2020","Hampton Convocation Center, Hampton, Virginia",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,HAMPTON,Hampton,Hampton,HAMPTON,NORTH-CAROLINA-ASHEVILLE,Hampton,UNC Asheville,2020-02-10-19-hamptonHampton,2020-02-10-19-hamptonUNC Asheville,,,,,,,,
3977,2020-01-16-18-north-carolina-asheville,"January 16, 2020","Kimmel Arena, Asheville, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Away,HIGH-POINT,High Point,High Point,HIGH-POINT,NORTH-CAROLINA-ASHEVILLE,High Point,UNC Asheville,2020-01-16-18-north-carolina-ashevilleHigh Point,2020-01-16-18-north-carolina-ashevilleUNC Asheville,,,,,,,,
3978,2020-01-25-16-south-carolina-upstate,"January 25, 2020","G.B. Hodge Center, Spartanburg, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,SOUTH-CAROLINA-UPSTATE,USC Upstate,South Carolina Upstate,SOUTH-CAROLINA-UPSTATE,NORTH-CAROLINA-ASHEVILLE,South Carolina Upstate,UNC Asheville,2020-01-25-16-south-carolina-upstateSouth Carolina Upstate,2020-01-25-16-south-carolina-upstateUNC Asheville,,,,,,,,
3979,2019-12-07-16-western-carolina,"December 7, 2019","Ramsey Center, Cullowhee, North Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,WESTERN-CAROLINA,Western Carolina,UNC Asheville,WESTERN-CAROLINA,NORTH-CAROLINA-ASHEVILLE,Western Carolina,UNC Asheville,2019-12-07-16-western-carolinaWestern Carolina,2019-12-07-16-western-carolinaUNC Asheville,,,,,,,,
3980,2019-12-11-19-south-carolina-state,"December 11, 2019","SHM Memorial Center, Orangeburg, South Carolina",NORTH-CAROLINA-ASHEVILLE,UNC Asheville,Home,SOUTH-CAROLINA-STATE,South Carolina State,South Carolina State,SOUTH-CAROLINA-STATE,NORTH-CAROLINA-ASHEVILLE,South Carolina State,UNC Asheville,2019-12-11-19-south-carolina-stateSouth Carolina State,2019-12-11-19-south-carolina-stateUNC Asheville,,,,,,,,
3981,2019-12-18-19-college-of-charleston,"December 18, 2019","TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,Away,VIRGINIA-COMMONWEALTH,VCU,College of Charleston,VIRGINIA-COMMONWEALTH,COLLEGE-OF-CHARLESTON,Virginia Commonwealth,College of Charleston,2019-12-18-19-college-of-charlestonVirginia Commonwealth,2019-12-18-19-college-of-charlestonCollege of Charleston,,,,,,,,
3982,2020-01-11-14-william-mary,"January 11, 2020","Kaplan Arena at William and Mary Hall, Williamsburg, Virginia",COLLEGE-OF-CHARLESTON,College of Charleston,Home,WILLIAM-MARY,William & Mary,College of Charleston,WILLIAM-MARY,COLLEGE-OF-CHARLESTON,William & Mary,College of Charleston,2020-01-11-14-william-maryWilliam & Mary,2020-01-11-14-william-maryCollege of Charleston,,,,,,,,
3983,2019-11-23-14-central-florida,"November 23, 2019","CFE Arena, Orlando, Florida",COLLEGE-OF-CHARLESTON,College of Charleston,Home,CENTRAL-FLORIDA,UCF,Central Florida,CENTRAL-FLORIDA,COLLEGE-OF-CHARLESTON,Central Florida,College of Charleston,2019-11-23-14-central-floridaCentral Florida,2019-11-23-14-central-floridaCollege of Charleston,,,,,,,,
3984,2019-12-01-16-central-florida,"December 1, 2019","Anaheim Convention Center, Anaheim, California",COLLEGE-OF-CHARLESTON,College of Charleston,Home,CENTRAL-FLORIDA,UCF,Central Florida,CENTRAL-FLORIDA,COLLEGE-OF-CHARLESTON,Central Florida,College of Charleston,2019-12-01-16-central-floridaCentral Florida,2019-12-01-16-central-floridaCollege of Charleston,,,,,,,,
3985,2019-12-14-17-richmond,"December 14, 2019","Robins Center, Richmond, Virginia",COLLEGE-OF-CHARLESTON,College of Charleston,Home,RICHMOND,Richmond,College of Charleston,RICHMOND,COLLEGE-OF-CHARLESTON,Richmond,College of Charleston,2019-12-14-17-richmondRichmond,2019-12-14-17-richmondCollege of Charleston,,,,,,,,
3986,2019-11-28-16-college-of-charleston,"November 28, 2019","Anaheim Convention Center, Anaheim, California",COLLEGE-OF-CHARLESTON,College of Charleston,Away,WAKE-FOREST,Wake Forest,College of Charleston,WAKE-FOREST,COLLEGE-OF-CHARLESTON,Wake Forest,College of Charleston,2019-11-28-16-college-of-charlestonWake Forest,2019-11-28-16-college-of-charlestonCollege of Charleston,,,,,,,,
3987,2020-01-16-19-college-of-charleston,"January 16, 2020","TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,Away,NORTHEASTERN,Northeastern,College of Charleston,NORTHEASTERN,COLLEGE-OF-CHARLESTON,Northeastern,College of Charleston,2020-01-16-19-college-of-charlestonNortheastern,2020-01-16-19-college-of-charlestonCollege of Charleston,,,,,,,,
3988,2020-02-15-12-northeastern,"February 15, 2020","Matthews Arena, Boston, Massachusetts",COLLEGE-OF-CHARLESTON,College of Charleston,Home,NORTHEASTERN,Northeastern,College of Charleston,NORTHEASTERN,COLLEGE-OF-CHARLESTON,Northeastern,College of Charleston,2020-02-15-12-northeasternNortheastern,2020-02-15-12-northeasternCollege of Charleston,,,,,,,,
3989,2020-02-13-19-hofstra,"February 13, 2020","Mack Sports Complex, Hempstead, New York",COLLEGE-OF-CHARLESTON,College of Charleston,Home,HOFSTRA,Hofstra,College of Charleston,HOFSTRA,COLLEGE-OF-CHARLESTON,Hofstra,College of Charleston,2020-02-13-19-hofstraHofstra,2020-02-13-19-hofstraCollege of Charleston,,,,,,,,
3990,2020-01-25-16-college-of-charleston,"January 25, 2020","TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,Away,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,College of Charleston,NORTH-CAROLINA-WILMINGTON,COLLEGE-OF-CHARLESTON,UNC Wilmington,College of Charleston,2020-01-25-16-college-of-charlestonUNC Wilmington,2020-01-25-16-college-of-charlestonCollege of Charleston,,,,,,,,
3991,2020-02-22-19-north-carolina-wilmington,"February 22, 2020","Trask Coliseum, Wilmington, North Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,Home,NORTH-CAROLINA-WILMINGTON,UNC Wilmington,College of Charleston,NORTH-CAROLINA-WILMINGTON,COLLEGE-OF-CHARLESTON,UNC Wilmington,College of Charleston,2020-02-22-19-north-carolina-wilmingtonUNC Wilmington,2020-02-22-19-north-carolina-wilmingtonCollege of Charleston,,,,,,,,
3992,2019-11-13-21-college-of-charleston,"November 13, 2019","TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,Away,OKLAHOMA-STATE,Oklahoma State,College of Charleston,OKLAHOMA-STATE,COLLEGE-OF-CHARLESTON,Oklahoma State,College of Charleston,2019-11-13-21-college-of-charlestonOklahoma State,2019-11-13-21-college-of-charlestonCollege of Charleston,,,,,,,,
3993,2020-02-08-16-college-of-charleston,"February 8, 2020","TD Arena, Charleston, South Carolina",COLLEGE-OF-CHARLESTON,College of Charleston,Away,ELON,Elon,College of Charleston,ELON,COLLEGE-OF-CHARLESTON,Elon,College of Charleston,2020-02-08-16-college-of-charlestonElon,2020-02-08-16-college-of-charlestonCollege of Charleston,,,,,,,,
3994,2020-03-08-14-college-of-charleston,"March 8, 2020","St. Elizabeths East Entertainment & Sports Arena, Washington, District of Columbia",COLLEGE-OF-CHARLESTON,College of Charleston,Away,DELAWARE,Delaware,College of Charleston,DELAWARE,COLLEGE-OF-CHARLESTON,Delaware,College of Charleston,2020-03-08-14-college-of-charlestonDelaware,2020-03-08-14-college-of-charlestonCollege of Charleston,,,,,,,,
3995,2019-12-29-17-virginia-commonwealth,"December 29, 2019","Stuart Siegel Center, Richmond, Virginia",LOYOLA-MD,Loyola (MD),Home,VIRGINIA-COMMONWEALTH,VCU,Loyola (MD),VIRGINIA-COMMONWEALTH,LOYOLA-MD,Virginia Commonwealth,Loyola (MD),2019-12-29-17-virginia-commonwealthVirginia Commonwealth,2019-12-29-17-virginia-commonwealthLoyola (MD),,,,,,,,
3996,2020-01-05-14-lehigh,"January 5, 2020","Stabler Arena, Bethlehem, Pennsylvania",LOYOLA-MD,Loyola (MD),Home,LEHIGH,Lehigh,Lehigh,LEHIGH,LOYOLA-MD,Lehigh,Loyola (MD),2020-01-05-14-lehighLehigh,2020-01-05-14-lehighLoyola (MD),,,,,,,,
3997,2020-02-29-17-loyola-md,"February 29, 2020","Reitz Arena, Baltimore, Maryland",LOYOLA-MD,Loyola (MD),Away,LEHIGH,Lehigh,Lehigh,LEHIGH,LOYOLA-MD,Lehigh,Loyola (MD),2020-02-29-17-loyola-mdLehigh,2020-02-29-17-loyola-mdLoyola (MD),,,,,,,,
