awayindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-02-11-21-louisiana-stateMissouri,2020-02-11-21-louisiana-state,"February 11, 2020","Maravich Assembly Center, Baton Rouge, Louisiana",MISSOURI,Missouri,Home,LOUISIANA-STATE,LSU,Missouri,LOUISIANA-STATE,MISSOURI,Louisiana State,Missouri,2020-02-11-21-louisiana-stateLouisiana State,2020-02-11-21-louisiana-stateMissouri,,,,,0.4666666666666667,0.5051975051975052,0.4569757727652464,0.4782608695652174
2020-02-22-13-arkansasMissouri,2020-02-22-13-arkansas,"February 22, 2020","Bud Walton Arena, Fayetteville, Arkansas",MISSOURI,Missouri,Home,ARKANSAS,Arkansas,Missouri,ARKANSAS,MISSOURI,Arkansas,Missouri,2020-02-22-13-arkansasArkansas,2020-02-22-13-arkansasMissouri,,,,,0.4761570827489481,0.5040098704503393,0.4584261321455085,0.5
2020-01-21-21-missouriMissouri,2020-01-21-21-missouri,"January 21, 2020","Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,Away,TEXAS-AM,Texas A&M,Missouri,TEXAS-AM,MISSOURI,Texas A&M,Missouri,2020-01-21-21-missouriTexas A&M,2020-01-21-21-missouriMissouri,,,,,0.4887940234791889,0.52,0.4515011547344111,0.5294117647058824
2020-02-04-21-texas-amMissouri,2020-02-04-21-texas-am,"February 4, 2020","Reed Arena, College Station, Texas",MISSOURI,Missouri,Home,TEXAS-AM,Texas A&M,Missouri,TEXAS-AM,MISSOURI,Texas A&M,Missouri,2020-02-04-21-texas-amTexas A&M,2020-02-04-21-texas-amMissouri,,,,,0.473501303214596,0.5058184639255237,0.46296296296296297,0.4761904761904762
2020-01-14-21-mississippi-stateMissouri,2020-01-14-21-mississippi-state,"January 14, 2020","Humphrey Coliseum, Starkville, Mississippi",MISSOURI,Missouri,Home,MISSISSIPPI-STATE,Mississippi State,Missouri,MISSISSIPPI-STATE,MISSOURI,Mississippi State,Missouri,2020-01-14-21-mississippi-stateMississippi State,2020-01-14-21-mississippi-stateMissouri,,,,,0.5042321644498187,0.5305216426193119,0.4331125827814569,0.6
2020-02-29-15-missouriMissouri,2020-02-29-15-missouri,"February 29, 2020","Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,Away,MISSISSIPPI-STATE,Mississippi State,Missouri,MISSISSIPPI-STATE,MISSOURI,Mississippi State,Missouri,2020-02-29-15-missouriMississippi State,2020-02-29-15-missouriMissouri,,,,,0.4752281616688396,0.5117613310384395,0.4612456747404845,0.5
2020-03-04-21-mississippiMissouri,2020-03-04-21-mississippi,"March 4, 2020","The Pavilion at Ole Miss, Oxford, Mississippi",MISSOURI,Missouri,Home,MISSISSIPPI,Ole Miss,Missouri,MISSISSIPPI,MISSOURI,Mississippi,Missouri,2020-03-04-21-mississippiMississippi,2020-03-04-21-mississippiMissouri,,,,,0.4730238393977415,0.5124930594114381,0.4648123324396783,0.4827586206896552
2020-02-01-15-south-carolinaMissouri,2020-02-01-15-south-carolina,"February 1, 2020","The Colonial Life Arena, Columbia, South Carolina",MISSOURI,Missouri,Home,SOUTH-CAROLINA,South Carolina,Missouri,SOUTH-CAROLINA,MISSOURI,South Carolina,Missouri,2020-02-01-15-south-carolinaSouth Carolina,2020-02-01-15-south-carolinaMissouri,,,,,0.4794144556267155,0.5081566068515497,0.4568380213385063,0.5
2019-11-25-19-missouriMissouri,2019-11-25-19-missouri,"November 25, 2019","Sprint Center, Kansas City, Missouri",MISSOURI,Missouri,Away,BUTLER,Butler,Missouri,BUTLER,MISSOURI,Butler,Missouri,2019-11-25-19-missouriButler,2019-11-25-19-missouriMissouri,,,,,0.4895104895104895,0.5552238805970149,0.38461538461538464,0.8
2019-12-03-20-missouriMissouri,2019-12-03-20-missouri,"December 3, 2019","Mizzou Arena, Columbia, Missouri",MISSOURI,Missouri,Away,CHARLESTON-SOUTHERN,Charleston Southern,Missouri,CHARLESTON-SOUTHERN,MISSOURI,Charleston Southern,Missouri,2019-12-03-20-missouriCharleston Southern,2019-12-03-20-missouriMissouri,,,,,0.4947643979057592,0.5207373271889401,0.4312169312169312,0.5714285714285714
2019-11-26-19-missouriMissouri,2019-11-26-19-missouri,"November 26, 2019","Sprint Center, Kansas City, Missouri",MISSOURI,Missouri,Away,OKLAHOMA,Oklahoma,Missouri,OKLAHOMA,MISSOURI,Oklahoma,Missouri,2019-11-26-19-missouriOklahoma,2019-11-26-19-missouriMissouri,,,,,0.4909638554216868,0.5343915343915344,0.411214953271028,0.6666666666666666
2019-11-12-19-xavierMissouri,2019-11-12-19-xavier,"November 12, 2019","Cintas Center, Cincinnati, Ohio",MISSOURI,Missouri,Home,XAVIER,Xavier,Missouri,XAVIER,MISSOURI,Xavier,Missouri,2019-11-12-19-xavierXavier,2019-11-12-19-xavierMissouri,,,,,0.5042372881355932,0.5928571428571429,0.3652173913043478,1.0
2019-11-18-19-west-virginiaNorthern Colorado,2019-11-18-19-west-virginia,"November 18, 2019","WVU Coliseum, Morgantown, West Virginia",NORTHERN-COLORADO,Northern Colorado,Home,WEST-VIRGINIA,West Virginia,Northern Colorado,WEST-VIRGINIA,NORTHERN-COLORADO,West Virginia,Northern Colorado,2019-11-18-19-west-virginiaWest Virginia,2019-11-18-19-west-virginiaNorthern Colorado,,,,,0.5550847457627118,0.5836575875486382,0.4576271186440678,0.5
2020-01-27-21-eastern-washingtonNorthern Colorado,2020-01-27-21-eastern-washington,"January 27, 2020","Reese Court, Cheney, Washington",NORTHERN-COLORADO,Northern Colorado,Home,EASTERN-WASHINGTON,Eastern Washington,Northern Colorado,EASTERN-WASHINGTON,NORTHERN-COLORADO,Eastern Washington,Northern Colorado,2020-01-27-21-eastern-washingtonEastern Washington,2020-01-27-21-eastern-washingtonNorthern Colorado,,,,,0.5314285714285715,0.5241071428571429,0.4674022066198596,0.6666666666666666
2020-02-29-21-northern-coloradoNorthern Colorado,2020-02-29-21-northern-colorado,"February 29, 2020","Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,Away,EASTERN-WASHINGTON,Eastern Washington,Northern Colorado,EASTERN-WASHINGTON,NORTHERN-COLORADO,Eastern Washington,Northern Colorado,2020-02-29-21-northern-coloradoEastern Washington,2020-02-29-21-northern-coloradoNorthern Colorado,,,,,0.5578461538461539,0.5208211143695015,0.4744408945686901,0.7142857142857143
2019-11-16-13-northern-iowaNorthern Colorado,2019-11-16-13-northern-iowa,"November 16, 2019","McLeod Center, Cedar Falls, Iowa",NORTHERN-COLORADO,Northern Colorado,Home,NORTHERN-IOWA,Northern Iowa,Northern Colorado,NORTHERN-IOWA,NORTHERN-COLORADO,Northern Iowa,Northern Colorado,2019-11-16-13-northern-iowaNorthern Iowa,2019-11-16-13-northern-iowaNorthern Colorado,,,,,0.5653409090909091,0.6031746031746031,0.43641618497109824,0.6666666666666666
2019-12-28-17-portland-stateNorthern Colorado,2019-12-28-17-portland-state,"December 28, 2019","Peter W. Stott Center, Portland, Oregon",NORTHERN-COLORADO,Northern Colorado,Home,PORTLAND-STATE,Portland State,Northern Colorado,PORTLAND-STATE,NORTHERN-COLORADO,Portland State,Northern Colorado,2019-12-28-17-portland-statePortland State,2019-12-28-17-portland-stateNorthern Colorado,,,,,0.5521806853582555,0.541907514450867,0.4566284779050737,0.6363636363636364
2020-02-10-21-northern-coloradoNorthern Colorado,2020-02-10-21-northern-colorado,"February 10, 2020","Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,Away,PORTLAND-STATE,Portland State,Northern Colorado,PORTLAND-STATE,NORTHERN-COLORADO,Portland State,Northern Colorado,2020-02-10-21-northern-coloradoPortland State,2020-02-10-21-northern-coloradoNorthern Colorado,,,,,0.5376845376845377,0.5225618631732168,0.4693548387096774,0.6818181818181818
2019-11-05-20-texasNorthern Colorado,2019-11-05-20-texas,"November 5, 2019","Frank Erwin Center, Austin, Texas",NORTHERN-COLORADO,Northern Colorado,Home,TEXAS,Texas,Northern Colorado,TEXAS,NORTHERN-COLORADO,Texas,Northern Colorado,2019-11-05-20-texasTexas,2019-11-05-20-texasNorthern Colorado,,,,,,,,
2019-11-27-15-northern-coloradoNorthern Colorado,2019-11-27-15-northern-colorado,"November 27, 2019","Hard Rock Hotel Riviera Maya, Cancun",NORTHERN-COLORADO,Northern Colorado,Away,GARDNER-WEBB,Gardner-Webb,Northern Colorado,GARDNER-WEBB,NORTHERN-COLORADO,Gardner-Webb,Northern Colorado,2019-11-27-15-northern-coloradoGardner-Webb,2019-11-27-15-northern-coloradoNorthern Colorado,,,,,0.5521739130434783,0.5564516129032258,0.4596541786743516,0.5
2020-01-18-16-northern-coloradoNorthern Colorado,2020-01-18-16-northern-colorado,"January 18, 2020","Bank of Colorado Arena, Greeley, Colorado",NORTHERN-COLORADO,Northern Colorado,Away,NORTHERN-ARIZONA,Northern Arizona,Northern Colorado,NORTHERN-ARIZONA,NORTHERN-COLORADO,Northern Arizona,Northern Colorado,2020-01-18-16-northern-coloradoNorthern Arizona,2020-01-18-16-northern-coloradoNorthern Colorado,,,,,0.5377969762419006,0.5346733668341709,0.4707207207207208,0.6875
2019-12-29-12-ohio-stateOhio State,2019-12-29-12-ohio-state,"December 29, 2019","Quicken Loans Arena, Cleveland, Ohio",OHIO-STATE,Ohio State,Away,WEST-VIRGINIA,West Virginia,Ohio State,WEST-VIRGINIA,OHIO-STATE,West Virginia,Ohio State,2019-12-29-12-ohio-stateWest Virginia,2019-12-29-12-ohio-stateOhio State,,,,,0.5762195121951219,0.5704960835509139,0.4079885877318117,0.9166666666666666
2020-01-18-12-penn-stateOhio State,2020-01-18-12-penn-state,"January 18, 2020","Bryce Jordan Center, University Park, Pennsylvania",OHIO-STATE,Ohio State,Home,PENN-STATE,Penn State,Ohio State,PENN-STATE,OHIO-STATE,Penn State,Ohio State,2020-01-18-12-penn-statePenn State,2020-01-18-12-penn-stateOhio State,,,,,0.5394594594594595,0.5551436515291936,0.4284979423868313,0.7058823529411765
2020-03-08-16-michigan-stateOhio State,2020-03-08-16-michigan-state,"March 8, 2020","Breslin Events Center, East Lansing, Michigan",OHIO-STATE,Ohio State,Home,MICHIGAN-STATE,Michigan State,Ohio State,MICHIGAN-STATE,OHIO-STATE,Michigan State,Ohio State,2020-03-08-16-michigan-stateMichigan State,2020-03-08-16-michigan-stateOhio State,,,,,0.5235186316432499,0.5454056958624396,0.4584578601315003,0.7
2020-01-07-19-marylandOhio State,2020-01-07-19-maryland,"January 7, 2020","Xfinity Center, College Park, Maryland",OHIO-STATE,Ohio State,Home,MARYLAND,Maryland,Ohio State,MARYLAND,OHIO-STATE,Maryland,Ohio State,2020-01-07-19-marylandMaryland,2020-01-07-19-marylandOhio State,,,,,0.5579227696404794,0.5631284916201117,0.4143033292231813,0.7857142857142857
2020-02-20-19-iowaOhio State,2020-02-20-19-iowa,"February 20, 2020","Carver-Hawkeye Arena, Iowa City, Iowa",OHIO-STATE,Ohio State,Home,IOWA,Iowa,Ohio State,IOWA,OHIO-STATE,Iowa,Ohio State,2020-02-20-19-iowaIowa,2020-02-20-19-iowaOhio State,,,,,0.5312267657992565,0.5416936005171299,0.4478571428571429,0.68
2019-12-15-18-minnesotaOhio State,2019-12-15-18-minnesota,"December 15, 2019","Williams Arena, Minneapolis, Minnesota",OHIO-STATE,Ohio State,Home,MINNESOTA,Minnesota,Ohio State,MINNESOTA,OHIO-STATE,Minnesota,Ohio State,2019-12-15-18-minnesotaMinnesota,2019-12-15-18-minnesotaOhio State,,,,,0.5788423153692615,0.5831932773109244,0.3904761904761905,1.0
2020-01-23-18-ohio-stateOhio State,2020-01-23-18-ohio-state,"January 23, 2020","Value City Arena, Columbus, Ohio",OHIO-STATE,Ohio State,Away,MINNESOTA,Minnesota,Ohio State,MINNESOTA,OHIO-STATE,Minnesota,Ohio State,2020-01-23-18-ohio-stateMinnesota,2020-01-23-18-ohio-stateOhio State,,,,,0.5377936670071501,0.5499557913351016,0.43859649122807015,0.6666666666666666
2020-01-11-12-indianaOhio State,2020-01-11-12-indiana,"January 11, 2020","Assembly Hall, Bloomington, Indiana",OHIO-STATE,Ohio State,Home,INDIANA,Indiana,Ohio State,INDIANA,OHIO-STATE,Indiana,Ohio State,2020-01-11-12-indianaIndiana,2020-01-11-12-indianaOhio State,,,,,0.5409535452322738,0.558455114822547,0.42123687281213534,0.7333333333333333
2020-01-03-19-ohio-stateOhio State,2020-01-03-19-ohio-state,"January 3, 2020","Value City Arena, Columbus, Ohio",OHIO-STATE,Ohio State,Away,WISCONSIN,Wisconsin,Ohio State,WISCONSIN,OHIO-STATE,Wisconsin,Ohio State,2020-01-03-19-ohio-stateWisconsin,2020-01-03-19-ohio-stateOhio State,,,,,0.5639204545454546,0.5695443645083933,0.4132450331125828,0.8461538461538461
2020-02-09-13-wisconsinOhio State,2020-02-09-13-wisconsin,"February 9, 2020","Kohl Center, Madison, Wisconsin",OHIO-STATE,Ohio State,Home,WISCONSIN,Wisconsin,Ohio State,WISCONSIN,OHIO-STATE,Wisconsin,Ohio State,2020-02-09-13-wisconsinWisconsin,2020-02-09-13-wisconsinOhio State,,,,,0.5333333333333333,0.5432727272727272,0.44314516129032255,0.6818181818181818
2019-11-15-19-pittsburghPittsburgh,2019-11-15-19-pittsburgh,"November 15, 2019","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,WEST-VIRGINIA,West Virginia,Pittsburgh,WEST-VIRGINIA,PITTSBURGH,West Virginia,Pittsburgh,2019-11-15-19-pittsburghWest Virginia,2019-11-15-19-pittsburghPittsburgh,,,,,0.4777070063694268,0.5425531914893617,0.4659090909090909,0.6666666666666666
2019-12-06-21-louisvillePittsburgh,2019-12-06-21-louisville,"December 6, 2019","KFC Yum! Center, Louisville, Kentucky",PITTSBURGH,Pitt,Home,LOUISVILLE,Louisville,Pittsburgh,LOUISVILLE,PITTSBURGH,Louisville,Pittsburgh,2019-12-06-21-louisvilleLouisville,2019-12-06-21-louisvillePittsburgh,,,,,0.460285132382892,0.5077720207253886,0.4473161033797217,0.7777777777777778
2020-01-14-19-pittsburghPittsburgh,2020-01-14-19-pittsburgh,"January 14, 2020","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,LOUISVILLE,Louisville,Pittsburgh,LOUISVILLE,PITTSBURGH,Louisville,Pittsburgh,2020-01-14-19-pittsburghLouisville,2020-01-14-19-pittsburghPittsburgh,,,,,0.4619686800894854,0.4931102362204725,0.4751131221719457,0.6875
2020-02-12-21-pittsburghPittsburgh,2020-02-12-21-pittsburgh,"February 12, 2020","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,CLEMSON,Clemson,Pittsburgh,CLEMSON,PITTSBURGH,Clemson,Pittsburgh,2020-02-12-21-pittsburghClemson,2020-02-12-21-pittsburghPittsburgh,,,,,0.4627581120943953,0.4911937377690802,0.48130142109199703,0.625
2020-01-12-18-miami-flPittsburgh,2020-01-12-18-miami-fl,"January 12, 2020","BankUnited Center, Coral Gables, Florida",PITTSBURGH,Pitt,Home,MIAMI-FL,Miami (FL),Pittsburgh,MIAMI-FL,PITTSBURGH,Miami (FL),Pittsburgh,2020-01-12-18-miami-flMiami (FL),2020-01-12-18-miami-flPittsburgh,,,,,0.4680722891566265,0.4900731452455591,0.468187274909964,0.7333333333333333
2020-02-05-18-notre-damePittsburgh,2020-02-05-18-notre-dame,"February 5, 2020","Purcell Pavilion at the Joyce Center, South Bend, Indiana",PITTSBURGH,Pitt,Home,NOTRE-DAME,Notre Dame,Pittsburgh,NOTRE-DAME,PITTSBURGH,Notre Dame,Pittsburgh,2020-02-05-18-notre-dameNotre Dame,2020-02-05-18-notre-damePittsburgh,,,,,0.4616006467259498,0.4918265813788202,0.4758592471358429,0.6363636363636364
2020-02-29-12-north-carolina-statePittsburgh,2020-02-29-12-north-carolina-state,"February 29, 2020","PNC Arena, Raleigh, North Carolina",PITTSBURGH,Pitt,Home,NORTH-CAROLINA-STATE,NC State,Pittsburgh,NORTH-CAROLINA-STATE,PITTSBURGH,NC State,Pittsburgh,2020-02-29-12-north-carolina-stateNC State,2020-02-29-12-north-carolina-statePittsburgh,,,,,0.4494485294117647,0.4835045970795024,0.4940846824408468,0.5172413793103449
2020-03-11-14-north-carolina-statePittsburgh,2020-03-11-14-north-carolina-state,"March 11, 2020","Greensboro Coliseum, Greensboro, North Carolina",PITTSBURGH,Pitt,Home,NORTH-CAROLINA-STATE,NC State,Pittsburgh,NORTH-CAROLINA-STATE,PITTSBURGH,NC State,Pittsburgh,2020-03-11-14-north-carolina-stateNC State,2020-03-11-14-north-carolina-statePittsburgh,,,,,0.453514111787493,0.4790949335956714,0.4971862689926843,0.5
2020-03-04-21-georgia-techPittsburgh,2020-03-04-21-georgia-tech,"March 4, 2020","McCamish Pavilion, Atlanta, Georgia",PITTSBURGH,Pitt,Home,GEORGIA-TECH,Georgia Tech,Pittsburgh,GEORGIA-TECH,PITTSBURGH,Georgia Tech,Pittsburgh,2020-03-04-21-georgia-techGeorgia Tech,2020-03-04-21-georgia-techPittsburgh,,,,,0.45198577356253705,0.4824699110413396,0.4942874323511726,0.5
2020-01-28-21-dukePittsburgh,2020-01-28-21-duke,"January 28, 2020","Cameron Indoor Stadium, Durham, North Carolina",PITTSBURGH,Pitt,Home,DUKE,Duke,Pittsburgh,DUKE,PITTSBURGH,Duke,Pittsburgh,2020-01-28-21-dukeDuke,2020-01-28-21-dukePittsburgh,,,,,0.4645421903052064,0.4909945184025058,0.4738973897389739,0.65
2020-01-25-12-syracusePittsburgh,2020-01-25-12-syracuse,"January 25, 2020","Carrier Dome, Syracuse, New York",PITTSBURGH,Pitt,Home,SYRACUSE,Syracuse,Pittsburgh,SYRACUSE,PITTSBURGH,Syracuse,Pittsburgh,2020-01-25-12-syracuseSyracuse,2020-01-25-12-syracusePittsburgh,,,,,0.4660377358490566,0.4921422663358147,0.4734848484848485,0.6842105263157895
2020-02-26-19-pittsburghPittsburgh,2020-02-26-19-pittsburgh,"February 26, 2020","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,SYRACUSE,Syracuse,Pittsburgh,SYRACUSE,PITTSBURGH,Syracuse,Pittsburgh,2020-02-26-19-pittsburghSyracuse,2020-02-26-19-pittsburghPittsburgh,,,,,0.4530754597336715,0.4853768278965129,0.4925806451612903,0.5357142857142857
2020-01-04-12-pittsburghPittsburgh,2020-01-04-12-pittsburgh,"January 4, 2020","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,WAKE-FOREST,Wake Forest,Pittsburgh,WAKE-FOREST,PITTSBURGH,Wake Forest,Pittsburgh,2020-01-04-12-pittsburghWake Forest,2020-01-04-12-pittsburghPittsburgh,,,,,0.4652294853963839,0.4981949458483754,0.4635488308115544,0.7692307692307693
2020-02-22-12-pittsburghPittsburgh,2020-02-22-12-pittsburgh,"February 22, 2020","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,VIRGINIA,Virginia,Pittsburgh,VIRGINIA,PITTSBURGH,Virginia,Pittsburgh,2020-02-22-12-pittsburghVirginia,2020-02-22-12-pittsburghPittsburgh,,,,,0.4546052631578947,0.4860302677532014,0.4923435419440746,0.5555555555555556
2020-02-18-20-florida-statePittsburgh,2020-02-18-20-florida-state,"February 18, 2020","Donald L. Tucker Center, Tallahassee, Florida",PITTSBURGH,Pitt,Home,FLORIDA-STATE,Florida State,Pittsburgh,FLORIDA-STATE,PITTSBURGH,Florida State,Pittsburgh,2020-02-18-20-florida-stateFlorida State,2020-02-18-20-florida-statePittsburgh,,,,,0.4562841530054645,0.4894387447193724,0.4888734353268429,0.5769230769230769
2019-11-09-12-pittsburghPittsburgh,2019-11-09-12-pittsburgh,"November 9, 2019","Petersen Events Center, Pittsburgh, Pennsylvania",PITTSBURGH,Pitt,Away,NICHOLLS-STATE,Nicholls State,Pittsburgh,NICHOLLS-STATE,PITTSBURGH,Nicholls State,Pittsburgh,2019-11-09-12-pittsburghNicholls State,2019-11-09-12-pittsburghPittsburgh,,,,,0.4019607843137255,0.5,0.4528301886792453,1.0
2020-02-15-18-virginia-techPittsburgh,2020-02-15-18-virginia-tech,"February 15, 2020","Cassell Coliseum, Blacksburg, Virginia",PITTSBURGH,Pitt,Home,VIRGINIA-TECH,Virginia Tech,Pittsburgh,VIRGINIA-TECH,PITTSBURGH,Virginia Tech,Pittsburgh,2020-02-15-18-virginia-techVirginia Tech,2020-02-15-18-virginia-techPittsburgh,,,,,0.459045584045584,0.489321608040201,0.4866039102099928,0.6
2019-12-01-14-west-virginiaRhode Island,2019-12-01-14-west-virginia,"December 1, 2019","WVU Coliseum, Morgantown, West Virginia",RHODE-ISLAND,Rhode Island,Home,WEST-VIRGINIA,West Virginia,Rhode Island,WEST-VIRGINIA,RHODE-ISLAND,West Virginia,Rhode Island,2019-12-01-14-west-virginiaWest Virginia,2019-12-01-14-west-virginiaRhode Island,,,,,0.4642857142857143,0.5152129817444219,0.4796380090497738,0.7142857142857143
2019-11-24-14-rhode-islandRhode Island,2019-11-24-14-rhode-island,"November 24, 2019","Montego Bay Convention Centre, Montego Bay",RHODE-ISLAND,Rhode Island,Away,LOUISIANA-STATE,LSU,Rhode Island,LOUISIANA-STATE,RHODE-ISLAND,Louisiana State,Rhode Island,2019-11-24-14-rhode-islandLouisiana State,2019-11-24-14-rhode-islandRhode Island,,,,,0.4523809523809524,0.5151515151515151,0.4546925566343042,0.8
2020-03-01-14-rhode-islandRhode Island,2020-03-01-14-rhode-island,"March 1, 2020","Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,Away,SAINT-LOUIS,Saint Louis,Rhode Island,SAINT-LOUIS,RHODE-ISLAND,Saint Louis,Rhode Island,2020-03-01-14-rhode-islandSaint Louis,2020-03-01-14-rhode-islandRhode Island,,,,,0.4749851101846337,0.5160621761658031,0.4693251533742331,0.7407407407407407
2020-01-05-12-rhode-islandRhode Island,2020-01-05-12-rhode-island,"January 5, 2020","Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,Away,RICHMOND,Richmond,Rhode Island,RICHMOND,RHODE-ISLAND,Richmond,Rhode Island,2020-01-05-12-rhode-islandRichmond,2020-01-05-12-rhode-islandRhode Island,,,,,0.4743260590500642,0.5091743119266054,0.482620320855615,0.6666666666666666
2020-01-02-19-brownRhode Island,2020-01-02-19-brown,"January 2, 2020","Pizzitola Sports Center, Providence, Rhode Island",RHODE-ISLAND,Rhode Island,Home,BROWN,Brown,Rhode Island,BROWN,RHODE-ISLAND,Brown,Rhode Island,2020-01-02-19-brownBrown,2020-01-02-19-brownRhode Island,,,,,0.4781073446327684,0.5156838143036386,0.4739507959479016,0.7272727272727273
2019-11-09-21-marylandRhode Island,2019-11-09-21-maryland,"November 9, 2019","Xfinity Center, College Park, Maryland",RHODE-ISLAND,Rhode Island,Home,MARYLAND,Maryland,Rhode Island,MARYLAND,RHODE-ISLAND,Maryland,Rhode Island,2019-11-09-21-marylandMaryland,2019-11-09-21-marylandRhode Island,,,,,0.45,0.5909090909090909,0.4191176470588235,1.0
2020-02-22-17-davidsonRhode Island,2020-02-22-17-davidson,"February 22, 2020","Belk Arena, Davidson, North Carolina",RHODE-ISLAND,Rhode Island,Home,DAVIDSON,Davidson,Rhode Island,DAVIDSON,RHODE-ISLAND,Davidson,Rhode Island,2020-02-22-17-davidsonDavidson,2020-02-22-17-davidsonRhode Island,,,,,0.4776554404145078,0.5187675070028012,0.465016501650165,0.76
2020-02-11-19-daytonRhode Island,2020-02-11-19-dayton,"February 11, 2020","University of Dayton Arena, Dayton, Ohio",RHODE-ISLAND,Rhode Island,Home,DAYTON,Dayton,Rhode Island,DAYTON,RHODE-ISLAND,Dayton,Rhode Island,2020-02-11-19-daytonDayton,2020-02-11-19-daytonRhode Island,,,,,0.4841101694915254,0.5187001839362354,0.4647184604419102,0.7826086956521741
2020-03-04-21-rhode-islandRhode Island,2020-03-04-21-rhode-island,"March 4, 2020","Ryan Center, Kingston, Rhode Island",RHODE-ISLAND,Rhode Island,Away,DAYTON,Dayton,Rhode Island,DAYTON,RHODE-ISLAND,Dayton,Rhode Island,2020-03-04-21-rhode-islandDayton,2020-03-04-21-rhode-islandRhode Island,,,,,0.4726540011514105,0.5107769423558898,0.4718768502072232,0.7142857142857143
2020-01-14-21-west-virginiaTCU,2020-01-14-21-west-virginia,"January 14, 2020","WVU Coliseum, Morgantown, West Virginia",TEXAS-CHRISTIAN,TCU,Home,WEST-VIRGINIA,West Virginia,TCU,WEST-VIRGINIA,TEXAS-CHRISTIAN,West Virginia,TCU,2020-01-14-21-west-virginiaWest Virginia,2020-01-14-21-west-virginiaTCU,,,,,0.5209481808158766,0.5351966873706004,0.4588452088452089,0.8
2019-11-24-22-clemsonTCU,2019-11-24-22-clemson,"November 24, 2019","T-Mobile Arena, Las Vegas, Nevada",TEXAS-CHRISTIAN,TCU,Home,CLEMSON,Clemson,TCU,CLEMSON,TEXAS-CHRISTIAN,Clemson,TCU,2019-11-24-22-clemsonClemson,2019-11-24-22-clemsonTCU,,,,,0.5436507936507936,0.5311203319502075,0.471563981042654,1.0
2020-03-11-21-texas-christianTCU,2020-03-11-21-texas-christian,"March 11, 2020","Sprint Center, Kansas City, Missouri",TEXAS-CHRISTIAN,TCU,Away,KANSAS-STATE,Kansas State,TCU,KANSAS-STATE,TEXAS-CHRISTIAN,Kansas State,TCU,2020-03-11-21-texas-christianKansas State,2020-03-11-21-texas-christianTCU,,,,,0.4988558352402746,0.5123203285420944,0.4952774498229044,0.5161290322580645
2020-02-25-19-iowa-stateTCU,2020-02-25-19-iowa-state,"February 25, 2020","James H. Hilton Coliseum , Ames, Iowa",TEXAS-CHRISTIAN,TCU,Home,IOWA-STATE,Iowa State,TCU,IOWA-STATE,TEXAS-CHRISTIAN,Iowa State,TCU,2020-02-25-19-iowa-stateIowa State,2020-02-25-19-iowa-stateTCU,,,,,0.4947712418300654,0.5178359096313913,0.4948700410396717,0.5555555555555556
2020-01-25-16-arkansasTCU,2020-01-25-16-arkansas,"January 25, 2020","Bud Walton Arena, Fayetteville, Arkansas",TEXAS-CHRISTIAN,TCU,Home,ARKANSAS,Arkansas,TCU,ARKANSAS,TEXAS-CHRISTIAN,Arkansas,TCU,2020-01-25-16-arkansasArkansas,2020-01-25-16-arkansasTCU,,,,,0.5127238454288408,0.5241016652059597,0.4794026776519053,0.7222222222222222
2020-02-01-16-baylorTCU,2020-02-01-16-baylor,"February 1, 2020","Ferrell Center, Waco, Texas",TEXAS-CHRISTIAN,TCU,Home,BAYLOR,Baylor,TCU,BAYLOR,TEXAS-CHRISTIAN,Baylor,TCU,2020-02-01-16-baylorBaylor,2020-02-01-16-baylorTCU,,,,,0.5124463519313305,0.5239616613418531,0.4883504193849022,0.65
2020-02-08-12-texas-christianTCU,2020-02-08-12-texas-christian,"February 8, 2020","Ed & Rae Schollmaier Arena, Fort Worth, Texas",TEXAS-CHRISTIAN,TCU,Away,KANSAS,Kansas,TCU,KANSAS,TEXAS-CHRISTIAN,Kansas,TCU,2020-02-08-12-texas-christianKansas,2020-02-08-12-texas-christianTCU,,,,,0.5039308176100629,0.5202604920405209,0.48859797297297297,0.5909090909090909
