awayindex,boxscore,date,location,losing_abbr,losing_name,winner,winning_abbr,winning_name,team_name,home_team,away_team,home_team_name,away_team_name,homeindex,awayindex,home_pregame_eFG,home_pregame_rebound_percentage,home_pregame_eFG_allowed,home_pregame_win_percentage,away_pregame_eFG,away_pregame_rebound_percentage,away_pregame_eFG_allowed,away_pregame_win_percentage
2020-02-26-20-new-orleansNew Orleans,2020-02-26-20-new-orleans,"February 26, 2020","Kiefer Lakefront Arena, New Orleans , Louisiana",NEW-ORLEANS,New Orleans,Away,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,New Orleans,TEXAS-AM-CORPUS-CHRISTI,NEW-ORLEANS,Texas A&M-Corpus Christi,New Orleans,2020-02-26-20-new-orleansTexas A&M-Corpus Christi,2020-02-26-20-new-orleansNew Orleans,,,,,0.508327781479014,0.4804177545691906,0.5452660677263304,0.3076923076923077
2019-12-21-20-abilene-christianNicholls State,2019-12-21-20-abilene-christian,"December 21, 2019","Moody Coliseum , Abilene, Texas",NICHOLLS-STATE,Nicholls State,Home,ABILENE-CHRISTIAN,Abilene Christian,Nicholls State,ABILENE-CHRISTIAN,NICHOLLS-STATE,Abilene Christian,Nicholls State,2019-12-21-20-abilene-christianAbilene Christian,2019-12-21-20-abilene-christianNicholls State,,,,,0.4932762836185819,0.4880095923261391,0.4541420118343195,0.5833333333333334
2020-01-29-19-mcneese-stateNicholls State,2020-01-29-19-mcneese-state,"January 29, 2020","H&HP Complex, Lake Charles, Louisiana",NICHOLLS-STATE,Nicholls State,Home,MCNEESE-STATE,McNeese State,Nicholls State,MCNEESE-STATE,NICHOLLS-STATE,McNeese State,Nicholls State,2020-01-29-19-mcneese-stateMcNeese State,2020-01-29-19-mcneese-stateNicholls State,,,,,0.4977728285077951,0.4967414916727009,0.4687232219365896,0.6666666666666666
2020-02-05-19-stephen-f-austinNicholls State,2020-02-05-19-stephen-f-austin,"February 5, 2020","William Johnson Coliseum, Nacogdoches, Texas",NICHOLLS-STATE,Nicholls State,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Nicholls State,STEPHEN-F-AUSTIN,NICHOLLS-STATE,Stephen F. Austin,Nicholls State,2020-02-05-19-stephen-f-austinStephen F. Austin,2020-02-05-19-stephen-f-austinNicholls State,,,,,0.4947331460674158,0.4928327645051195,0.47283049472830496,0.6363636363636364
2020-01-15-20-nicholls-stateNicholls State,2020-01-15-20-nicholls-state,"January 15, 2020","David Stopher Gymnasium, Thibodaux, Louisiana",NICHOLLS-STATE,Nicholls State,Away,NORTHWESTERN-STATE,Northwestern State,Nicholls State,NORTHWESTERN-STATE,NICHOLLS-STATE,Northwestern State,Nicholls State,2020-01-15-20-nicholls-stateNorthwestern State,2020-01-15-20-nicholls-stateNicholls State,,,,,0.4886466848319709,0.5039232781168265,0.4566381156316917,0.6470588235294118
2019-12-14-14-west-virginiaNicholls State,2019-12-14-14-west-virginia,"December 14, 2019","WVU Coliseum, Morgantown, West Virginia",NICHOLLS-STATE,Nicholls State,Home,WEST-VIRGINIA,West Virginia,Nicholls State,WEST-VIRGINIA,NICHOLLS-STATE,West Virginia,Nicholls State,2019-12-14-14-west-virginiaWest Virginia,2019-12-14-14-west-virginiaNicholls State,,,,,0.509393063583815,0.5064748201438849,0.4547872340425532,0.6
2019-11-19-19-rhode-islandNicholls State,2019-11-19-19-rhode-island,"November 19, 2019","Ryan Center, Kingston, Rhode Island",NICHOLLS-STATE,Nicholls State,Home,RHODE-ISLAND,Rhode Island,Nicholls State,RHODE-ISLAND,NICHOLLS-STATE,Rhode Island,Nicholls State,2019-11-19-19-rhode-islandRhode Island,2019-11-19-19-rhode-islandNicholls State,,,,,0.4718045112781955,0.4240282685512368,0.5021186440677966,0.5
2019-11-16-16-louisiana-stateNicholls State,2019-11-16-16-louisiana-state,"November 16, 2019","Maravich Assembly Center, Baton Rouge, Louisiana",NICHOLLS-STATE,Nicholls State,Home,LOUISIANA-STATE,LSU,Nicholls State,LOUISIANA-STATE,NICHOLLS-STATE,Louisiana State,Nicholls State,2019-11-16-16-louisiana-stateLouisiana State,2019-11-16-16-louisiana-stateNicholls State,,,,,0.4779411764705882,0.4386792452830189,0.4944444444444445,0.6666666666666666
2019-11-22-11-nicholls-stateNicholls State,2019-11-22-11-nicholls-state,"November 22, 2019","Montego Bay Convention Centre, Montego Bay",NICHOLLS-STATE,Nicholls State,Away,NORTH-CAROLINA-AT,North Carolina A&T,Nicholls State,NORTH-CAROLINA-AT,NICHOLLS-STATE,North Carolina A&T,Nicholls State,2019-11-22-11-nicholls-stateNorth Carolina A&T,2019-11-22-11-nicholls-stateNicholls State,,,,,0.4669669669669671,0.4396551724137931,0.4914675767918089,0.4
2020-02-22-16-central-arkansasNicholls State,2020-02-22-16-central-arkansas,"February 22, 2020","Jeff Farris Center, Conway, Arkansas",NICHOLLS-STATE,Nicholls State,Home,CENTRAL-ARKANSAS,Central Arkansas,Nicholls State,CENTRAL-ARKANSAS,NICHOLLS-STATE,Central Arkansas,Nicholls State,2020-02-22-16-central-arkansasCentral Arkansas,2020-02-22-16-central-arkansasNicholls State,,,,,0.4997087944088526,0.490566037735849,0.4762859051436206,0.6666666666666666
2019-11-05-20-illinoisNicholls State,2019-11-05-20-illinois,"November 5, 2019","State Farm Center, Champaign, Illinois",NICHOLLS-STATE,Nicholls State,Home,ILLINOIS,Illinois,Nicholls State,ILLINOIS,NICHOLLS-STATE,Illinois,Nicholls State,2019-11-05-20-illinoisIllinois,2019-11-05-20-illinoisNicholls State,,,,,,,,
2020-01-04-15-lamarLamar,2020-01-04-15-lamar,"January 4, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,ABILENE-CHRISTIAN,Abilene Christian,Lamar,ABILENE-CHRISTIAN,LAMAR,Abilene Christian,Lamar,2020-01-04-15-lamarAbilene Christian,2020-01-04-15-lamarLamar,,,,,0.4679633867276888,0.5175619834710744,0.4659653465346535,0.5714285714285714
2020-02-08-20-abilene-christianLamar,2020-02-08-20-abilene-christian,"February 8, 2020","Moody Coliseum , Abilene, Texas",LAMAR,Lamar,Home,ABILENE-CHRISTIAN,Abilene Christian,Lamar,ABILENE-CHRISTIAN,LAMAR,Abilene Christian,Lamar,2020-02-08-20-abilene-christianAbilene Christian,2020-02-08-20-abilene-christianLamar,,,,,0.4883466860888565,0.4977139124755062,0.4859154929577465,0.5217391304347826
2020-03-07-17-lamarLamar,2020-03-07-17-lamar,"March 7, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,MCNEESE-STATE,McNeese State,Lamar,MCNEESE-STATE,LAMAR,McNeese State,Lamar,2020-03-07-17-lamarMcNeese State,2020-03-07-17-lamarLamar,,,,,0.4903900508762013,0.4926058133605303,0.4994353472614342,0.5333333333333333
2020-01-15-20-lamarLamar,2020-01-15-20-lamar,"January 15, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,SAM-HOUSTON-STATE,Sam Houston State,Lamar,SAM-HOUSTON-STATE,LAMAR,Sam Houston State,Lamar,2020-01-15-20-lamarSam Houston State,2020-01-15-20-lamarLamar,,,,,0.4795520934761442,0.5091066782307025,0.4725274725274725,0.5294117647058824
2020-01-25-17-lamarLamar,2020-01-25-17-lamar,"January 25, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Lamar,STEPHEN-F-AUSTIN,LAMAR,Stephen F. Austin,Lamar,2020-01-25-17-lamarStephen F. Austin,2020-01-25-17-lamarLamar,,,,,0.4805463576158941,0.5026138909634055,0.4819432502149613,0.5
2020-02-29-17-stephen-f-austinLamar,2020-02-29-17-stephen-f-austin,"February 29, 2020","William Johnson Coliseum, Nacogdoches, Texas",LAMAR,Lamar,Home,STEPHEN-F-AUSTIN,Stephen F. Austin,Lamar,STEPHEN-F-AUSTIN,LAMAR,Stephen F. Austin,Lamar,2020-02-29-17-stephen-f-austinStephen F. Austin,2020-02-29-17-stephen-f-austinLamar,,,,,0.4903225806451613,0.4957805907172996,0.4964726631393298,0.5517241379310345
2019-12-21-16-northwestern-stateLamar,2019-12-21-16-northwestern-state,"December 21, 2019","Prather Coliseum, Natchitoches, Louisiana",LAMAR,Lamar,Home,NORTHWESTERN-STATE,Northwestern State,Lamar,NORTHWESTERN-STATE,LAMAR,Northwestern State,Lamar,2019-12-21-16-northwestern-stateNorthwestern State,2019-12-21-16-northwestern-stateLamar,,,,,0.4660130718954249,0.5221445221445221,0.456981664315938,0.5833333333333334
2019-12-14-15-texas-christianLamar,2019-12-14-15-texas-christian,"December 14, 2019","Ed & Rae Schollmaier Arena, Fort Worth, Texas",LAMAR,Lamar,Home,TEXAS-CHRISTIAN,TCU,Lamar,TEXAS-CHRISTIAN,LAMAR,TCU,Lamar,2019-12-14-15-texas-christianTCU,2019-12-14-15-texas-christianLamar,,,,,0.4770569620253165,0.5257142857142857,0.43847487001733104,0.6
2019-11-12-19-duquesneLamar,2019-11-12-19-duquesne,"November 12, 2019","Kerr Fitness Center, Pittsburgh, Pennsylvania",LAMAR,Lamar,Home,DUQUESNE,Duquesne,Lamar,DUQUESNE,LAMAR,Duquesne,Lamar,2019-11-12-19-duquesneDuquesne,2019-11-12-19-duquesneLamar,,,,,0.5641025641025641,0.6375838926174496,0.3608695652173913,1.0
2019-11-26-20-alabama-birminghamLamar,2019-11-26-20-alabama-birmingham,"November 26, 2019","Bartow Arena, Birmingham, Alabama",LAMAR,Lamar,Home,ALABAMA-BIRMINGHAM,Alabama-Birmingham,Lamar,ALABAMA-BIRMINGHAM,LAMAR,UAB,Lamar,2019-11-26-20-alabama-birminghamUAB,2019-11-26-20-alabama-birminghamLamar,,,,,0.5,0.5253012048192771,0.4504373177842566,0.6666666666666666
2019-11-30-20-texas-southernLamar,2019-11-30-20-texas-southern,"November 30, 2019","Health & Physical Education Arena, Houston, Texas",LAMAR,Lamar,Home,TEXAS-SOUTHERN,Texas Southern,Lamar,TEXAS-SOUTHERN,LAMAR,Texas Southern,Lamar,2019-11-30-20-texas-southernTexas Southern,2019-11-30-20-texas-southernLamar,,,,,0.47478070175438597,0.5090180360721442,0.43596059113300495,0.5714285714285714
2019-11-24-18-kentuckyLamar,2019-11-24-18-kentucky,"November 24, 2019","Rupp Arena, Lexington, Kentucky",LAMAR,Lamar,Home,KENTUCKY,Kentucky,Lamar,KENTUCKY,LAMAR,Kentucky,Lamar,2019-11-24-18-kentuckyKentucky,2019-11-24-18-kentuckyLamar,,,,,0.5227272727272727,0.5389048991354467,0.42132867132867136,0.8
2020-01-08-20-lamarLamar,2020-01-08-20-lamar,"January 8, 2020","Montagne Center, Beaumont, Texas",LAMAR,Lamar,Away,NICHOLLS-STATE,Nicholls State,Lamar,NICHOLLS-STATE,LAMAR,Nicholls State,Lamar,2020-01-08-20-lamarNicholls State,2020-01-08-20-lamarLamar,,,,,0.4691224268689058,0.516504854368932,0.4678899082568808,0.5333333333333333
2020-02-12-20-nicholls-stateLamar,2020-02-12-20-nicholls-state,"February 12, 2020","David Stopher Gymnasium, Thibodaux, Louisiana",LAMAR,Lamar,Home,NICHOLLS-STATE,Nicholls State,Lamar,NICHOLLS-STATE,LAMAR,Nicholls State,Lamar,2020-02-12-20-nicholls-stateNicholls State,2020-02-12-20-nicholls-stateLamar,,,,,0.4807692307692308,0.4934497816593886,0.4925479063165366,0.5
2020-01-18-16-texas-am-corpus-christiLamar,2020-01-18-16-texas-am-corpus-christi,"January 18, 2020","American Bank Center, Corpus Christi, Texas",LAMAR,Lamar,Home,TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Lamar,TEXAS-AM-CORPUS-CHRISTI,LAMAR,Texas A&M-Corpus Christi,Lamar,2020-01-18-16-texas-am-corpus-christiTexas A&M-Corpus Christi,2020-01-18-16-texas-am-corpus-christiLamar,,,,,0.4766483516483517,0.5077677841373671,0.4787935909519322,0.5
2020-01-11-16-abilene-christianTexas A&M-Corpus Christi,2020-01-11-16-abilene-christian,"January 11, 2020","Moody Coliseum , Abilene, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,ABILENE-CHRISTIAN,Abilene Christian,Texas A&M-Corpus Christi,ABILENE-CHRISTIAN,TEXAS-AM-CORPUS-CHRISTI,Abilene Christian,Texas A&M-Corpus Christi,2020-01-11-16-abilene-christianAbilene Christian,2020-01-11-16-abilene-christianTexas A&M-Corpus Christi,,,,,0.4964243146603099,0.5118434603501545,0.478675645342312,0.375
2020-02-15-16-texas-am-corpus-christiTexas A&M-Corpus Christi,2020-02-15-16-texas-am-corpus-christi,"February 15, 2020","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,ABILENE-CHRISTIAN,Abilene Christian,Texas A&M-Corpus Christi,ABILENE-CHRISTIAN,TEXAS-AM-CORPUS-CHRISTI,Abilene Christian,Texas A&M-Corpus Christi,2020-02-15-16-texas-am-corpus-christiAbilene Christian,2020-02-15-16-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,0.5,0.5145118733509235,0.4718978102189781,0.4
2020-01-29-19-sam-houston-stateTexas A&M-Corpus Christi,2020-01-29-19-sam-houston-state,"January 29, 2020","Johnson Coliseum, Huntsville, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,SAM-HOUSTON-STATE,Sam Houston State,Texas A&M-Corpus Christi,SAM-HOUSTON-STATE,TEXAS-AM-CORPUS-CHRISTI,Sam Houston State,Texas A&M-Corpus Christi,2020-01-29-19-sam-houston-stateSam Houston State,2020-01-29-19-sam-houston-stateTexas A&M-Corpus Christi,,,,,0.5004612546125461,0.5232100708103855,0.4658008658008658,0.42857142857142855
2020-02-12-20-texas-am-corpus-christiTexas A&M-Corpus Christi,2020-02-12-20-texas-am-corpus-christi,"February 12, 2020","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Texas A&M-Corpus Christi,STEPHEN-F-AUSTIN,TEXAS-AM-CORPUS-CHRISTI,Stephen F. Austin,Texas A&M-Corpus Christi,2020-02-12-20-texas-am-corpus-christiStephen F. Austin,2020-02-12-20-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,0.5,0.5171232876712328,0.4697199091597275,0.4166666666666667
2020-03-11-18-northwestern-stateTexas A&M-Corpus Christi,2020-03-11-18-northwestern-state,"March 11, 2020","Leonard E. Merrell Center, Katy, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,NORTHWESTERN-STATE,Northwestern State,Texas A&M-Corpus Christi,NORTHWESTERN-STATE,TEXAS-AM-CORPUS-CHRISTI,Northwestern State,Texas A&M-Corpus Christi,2020-03-11-18-northwestern-stateNorthwestern State,2020-03-11-18-northwestern-stateTexas A&M-Corpus Christi,,,,,0.5179344465058751,0.5219037317468902,0.4837085308056872,0.4516129032258064
2019-12-15-18-texas-amTexas A&M-Corpus Christi,2019-12-15-18-texas-am,"December 15, 2019","Reed Arena, College Station, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,TEXAS-AM,Texas A&M,Texas A&M-Corpus Christi,TEXAS-AM,TEXAS-AM-CORPUS-CHRISTI,Texas A&M,Texas A&M-Corpus Christi,2019-12-15-18-texas-amTexas A&M,2019-12-15-18-texas-amTexas A&M-Corpus Christi,,,,,0.4957537154989384,0.523719165085389,0.4939637826961771,0.4444444444444444
2019-11-11-20-vanderbiltTexas A&M-Corpus Christi,2019-11-11-20-vanderbilt,"November 11, 2019","Memorial Gymnasium, Nashville, Tennessee",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,VANDERBILT,Vanderbilt,Texas A&M-Corpus Christi,VANDERBILT,TEXAS-AM-CORPUS-CHRISTI,Vanderbilt,Texas A&M-Corpus Christi,2019-11-11-20-vanderbiltVanderbilt,2019-11-11-20-vanderbiltTexas A&M-Corpus Christi,,,,,0.4,0.4655172413793103,0.5806451612903226,0.0
2019-11-15-20-texas-am-corpus-christiTexas A&M-Corpus Christi,2019-11-15-20-texas-am-corpus-christi,"November 15, 2019","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,STONY-BROOK,Stony Brook,Texas A&M-Corpus Christi,STONY-BROOK,TEXAS-AM-CORPUS-CHRISTI,Stony Brook,Texas A&M-Corpus Christi,2019-11-15-20-texas-am-corpus-christiStony Brook,2019-11-15-20-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,0.4947368421052632,0.4727272727272727,0.5789473684210527,0.0
2019-11-16-19-texas-am-corpus-christiTexas A&M-Corpus Christi,2019-11-16-19-texas-am-corpus-christi,"November 16, 2019","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,NORTH-DAKOTA-STATE,North Dakota State,Texas A&M-Corpus Christi,NORTH-DAKOTA-STATE,TEXAS-AM-CORPUS-CHRISTI,North Dakota State,Texas A&M-Corpus Christi,2019-11-16-19-texas-am-corpus-christiNorth Dakota State,2019-11-16-19-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,0.5135135135135135,0.4972375690607735,0.5276243093922652,0.0
2019-12-21-14-central-arkansasTexas A&M-Corpus Christi,2019-12-21-14-central-arkansas,"December 21, 2019","Jeff Farris Center, Conway, Arkansas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,CENTRAL-ARKANSAS,Central Arkansas,Texas A&M-Corpus Christi,CENTRAL-ARKANSAS,TEXAS-AM-CORPUS-CHRISTI,Central Arkansas,Texas A&M-Corpus Christi,2019-12-21-14-central-arkansasCentral Arkansas,2019-12-21-14-central-arkansasTexas A&M-Corpus Christi,,,,,0.4877622377622378,0.5235204855842185,0.4828150572831424,0.3636363636363637
2020-02-01-20-houston-baptistTexas A&M-Corpus Christi,2020-02-01-20-houston-baptist,"February 1, 2020","Frank and Lucille Sharp Gymnasium, Houston, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,HOUSTON-BAPTIST,Houston Baptist,Texas A&M-Corpus Christi,HOUSTON-BAPTIST,TEXAS-AM-CORPUS-CHRISTI,Houston Baptist,Texas A&M-Corpus Christi,2020-02-01-20-houston-baptistHouston Baptist,2020-02-01-20-houston-baptistTexas A&M-Corpus Christi,,,,,0.4973637961335677,0.5227781926811053,0.4666666666666667,0.4090909090909091
2019-12-18-20-nicholls-stateTexas A&M-Corpus Christi,2019-12-18-20-nicholls-state,"December 18, 2019","David Stopher Gymnasium, Thibodaux, Louisiana",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,NICHOLLS-STATE,Nicholls State,Texas A&M-Corpus Christi,NICHOLLS-STATE,TEXAS-AM-CORPUS-CHRISTI,Nicholls State,Texas A&M-Corpus Christi,2019-12-18-20-nicholls-stateNicholls State,2019-12-18-20-nicholls-stateTexas A&M-Corpus Christi,,,,,0.4961612284069098,0.5160744500846024,0.4908424908424908,0.4
2020-02-22-17-lamarTexas A&M-Corpus Christi,2020-02-22-17-lamar,"February 22, 2020","Montagne Center, Beaumont, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,LAMAR,Lamar,Texas A&M-Corpus Christi,LAMAR,TEXAS-AM-CORPUS-CHRISTI,Lamar,Texas A&M-Corpus Christi,2020-02-22-17-lamarLamar,2020-02-22-17-lamarTexas A&M-Corpus Christi,,,,,0.5018559762435041,0.5134099616858238,0.4752824858757062,0.38461538461538464
2020-01-04-16-texas-am-corpus-christiTexas A&M-Corpus Christi,2020-01-04-16-texas-am-corpus-christi,"January 4, 2020","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Texas A&M-Corpus Christi,SOUTHEASTERN-LOUISIANA,TEXAS-AM-CORPUS-CHRISTI,Southeastern Louisiana,Texas A&M-Corpus Christi,2020-01-04-16-texas-am-corpus-christiSoutheastern Louisiana,2020-01-04-16-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,0.4767287234042553,0.5102040816326531,0.47264631043257,0.35714285714285715
2020-01-15-20-southeastern-louisianaTexas A&M-Corpus Christi,2020-01-15-20-southeastern-louisiana,"January 15, 2020","University Center, Hammond, Louisiana",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Texas A&M-Corpus Christi,SOUTHEASTERN-LOUISIANA,TEXAS-AM-CORPUS-CHRISTI,Southeastern Louisiana,Texas A&M-Corpus Christi,2020-01-15-20-southeastern-louisianaSoutheastern Louisiana,2020-01-15-20-southeastern-louisianaTexas A&M-Corpus Christi,,,,,0.4949037372593432,0.5158501440922191,0.4750795334040297,0.35294117647058826
2019-11-06-20-texas-am-corpus-christiTexas A&M-Corpus Christi,2019-11-06-20-texas-am-corpus-christi,"November 6, 2019","American Bank Center, Corpus Christi, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Away,LOUISIANA-TECH,Louisiana Tech,Texas A&M-Corpus Christi,LOUISIANA-TECH,TEXAS-AM-CORPUS-CHRISTI,Louisiana Tech,Texas A&M-Corpus Christi,2019-11-06-20-texas-am-corpus-christiLouisiana Tech,2019-11-06-20-texas-am-corpus-christiTexas A&M-Corpus Christi,,,,,,,,
2019-12-03-20-texas-san-antonioTexas A&M-Corpus Christi,2019-12-03-20-texas-san-antonio,"December 3, 2019","Convocation Center, San Antonio, Texas",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,TEXAS-SAN-ANTONIO,UTSA,Texas A&M-Corpus Christi,TEXAS-SAN-ANTONIO,TEXAS-AM-CORPUS-CHRISTI,UTSA,Texas A&M-Corpus Christi,2019-12-03-20-texas-san-antonioUTSA,2019-12-03-20-texas-san-antonioTexas A&M-Corpus Christi,,,,,0.4885386819484241,0.5251798561151079,0.4857881136950905,0.42857142857142855
2019-12-29-14-nebraskaTexas A&M-Corpus Christi,2019-12-29-14-nebraska,"December 29, 2019","Pinnacle Bank Arena, Lincoln, Nebraska",TEXAS-AM-CORPUS-CHRISTI,Texas A&M-Corpus Christi,Home,NEBRASKA,Nebraska,Texas A&M-Corpus Christi,NEBRASKA,TEXAS-AM-CORPUS-CHRISTI,Nebraska,Texas A&M-Corpus Christi,2019-12-29-14-nebraskaNebraska,2019-12-29-14-nebraskaTexas A&M-Corpus Christi,,,,,0.4904610492845787,0.5165289256198347,0.4835329341317365,0.3333333333333333
2020-01-18-20-abilene-christianSoutheastern Louisiana,2020-01-18-20-abilene-christian,"January 18, 2020","Moody Coliseum , Abilene, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,ABILENE-CHRISTIAN,Abilene Christian,Southeastern Louisiana,ABILENE-CHRISTIAN,SOUTHEASTERN-LOUISIANA,Abilene Christian,Southeastern Louisiana,2020-01-18-20-abilene-christianAbilene Christian,2020-01-18-20-abilene-christianSoutheastern Louisiana,,,,,0.4639024390243903,0.4458149779735683,0.5204708290685772,0.29411764705882354
2020-02-22-17-southeastern-louisianaSoutheastern Louisiana,2020-02-22-17-southeastern-louisiana,"February 22, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,ABILENE-CHRISTIAN,Abilene Christian,Southeastern Louisiana,ABILENE-CHRISTIAN,SOUTHEASTERN-LOUISIANA,Abilene Christian,Southeastern Louisiana,2020-02-22-17-southeastern-louisianaAbilene Christian,2020-02-22-17-southeastern-louisianaSoutheastern Louisiana,,,,,0.4621501272264631,0.4545987111892209,0.5324105334233626,0.2307692307692308
2020-01-22-20-southeastern-louisianaSoutheastern Louisiana,2020-01-22-20-southeastern-louisiana,"January 22, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,MCNEESE-STATE,McNeese State,Southeastern Louisiana,MCNEESE-STATE,SOUTHEASTERN-LOUISIANA,McNeese State,Southeastern Louisiana,2020-01-22-20-southeastern-louisianaMcNeese State,2020-01-22-20-southeastern-louisianaSoutheastern Louisiana,,,,,0.4613594040968343,0.4492023509655752,0.5228599221789884,0.2777777777777778
2020-02-26-19-mcneese-stateSoutheastern Louisiana,2020-02-26-19-mcneese-state,"February 26, 2020","H&HP Complex, Lake Charles, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,MCNEESE-STATE,McNeese State,Southeastern Louisiana,MCNEESE-STATE,SOUTHEASTERN-LOUISIANA,McNeese State,Southeastern Louisiana,2020-02-26-19-mcneese-stateMcNeese State,2020-02-26-19-mcneese-stateSoutheastern Louisiana,,,,,0.4634071340713407,0.453514739229025,0.5306788511749347,0.2222222222222222
2020-01-08-19-sam-houston-stateSoutheastern Louisiana,2020-01-08-19-sam-houston-state,"January 8, 2020","Johnson Coliseum, Huntsville, Texas",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,SAM-HOUSTON-STATE,Sam Houston State,Southeastern Louisiana,SAM-HOUSTON-STATE,SOUTHEASTERN-LOUISIANA,Sam Houston State,Southeastern Louisiana,2020-01-08-19-sam-houston-stateSam Houston State,2020-01-08-19-sam-houston-stateSoutheastern Louisiana,,,,,0.469364161849711,0.4470338983050847,0.5302843016069221,0.2857142857142857
2020-02-12-20-southeastern-louisianaSoutheastern Louisiana,2020-02-12-20-southeastern-louisiana,"February 12, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,SAM-HOUSTON-STATE,Sam Houston State,Southeastern Louisiana,SAM-HOUSTON-STATE,SOUTHEASTERN-LOUISIANA,Sam Houston State,Southeastern Louisiana,2020-02-12-20-southeastern-louisianaSam Houston State,2020-02-12-20-southeastern-louisianaSoutheastern Louisiana,,,,,0.4626712328767123,0.4524259609325772,0.527798098024872,0.25
2020-01-02-14-southeastern-louisianaSoutheastern Louisiana,2020-01-02-14-southeastern-louisiana,"January 2, 2020","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,STEPHEN-F-AUSTIN,Stephen F. Austin,Southeastern Louisiana,STEPHEN-F-AUSTIN,SOUTHEASTERN-LOUISIANA,Stephen F. Austin,Southeastern Louisiana,2020-01-02-14-southeastern-louisianaStephen F. Austin,2020-01-02-14-southeastern-louisianaSoutheastern Louisiana,,,,,0.458498023715415,0.4509569377990431,0.5217696629213483,0.25
2019-11-13-20-southeastern-louisianaSoutheastern Louisiana,2019-11-13-20-southeastern-louisiana,"November 13, 2019","University Center, Hammond, Louisiana",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Away,GRAMBLING,Grambling,Southeastern Louisiana,GRAMBLING,SOUTHEASTERN-LOUISIANA,Grambling,Southeastern Louisiana,2019-11-13-20-southeastern-louisianaGrambling,2019-11-13-20-southeastern-louisianaSoutheastern Louisiana,,,,,0.47560975609756106,0.4925373134328358,0.5350877192982456,0.5
2019-11-23-20-austin-peaySoutheastern Louisiana,2019-11-23-20-austin-peay,"November 23, 2019","Winfield Dunn Center, Clarksville, Tennessee",SOUTHEASTERN-LOUISIANA,Southeastern Louisiana,Home,AUSTIN-PEAY,Austin Peay,Southeastern Louisiana,AUSTIN-PEAY,SOUTHEASTERN-LOUISIANA,Austin Peay,Southeastern Louisiana,2019-11-23-20-austin-peayAustin Peay,2019-11-23-20-austin-peaySoutheastern Louisiana,,,,,0.4583333333333333,0.4810495626822158,0.4964539007092199,0.4
